abbr.,appName,coreF,memF,time/ms,warps,achieved_occupancy,dram_read_transactions,dram_write_transactions,l2_read_transactions,l2_write_transactions,shared_load_transactions,shared_store_transactions,flop_count_sp,inst_issued,inst_per_warp
MMG,matrixMul(Global),500,800,24.419,32768,0.975796,4566587,157871,168003416,131082,0,0,2147483648,579977321,1.77E+04
MMG,matrixMul(Global),500,900,24.388,32768,0.973701,4573049,157796,167999769,131080,0,0,2147483648,579977313,1.77E+04
MMG,matrixMul(Global),500,1000,24.367,32768,0.971146,4562496,158933,168015144,131081,0,0,2147483648,579977320,1.77E+04
MMG,matrixMul(Global),600,400,21.203,32768,0.974972,4532934,157824,167978802,131081,0,0,2147483648,579978123,1.77E+04
MMG,matrixMul(Global),600,500,20.702,32768,0.976124,4529870,157965,167976306,131186,0,0,2147483648,579977709,1.77E+04
MMG,matrixMul(Global),600,600,20.571,32768,0.976231,4520011,158128,167994499,131186,0,0,2147483648,579977515,1.77E+04
MMG,matrixMul(Global),600,700,20.369,32768,0.976144,4522982,157822,167979662,131187,0,0,2147483648,579977302,1.77E+04
MMG,matrixMul(Global),600,800,20.301,32768,0.976219,4325466,158980,167772354,131078,0,0,2147483648,579977242,1.77E+04
MMG,matrixMul(Global),600,900,20.288,32768,0.976311,4325497,158980,167772378,131102,0,0,2147483648,579977251,1.77E+04
MMG,matrixMul(Global),600,1000,20.29,32768,0.974792,4325474,159083,167772342,131079,0,0,2147483648,579977298,1.77E+04
MMG,matrixMul(Global),700,400,18.836,32768,0.974244,4325476,159039,167772440,131078,0,0,2147483648,579978637,1.77E+04
MMG,matrixMul(Global),700,500,17.986,32768,0.975603,4509122,157839,167944229,131187,0,0,2147483648,579977907,1.77E+04
MMG,matrixMul(Global),700,600,17.856,32768,0.976057,4497908,158277,167948476,131083,0,0,2147483648,579977633,1.77E+04
MMG,matrixMul(Global),700,700,17.557,32768,0.976044,4325452,159585,167772354,131078,0,0,2147483648,579977353,1.77E+04
MMG,matrixMul(Global),700,800,17.497,32768,0.976014,4325443,159707,167772570,131078,0,0,2147483648,579977314,1.77E+04
MMG,matrixMul(Global),700,900,17.448,32768,0.976197,4325443,159928,167772433,131079,0,0,2147483648,579977245,1.77E+04
MMG,matrixMul(Global),700,1000,17.445,32768,0.976259,4325496,159874,167772391,131078,0,0,2147483648,579977304,1.77E+04
MMG,matrixMul(Global),800,400,17.367,32768,0.973143,4325555,159264,167772406,131078,0,0,2147483648,579979204,1.77E+04
MMG,matrixMul(Global),800,500,16.142,32768,0.974435,4325467,159551,167772402,131081,0,0,2147483648,579978269,1.77E+04
MMG,matrixMul(Global),800,600,15.919,32768,0.975421,4325495,159435,167772517,131078,0,0,2147483648,579977902,1.77E+04
MMG,matrixMul(Global),800,700,15.603,32768,0.976027,4325519,159589,167772594,131240,0,0,2147483648,579977582,1.77E+04
MMG,matrixMul(Global),800,800,15.479,32768,0.97605,4325469,159290,167772424,131104,0,0,2147483648,579977501,1.77E+04
MMG,matrixMul(Global),800,900,15.396,32768,0.976129,4325507,159564,167772657,131156,0,0,2147483648,579977407,1.77E+04
MMG,matrixMul(Global),800,1000,15.353,32768,0.976225,4325465,159654,167772432,131117,0,0,2147483648,579977237,1.77E+04
MMG,matrixMul(Global),900,400,16.251,32768,0.972713,4327095,159362,167772392,131143,0,0,2147483648,579979871,1.77E+04
MMG,matrixMul(Global),900,500,14.737,32768,0.973926,4325510,159260,167772595,131126,0,0,2147483648,579978685,1.77E+04
MMG,matrixMul(Global),900,600,14.407,32768,0.975141,4325478,159442,167772484,131156,0,0,2147483648,579978406,1.77E+04
MMG,matrixMul(Global),900,700,14,32768,0.975567,4325527,159475,167772460,131134,0,0,2147483648,579977789,1.77E+04
MMG,matrixMul(Global),900,800,13.783,32768,0.975983,4325484,159394,167772587,131143,0,0,2147483648,579977567,1.77E+04
MMG,matrixMul(Global),900,900,13.677,32768,0.976128,4325483,159452,167772489,131130,0,0,2147483648,579977373,1.77E+04
MMG,matrixMul(Global),900,1000,13.606,32768,0.976164,4325457,159419,167772443,131156,0,0,2147483648,579977488,1.77E+04
MMG,matrixMul(Global),1000,400,15.487,32768,0.974956,4325510,159233,167772508,131234,0,0,2147483648,579980439,1.77E+04
MMG,matrixMul(Global),1000,500,13.872,32768,0.97319,4325634,159337,167772676,131117,0,0,2147483648,579979128,1.77E+04
MMG,matrixMul(Global),1000,600,13.407,32768,0.973989,4325510,159246,167772499,131117,0,0,2147483648,579978696,1.77E+04
MMG,matrixMul(Global),1000,700,12.832,32768,0.974738,4325475,159185,167772463,131104,0,0,2147483648,579978091,1.77E+04
MMG,matrixMul(Global),1000,800,12.574,32768,0.975745,4325504,159712,167772540,131117,0,0,2147483648,579977649,1.77E+04
MMG,matrixMul(Global),1000,900,12.455,32768,0.976054,4325449,159597,167772432,131160,0,0,2147483648,579977506,1.77E+04
MMG,matrixMul(Global),1000,1000,12.367,32768,0.976069,4325498,159532,167772408,131078,0,0,2147483648,579977261,1.77E+04
MS,mergeSort,400,400,0.83158,32768,1,268980,259007,339667,317400,878820,285718,0,6036654,184.128116
MS,mergeSort,400,500,0.64982,32768,1,269601,260056,332418,317399,878820,285718,0,6036544,184.128116
MS,mergeSort,400,600,0.53954,32768,1,267042,260339,333100,317400,878820,285718,0,6036543,184.128116
MS,mergeSort,400,700,0.46061,32768,1,268863,261425,333261,317399,878820,285718,0,6036490,184.128116
MS,mergeSort,400,800,0.41958,32768,1,265609,262298,332052,317399,878820,285718,0,6036571,184.128116
MS,mergeSort,400,900,0.40545,32768,1,266561,262397,333069,317399,878820,285718,0,6036622,184.128116
MS,mergeSort,400,1000,0.39934,32768,1,266421,261894,334106,317399,878820,285718,0,6036608,184.128116
MS,mergeSort,500,400,0.82824,32768,1,270202,258432,336398,317400,878820,285718,0,6036580,184.128116
MS,mergeSort,500,500,0.64682,32768,1,268748,259303,333460,317399,878820,285718,0,6036420,184.128116
MS,mergeSort,500,600,0.53143,32768,1,268277,258938,333516,317399,878820,285718,0,6036338,184.128116
MS,mergeSort,500,700,0.44923,32768,1,268209,259702,332748,317399,878820,285718,0,6036589,184.128116
MS,mergeSort,500,800,0.39068,32768,1,265583,260235,332854,317399,878820,285718,0,6036305,184.128116
MS,mergeSort,500,900,0.35469,32768,1,265891,261826,333515,317399,878820,285718,0,6036530,184.128116
MS,mergeSort,500,1000,0.33704,32768,1,265341,262371,333549,317399,878820,285718,0,6036423,184.128116
MS,mergeSort,600,400,0.83158,32768,1,268993,258189,342881,317400,878820,285718,0,6036704,184.128116
MS,mergeSort,600,500,0.64545,32768,1,268996,259069,334462,317399,878820,285718,0,6036621,184.128116
MS,mergeSort,600,600,0.52814,32768,1,269805,258063,334284,317399,878820,285718,0,6036547,184.128116
MS,mergeSort,600,700,0.44408,32768,1,266095,258766,332367,317399,878820,285718,0,6036509,184.128116
MS,mergeSort,600,800,0.38544,32768,1,266428,259795,332956,317399,878820,285718,0,6036445,184.128116
MS,mergeSort,600,900,0.34,32768,1,265720,260043,333565,317399,878820,285718,0,6036427,184.128116
MS,mergeSort,600,1000,0.30964,32768,1,265457,261177,333144,317399,878820,285718,0,6036231,184.128116
MS,mergeSort,700,400,0.83336,32768,1,269779,257741,338021,317400,878820,285718,0,6036670,184.128116
MS,mergeSort,700,500,0.64655,32768,1,270257,259084,332907,317399,878820,285718,0,6036349,184.128116
MS,mergeSort,700,600,0.52705,32768,1,268729,257171,332801,317399,878820,285718,0,6036493,184.128116
MS,mergeSort,700,700,0.44158,32768,1,266425,258245,332726,317399,878820,285718,0,6036366,184.128116
MS,mergeSort,700,800,0.38077,32768,1,266460,258712,332808,317400,878820,285718,0,6036039,184.128116
MS,mergeSort,700,900,0.33591,32768,1,265695,259664,333430,317399,878820,285718,0,6036010,184.128116
MS,mergeSort,700,1000,0.30165,32768,1,265529,260262,333134,317399,878820,285718,0,6035925,184.128116
MS,mergeSort,800,400,0.83349,32768,1,271897,257791,338187,317399,878820,285718,0,6036667,184.128116
MS,mergeSort,800,500,0.6456,32768,1,269814,258938,333845,317399,878820,285718,0,6036491,184.128116
MS,mergeSort,800,600,0.52588,32768,1,269230,256727,333466,317400,878820,285718,0,6036160,184.128116
MS,mergeSort,800,700,0.44031,32768,1,266143,257652,332161,317399,878820,285718,0,6036221,184.128116
MS,mergeSort,800,800,0.3795,32768,1,266561,258316,333331,317399,878820,285718,0,6036132,184.128116
MS,mergeSort,800,900,0.33399,32768,1,265707,259178,333568,317399,878820,285718,0,6036058,184.128116
MS,mergeSort,800,1000,0.29878,32768,1,265445,259340,333553,317399,878820,285718,0,6035996,184.128116
MS,mergeSort,900,400,0.83561,32768,1,270387,257607,336806,317404,878820,285718,0,6036472,184.128116
MS,mergeSort,900,500,0.64689,32768,1,269970,258508,332762,317399,878820,285718,0,6036172,184.128116
MS,mergeSort,900,600,0.52798,32768,1,268341,256610,332109,317399,878820,285718,0,6036043,184.128116
MS,mergeSort,900,700,0.43983,32768,1,266156,257008,332384,317399,878820,285718,0,6036113,184.128116
MS,mergeSort,900,800,0.37829,32768,1,266830,257908,334584,317399,878820,285718,0,6035847,184.128116
MS,mergeSort,900,900,0.33237,32768,1,265722,258230,333677,317399,878820,285718,0,6035888,184.128116
MS,mergeSort,900,1000,0.29647,32768,1,266383,259214,333260,317399,878820,285718,0,6035835,184.128116
MS,mergeSort,1000,400,0.83583,32768,1,269675,257406,338946,317400,878820,285718,0,6036557,184.128116
MS,mergeSort,1000,500,0.64826,32768,1,270702,258595,332352,317399,878820,285718,0,6036114,184.128116
MS,mergeSort,1000,600,0.52697,32768,1,267384,256476,332210,317399,878820,285718,0,6035948,184.128116
MS,mergeSort,1000,700,0.43935,32768,1,266360,256810,332215,317400,878820,285718,0,6035848,184.128116
MS,mergeSort,1000,800,0.37765,32768,1,266208,257323,333427,317399,878820,285718,0,6035734,184.128116
MS,mergeSort,1000,900,0.33045,32768,1,265811,258040,333243,317399,878820,285718,0,6035806,184.128116
MS,mergeSort,1000,1000,0.29564,32768,1,265711,258597,333502,317399,878820,285718,0,6035677,184.128116
NN,nn,400,400,0.009764,1344,0.737878,58,921,21578,5352,0,0,513168,57506,40.848958
NN,nn,400,500,0.009503,1344,0.766599,1057,2322,21807,5352,0,0,513168,57881,40.848958
NN,nn,400,600,0.009677,1344,0.766044,1313,2156,21650,5352,0,0,513168,57675,40.848958
NN,nn,400,700,0.009412,1344,0.756601,607,2126,21606,5352,0,0,513168,57598,40.848958
NN,nn,400,800,0.009421,1344,0.755899,564,2184,21612,5352,0,0,513168,57634,40.848958
NN,nn,400,900,0.009563,1344,0.745283,70,1201,21850,5352,0,0,513168,57495,40.848958
NN,nn,400,1000,0.009558,1344,0.743112,2,1233,21578,5352,0,0,513168,57544,40.848958
NN,nn,500,400,0.008196,1344,0.731529,243,1572,21575,5352,0,0,513168,57321,40.848958
NN,nn,500,500,0.008004,1344,0.732851,40,1731,21602,5352,0,0,513168,57318,40.848958
NN,nn,500,600,0.008004,1344,0.728501,51,1710,21549,5352,0,0,513168,57312,40.848958
NN,nn,500,700,0.007986,1344,0.732622,52,1837,21564,5352,0,0,513168,57319,40.848958
NN,nn,500,800,0.007945,1344,0.724775,73,1881,21836,5352,0,0,513168,57298,40.848958
NN,nn,500,900,0.007986,1344,0.723777,36,1095,21650,5352,0,0,513168,57275,40.848958
NN,nn,500,1000,0.007917,1344,0.725318,166,1067,21591,5352,0,0,513168,57258,40.848958
NN,nn,600,400,0.007003,1344,0.709338,179,806,21582,5352,0,0,513168,57144,40.848958
NN,nn,600,500,0.006866,1344,0.714495,52,810,21570,5352,0,0,513168,57114,40.848958
NN,nn,600,600,0.006857,1344,0.714557,36,1710,21788,5352,0,0,513168,57179,40.848958
NN,nn,600,700,0.006806,1344,0.7174,29,1832,21560,5352,0,0,513168,57156,40.848958
NN,nn,600,800,0.006669,1344,0.711691,2,2132,21548,5352,0,0,513168,57202,40.848958
NN,nn,600,900,0.006605,1344,0.716672,0,2132,21571,5352,0,0,513168,57184,40.848958
NN,nn,600,1000,0.006505,1344,0.713437,2,2188,21556,5352,0,0,513168,57151,40.848958
NN,nn,700,400,0.006185,1344,0.693077,127,759,21743,5352,0,0,513168,56989,40.848958
NN,nn,700,500,0.006139,1344,0.692112,46,773,21584,5352,0,0,513168,57027,40.848958
NN,nn,700,600,0.006066,1344,0.690765,40,879,21622,5352,0,0,513168,56980,40.848958
NN,nn,700,700,0.00591,1344,0.694459,0,1053,21556,5352,0,0,513168,56985,40.848958
NN,nn,700,800,0.005851,1344,0.688617,0,1105,21567,5352,0,0,513168,57010,40.848958
NN,nn,700,900,0.005709,1344,0.69226,2,1156,21530,5352,0,0,513168,57024,40.848958
NN,nn,700,1000,0.00586,1344,0.69115,0,1218,21548,5352,0,0,513168,56982,40.848958
NN,nn,800,400,0.005375,1344,0.680065,0,938,21545,5352,0,0,513168,56874,40.848958
NN,nn,800,500,0.005316,1344,0.67874,2,986,21522,5352,0,0,513168,56913,40.848958
NN,nn,800,600,0.005481,1344,0.677882,2,968,21549,5352,0,0,513168,56932,40.848958
NN,nn,800,700,0.005357,1344,0.681721,0,1024,21537,5352,0,0,513168,56911,40.848958
NN,nn,800,800,0.005343,1344,0.680431,2,1044,21552,5352,0,0,513168,56936,40.848958
NN,nn,800,900,0.005325,1344,0.685975,0,1141,21541,5352,0,0,513168,56981,40.848958
NN,nn,800,1000,0.005275,1344,0.685433,2,1157,21548,5352,0,0,513168,56948,40.848958
NN,nn,900,400,0.005019,1344,0.66362,2,903,21567,5352,0,0,513168,56942,40.848958
NN,nn,900,500,0.004895,1344,0.678974,2,980,21545,5352,0,0,513168,56928,40.848958
NN,nn,900,600,0.004928,1344,0.66771,2,949,21552,5352,0,0,513168,56949,40.848958
NN,nn,900,700,0.004895,1344,0.665627,2,1009,21560,5352,0,0,513168,56925,40.848958
NN,nn,900,800,0.00485,1344,0.675249,0,1048,21567,5352,0,0,513168,56916,40.848958
NN,nn,900,900,0.00474,1344,0.666171,2,1097,21593,5352,0,0,513168,56936,40.848958
NN,nn,900,1000,0.004763,1344,0.665344,0,1119,21571,5352,0,0,513168,56913,40.848958
NN,nn,1000,400,0.004621,1344,0.655529,0,908,21526,5352,0,0,513168,56955,40.848958
NN,nn,1000,500,0.00453,1344,0.650127,0,932,21556,5352,0,0,513168,56900,40.848958
NN,nn,1000,600,0.004525,1344,0.65862,0,951,21522,5352,0,0,513168,56951,40.848958
NN,nn,1000,700,0.004484,1344,0.650486,2,948,21545,5352,0,0,513168,56909,40.848958
NN,nn,1000,800,0.004393,1344,0.646928,0,963,21568,5352,0,0,513168,56915,40.848958
NN,nn,1000,900,0.004196,1344,0.647694,2,1009,21570,5352,0,0,513168,56877,40.848958
NN,nn,1000,1000,0.004219,1344,0.652127,0,1085,21545,5352,0,0,513168,56846,40.848958
quasiG,quasirandomGenerator,400,400,0.55741,1536,0.673623,4786,386620,4263,393222,0,0,3145728,7265328,4.73E+03
quasiG,quasirandomGenerator,400,500,0.45961,1536,0.654689,1222,385262,1838,393222,0,0,3145728,7265316,4.73E+03
quasiG,quasirandomGenerator,400,600,0.39935,1536,0.649427,1114,386245,5733,393222,0,0,3145728,7265327,4.73E+03
quasiG,quasirandomGenerator,400,700,0.34581,1536,0.649326,863,389903,5368,393222,0,0,3145728,7265316,4.73E+03
quasiG,quasirandomGenerator,400,800,0.3442,1536,0.65543,2541,390214,5200,393222,0,0,3145728,7265316,4.73E+03
quasiG,quasirandomGenerator,400,900,0.34413,1536,0.651871,4670,391218,1059,393222,0,0,3145728,7265318,4.73E+03
quasiG,quasirandomGenerator,400,1000,0.34514,1536,0.646236,55,392127,221,393222,0,0,3145728,7265311,4.73E+03
quasiG,quasirandomGenerator,500,400,0.601,1536,0.689311,4052,387131,2561,393222,0,0,3145728,7265339,4.73E+03
quasiG,quasirandomGenerator,500,500,0.43395,1536,0.664808,14029,386543,1586,393222,0,0,3145728,7265317,4.73E+03
quasiG,quasirandomGenerator,500,600,0.38633,1536,0.655479,1230,385820,7812,393222,0,0,3145728,7265335,4.73E+03
quasiG,quasirandomGenerator,500,700,0.34312,1536,0.651737,10795,385838,2824,393222,0,0,3145728,7265311,4.73E+03
quasiG,quasirandomGenerator,500,800,0.30023,1536,0.653466,6928,389301,11037,393222,0,0,3145728,7265303,4.73E+03
quasiG,quasirandomGenerator,500,900,0.2893,1536,0.652033,2092,391311,10619,393222,0,0,3145728,7265321,4.73E+03
quasiG,quasirandomGenerator,500,1000,0.30386,1536,0.653822,1947,390480,1175,393222,0,0,3145728,7265311,4.73E+03
quasiG,quasirandomGenerator,600,400,0.5764,1536,0.695022,6149,386665,5735,393222,0,0,3145728,7265320,4.73E+03
quasiG,quasirandomGenerator,600,500,0.43593,1536,0.682834,7064,386830,2220,393222,0,0,3145728,7265328,4.73E+03
quasiG,quasirandomGenerator,600,600,0.37809,1536,0.670642,2349,386671,7293,393222,0,0,3145728,7265319,4.73E+03
quasiG,quasirandomGenerator,600,700,0.32505,1536,0.659382,9205,386267,9850,393222,0,0,3145728,7265313,4.73E+03
quasiG,quasirandomGenerator,600,800,0.29527,1536,0.651276,58,386787,306,393222,0,0,3145728,7265306,4.73E+03
quasiG,quasirandomGenerator,600,900,0.26492,1536,0.657215,55,386979,267,393222,0,0,3145728,7265311,4.73E+03
quasiG,quasirandomGenerator,600,1000,0.26257,1536,0.651687,54,390379,316,393222,0,0,3145728,7265305,4.73E+03
quasiG,quasirandomGenerator,700,400,0.56711,1536,0.701903,1814,386128,7604,393222,0,0,3145728,7265271,4.73E+03
quasiG,quasirandomGenerator,700,500,0.43125,1536,0.69028,13765,387450,17138,393222,0,0,3145728,7265244,4.73E+03
quasiG,quasirandomGenerator,700,600,0.42223,1536,0.681015,1248,387300,2118,393222,0,0,3145728,7265235,4.73E+03
quasiG,quasirandomGenerator,700,700,0.31804,1536,0.671775,52,388291,289,393222,0,0,3145728,7265232,4.73E+03
quasiG,quasirandomGenerator,700,800,0.27929,1536,0.661869,58,388071,271,393222,0,0,3145728,7265228,4.73E+03
quasiG,quasirandomGenerator,700,900,0.26163,1536,0.652808,51,387397,290,393222,0,0,3145728,7265231,4.73E+03
quasiG,quasirandomGenerator,700,1000,0.22555,1536,0.65121,51,387523,184,393222,0,0,3145728,7265221,4.73E+03
quasiG,quasirandomGenerator,800,400,0.54875,1536,0.71492,51,388288,289,393222,0,0,3145728,7265198,4.73E+03
quasiG,quasirandomGenerator,800,500,0.43181,1536,0.69974,52,388622,224,393222,0,0,3145728,7265199,4.73E+03
quasiG,quasirandomGenerator,800,600,0.37614,1536,0.693706,57,388956,255,393222,0,0,3145728,7265197,4.73E+03
quasiG,quasirandomGenerator,800,700,0.3194,1536,0.685534,53,388282,361,393222,0,0,3145728,7265170,4.73E+03
quasiG,quasirandomGenerator,800,800,0.27511,1536,0.670687,56,388492,250,393222,0,0,3145728,7265177,4.73E+03
quasiG,quasirandomGenerator,800,900,0.24929,1536,0.661814,51,388082,273,393222,0,0,3145728,7265156,4.73E+03
quasiG,quasirandomGenerator,800,1000,0.22767,1536,0.652488,56,387243,273,393222,0,0,3145728,7265151,4.73E+03
quasiG,quasirandomGenerator,900,400,0.54952,1536,0.712279,57,388323,293,393222,0,0,3145728,7265177,4.73E+03
quasiG,quasirandomGenerator,900,500,0.43109,1536,0.708546,55,388653,328,393222,0,0,3145728,7265170,4.73E+03
quasiG,quasirandomGenerator,900,600,0.37567,1536,0.701807,52,388978,217,393222,0,0,3145728,7265137,4.73E+03
quasiG,quasirandomGenerator,900,700,0.31605,1536,0.6908,55,389177,234,393222,0,0,3145728,7265149,4.73E+03
quasiG,quasirandomGenerator,900,800,0.27377,1536,0.680817,56,388048,221,393222,0,0,3145728,7265137,4.73E+03
quasiG,quasirandomGenerator,900,900,0.24157,1536,0.674442,56,387995,288,393222,0,0,3145728,7265098,4.73E+03
quasiG,quasirandomGenerator,900,1000,0.21722,1536,0.661519,57,388280,217,393222,0,0,3145728,7265106,4.73E+03
quasiG,quasirandomGenerator,1000,400,0.5481,1536,0.713124,56,388452,356,393222,0,0,3145728,7265123,4.73E+03
quasiG,quasirandomGenerator,1000,500,0.43077,1536,0.714154,52,388504,360,393222,0,0,3145728,7265113,4.73E+03
quasiG,quasirandomGenerator,1000,600,0.3757,1536,0.708695,56,388922,289,393222,0,0,3145728,7265095,4.73E+03
quasiG,quasirandomGenerator,1000,700,0.31658,1536,0.695447,53,389044,259,393222,0,0,3145728,7265082,4.73E+03
quasiG,quasirandomGenerator,1000,800,0.27358,1536,0.686352,56,389224,356,393235,0,0,3145728,7265103,4.73E+03
quasiG,quasirandomGenerator,1000,900,0.2412,1536,0.681015,57,388240,260,393222,0,0,3145728,7265088,4.73E+03
quasiG,quasirandomGenerator,1000,1000,0.21577,1536,0.665593,52,388353,323,393222,0,0,3145728,7265066,4.73E+03
RD,reduction,400,400,4.0191,524288,0.939044,2127867,39730,2138338,65542,1638400,1310720,16711680,47253772,90.125
RD,reduction,400,500,3.9257,524288,0.936526,2138827,37616,2118542,65542,1638400,1310720,16711680,47253857,90.125
RD,reduction,400,600,3.9047,524288,0.935953,2127717,36671,2121870,65542,1638400,1310720,16711680,47253930,90.125
RD,reduction,400,700,3.8803,524288,0.935126,2136222,38895,2145747,65542,1638400,1310720,16711680,47253834,90.125
RD,reduction,400,800,3.8665,524288,0.934627,2135211,38004,2126755,65542,1638400,1310720,16711680,47253821,90.125
RD,reduction,400,900,3.8538,524288,0.934247,2135402,39427,2121098,65576,1638400,1310720,16711680,47253808,90.125
RD,reduction,400,1000,3.8452,524288,0.934025,2097206,40366,2097339,65542,1638400,1310720,16711680,47253780,90.125
RD,reduction,500,400,3.4279,524288,0.938303,2131188,38688,2121165,65547,1638400,1310720,16711680,47253657,90.125
RD,reduction,500,500,3.2895,524288,0.934589,2131662,38946,2137678,65542,1638400,1310720,16711680,47253696,90.125
RD,reduction,500,600,3.2649,524288,0.933418,2121525,38652,2141834,65542,1638400,1310720,16711680,47253644,90.125
RD,reduction,500,700,3.2342,524288,0.932537,2132676,38519,2135220,65543,1638400,1310720,16711680,47253616,90.125
RD,reduction,500,800,3.2147,524288,0.931884,2127253,38498,2110525,65542,1638400,1310720,16711680,47253665,90.125
RD,reduction,500,900,3.2053,524288,0.931392,2127288,38818,2127693,65542,1638400,1310720,16711680,47253686,90.125
RD,reduction,500,1000,3.1957,524288,0.931073,2135635,39185,2129497,65542,1638400,1310720,16711680,47253624,90.125
RD,reduction,600,400,3.1258,524288,0.944541,2129121,39085,2145588,65542,1638400,1310720,16711680,47253670,90.125
RD,reduction,600,500,2.8356,524288,0.933744,2125836,39047,2120791,65542,1638400,1310720,16711680,47253578,90.125
RD,reduction,600,600,2.8096,524288,0.932096,2128553,38453,2123215,65542,1638400,1310720,16711680,47253542,90.125
RD,reduction,600,700,2.7534,524288,0.930004,2117915,38348,2114959,65542,1638400,1310720,16711680,47253590,90.125
RD,reduction,600,800,2.7181,524288,0.929033,2097186,39728,2097239,65542,1638400,1310720,16711680,47253491,90.125
RD,reduction,600,900,2.6938,524288,0.92826,2097190,39676,2097262,65542,1638400,1310720,16711680,47253506,90.125
RD,reduction,600,1000,2.6476,524288,0.927512,2097191,39807,2097282,65542,1638400,1310720,16711680,47253477,90.125
RD,reduction,700,400,3.0638,524288,0.949504,2129095,38816,2134024,65542,1638400,1310720,16711680,47253794,90.125
RD,reduction,700,500,2.5057,524288,0.934974,2120435,39053,2103019,65542,1638400,1310720,16711680,47253588,90.125
RD,reduction,700,600,2.4192,524288,0.929797,2114860,39104,2128668,65542,1638400,1310720,16711680,47253481,90.125
RD,reduction,700,700,2.3615,524288,0.927257,2097191,40370,2097314,65542,1638400,1310720,16711680,47253504,90.125
RD,reduction,700,800,2.3286,524288,0.92585,2097189,40558,2097325,65542,1638400,1310720,16711680,47253448,90.125
RD,reduction,700,900,2.3099,524288,0.925006,2097189,40709,2097336,65542,1638400,1310720,16711680,47253457,90.125
RD,reduction,700,1000,2.2949,524288,0.924342,2097188,40533,2097257,65542,1638400,1310720,16711680,47253468,90.125
RD,reduction,800,400,3.0314,524288,0.952692,2097193,40480,2097239,65542,1638400,1310720,16711680,47253774,90.125
RD,reduction,800,500,2.3772,524288,0.938776,2097192,40529,2097292,65546,1638400,1310720,16711680,47253560,90.125
RD,reduction,800,600,2.1764,524288,0.93008,2097190,40307,2097290,65555,1638400,1310720,16711680,47253533,90.125
RD,reduction,800,700,2.1058,524288,0.924933,2097197,40076,2097296,65542,1638400,1310720,16711680,47253492,90.125
RD,reduction,800,800,2.0739,524288,0.923356,2097197,39993,2097302,65568,1638400,1310720,16711680,47253470,90.125
RD,reduction,800,900,2.0522,524288,0.922726,2097192,40358,2097341,65555,1638400,1310720,16711680,47253485,90.125
RD,reduction,800,1000,2.0371,524288,0.921948,2097197,40509,2097295,65542,1638400,1310720,16711680,47253477,90.125
RD,reduction,900,400,3.238,524288,0.959667,2097201,39890,2097325,65542,1638400,1310720,16711680,47254032,90.125
RD,reduction,900,500,2.3611,524288,0.943373,2097203,39822,2097327,65550,1638400,1310720,16711680,47253700,90.125
RD,reduction,900,600,2.0675,524288,0.934661,2097205,40297,2097328,65542,1638400,1310720,16711680,47253587,90.125
RD,reduction,900,700,1.9301,524288,0.926189,2097190,40086,2097361,65555,1638400,1310720,16711680,47253512,90.125
RD,reduction,900,800,1.886,524288,0.923095,2097199,40198,2097343,65542,1638400,1310720,16711680,47253477,90.125
RD,reduction,900,900,1.858,524288,0.920915,2097199,40129,2097302,65542,1638400,1310720,16711680,47253486,90.125
RD,reduction,900,1000,1.8299,524288,0.918248,2097195,40531,2097291,65555,1638400,1310720,16711680,47253448,90.125
RD,reduction,1000,400,3.4308,524288,0.961938,2097199,39638,2097329,65555,1638400,1310720,16711680,47254153,90.125
RD,reduction,1000,500,2.3595,524288,0.946271,2097194,40335,2097304,65542,1638400,1310720,16711680,47253794,90.125
RD,reduction,1000,600,2.0519,524288,0.937841,2092059,29105,2097307,65555,1638400,1310720,16711680,47253627,90.125
RD,reduction,1000,700,1.8222,524288,0.926978,2097203,40154,2097325,65568,1638400,1310720,16711680,47253506,90.125
RD,reduction,1000,800,1.7563,524288,0.921664,2097218,40125,2097278,65555,1638400,1310720,16711680,47253465,90.125
RD,reduction,1000,900,1.7093,524288,0.918604,2097193,40406,2097271,65542,1638400,1310720,16711680,47253367,90.125
RD,reduction,1000,1000,1.6639,524288,0.915722,2097190,38019,2119111,65542,1638400,1310720,16711680,47253358,90.125
SP,scalarProd,400,400,0.42697,1024,0.960103,269441,31669,267257,262,18688,17408,2359040,722551,701.75
SP,scalarProd,400,500,0.32356,1024,0.964735,262755,30399,263331,262,18688,17408,2359040,722600,701.75
SP,scalarProd,400,600,0.26138,1024,0.951184,248261,9848,267971,262,18688,17408,2359040,722496,701.75
SP,scalarProd,400,700,0.22288,1024,0.94714,251790,10263,265976,262,18688,17408,2359040,722330,701.75
SP,scalarProd,400,800,0.19468,1024,0.943595,249284,11129,263035,262,18688,17408,2359040,722210,701.75
SP,scalarProd,400,900,0.17073,1024,0.943508,249728,12118,263055,262,18688,17408,2359040,721984,701.75
SP,scalarProd,400,1000,0.15454,1024,0.944599,247649,12927,262443,262,18688,17408,2359040,721958,701.75
SP,scalarProd,500,400,0.39951,1024,0.964709,263573,31049,264782,262,18688,17408,2359040,722438,701.75
SP,scalarProd,500,500,0.33002,1024,0.95816,266202,30877,263862,264,18688,17408,2359040,722425,701.75
SP,scalarProd,500,600,0.25903,1024,0.95697,253282,10322,263670,262,18688,17408,2359040,722389,701.75
SP,scalarProd,500,700,0.22771,1024,0.953196,249268,11060,263118,262,18688,17408,2359040,722336,701.75
