abbr.,appName,coreF,memF,time/ms,warps,achieved_occupancy,dram_read_transactions,dram_write_transactions,l2_read_transactions,l2_write_transactions,shared_load_transactions,shared_store_transactions,flop_count_sp,inst_issued,inst_per_warp
convT,convolutionTexture,800,600,1.3871,147456,0.828589,589998,592606,1176978,589830,0,0,250085376,14011755,95
convT,convolutionTexture,800,700,1.1944,147456,0.829244,589988,592302,1176978,589838,0,0,250085376,14011613,95
convT,convolutionTexture,800,800,1.0726,147456,0.83014,589993,592163,1177036,589830,0,0,250085376,14011572,95
convT,convolutionTexture,800,900,0.9809,147456,0.830568,589995,592290,1177031,589832,0,0,250085376,14011480,95
convT,convolutionTexture,800,1000,0.92045,147456,0.831076,589993,592404,1177045,589830,0,0,250085376,14011434,95
convT,convolutionTexture,900,400,2.1865,147456,0.826268,589994,592073,1177023,589847,0,0,250085376,14012318,95
convT,convolutionTexture,900,500,1.7561,147456,0.826924,589988,591995,1176974,589838,0,0,250085376,14012066,95
convT,convolutionTexture,900,600,1.3701,147456,0.826931,589987,592085,1177033,589847,0,0,250085376,14011821,95
convT,convolutionTexture,900,700,1.1729,147456,0.827212,589995,592134,1177033,589838,0,0,250085376,14011736,95
convT,convolutionTexture,900,800,1.036,147456,0.827716,590001,592414,1177053,589830,0,0,250085376,14011656,95
convT,convolutionTexture,900,900,0.9465,147456,0.828565,589994,592313,1177121,589830,0,0,250085376,14011446,95
convT,convolutionTexture,900,1000,0.87296,147456,0.828056,589997,592309,1176995,589830,0,0,250085376,14011464,95
convT,convolutionTexture,1000,400,2.1725,147456,0.826558,589994,592172,1177042,589830,0,0,250085376,14012455,95
convT,convolutionTexture,1000,500,1.7362,147456,0.825666,589998,592422,1177027,589830,0,0,250085376,14012139,95
convT,convolutionTexture,1000,600,1.3597,147456,0.825811,589995,592545,1177029,589838,0,0,250085376,14011974,95
convT,convolutionTexture,1000,700,1.161,147456,0.825925,589989,592166,1177030,589830,0,0,250085376,14011834,95
convT,convolutionTexture,1000,800,1.0223,147456,0.82588,589994,592216,1176963,589830,0,0,250085376,14011685,95
convT,convolutionTexture,1000,900,0.9203,147456,0.825949,589988,592374,1177063,589830,0,0,250085376,14011521,95
convT,convolutionTexture,1000,1000,0.85011,147456,0.82603,589991,592688,1177058,589830,0,0,250085376,14011387,95
FWT,fastWalshTransform,400,400,3.4184,65536,0.98242,1084664,1045678,1074196,1048582,3407872,3407872,92274688,20124132,307
FWT,fastWalshTransform,400,500,2.6769,65536,0.980942,1075639,1044354,1076264,1048587,3407872,3407872,92274688,20124028,307
FWT,fastWalshTransform,400,600,2.2706,65536,0.978848,1065860,1043805,1064276,1048582,3407872,3407872,92274688,20123961,307
FWT,fastWalshTransform,400,700,1.8752,65536,0.976405,1067646,1044895,1062936,1048582,3407872,3407872,92274688,20123919,307
FWT,fastWalshTransform,400,800,1.6243,65536,0.973158,1064995,1045596,1057447,1048582,3407872,3407872,92274688,20123894,307
FWT,fastWalshTransform,400,900,1.4477,65536,0.968726,1069198,1047260,1075309,1048605,3407872,3407872,92274688,20123859,307
FWT,fastWalshTransform,400,1000,1.4411,65536,0.966785,1066953,1047432,1056434,1048593,3407872,3407872,92274688,20123841,307
FWT,fastWalshTransform,500,400,3.4135,65536,0.983105,1086318,1044801,1066867,1048582,3407872,3407872,92274688,20124192,307
FWT,fastWalshTransform,500,500,2.667,65536,0.981607,1075610,1045123,1075566,1048582,3407872,3407872,92274688,20124081,307
FWT,fastWalshTransform,500,600,2.1988,65536,0.979145,1068311,1044583,1067296,1048582,3407872,3407872,92274688,20124033,307
FWT,fastWalshTransform,500,700,1.8463,65536,0.978115,1070439,1045314,1071253,1048582,3407872,3407872,92274688,20123948,307
FWT,fastWalshTransform,500,800,1.5964,65536,0.976208,1069532,1045803,1058046,1048582,3407872,3407872,92274688,20123893,307
FWT,fastWalshTransform,500,900,1.3962,65536,0.973081,1048619,1045848,1055034,1048591,3407872,3407872,92274688,20123882,307
FWT,fastWalshTransform,500,1000,1.2611,65536,0.970344,1057735,1046653,1058287,1048582,3407872,3407872,92274688,20123865,307
FWT,fastWalshTransform,600,400,3.4276,65536,0.983443,1088747,1044698,1071479,1048582,3407872,3407872,92274688,20124289,307
FWT,fastWalshTransform,600,500,2.665,65536,0.982273,1079327,1045436,1079891,1048582,3407872,3407872,92274688,20124140,307
FWT,fastWalshTransform,600,600,2.1829,65536,0.979629,1069306,1043402,1061265,1048584,3407872,3407872,92274688,20124071,307
FWT,fastWalshTransform,600,700,1.8347,65536,0.978696,1062726,1045091,1071249,1048582,3407872,3407872,92274688,20123993,307
FWT,fastWalshTransform,600,800,1.5689,65536,0.977442,1048627,1046422,1048753,1048582,3407872,3407872,92274688,20123945,307
FWT,fastWalshTransform,600,900,1.3806,65536,0.975943,1048619,1046627,1048786,1048582,3407872,3407872,92274688,20123919,307
FWT,fastWalshTransform,600,1000,1.2405,65536,0.973996,1048618,1047030,1048785,1048582,3407872,3407872,92274688,20123871,307
FWT,fastWalshTransform,700,400,3.3647,65536,0.983699,1048623,1045088,1048774,1048582,3407872,3407872,92274688,20124299,307
FWT,fastWalshTransform,700,500,2.6727,65536,0.982504,1071836,1044805,1080249,1048585,3407872,3407872,92274688,20124152,307
FWT,fastWalshTransform,700,600,2.1845,65536,0.980688,1071890,1043293,1061205,1048584,3407872,3407872,92274688,20124015,307
FWT,fastWalshTransform,700,700,1.8025,65536,0.979278,1048617,1046020,1048779,1048582,3407872,3407872,92274688,20123925,307
FWT,fastWalshTransform,700,800,1.5569,65536,0.978378,1048617,1046995,1048795,1048582,3407872,3407872,92274688,20123885,307
FWT,fastWalshTransform,700,900,1.3731,65536,0.977073,1048619,1047315,1048793,1048582,3407872,3407872,92274688,20123831,307
FWT,fastWalshTransform,700,1000,1.2284,65536,0.975672,1048621,1047521,1048761,1048582,3407872,3407872,92274688,20123808,307
FWT,fastWalshTransform,800,400,3.3674,65536,0.983847,1048619,1044916,1048752,1048581,3407872,3407872,92274688,20124307,307
FWT,fastWalshTransform,800,500,2.6328,65536,0.98273,1048619,1046108,1048734,1048582,3407872,3407872,92274688,20124132,307
FWT,fastWalshTransform,800,600,2.1401,65536,0.981435,1048620,1044117,1048778,1048582,3407872,3407872,92274688,20124214,307
FWT,fastWalshTransform,800,700,1.7948,65536,0.979796,1048622,1045741,1048808,1048591,3407872,3407872,92274688,20124093,307
FWT,fastWalshTransform,800,800,1.553,65536,0.978885,1048623,1046072,1048778,1048582,3407872,3407872,92274688,20124055,307
FWT,fastWalshTransform,800,900,1.3653,65536,0.977749,1048624,1046832,1048815,1048591,3407872,3407872,92274688,20123990,307
FWT,fastWalshTransform,800,1000,1.2208,65536,0.97662,1048619,1047217,1048751,1048595,3407872,3407872,92274688,20123967,307
FWT,fastWalshTransform,900,400,3.3708,65536,0.984202,1048627,1043968,1048813,1048595,3407872,3407872,92274688,20124623,307
FWT,fastWalshTransform,900,500,2.6346,65536,0.983167,1048631,1045367,1048779,1048581,3407872,3407872,92274688,20124414,307
FWT,fastWalshTransform,900,600,2.1373,65536,0.982077,1048621,1043380,1048777,1048595,3407872,3407872,92274688,20124250,307
FWT,fastWalshTransform,900,700,1.7926,65536,0.98081,1048624,1044853,1048773,1048586,3407872,3407872,92274688,20124170,307
FWT,fastWalshTransform,900,800,1.5442,65536,0.979292,1048623,1045769,1048801,1048582,3407872,3407872,92274688,20124113,307
FWT,fastWalshTransform,900,900,1.3634,65536,0.978589,1048619,1046344,1048801,1048582,3407872,3407872,92274688,20124027,307
FWT,fastWalshTransform,900,1000,1.2154,65536,0.977249,1048619,1046873,1048745,1048586,3407872,3407872,92274688,20123971,307
FWT,fastWalshTransform,1000,400,3.3683,65536,0.984666,1048626,1044071,1048777,1048618,3407872,3407872,92274688,20124715,307
FWT,fastWalshTransform,1000,500,2.6383,65536,0.983344,1048624,1044519,1048760,1048582,3407872,3407872,92274688,20124515,307
FWT,fastWalshTransform,1000,600,2.1374,65536,0.982438,1048628,1042764,1048781,1048588,3407872,3407872,92274688,20124337,307
FWT,fastWalshTransform,1000,700,1.7907,65536,0.981148,1048627,1044311,1048796,1048591,3407872,3407872,92274688,20124224,307
FWT,fastWalshTransform,1000,800,1.5429,65536,0.97999,1048622,1045530,1048796,1048586,3407872,3407872,92274688,20124095,307
FWT,fastWalshTransform,1000,900,1.356,65536,0.978637,1048618,1045659,1048762,1048593,3407872,3407872,92274688,20124054,307
FWT,fastWalshTransform,1000,1000,1.2142,65536,0.977417,1048618,1046934,1048768,1048582,3407872,3407872,92274688,20123674,307
Hist,histogram,400,400,5.3864,1440,0.888681,2146295,36433,2123435,7686,17327488,8669504,0,49263342,3.42E+04
Hist,histogram,400,500,5.3805,1440,0.90133,2152277,34878,2141513,7687,17327488,8669504,0,49263863,3.42E+04
Hist,histogram,400,600,5.3766,1440,0.904643,2163100,34617,2137834,7686,17327488,8669504,0,49263906,3.42E+04
Hist,histogram,400,700,5.3784,1440,0.908083,2144789,35185,2134459,7686,17327488,8669504,0,49263769,3.42E+04
Hist,histogram,400,800,5.3724,1440,0.908211,2154821,35733,2147887,7686,17327488,8669504,0,49263637,3.42E+04
Hist,histogram,400,900,5.3745,1440,0.905145,2170272,36982,2133805,7740,17327488,8669504,0,49263596,3.42E+04
Hist,histogram,400,1000,5.3738,1440,0.907883,2174898,36931,2150418,7705,17327488,8669504,0,49263534,3.42E+04
Hist,histogram,500,400,4.4839,1440,0.867192,2132998,36250,2132479,7686,17327488,8669504,0,49263098,3.42E+04
Hist,histogram,500,500,4.4547,1440,0.900796,2149323,36318,2119160,7686,17327488,8669504,0,49263107,3.42E+04
Hist,histogram,500,600,4.4738,1440,0.901607,2146190,36472,2134685,7686,17327488,8669504,0,49263129,3.42E+04
Hist,histogram,500,700,4.47,1440,0.907225,2147667,36535,2132256,7686,17327488,8669504,0,49263113,3.42E+04
Hist,histogram,500,800,4.4644,1440,0.910504,2147572,37333,2134214,7686,17327488,8669504,0,49263005,3.42E+04
Hist,histogram,500,900,4.459,1440,0.910471,2155314,36872,2149873,7686,17327488,8669504,0,49262985,3.42E+04
Hist,histogram,500,1000,4.4732,1440,0.910488,2141244,36156,2149311,7687,17327488,8669504,0,49263120,3.42E+04
Hist,histogram,600,400,4.0126,1440,0.859843,2115091,36748,2138241,7686,17327488,8669504,0,49262824,3.42E+04
Hist,histogram,600,500,3.7305,1440,0.873373,2140915,36572,2136317,7686,17327488,8669504,0,49262819,3.42E+04
Hist,histogram,600,600,3.7221,1440,0.877321,2137746,36925,2115728,7686,17327488,8669504,0,49262956,3.42E+04
Hist,histogram,600,700,3.7241,1440,0.888804,2144108,36290,2140637,7686,17327488,8669504,0,49262885,3.42E+04
Hist,histogram,600,800,3.7238,1440,0.887254,2097225,38070,2097443,7686,17327488,8669504,0,49262809,3.42E+04
Hist,histogram,600,900,3.7224,1440,0.892395,2097231,38033,2097512,7686,17327488,8669504,0,49262792,3.42E+04
Hist,histogram,600,1000,3.7206,1440,0.885942,2097229,38037,2097488,7686,17327488,8669504,0,49262876,3.42E+04
Hist,histogram,700,400,3.6512,1440,0.858495,2097227,38049,2097493,7686,17327488,8669504,0,49262923,3.42E+04
Hist,histogram,700,500,3.2438,1440,0.84502,2124585,36453,2124617,7688,17327488,8669504,0,49262951,3.42E+04
Hist,histogram,700,600,3.1567,1440,0.863516,2135568,36833,2106378,7738,17327488,8669504,0,49262795,3.42E+04
Hist,histogram,700,700,3.1418,1440,0.897101,2097264,38182,2097443,7686,17327488,8669504,0,49262852,3.42E+04
Hist,histogram,700,800,3.1489,1440,0.906503,2097228,38129,2097493,7686,17327488,8669504,0,49262778,3.42E+04
Hist,histogram,700,900,3.1457,1440,0.90668,2097224,37965,2097510,7687,17327488,8669504,0,49262934,3.42E+04
Hist,histogram,700,1000,3.139,1440,0.908841,2097233,37946,2097418,7687,17327488,8669504,0,49262781,3.42E+04
Hist,histogram,800,400,3.4839,1440,0.858758,2097227,37728,2097433,7686,17327488,8669504,0,49262942,3.42E+04
Hist,histogram,800,500,3.008,1440,0.850093,2097227,37924,2097348,7686,17327488,8669504,0,49262803,3.42E+04
Hist,histogram,800,600,2.8391,1440,0.837964,2097238,38232,2097400,7686,17327488,8669504,0,49262993,3.42E+04
Hist,histogram,800,700,2.7842,1440,0.85224,2097250,37815,2097472,7686,17327488,8669504,0,49263042,3.42E+04
Hist,histogram,800,800,2.7813,1440,0.861577,2097247,37685,2097416,7699,17327488,8669504,0,49262978,3.42E+04
Hist,histogram,800,900,2.7774,1440,0.864529,2097240,38270,2097427,7752,17327488,8669504,0,49263053,3.42E+04
Hist,histogram,800,1000,2.7762,1440,0.883369,2097232,37714,2097546,7686,17327488,8669504,0,49263045,3.42E+04
Hist,histogram,900,400,3.3623,1440,0.861484,2097233,37244,2097480,7699,17327488,8669504,0,49263187,3.42E+04
Hist,histogram,900,500,2.8467,1440,0.855147,2097233,37939,2097523,7713,17327488,8669504,0,49263129,3.42E+04
Hist,histogram,900,600,2.6598,1440,0.856306,2097238,37715,2097491,7686,17327488,8669504,0,49263101,3.42E+04
Hist,histogram,900,700,2.4707,1440,0.853195,2097230,38107,2097354,7699,17327488,8669504,0,49263047,3.42E+04
Hist,histogram,900,800,2.4415,1440,0.871986,2097238,37953,2097378,7699,17327488,8669504,0,49263031,3.42E+04
Hist,histogram,900,900,2.437,1440,0.87901,2097254,38158,2097420,7686,17327488,8669504,0,49263033,3.42E+04
Hist,histogram,900,1000,2.4336,1440,0.872627,2097227,38067,2097472,7699,17327488,8669504,0,49262987,3.42E+04
Hist,histogram,1000,400,3.296,1440,0.876209,2097284,37516,2097551,7713,17327488,8669504,0,49263191,3.42E+04
Hist,histogram,1000,500,2.7454,1440,0.860179,2097245,37479,2097556,7686,17327488,8669504,0,49263097,3.42E+04
Hist,histogram,1000,600,2.5355,1440,0.857628,2097235,38096,2097516,7686,17327488,8669504,0,49263061,3.42E+04
Hist,histogram,1000,700,2.3132,1440,0.850808,2097230,37951,2097523,7686,17327488,8669504,0,49263018,3.42E+04
Hist,histogram,1000,800,2.2345,1440,0.866649,2097226,37819,2097463,7686,17327488,8669504,0,49262910,3.42E+04
Hist,histogram,1000,900,2.224,1440,0.882112,2097232,37694,2097434,7686,17327488,8669504,0,49262873,3.42E+04
Hist,histogram,1000,1000,2.2198,1440,0.885616,2097239,38170,2097391,7694,17327488,8669504,0,49262669,3.42E+04
HSP,hotspot,400,400,0.2984,10952,0.730937,64726,41774,131970,56424,75887,32523,11562496,2081561,189.665541
HSP,hotspot,400,500,0.28153,10952,0.729992,63675,41877,128890,56424,75887,32523,11562496,2081710,189.665541
HSP,hotspot,400,600,0.27831,10952,0.728961,63895,41572,128359,56424,75887,32523,11562496,2081736,189.665541
HSP,hotspot,400,700,0.27568,10952,0.728724,63695,41741,128120,56424,75887,32523,11562496,2081813,189.665541
HSP,hotspot,400,800,0.27654,10952,0.728225,64329,42072,130968,56424,75887,32523,11562496,2081704,189.665541
HSP,hotspot,400,900,0.27477,10952,0.72784,65831,41810,134759,56424,75887,32523,11562496,2081684,189.665541
HSP,hotspot,400,1000,0.27511,10952,0.727763,63644,41679,130279,56424,75887,32523,11562496,2081643,189.665541
HSP,hotspot,500,400,0.26112,10952,0.72994,64092,41288,128768,56424,75887,32523,11562496,2081459,189.665541
HSP,hotspot,500,500,0.24182,10952,0.729046,66873,41414,131022,56424,75887,32523,11562496,2081523,189.665541
HSP,hotspot,500,600,0.22998,10952,0.729002,65587,41740,128386,56424,75887,32523,11562496,2081639,189.665541
HSP,hotspot,500,700,0.22887,10952,0.728412,64735,41360,128150,56424,75887,32523,11562496,2081744,189.665541
HSP,hotspot,500,800,0.22791,10952,0.728364,63635,41478,128132,56424,75887,32523,11562496,2081706,189.665541
HSP,hotspot,500,900,0.22689,10952,0.727801,65631,41187,128912,56424,75887,32523,11562496,2081659,189.665541
HSP,hotspot,500,1000,0.2261,10952,0.727268,63735,41246,128731,56424,75887,32523,11562496,2081744,189.665541
HSP,hotspot,600,400,0.23355,10952,0.731121,65154,41047,128657,56424,75887,32523,11562496,2081442,189.665541
HSP,hotspot,600,500,0.21382,10952,0.728326,63116,41536,127838,56424,75887,32523,11562496,2081395,189.665541
HSP,hotspot,600,600,0.19379,10952,0.727742,63505,41410,128323,56424,75887,32523,11562496,2081432,189.665541
HSP,hotspot,600,700,0.19311,10952,0.72754,66347,41242,128475,56424,75887,32523,11562496,2081457,189.665541
HSP,hotspot,600,800,0.19109,10952,0.727542,62573,43307,127496,56424,75887,32523,11562496,2081385,189.665541
HSP,hotspot,600,900,0.19059,10952,0.727473,62727,43226,127733,56424,75887,32523,11562496,2081465,189.665541
HSP,hotspot,600,1000,0.19032,10952,0.726947,62701,43059,127574,56424,75887,32523,11562496,2081449,189.665541
HSP,hotspot,700,400,0.21267,10952,0.73165,62606,42739,127600,56424,75887,32523,11562496,2081572,189.665541
HSP,hotspot,700,500,0.19488,10952,0.728774,66236,40787,128792,56424,75887,32523,11562496,2081551,189.665541
HSP,hotspot,700,600,0.16912,10952,0.726001,65250,41009,128205,56424,75887,32523,11562496,2081558,189.665541
HSP,hotspot,700,700,0.16471,10952,0.726161,62682,42715,127631,56424,75887,32523,11562496,2081558,189.665541
HSP,hotspot,700,800,0.16368,10952,0.726033,62553,42734,127653,56424,75887,32523,11562496,2081537,189.665541
HSP,hotspot,700,900,0.16317,10952,0.725812,62425,42598,127560,56424,75887,32523,11562496,2081589,189.665541
HSP,hotspot,700,1000,0.16245,10952,0.725777,62416,42617,127574,56431,75887,32523,11562496,2081580,189.665541
HSP,hotspot,800,400,0.19901,10952,0.730279,62472,42184,127576,56424,75887,32523,11562496,2081645,189.665541
HSP,hotspot,800,500,0.17633,10952,0.728446,62571,42430,127574,56424,75887,32523,11562496,2081620,189.665541
HSP,hotspot,800,600,0.15028,10952,0.725926,62507,42511,127709,56424,75887,32523,11562496,2081807,189.665541
HSP,hotspot,800,700,0.14689,10952,0.72484,62684,42488,127681,56424,75887,32523,11562496,2081653,189.665541
HSP,hotspot,800,800,0.14664,10952,0.724753,62757,42435,127680,56424,75887,32523,11562496,2081798,189.665541
HSP,hotspot,800,900,0.14517,10952,0.725356,62524,42635,127575,56424,75887,32523,11562496,2081697,189.665541
HSP,hotspot,800,1000,0.14442,10952,0.724768,62672,42497,127708,56424,75887,32523,11562496,2081681,189.665541
HSP,hotspot,900,400,0.18789,10952,0.72996,62442,42019,127659,56424,75887,32523,11562496,2081699,189.665541
HSP,hotspot,900,500,0.16539,10952,0.728553,62473,42263,127634,56424,75887,32523,11562496,2081653,189.665541
HSP,hotspot,900,600,0.13631,10952,0.725084,62540,42311,127634,56424,75887,32523,11562496,2081699,189.665541
HSP,hotspot,900,700,0.13163,10952,0.724174,62522,42553,127785,56424,75887,32523,11562496,2081728,189.665541
HSP,hotspot,900,800,0.12999,10952,0.723658,62546,42444,127602,56424,75887,32523,11562496,2081807,189.665541
HSP,hotspot,900,900,0.12837,10952,0.723191,62731,42634,127655,56424,75887,32523,11562496,2081847,189.665541
HSP,hotspot,900,1000,0.1265,10952,0.723554,62478,42543,127653,56424,75887,32523,11562496,2081779,189.665541
HSP,hotspot,1000,400,0.18221,10952,0.730581,62320,41280,127655,56424,75887,32523,11562496,2081736,189.665541
HSP,hotspot,1000,500,0.15844,10952,0.728576,62527,42029,127573,56424,75887,32523,11562496,2081719,189.665541
HSP,hotspot,1000,600,0.12652,10952,0.724496,62469,42164,127655,56424,75887,32523,11562496,2081813,189.665541
HSP,hotspot,1000,700,0.12219,10952,0.723391,62565,42287,127759,56424,75887,32523,11562496,2081798,189.665541
HSP,hotspot,1000,800,0.12078,10952,0.72294,62591,42695,127629,56424,75887,32523,11562496,2081794,189.665541
HSP,hotspot,1000,900,0.11743,10952,0.722199,62530,42633,127633,56424,75887,32523,11562496,2081742,189.665541
HSP,hotspot,1000,1000,0.11659,10952,0.722415,62688,42587,127494,56424,75887,32523,11562496,2081702,189.665541
MMS,matrixMul,400,400,10.01,32768,0.995349,4423021,158243,8490110,131078,50331648,2097152,2147483648,97850780,2.99E+03
MMS,matrixMul,400,500,9.7031,32768,0.994558,4415423,157592,8475793,131079,50331648,2097152,2147483648,97850700,2.99E+03
MMS,matrixMul,400,600,9.6079,32768,0.993927,4412376,158063,8498417,131079,50331648,2097152,2147483648,97850738,2.99E+03
MMS,matrixMul,400,700,9.5202,32768,0.992592,4411377,158153,8497945,131079,50331648,2097152,2147483648,97850590,2.99E+03
MMS,matrixMul,400,800,9.4953,32768,0.992335,4418242,158846,8467978,131079,50331648,2097152,2147483648,97850589,2.99E+03
MMS,matrixMul,400,900,9.4723,32768,0.992129,4409170,159701,8455346,131145,50331648,2097152,2147483648,97850518,2.99E+03
MMS,matrixMul,400,1000,9.4416,32768,0.992586,4331173,161243,8388877,131094,50331648,2097152,2147483648,97850431,2.99E+03
MMS,matrixMul,500,400,8.6023,32768,0.993737,4405918,158185,8477563,131079,50331648,2097152,2147483648,97850846,2.99E+03
MMS,matrixMul,500,500,8.2345,32768,0.993028,4411094,158229,8454195,131078,50331648,2097152,2147483648,97850798,2.99E+03
MMS,matrixMul,500,600,8.1281,32768,0.992997,4404118,158189,8476376,131078,50331648,2097152,2147483648,97850695,2.99E+03
MMS,matrixMul,500,700,8.017,32768,0.993019,4400284,158094,8454083,131178,50331648,2097152,2147483648,97850633,2.99E+03
MMS,matrixMul,500,800,7.9401,32768,0.993363,4400308,158377,8486142,131078,50331648,2097152,2147483648,97850549,2.99E+03
MMS,matrixMul,500,900,7.8826,32768,0.993534,4404079,159045,8483155,131079,50331648,2097152,2147483648,97850512,2.99E+03
MMS,matrixMul,500,1000,7.8584,32768,0.993784,4413789,157584,8445769,131078,50331648,2097152,2147483648,97850422,2.99E+03
MMS,matrixMul,600,400,7.5668,32768,0.994502,4410998,158018,8470949,131078,50331648,2097152,2147483648,97851039,2.99E+03
MMS,matrixMul,600,500,7.0875,32768,0.994381,4403123,158590,8461160,131078,50331648,2097152,2147483648,97850881,2.99E+03
MMS,matrixMul,600,600,6.9336,32768,0.994191,4390122,157995,8439188,131078,50331648,2097152,2147483648,97850794,2.99E+03
MMS,matrixMul,600,700,6.7817,32768,0.993652,4408242,158074,8429067,131102,50331648,2097152,2147483648,97850697,2.99E+03
MMS,matrixMul,600,800,6.6899,32768,0.993378,4325402,159172,8388788,131151,50331648,2097152,2147483648,97850650,2.99E+03
MMS,matrixMul,600,900,6.634,32768,0.993208,4325414,159284,8388793,131078,50331648,2097152,2147483648,97850578,2.99E+03
MMS,matrixMul,600,1000,6.511,32768,0.993708,4325397,159108,8388803,131078,50331648,2097152,2147483648,97850579,2.99E+03
MMS,matrixMul,700,400,7.0511,32768,0.995084,4325032,158918,8388870,131078,50331648,2097152,2147483648,97851255,2.99E+03
MMS,matrixMul,700,500,6.2191,32768,0.995174,4394113,158068,8446206,131128,50331648,2097152,2147483648,97850894,2.99E+03
MMS,matrixMul,700,600,6.013,32768,0.99558,4381304,158552,8424414,131078,50331648,2097152,2147483648,97850827,2.99E+03
MMS,matrixMul,700,700,5.8563,32768,0.995068,4325449,159959,8388821,131079,50331648,2097152,2147483648,97850745,2.99E+03
MMS,matrixMul,700,800,5.7734,32768,0.994707,4325452,159868,8388810,131078,50331648,2097152,2147483648,97850767,2.99E+03
MMS,matrixMul,700,900,5.7162,32768,0.993928,4325442,160060,8388933,131078,50331648,2097152,2147483648,97850720,2.99E+03
MMS,matrixMul,700,1000,5.6638,32768,0.993105,4325420,160070,8388861,131078,50331648,2097152,2147483648,97850667,2.99E+03
MMS,matrixMul,800,400,6.8974,32768,0.995752,4325131,159419,8388862,131078,50331648,2097152,2147483648,97851658,2.99E+03
MMS,matrixMul,800,500,5.7119,32768,0.9955,4325430,159295,8388808,131078,50331648,2097152,2147483648,97850999,2.99E+03
MMS,matrixMul,800,600,5.4057,32768,0.995133,4325403,159499,8388904,131117,50331648,2097152,2147483648,97850878,2.99E+03
MMS,matrixMul,800,700,5.3053,32768,0.995053,4325425,159606,8388795,131078,50331648,2097152,2147483648,97850807,2.99E+03
MMS,matrixMul,800,800,5.1574,32768,0.99447,4325431,159449,8388829,131091,50331648,2097152,2147483648,97850846,2.99E+03
MMS,matrixMul,800,900,5.069,32768,0.994272,4325451,159161,8388828,131153,50331648,2097152,2147483648,97850764,2.99E+03
MMS,matrixMul,800,1000,5.0143,32768,0.994141,4325433,159307,8388902,131117,50331648,2097152,2147483648,97850700,2.99E+03
MMS,matrixMul,900,400,6.7377,32768,0.995698,4325136,159046,8388823,131104,50331648,2097152,2147483648,97852080,2.99E+03
MMS,matrixMul,900,500,5.4998,32768,0.995272,4325249,159109,8388891,131104,50331648,2097152,2147483648,97851261,2.99E+03
MMS,matrixMul,900,600,5.0431,32768,0.994753,4325226,159356,8388861,131091,50331648,2097152,2147483648,97851045,2.99E+03
MMS,matrixMul,900,700,4.7328,32768,0.995214,4325377,159627,8388936,131104,50331648,2097152,2147483648,97850776,2.99E+03
MMS,matrixMul,900,800,4.6026,32768,0.994447,4325371,159759,8388887,131078,50331648,2097152,2147483648,97850837,2.99E+03
MMS,matrixMul,900,900,4.5236,32768,0.994372,4325381,159392,8388994,131095,50331648,2097152,2147483648,97850750,2.99E+03
MMS,matrixMul,900,1000,4.4687,32768,0.994145,4325414,159753,8388888,131078,50331648,2097152,2147483648,97850734,2.99E+03
MMS,matrixMul,1000,400,6.6547,32768,0.996046,4325948,159085,8388839,131117,50331648,2097152,2147483648,97852442,2.99E+03
MMS,matrixMul,1000,500,5.3881,32768,0.995334,4325143,159242,8388793,131091,50331648,2097152,2147483648,97851564,2.99E+03
MMS,matrixMul,1000,600,4.8052,32768,0.994851,4324915,159610,8388853,131117,50331648,2097152,2147483648,97851151,2.99E+03
MMS,matrixMul,1000,700,4.3561,32768,0.994472,4325154,159135,8388853,131091,50331648,2097152,2147483648,97850879,2.99E+03
MMS,matrixMul,1000,800,4.2379,32768,0.994743,4325097,159427,8388784,131091,50331648,2097152,2147483648,97850804,2.99E+03
MMS,matrixMul,1000,900,4.1675,32768,0.994678,4325204,159449,8388788,131111,50331648,2097152,2147483648,97850817,2.99E+03
MMS,matrixMul,1000,1000,4.1301,32768,0.994875,4325287,159663,8388829,131078,50331648,2097152,2147483648,97850744,2.99E+03
MMG,matrixMul(Global),400,400,30.615,32768,0.976065,4629082,158632,168083503,131081,0,0,2147483648,579977571,1.77E+04
MMG,matrixMul(Global),400,500,30.576,32768,0.976354,4628055,157797,168075480,131151,0,0,2147483648,579977629,1.77E+04
MMG,matrixMul(Global),400,600,30.495,32768,0.975956,4623883,157800,168074534,131139,0,0,2147483648,579977572,1.77E+04
MMG,matrixMul(Global),400,700,30.531,32768,0.972371,4625867,158087,168070494,131138,0,0,2147483648,579977544,1.77E+04
MMG,matrixMul(Global),400,800,30.411,32768,0.968919,4622949,158057,168074593,131082,0,0,2147483648,579977637,1.77E+04
MMG,matrixMul(Global),400,900,30.371,32768,0.967693,4616207,159259,168075845,131304,0,0,2147483648,579977520,1.77E+04
MMG,matrixMul(Global),400,1000,30.332,32768,0.967183,4325525,160121,167772625,131422,0,0,2147483648,579977517,1.77E+04
MMG,matrixMul(Global),500,400,24.998,32768,0.976022,4569986,158289,168024730,131079,0,0,2147483648,579977561,1.77E+04
MMG,matrixMul(Global),500,500,24.558,32768,0.976247,4572912,157960,168008749,131186,0,0,2147483648,579977394,1.77E+04
MMG,matrixMul(Global),500,600,24.501,32768,0.976202,4571556,157758,167990660,131079,0,0,2147483648,579977238,1.77E+04
MMG,matrixMul(Global),500,700,24.45,32768,0.976294,4575002,157980,168016093,131187,0,0,2147483648,579977194,1.77E+04
