appName,coreF,memF,argNo,sparsity,N,kernel,time/ms,blocks,warps,achieved_occupancy,sm_activity,warp_execution_efficiency,eligible_warps_per_cycle,branch_efficiency,cf_executed,gld_throughput,gld_transactions,gld_transactions_per_request,gst_throughput,gst_transactions,gst_transactions_per_request,global_hit_rate,dram_read_transactions,dram_read_throughput,dram_write_transactions,dram_write_throughput,l2_read_transactions,l2_read_throughput,l2_write_transactions,l2_write_throughput,shared_load_transactions,shared_load_throughput,shared_load_transactions_per_request,shared_store_transactions,shared_store_throughput,shared_store_transactions_per_request,l2_tex_read_throughput,l2_tex_read_transactions,l2_tex_write_throughput,l2_tex_write_throughput,tex_cache_hit_rate,tex_cache_throughput,tex_cache_transactions,flop_count_dp,flop_count_dp_fma,flop_count_sp,flop_count_sp_fma,flop_count_sp_special,inst_integer,inst_fp_32,inst_fp_64,inst_executed,inst_per_warp,executed_ipc
groupspgemm,1417,5005,input09,0.98,8000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",91.26,(2000 63 1) (128 1 1),504000,0.998612,0.9998,1,3.204994,1,1768792470,421.67,2562714489,8.019021,2.6161,8000000,4,0.5,393447213,128.81,7994672,2.6338,1281667815,420.57,9093816,2.6356,1271409000,1660.9,1,16337538,21.121,0.844655,416.14,1281328296,2.5854,2.6161,0.5,418.33,1277853342,0,0,2.05E+10,0,0,2.06E+11,2.05E+10,0,1.13E+10,2.24E+04,2.560542
groupspgemm,1417,5005,input10,0.98,9000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",142.06,(2250 71 1) (128 1 1),639000,0.998932,0.9999,0.9974,2.897858,1,2521485772,382.36,3644122182,7.999844,2.0787,10125000,3.989362,0.5,835342463,175.68,10124854,2.1309,1822743692,380.48,12471739,2.1299,1813154250,1498.6,1,22910635,19.174,0.849198,373.82,1822212818,2.1067,2.0862,0.5,378.09,1818361957,0,0,2.91E+10,0,0,2.93E+11,2.91E+10,0,1.61E+10,2.52E+04,2.35313
groupspgemm,1417,5005,input11,0.98,10000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",194.14,(2500 79 1) (128 1 1),790000,0.99914,0.9999,0.9984,2.894973,1,3454894676,380.93,4997516328,8.009234,1.8738,12500000,3.99361,0.4999,1211849624,186.16,12502748,1.9241,2499874981,378.82,17758884,1.9185,2484301345,1500.9,1,31956922,18.845,0.841463,374.46,2499153085,1.8682,1.8533,0.4999,383.15,2491248424,0,0,4.00E+10,0,0,4.02E+11,4.00E+10,0,2.20E+10,2.79E+04,2.353916
groupspgemm,1417,5005,input12,0.98,11000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",270.75,(2750 86 1) (128 1 1),946000,0.99919,0.9998,0.9993,2.765691,1,4590885712,361.34,6646313306,8.017575,1.6149,15125000,3.997093,0.4999,1825024490,201.14,15122187,1.6671,3324807242,360.52,24780449,1.641,3301743648,1419.9,1,40999038,17.6,0.850374,356.08,3323798557,1.6205,1.6205,0.4999,365.49,3314984036,0,0,5.32E+10,0,0,5.35E+11,5.32E+10,0,2.93E+10,3.09E+04,2.274437
groupspgemm,1417,5005,input13,0.98,12000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",329.67,(3000 94 1) (128 1 1),1128000,0.999298,0.9999,1,3.016305,1,5959060093,376.69,8633298390,8.023768,1.587,18000000,4,0.4999,2194450991,196.55,17996235,1.628,4319137539,378.37,31571324,1.6196,4286623875,1501.5,1,53542024,18.514,0.847896,383.92,4317909500,1.5814,1.5656,0.4999,387.8,4302822030,0,0,6.91E+10,0,0,6.95E+11,6.91E+10,0,3.80E+10,3.37E+04,2.428195
groupspgemm,1417,5005,input14,0.98,13000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",463.33,(3250 102 1) (128 1 1),1326000,0.999478,0.9999,0.9982,2.705832,1,7591350319,346.31,1.10E+10,8.011,1.329,21125000,3.992629,0.4999,3321129469,210.55,21124168,1.3579,5491678499,344.15,34600475,1.3523,5460607482,1376.1,1,68249628,17.274,0.846598,347.21,5489953902,1.3234,1.3215,0.4999,350.33,5473123764,0,0,8.79E+10,0,0,8.84E+11,8.79E+10,0,4.84E+10,3.65E+04,2.167292
groupspgemm,1417,5005,input15,0.98,14000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",571.04,(3500 110 1) (128 1 1),1540000,0.99954,0.9999,0.9989,2.77307,1,9472524346,353.02,1.37E+10,8.017,1.2536,24500000,3.995434,0.4999,4198576144,217.27,24500663,1.275,6858369288,357.88,30762016,1.2722,6815898894,1421.5,1,84051220,17.445,0.8521,354.12,6856235250,1.2675,1.2666,0.4999,355.74,6830695450,0,0,1.10E+11,0,0,1.10E+12,1.10E+11,0,6.04E+10,3.92E+04,2.264514
groupspgemm,1417,5005,input16,0.995,500,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",0.013652,(125 4 1) (128 1 1),2000,0.709471,0.6919,0.9797,2.117699,1,129344,155.12,171137,6.924138,59.49,35250,4.40625,0.4646,27471,47.005,6608,10.277,92047,155.99,35263,60.461,77248,520.2,1,9500,65.08,0.678571,155.07,91627,59.809,59.519,0.4569,161.8,94663,0,0,1209000,0,0,15511360,1209000,0,881416,440.708,1.739802
groupspgemm,1417,5005,input17,0.995,1000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",0.073808,(250 8 1) (128 1 1),8000,0.900951,0.919,0.9783,3.033649,1,980800,258.55,1353206,7.42932,48.868,125000,3.90625,0.511,125105,49.346,84882,33.531,662264,258.86,125013,49.308,644224,1008.9,1,38032,60.007,0.679143,259.35,661663,48.974,48.984,0.5093,281.78,713794,0,0,10086000,0,0,115286440,10086000,0,6482048,810.256,2.394993
groupspgemm,1417,5005,input18,0.995,1500,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",0.21088,(375 12 1) (128 1 1),18000,0.959374,0.9705,0.9975,3.214047,1,3083523,341.93,4413870,7.706021,44.478,316500,4.489362,0.4489,295099,41.639,254581,35.883,2433410,342.41,316513,44.649,2086471,1173.4,1,87672,49.416,0.69581,342.03,2432394,44.51,44.514,0.4476,321.69,2280436,0,0,33339000,0,0,367476060,33339000,0,20195806,1.12E+03,2.519075
groupspgemm,1417,5005,input19,0.995,2000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",0.47712,(500 16 1) (128 1 1),32000,0.9756,0.983,0.9924,3.331076,1,7324167,324.19,10505328,7.706011,31.163,500000,3.968254,0.505,587967,36.718,465185,29.069,5201949,324.29,500013,31.249,5043591,1257.7,1,165968,41.488,0.740929,324.13,5200144,31.171,31.17,0.5046,335.47,5368896,0,0,80204000,0,0,865124160,80204000,0,47732136,1.49E+03,2.532766
groupspgemm,1417,5005,input20,0.995,3000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",1.3132,(750 24 1) (128 1 1),72000,0.988806,0.9942,0.9974,3.254679,1,24023086,395.02,35037882,7.854023,23.026,1125000,3.989362,0.5036,1857632,36.276,1098708,21.446,17398353,339.62,1125013,21.96,16871778,1317,1,386376,30.156,0.766619,339.35,17392257,21.962,21.962,0.5034,347.71,17798544,0,0,269712000,0,0,2848284480,269712000,0,155945592,2.17E+03,2.524356
groupspgemm,1417,5005,input21,0.995,4000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",2.8293,(1000 32 1) (128 1 1),128000,0.9926,0.9971,1,3.253202,1,56476250,352.97,82952952,7.904531,17.101,2000000,4,0.5025,4508430,43.508,1973976,19.058,41283106,423.49,2000013,21.108,40004250,1688.1,1,736000,31.066,0.821429,435.35,41271500,21.096,21.095,0.5024,379.69,41850988,0,0,641160000,0,0,6701174400,641160000,0,365635365,2.86E+03,2.56744
groupspgemm,1417,5005,input22,0.995,5000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",5.742,(1250 40 1) (128 1 1),200000,0.994826,0.998,0.9953,3.122059,1,109899167,416.14,160834870,7.894043,16.234,3125000,3.980892,0.502,15972094,83.025,3116293,16.193,80122323,416.27,3125013,16.238,78173754,1608.2,1,1212440,25.202,0.862578,416.14,80101155,16.237,16.235,0.5019,421.21,81052966,0,0,1247170000,0,0,1.30E+10,1247170000,0,709886857,3.55E+03,2.480323
groupspgemm,1417,5005,input23,0.995,6000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",11.402,(1500 47 1) (128 1 1),282000,0.995847,0.9988,0.9974,3.086978,1,189163156,417.8,277358025,7.930008,13.599,4500000,3.989362,0.5016,34758286,103.2,4482325,12.625,138288222,405.27,4500017,13.287,134850708,1628.2,1,2023632,24.461,0.847693,417.76,138249033,13.598,13.599,0.5015,377.78,139308366,0,0,2155872000,0,0,2.23E+10,2155872000,0,1219903518,4.33E+03,2.50989
groupspgemm,1417,5005,input24,0.995,7000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",16.653,(1750 55 1) (128 1 1),385000,0.997091,0.9995,0.9989,2.895402,1,299909811,394.47,439662010,7.950867,11.048,6125000,3.995434,0.5013,77629034,140.02,6111232,11.022,219342573,396.98,6125034,10.983,213691878,1543.6,1,3834655,27.854,0.78131,397.65,219280840,11.066,11.062,0.5012,399.73,220805678,0,0,3421572000,0,0,3.53E+10,3421572000,0,1931392905,5.02E+03,2.353986
groupspgemm,1417,5005,input25,0.995,8000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",23.832,(2000 63 1) (128 1 1),504000,0.997553,0.9994,1,3.058147,1,447416186,413.11,656593965,7.970153,10.163,8000000,4,0.5011,110786590,140.94,7983951,10.098,327680486,415.14,8199911,10.184,319040250,1621.5,1,5523777,28.129,0.784417,416.08,327591981,10.042,10.154,0.501,418.73,329062023,0,0,5114336000,0,0,5.27E+10,5114336000,0,2878567796,5.71E+03,2.463392
groupspgemm,1417,5005,input26,0.995,9000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",37.818,(2250 71 1) (128 1 1),639000,0.998056,0.9997,0.9974,2.657127,1,636082464,369.38,932657100,7.955901,8.0056,10125000,3.989362,0.5009,223078043,177.04,10117335,8.0345,465618276,367.81,13110258,8.042,454665216,1435.9,1,7214168,22.914,0.806413,368.42,465478467,8.0159,7.9758,0.5009,370.3,467511289,0,0,7268832000,0,0,7.47E+10,7268832000,0,4092398910,6.40E+03,2.207258
groupspgemm,1417,5005,input27,0.995,10000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",52.159,(2500 79 1) (128 1 1),790000,0.998378,0.9998,0.9984,2.678798,1,870742092,371.21,1279069236,7.96966,7.2625,12500000,3.99361,0.5008,321868787,187.64,12495377,7.2652,638733699,369.1,15198529,7.2895,623169854,1444.7,1,9167555,21.079,0.828893,371.11,638543326,7.2597,7.2606,0.5008,371.78,640219785,0,0,9973220000,0,0,1.02E+11,9973220000,0,5599154798,7.09E+03,2.226883
groupspgemm,1417,5005,input28,0.995,11000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",73.03,(2750 86 1) (128 1 1),946000,0.998458,0.9998,0.9993,2.504244,1,1156895736,349.06,1701661876,7.981789,6.211,15125000,3.997093,0.5007,481708668,198.73,15115212,6.2445,849932791,348.68,22761840,6.2501,828957440,1361.5,1,11284490,18.612,0.850036,349.47,849661811,6.2054,6.2156,0.5007,351.91,851913334,0,0,1.33E+10,0,0,1.36E+11,1.33E+10,0,7436365132,7.86E+03,2.100027
groupspgemm,1417,5005,input29,0.995,12000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",86.733,(3000 94 1) (128 1 1),1128000,0.998586,0.9998,1,2.754195,1,1501314906,379.35,2211174522,7.991379,6.1691,18000000,4,0.5006,589127343,202.89,17989118,6.2073,1104612858,378.07,28404453,6.2138,1076898750,1474.8,1,14411986,19.662,0.853707,378.53,1104288510,6.1672,6.1579,0.5006,381.37,1105735452,0,0,1.73E+10,0,0,1.77E+11,1.73E+10,0,9649014324,8.55E+03,2.288024
groupspgemm,1417,5005,input30,0.995,13000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",124.5,(3250 102 1) (128 1 1),1326000,0.998872,0.9999,0.9982,2.387635,1,1914810225,334.56,2812376354,7.980451,5.0329,21125000,3.992629,0.5005,883519666,211.32,21117986,5.0562,1405187784,334.23,35502203,5.0589,1372415803,1309,1,19719252,18.874,0.822944,334.73,1404723202,5.0217,5.0142,0.5005,336.14,1406712798,0,0,2.20E+10,0,0,2.25E+11,2.20E+10,0,1.23E+10,9.28E+03,2.019079
groupspgemm,1417,5005,input31,0.995,14000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",151.32,(3500 110 1) (128 1 1),1540000,0.998978,0.9999,0.9989,2.472318,1,2392017400,344.23,3514135170,7.988743,4.7898,24500000,3.995434,0.5005,1118562524,220.16,24494106,4.8298,1755997040,343.92,40203013,4.8224,1714083654,1347,1,25498880,20.087,0.808719,344.46,1755433480,4.7972,4.7823,0.5005,346.16,1756155520,0,0,2.74E+10,0,0,2.81E+11,2.74E+10,0,1.54E+10,9.97E+03,2.076041
