appName,coreF,memF,argNo,sparsity,N,kernel,time/ms,blocks,warps,achieved_occupancy,warp_execution_efficiency,eligible_warps_per_cycle,branch_efficiency,cf_executed,gld_throughput,gld_transactions,gld_transactions_per_request,gst_throughput,gst_transactions,gst_transactions_per_request,global_hit_rate,dram_read_transactions,dram_read_throughput,dram_write_transactions,dram_write_throughput,l2_read_transactions,l2_read_throughput,l2_write_transactions,l2_write_throughput,shared_load_transactions,shared_load_throughput,shared_load_transactions_per_request,shared_store_transactions,shared_store_throughput,shared_store_transactions_per_request,l2_tex_read_throughput,l2_tex_read_transactions,l2_tex_write_throughput,l2_tex_write_throughput,tex_cache_hit_rate,tex_cache_throughput,tex_cache_transactions,flop_count_dp,flop_count_dp_fma,flop_count_sp,flop_count_sp_fma,flop_count_sp_special,inst_integer,inst_fp_32,inst_fp_64,inst_executed,inst_per_warp,executed_ipc
groupspgemm,1417,5005,input03,0.86,4000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",70.309,(1000 32 1) (128 1 1),128000,0.996616,1,3.389703,1,1500944442,406.78,1882046160,8.038488,0.88215,2000000,4,0.4997,45708043,19.769,2026820,0.89455,941892056,406.35,2000041,0.88501,1067928500,1840.1,1,13770112,23.806,0.853043,405.81,941637032,0.88215,0.8831,0.4997,404.65,936401064,0,0,1.79E+10,0,1.79E+10,0,9181220887,7.17E+04,2.674973,,
groupspgemm,1417,5005,input04,0.88,4000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",65.853,(1000 32 1) (128 1 1),128000,0.996472,1,3.392567,1,1292740036,413.79,1660704248,8.035926,0.9937,2000000,4,0.4997,38973819,19.301,2022988,1.0068,831013261,415.37,2000211,0.9984,921334125,1837.1,1,11843904,23.514,0.852651,414.51,830788492,0.9984,0.9984,0.4997,412.75,826516108,0,0,1.54E+10,0,1.54E+10,0,7960281853,6.22E+04,2.67392,,
groupspgemm,1417,5005,input05,0.9,4000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",56.458,(1000 32 1) (128 1 1),128000,0.996021,1,3.395037,1,1082304745,422.18,1424529688,8.033448,1.1828,2000000,4,0.4998,31563661,18.694,2019414,1.1949,712782894,422.23,2000013,1.1837,772682125,1830.7,1,9925216,23.538,0.851441,421.71,712596476,1.1837,1.1837,0.4998,420.04,709183004,0,0,1.28E+10,0,1.28E+10,0,6710185000,5.24E+04,2.673083,,
groupspgemm,1417,5005,input06,0.92,4000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",45.132,(1000 32 1) (128 1 1),128000,0.99547,1,3.393133,1,870615661,428.18,1174077704,8.029927,1.4575,2000000,4,0.4998,25764378,18.855,2012852,1.4761,587451348,429.45,2000123,1.4678,622582000,1819.7,1,8001568,23.25,0.850264,429.2,587301236,1.4659,1.464,0.4998,429.18,584734388,0,0,1.03E+10,0,1.03E+10,0,5435554600,4.25E+04,2.667303,,
groupspgemm,1417,5005,input07,0.94,4000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",35.739,(1000 32 1) (128 1 1),128000,0.995998,1,3.394685,1,657008072,438.9,907670136,8.025691,1.9204,2000000,4,0.4998,22284482,21.332,2009252,1.9297,454109799,434.73,2000105,1.9334,470562750,1814.5,1,6085152,23.16,0.848297,436.74,453994220,1.9278,1.9306,0.4998,437.25,452260108,0,0,7693992000,0,7693992000,0,4131421795,3.23E+04,2.667358,,
groupspgemm,1417,5005,input00,0.95,4000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",27.786,(1000 32 1) (128 1 1),128000,0.995771,1,3.390212,1,548696988,449.45,766956696,8.023045,2.3367,2000000,4,0.4999,18930111,22.088,2006259,2.3395,383652363,446.65,2000031,2.3209,393209500,1823.6,1,5183424,24.066,0.841587,443.78,383557868,2.3171,2.3134,0.4999,440.55,382256108,0,0,6406840000,0,0,6.31E+10,6406840000,0,3462819194,2.71E+04,2.666288
groupspgemm,1417,5005,input01,0.955,4000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",23.81,(1000 32 1) (128 1 1),128000,0.995675,1,3.395387,1,494279033,439.94,695090616,8.021216,2.5285,2000000,4,0.4999,17238316,21.831,2004561,2.536,347708984,439.72,2000046,2.5285,354400375,1793.3,1,4591680,23.223,0.849294,439.52,347620988,2.5267,2.5295,0.4999,438.45,346510460,0,0,5764416000,0,0,5.70E+10,5764416000,0,3125301745,2.44E+04,2.666316
groupspgemm,1417,5005,input02,0.96,4000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",21.14,(1000 32 1) (128 1 1),128000,0.995653,1,3.395841,1,440164875,442.24,622888016,8.019969,2.8396,2000000,4,0.5,15585466,22.138,2002728,2.8443,311514048,442.6,2000016,2.8405,315666625,1794.1,1,4159168,23.639,0.843987,442.06,311436344,2.8405,2.8443,0.5,441.24,310548152,0,0,5124776000,0,0,5.09E+10,5124776000,0,2788758167,2.18E+04,2.666063
groupspgemm,1417,5005,input03,0.965,4000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",18.611,(1000 32 1) (128 1 1),128000,0.995575,1,3.395237,1,385625522,443.32,548914312,8.017303,3.2308,2000000,4,0.5001,13981438,22.625,2000740,3.2354,274493186,444.02,2000048,3.2345,276573375,1789.6,1,3732032,24.148,0.83622,443.92,274424500,3.2345,3.2345,0.5001,442.82,273749620,0,0,4481904000,0,0,4.47E+10,4481904000,0,2448154808,1.91E+04,2.672522
groupspgemm,1417,5005,input04,0.97,4000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",15.996,(1000 32 1) (128 1 1),128000,0.995472,1,3.393286,1,330745167,444.39,473676144,8.012478,3.7523,2000000,4,0.5001,12321437,23.104,1998618,3.7234,236852603,446.74,2000050,3.5949,237329375,1783.9,1,3103744,23.46,0.851943,447.11,236792856,3.7784,3.7784,0.5001,446.62,236348088,0,0,3839032000,0,0,3.85E+10,3839032000,0,2104159803,1.64E+04,2.675833
groupspgemm,1417,5005,input05,0.975,4000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",13.444,(1000 32 1) (128 1 1),128000,0.9954,1,3.390403,1,276167853,445.28,397527616,8.009079,4.4815,2000000,4,0.5002,10813159,24.246,1996395,4.4731,198723539,445.39,2000035,4.0606,197982750,1750.3,1,2790848,25.018,0.826422,445.26,198673520,4.4815,4.4815,0.5002,444.74,198419248,0,0,3196784000,0,0,3.22E+10,3196784000,0,1760240917,1.38E+04,2.674603
groupspgemm,1417,5005,input06,0.98,4000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",10.737,(1000 32 1) (128 1 1),128000,0.995242,1,3.385294,1,221467375,447.01,320654432,8.002464,5.5796,2000000,4,0.5004,9220973,25.745,1993461,5.5609,160251549,447.12,2000027,4.8475,158744375,1756.3,1,2237888,24.977,0.832548,447.01,160211520,5.5796,5.5796,0.5004,446.9,160153440,0,0,2558664000,0,0,2.59E+10,2558664000,0,1414871832,1.11E+04,2.673407
groupspgemm,1417,5005,input07,0.985,4000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",8.252,(1000 32 1) (128 1 1),128000,0.994925,1,3.375381,1,166388351,450.08,242472520,7.991874,7.4329,2000000,4,0.5006,7665418,28.471,1988731,7.3919,121115560,450.25,2000026,7.4338,119241250,1737.3,1,1627488,24.203,0.855578,450.11,121086468,7.4338,7.4338,0.5006,450.75,121244612,0,0,1918328000,0,0,1.95E+10,1918328000,0,1066053122,8.33E+03,2.670618
groupspgemm,1417,5005,input08,0.99,4000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",6.2409,(1000 32 1) (128 1 1),128000,0.994297,1,3.352643,1,111974964,443.32,163566360,7.96905,10.864,2000000,4,0.5011,6227864,33.842,1982773,10.769,81631315,443.37,2000016,9.5712,79831125,1665.6,1,1404928,30.929,0.785178,449.05,81610636,11.005,11.004,0.501,451.18,81978508,0,0,1281904000,0,0,1.32E+10,1281904000,0,719470380,5.62E+03,2.663912
groupspgemm,1417,5005,input09,0.995,4000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",2.9159,(1000 32 1) (128 1 1),128000,0.992554,1,3.259904,1,56476250,431.92,82952952,7.904531,20.929,2000000,4,0.5025,4510768,38.433,1973913,16.867,41284243,352.93,2000016,17.097,40004250,1368.9,1,736000,25.28,0.821429,412.84,41271500,17.173,17.175,0.5024,359.36,41850988,0,0,641160000,0,0,6701174400,641160000,0,365635365,2.86E+03,2.636098
groupspgemm,1417,5005,input10,0.996,4000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",2.8555,(1000 32 1) (128 1 1),128000,0.991924,1,3.233715,1,45602875,411.24,66792584,7.877185,24.787,2000000,4,0.5033,4186634,51.901,1971865,24.445,33188413,411.32,2000013,24.8,32073875,1350.5,1,700064,31.782,0.781321,376.52,33179092,22.696,22.691,0.5031,383.66,33803700,0,0,513872000,0,0,5417322880,513872000,0,295781435,2.31E+03,2.618855
groupspgemm,1417,5005,input11,0.997,4000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",2.0082,(1000 32 1) (128 1 1),128000,0.990818,1,3.134009,1,34618625,401.2,50467592,7.822137,32.07,2000000,4,0.5043,3862673,61.999,1969466,31.613,25023296,339.26,2000013,27.12,24084125,1305.9,1,672256,36.456,0.750286,339.12,25016148,27.12,27.116,0.504,348.16,25680660,0,0,385728000,0,0,4121465120,385728000,0,225315209,1.76E+03,2.582351
groupspgemm,1417,5005,input12,0.998,4000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",1.5615,(1000 32 1) (128 1 1),128000,0.988436,1,3.194394,1,23575750,322.37,34019760,7.728444,38.405,2000000,4,0.5067,3439494,66.059,1966429,37.785,16789516,322.47,2000016,38.438,16050250,1233.3,1,635776,48.843,0.709571,322.34,16783304,37.886,37.877,0.506,331.52,17492360,0,0,256960000,0,0,2817898400,256960000,0,154403320,1.21E+03,2.350722
groupspgemm,1417,5005,input13,0.999,4000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",0.7813,(1000 32 1) (128 1 1),128000,0.984371,1,2.64735,1,12506000,324.69,17471752,7.447068,65.574,2000000,4,0.5131,2750073,90.297,1960848,64.415,8511158,279.22,2000013,65.698,7984000,1046.9,1,608000,79.918,0.678571,279.19,8507668,65.662,65.577,0.5106,303.98,9248180,0,0,127784000,0,0,1508831360,127784000,0,83246875,650.366211,2.123906
groupspgemm,1417,5005,input14,0.9995,4000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",0.52057,(1000 32 1) (128 1 1),128000,0.978637,1,2.285748,1,7012125,252.05,9282200,6.878888,102.31,2000000,4,0.5232,2031061,104.21,1956123,100.16,4428119,228.18,2000013,104.75,3989875,834.58,1,608000,127.37,0.678571,231.3,4425468,104.64,104.57,0.5162,272.19,5194844,0,0,63840000,0,0,858641600,63840000,0,48022500,375.175781,2.093947
groupspgemm,1417,5005,input08,0.8,14000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",4563.05,(3500 110 1) (128 1 1),1540000,0.999684,0.9989,3.162059,1,9.07E+10,309.17,1.05E+11,8.036352,0.14591,24500000,3.995434,0.4996,3.06E+10,189.2,24538385,0.1564,5.28E+10,315.8,40319980,0.1545,6.42E+10,1508.4,1,812350770,19.924,0.856313,321.58,5.27E+10,0.14687,0.14782,0.4996,322.38,5.24E+10,0,0,1.10E+12,0,1.10E+12,0,5.44E+11,3.53E+05,2.549387,,
groupspgemm,1417,5005,input09,0.82,14000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",4414.86,(3500 110 1) (128 1 1),1540000,0.999686,0.9989,3.190868,1,8.20E+10,316.18,9.76E+10,8.034275,0.16022,24500000,3.995434,0.4996,2.88E+10,192.51,24535729,0.16975,4.89E+10,319.25,24507726,0.16785,5.81E+10,1491.5,1,731484820,19.359,0.856245,320.36,4.89E+10,0.16117,0.15926,0.4996,325.61,4.86E+10,0,0,9.88E+11,0,9.88E+11,0,4.95E+11,3.21E+05,2.530931,,
groupspgemm,1417,5005,input10,0.84,14000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",3968.24,(3500 110 1) (128 1 1),1540000,0.999696,0.9989,3.105568,1,7.32E+10,313.3,8.94E+10,8.033607,0.17738,24500000,3.995434,0.4996,2.67E+10,201.14,24533135,0.18597,4.47E+10,320.57,42618090,0.18787,5.20E+10,1478,1,650701260,19.494,0.856086,327.58,4.47E+10,0.17643,0.17738,0.4996,326.9,4.45E+10,0,0,8.78E+11,0,8.78E+11,0,4.44E+11,2.89E+05,2.501668,,
groupspgemm,1417,5005,input11,0.86,14000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",3564.76,(3500 110 1) (128 1 1),1540000,0.999691,0.9989,3.088874,1,6.43E+10,317.36,8.05E+10,8.031727,0.19646,24500000,3.995434,0.4996,2.42E+10,202,24530690,0.20981,4.03E+10,320.28,41275358,0.20981,4.58E+10,1427.7,1,569903950,18.585,0.855952,325.57,4.03E+10,0.19836,0.19646,0.4996,328.71,4.01E+10,0,0,7.68E+11,0,7.68E+11,0,3.93E+11,2.55E+05,2.469794,,
groupspgemm,1417,5005,input12,0.88,14000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",3029.37,(3500 110 1) (128 1 1),1540000,0.999681,0.9989,3.028643,1,5.54E+10,317.1,7.11E+10,8.030411,0.23174,24500000,3.995434,0.4996,2.14E+10,203.62,24525900,0.24509,3.56E+10,341.25,38847119,0.23746,3.95E+10,1462.6,1,489029530,19.026,0.855754,334.72,3.56E+10,0.22411,0.23746,0.4996,341.74,3.54E+10,0,0,6.59E+11,0,6.59E+11,0,3.41E+11,2.21E+05,2.429034,,
groupspgemm,1417,5005,input13,0.9,14000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",2584.49,(3500 110 1) (128 1 1),1540000,0.999686,0.9989,2.915006,1,4.64E+10,342.83,6.10E+10,8.028869,0.2718,24500000,3.995434,0.4996,1.83E+10,209.57,24522053,0.28896,3.05E+10,339.25,55810997,0.28038,3.31E+10,1454.7,1,408168750,18.571,0.855435,342.22,3.05E+10,0.27084,0.2718,0.4996,331.13,3.03E+10,0,0,5.49E+11,0,5.49E+11,0,2.87E+11,1.87E+05,2.398301,,
groupspgemm,1417,5005,input14,0.92,14000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",2088.73,(3500 110 1) (128 1 1),1540000,0.999676,0.9989,2.891917,1,3.73E+10,338.44,5.02E+10,8.027154,0.34046,24500000,3.995434,0.4996,1.52E+10,213.68,24517819,0.35286,2.51E+10,343.61,49293397,0.34237,2.67E+10,1452,1,327238670,17.537,0.855005,352.32,2.51E+10,0.33569,0.33092,0.4996,353.1,2.50E+10,0,0,4.39E+11,0,4.39E+11,0,2.33E+11,1.51E+05,2.357694,,
groupspgemm,1417,5005,input15,0.94,14000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",1623.41,(3500 110 1) (128 1 1),1540000,0.99968,0.9989,2.900941,1,2.81E+10,345.19,3.88E+10,8.025313,0.43392,24500000,3.995434,0.4997,1.19E+10,217.2,24512753,0.46158,1.94E+10,344.13,49187417,0.46062,2.02E+10,1433.4,1,246329050,17.59,0.854373,355.16,1.94E+10,0.4406,0.43869,0.4997,353.36,1.93E+10,0,0,3.29E+11,0,3.29E+11,0,1.77E+11,1.15E+05,2.292387,,
groupspgemm,1417,5005,input15,0.95,14000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",1372.09,(3500 110 1) (128 1 1),1540000,0.999645,0.9989,2.860639,1,2.35E+10,344.31,3.28E+10,8.024072,0.5312,24500000,3.995434,0.4997,1.00E+10,214.97,24509792,0.54455,1.64E+10,347.93,52341792,0.54073,1.69E+10,1429.7,1,205901960,17.795,0.853937,345.71,1.64E+10,0.5312,0.52738,0.4997,351.09,1.63E+10,0,0,2.74E+11,0,0,2.70E+12,2.74E+11,0,1.48E+11,9.62E+04,2.337278
groupspgemm,1417,5005,input16,0.955,14000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",1275.89,(3500 110 1) (128 1 1),1540000,0.99964,0.9989,2.885029,1,2.12E+10,343.13,2.97E+10,8.023484,0.57983,24500000,3.995434,0.4997,9117745499,212.72,24508231,0.58842,1.49E+10,343.76,26631109,0.58746,1.52E+10,1408.8,1,185587930,17.318,0.853808,346.06,1.49E+10,0.58174,0.58079,0.4997,346.1,1.48E+10,0,0,2.47E+11,0,0,2.44E+12,2.47E+11,0,1.34E+11,8.68E+04,2.349515
groupspgemm,1417,5005,input17,0.96,14000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",1136.64,(3500 110 1) (128 1 1),1540000,0.999634,0.9989,2.860785,1,1.88E+10,346.56,2.66E+10,8.023114,0.65231,24500000,3.995434,0.4997,8196293928,212.85,24507050,0.65804,1.33E+10,347.83,28477472,0.65994,1.35E+10,1411.8,1,165531190,17.345,0.852969,347.94,1.33E+10,0.65422,0.65327,0.4997,353.89,1.33E+10,0,0,2.19E+11,0,0,2.17E+12,2.19E+11,0,1.19E+11,7.74E+04,2.350182
groupspgemm,1417,5005,input18,0.965,14000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",994.99,(3500 110 1) (128 1 1),1540000,0.999594,0.9989,2.85084,1,1.65E+10,349.68,2.35E+10,8.021639,0.74959,24500000,3.995434,0.4997,7188875744,215.68,24505562,0.77057,1.17E+10,353.71,28397997,0.77057,1.19E+10,1422.3,1,145456630,17.731,0.85192,351.8,1.17E+10,0.74959,0.74863,0.4997,356.96,1.17E+10,0,0,1.92E+11,0,0,1.91E+12,1.92E+11,0,1.05E+11,6.79E+04,2.288266
groupspgemm,1417,5005,input19,0.97,14000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",850.31,(3500 110 1) (128 1 1),1540000,0.999579,0.9989,2.796197,1,1.42E+10,348.84,2.03E+10,8.020008,0.86308,24500000,3.995434,0.4998,6244325813,218.11,24504029,0.87929,1.01E+10,350.41,49279589,0.87833,1.02E+10,1408.4,1,125290220,17.505,0.851053,352.03,1.01E+10,0.86594,0.8688,0.4998,351.05,1.01E+10,0,0,1.65E+11,0,0,1.64E+12,1.65E+11,0,9.00E+10,5.84E+04,2.341367
groupspgemm,1417,5005,input20,0.975,14000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",732.66,(3500 110 1) (128 1 1),1540000,0.999552,0.9989,2.875332,1,1.18E+10,341.56,1.70E+10,8.019,0.9909,24500000,3.995434,0.4998,5236658838,220.6,24502462,1.004,8514098210,345.14,29572929,1.0161,8507623524,1370.9,1,104686010,17.353,0.851598,348.36,8511389980,1.0002,0.9928,0.4998,356.12,8476850310,0,0,1.37E+11,0,0,1.37E+12,1.37E+11,0,7.53E+10,4.89E+04,2.3051
groupspgemm,1417,5005,input21,0.98,14000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",579.17,(3500 110 1) (128 1 1),1540000,0.999537,0.9989,2.879763,1,9472524346,348.94,1.37E+10,8.017,1.247,24500000,3.995434,0.4999,4168091198,204.59,24500181,1.288,6858345969,354.46,27968233,1.2629,6815898894,1414.5,1,84051220,17.648,0.8521,351.52,6856235250,1.2638,1.2647,0.4999,353.41,6830695450,0,0,1.10E+11,0,0,1.10E+12,1.10E+11,0,6.04E+10,3.92E+04,2.282667
groupspgemm,1417,5005,input22,0.985,14000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",435.02,(3500 110 1) (128 1 1),1540000,0.999439,0.9989,2.737222,1,7120834798,353.45,1.04E+10,8.013556,1.6531,24500000,3.995434,0.4999,3209881468,221.2,24498471,1.6866,5184938663,347.55,43374694,1.6764,5123700786,1363.5,1,64199190,17.568,0.848416,342.92,5183324860,1.6382,1.6456,0.4999,356.39,5166415000,0,0,8.23E+10,0,0,8.32E+11,8.23E+10,0,4.55E+10,2.95E+04,2.217104
groupspgemm,1417,5005,input23,0.99,14000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",295.38,(3500 110 1) (128 1 1),1540000,0.999304,0.9989,2.723724,1,4761762294,344.39,6968364820,8.007463,2.4112,24500000,3.995434,0.5001,2200839685,223.87,24496870,2.4922,3484875532,347.9,35993000,2.4075,3423590208,1364.4,1,44917400,17.955,0.836454,347.08,3483785420,2.4289,2.4382,0.5001,345.63,3475615940,0,0,5.49E+10,0,0,5.58E+11,5.49E+10,0,3.05E+10,1.98E+04,2.149931
groupspgemm,1417,5005,input24,0.995,14000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",151.86,(3500 110 1) (128 1 1),1540000,0.998974,0.9989,2.476955,1,2392017400,340.41,3514135170,7.988743,4.6967,24500000,3.995434,0.5005,1118654236,220.34,24494119,4.828,1755997229,343.76,36158570,4.8233,1714083654,1328,1,25498880,20.069,0.808719,338.96,1755433480,4.7414,4.7479,0.5005,343.18,1756155520,0,0,2.74E+10,0,0,2.81E+11,2.74E+10,0,1.54E+10,9.97E+03,2.08179
groupspgemm,1417,5005,input25,0.996,14000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",122.78,(3500 110 1) (128 1 1),1540000,0.998821,0.9989,2.436034,1,1913405526,339.17,2817227960,7.979592,5.845,24500000,3.995434,0.5007,897115630,217.96,24493124,5.9512,1407184348,338.98,40845651,5.9567,1371597438,1316.6,1,18546660,18.015,0.853891,337.95,1406725610,5.8897,5.8357,0.5007,342.36,1409212600,0,0,2.20E+10,0,0,2.25E+11,2.20E+10,0,1.23E+10,7.99E+03,2.052762
groupspgemm,1417,5005,input26,0.997,14000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",93.81,(3500 110 1) (128 1 1),1540000,0.998555,0.9989,2.378578,1,1440622630,333.15,2117006300,7.963386,7.7114,24500000,3.995434,0.501,677136215,215.17,24492223,7.7877,1056770806,332.72,41204413,7.797,1028099880,1298.2,1,17110390,21.751,0.793958,333.13,1056419420,7.6741,7.6629,0.501,336.96,1060700510,0,0,1.65E+10,0,0,1.70E+11,1.65E+10,0,9272489944,6.02E+03,2.015548
groupspgemm,1417,5005,input27,0.998,14000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",65.645,(3500 110 1) (128 1 1),1540000,0.998048,0.9989,2.251243,1,963242130,318.25,1419193950,7.934409,11,24500000,3.995434,0.5017,454207977,206.51,24490427,11.124,707484399,317.66,35306497,11.143,686380602,1235.6,1,9996580,18.131,0.872016,319.96,707239840,11.01,11.008,0.5016,324.41,713217790,0,0,1.10E+10,0,0,1.14E+11,1.10E+10,0,6220615498,4.04E+03,1.947038
groupspgemm,1417,5005,input28,0.999,14000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",34.642,(3500 110 1) (128 1 1),1540000,0.996596,0.9989,2.153202,1,490336572,301.41,716581290,7.857204,20.924,24500000,3.995434,0.5038,234048401,200.59,24487539,21.076,355706102,301.63,43121575,20.962,343052988,1171,1,8168820,28.182,0.757776,303.96,355576890,20.814,20.776,0.5035,312.84,363493260,0,0,5484612000,0,0,5.83E+10,5484612000,0,3184703594,2.07E+03,1.85717
groupspgemm,1417,5005,input29,0.9995,14000,"void sparse_dense_groupcoo_mat_mul_kernel<int=128, int=4>",18.522,(3500 110 1) (128 1 1),1540000,0.993943,0.9989,2.108039,1,254165220,283.81,364649110,7.7126,39.131,24500000,3.995434,0.5079,122418359,197.27,24482749,39.451,179507505,284.57,36418495,39.579,171421812,1097.8,1,7438750,47.694,0.690051,287.32,179438430,38.786,38.735,0.507,303.43,188255480,0,0,2740164000,0,0,3.04E+10,2740164000,0,1667215830,1.08E+03,1.808501
