,appName,coreF,memF,avg_power,modelled_power
0,BlackScholes,1600,4000,73.8281024096,73.01724367991903
1,BlackScholes,1600,4500,77.7615189873,76.0148683620854
2,BlackScholes,1600,5000,81.1155471698,79.76636322897673
3,BlackScholes,1600,5500,84.2681162791,83.29606707538801
4,BlackScholes,1700,4000,74.7161985294,73.74676736623591
5,BlackScholes,1700,4500,78.2827132353,76.42404029371522
6,BlackScholes,1700,5000,81.6740145985,80.25588252115521
7,BlackScholes,1700,5500,84.9429632353,83.7855716833093
8,BlackScholes,1800,4000,75.9573235294,74.69948197221757
9,BlackScholes,1800,4500,79.3994890511,77.89640139286085
10,BlackScholes,1800,5000,82.1203181818,80.95955702007902
11,BlackScholes,1800,5500,85.3557840909,84.36298604422808
12,BlackScholes,1900,4000,77.3311534091,75.88069340945917
13,BlackScholes,1900,4500,80.6833107345,79.19793563345347
14,BlackScholes,1900,5000,83.9589265537,82.26107168166205
15,BlackScholes,1900,5500,86.3100338983,85.64389379823209
16,BlackScholes,2000,4000,77.6215859375,76.20615528564562
17,BlackScholes,2000,4500,81.1546590909,79.52340240439231
18,BlackScholes,2000,5000,85.03925,82.58655313685809
19,BlackScholes,2000,5500,87.0932109375,85.63972346919235
20,SobolQRNG,1600,4000,73.5980372671,73.58148019062133
21,SobolQRNG,1600,4500,76.7432721893,76.89631363859755
22,SobolQRNG,1600,5000,81.4176372093,80.75020634282976
23,SobolQRNG,1600,5500,83.2205901639,83.84244822714032
24,SobolQRNG,1700,4000,74.6705608466,74.49420306113839
25,SobolQRNG,1700,4500,77.9490629921,77.76502222928846
26,SobolQRNG,1700,5000,81.4871574803,81.48778762256465
27,SobolQRNG,1700,5500,84.9741597633,84.68176146118599
28,SobolQRNG,1800,4000,75.4063145161,75.36947786176981
29,SobolQRNG,1800,4500,79.0734911243,79.1463726483862
30,SobolQRNG,1800,5000,82.5807514793,82.41476517373218
31,SobolQRNG,1800,5500,85.0976696035,85.1004434833301
32,SobolQRNG,1900,4000,76.0491882353,76.05343181219291
33,SobolQRNG,1900,4500,79.9263039648,80.216551658174
34,SobolQRNG,1900,5000,82.3727823529,82.78405787762806
35,SobolQRNG,1900,5500,86.453159292,86.80027477332827
36,SobolQRNG,2000,4000,77.1074378109,77.26490246841435
37,SobolQRNG,2000,4500,81.1783194444,81.16065353046825
38,SobolQRNG,2000,5000,84.4142638889,84.39947350010011
39,SobolQRNG,2000,5500,88.0194545455,87.55882460954486
40,backpropBackward,1600,4000,74.6775851064,74.72530634158254
41,backpropBackward,1600,4500,76.9368478261,76.97139649962187
42,backpropBackward,1600,5000,81.0490537634,81.17059424444437
43,backpropBackward,1600,5500,83.695016129,83.64169223091602
44,backpropBackward,1700,4000,74.1724615385,74.25363805320859
45,backpropBackward,1700,4500,77.937032967,77.89813305257559
46,backpropBackward,1700,5000,81.9587204301,81.81694540731907
47,backpropBackward,1700,5500,83.9143010753,84.3240199229002
48,backpropBackward,1800,4000,76.8584615385,76.87116845997572
49,backpropBackward,1800,4500,80.3102179487,80.1248221780777
50,backpropBackward,1800,5000,82.2997,82.4461569475174
51,backpropBackward,1800,5500,85.5520945946,85.51472824902535
52,backpropBackward,1900,4000,77.0797363184,77.22090702275038
53,backpropBackward,1900,4500,80.427960199,80.50265912628174
54,backpropBackward,1900,5000,83.08345,83.3702641822815
55,backpropBackward,1900,5500,87.5037777778,86.65006391894818
56,backpropBackward,2000,4000,76.7313517241,76.51181032076478
57,backpropBackward,2000,4500,81.0393012821,80.83944731588363
58,backpropBackward,2000,5000,84.0988347107,83.39932403481006
59,backpropBackward,2000,5500,76.2025238095,77.15558121989369
60,backpropForward,1600,4000,73.36575,73.54218882695368
61,backpropForward,1600,4500,78.29183125,77.57936563901468
62,backpropForward,1600,5000,79.5801534884,79.70624343397274
63,backpropForward,1600,5500,82.548988024,82.8101174614557
64,backpropForward,1700,4000,75.1568814815,75.31923624835997
65,backpropForward,1700,4500,77.1884375,77.02985199046135
66,backpropForward,1700,5000,81.0684464286,80.6807472802611
67,backpropForward,1700,5500,83.1452559524,83.37211221339359
68,backpropForward,1800,4000,75.2573636364,75.06676231564813
69,backpropForward,1800,4500,78.6500909091,78.0726711848834
70,backpropForward,1800,5000,80.4140427807,80.98466502350539
71,backpropForward,1800,5500,85.2318870968,84.41850223040454
72,backpropForward,1900,4000,76.4819354839,76.30140897537618
73,backpropForward,1900,4500,78.7230972973,79.3437642002705
74,backpropForward,1900,5000,81.9213945946,82.4379946102382
75,backpropForward,1900,5500,86.1440695187,85.85164348862133
76,backpropForward,2000,4000,77.0301597222,77.02752736099073
77,backpropForward,2000,4500,80.2861319444,80.55896545430302
78,backpropForward,2000,5000,84.0910430108,83.65269738702342
79,backpropForward,2000,5500,86.0262648649,86.47010037491795
