kernel,coreF,memF,real,predict
fastWalshTransform,900,2600,1.394712,1.421607
fastWalshTransform,900,3100,1.154517,1.278731
fastWalshTransform,900,3600,1.002881,1.164293
fastWalshTransform,900,3900,1.002142,1.110530
gaussian,1100,2100,1.000565,1.295360
gaussian,1100,2600,1.000175,1.156436
gaussian,1100,3100,1.000041,1.049136
gaussian,1100,3600,1.000000,0.971821
gaussian,1100,3900,0.999959,0.940700
gaussian,1300,2100,1.000267,1.230017
gaussian,1300,2600,0.999918,1.076411
gaussian,1300,3100,0.999774,0.955828
gaussian,1300,3600,0.999743,0.867276
gaussian,1300,3900,0.999712,0.830239
gaussian,1500,2100,1.000092,1.210011
gaussian,1500,2600,0.999784,1.045278
gaussian,1500,3100,0.999661,0.913608
gaussian,1500,3600,0.999630,0.813926
gaussian,1500,3900,0.999589,0.769839
gaussian,700,2100,1.002621,1.555790
gaussian,700,2600,1.001726,1.452501
gaussian,700,3100,1.001531,1.375639
gaussian,700,3600,1.001572,1.326832
gaussian,700,3900,1.001552,1.311472
gaussian,900,2100,1.001007,1.404617
gaussian,900,2600,1.000596,1.283432
gaussian,900,3100,1.000442,1.189987
gaussian,900,3600,1.000391,1.126560
gaussian,900,3900,1.000349,1.103267
histogram,1100,2100,0.999401,1.090404
histogram,1100,2600,0.999151,1.028634
histogram,1100,3100,0.999501,0.998985
histogram,1100,3600,1.000000,1.000801
histogram,1100,3900,1.000200,1.015193
histogram,1300,2100,0.851173,0.950136
histogram,1300,2600,0.850774,0.881476
histogram,1300,3100,0.850824,0.840445
histogram,1300,3600,0.851273,0.827653
histogram,1300,3900,0.851573,0.836525
histogram,1500,2100,0.750724,0.873273
histogram,1500,2600,0.750824,0.789771
histogram,1500,3100,0.751123,0.736393
histogram,1500,3600,0.751473,0.712487
histogram,1500,3900,0.751672,0.713738
histogram,700,2100,1.557614,1.498351
histogram,700,2600,1.558562,1.469062
histogram,700,3100,1.559161,1.468997
histogram,700,3600,1.560409,1.495498
histogram,700,3900,1.560359,1.522479
histogram,900,2100,1.220819,1.265928
histogram,900,2600,1.221618,1.224800
histogram,900,3100,1.221667,1.210703
histogram,900,3600,1.222616,1.223636
histogram,900,3900,1.216475,1.247301
hotspot,1100,2100,1.017733,1.058509
hotspot,1100,2600,1.007838,0.965477
hotspot,1100,3100,1.002351,0.901645
hotspot,1100,3600,1.000000,0.871009
hotspot,1100,3900,0.998334,0.866409
hotspot,1300,2100,0.872646,0.959129
hotspot,1300,2600,0.862398,0.851105
hotspot,1300,3100,0.856177,0.773679
hotspot,1300,3600,0.853894,0.729249
hotspot,1300,3900,0.852582,0.718874
hotspot,1500,2100,0.778348,0.908595
hotspot,1500,2600,0.767816,0.790390
hotspot,1500,3100,0.760948,0.703190
hotspot,1500,3600,0.758137,0.644979
hotspot,1500,3900,0.755854,0.629124
hotspot,700,2100,1.562261,1.393234
hotspot,700,2600,1.554913,1.336158
hotspot,700,3100,1.552464,1.305445
hotspot,700,3600,1.554227,1.303198
hotspot,700,3900,1.554130,1.315565
hotspot,900,2100,1.231704,1.204888
hotspot,900,2600,1.223964,1.131957
hotspot,900,3100,1.219065,1.082014
hotspot,900,3600,1.217792,1.063996
hotspot,900,3900,1.210836,1.068204
matrixMulShared,1100,2100,1.005112,1.118985
matrixMulShared,1100,2600,1.004427,1.025234
matrixMulShared,1100,3100,1.000046,0.959699
matrixMulShared,1100,3600,1.000000,0.924365
matrixMulShared,1100,3900,1.000342,0.918412
matrixMulShared,1300,2100,0.851829,0.974666
matrixMulShared,1300,2600,0.848725,0.863518
matrixMulShared,1300,3100,0.847653,0.781594
matrixMulShared,1300,3600,0.847813,0.732086
matrixMulShared,1300,3900,0.847516,0.717578
matrixMulShared,1500,2100,0.755779,0.883592
matrixMulShared,1500,2600,0.752607,0.758951
matrixMulShared,1500,3100,0.751033,0.663300
matrixMulShared,1500,3600,0.750941,0.600335
matrixMulShared,1500,3900,0.750690,0.578091
matrixMulShared,700,2100,1.573036,1.550453
matrixMulShared,700,2600,1.574359,1.496002
matrixMulShared,700,3100,1.574953,1.467077
matrixMulShared,700,3600,1.575112,1.464842
matrixMulShared,700,3900,1.576436,1.476252
matrixMulShared,900,2100,1.226147,1.313317
matrixMulShared,900,2600,1.225645,1.237972
matrixMulShared,900,3100,1.225371,1.190429
matrixMulShared,900,3600,1.225531,1.171627
matrixMulShared,900,3900,1.229662,1.174277
mergeSort,1100,2100,1.005917,1.111386
mergeSort,1100,2600,1.004040,1.035190
mergeSort,1100,3100,1.000697,0.989038
mergeSort,1100,3600,1.000000,0.974487
mergeSort,1100,3900,1.000429,0.981095
mergeSort,1300,2100,0.855033,0.968656
mergeSort,1300,2600,0.852906,0.878311
mergeSort,1300,3100,0.852548,0.818969
mergeSort,1300,3600,0.852638,0.792059
mergeSort,1300,3900,0.852584,0.790972
mergeSort,1500,2100,0.755564,0.877198
mergeSort,1500,2600,0.754241,0.775464
mergeSort,1500,3100,0.752847,0.704193
mergeSort,1500,3600,0.752650,0.666101
mergeSort,1500,3900,0.752740,0.659002
mergeSort,700,2100,1.565172,1.530308
mergeSort,700,2600,1.563527,1.489239
mergeSort,700,3100,1.563884,1.473898
mergeSort,700,3600,1.565011,1.487455
mergeSort,700,3900,1.565994,1.507999
mergeSort,900,2100,1.225825,1.300767
mergeSort,900,2600,1.224127,1.241233
mergeSort,900,3100,1.223162,1.210182
mergeSort,900,3600,1.222965,1.209346
mergeSort,900,3900,1.223752,1.222606
nn,1100,2100,1.747518,1.429826
nn,1100,2600,1.391064,1.259070
nn,1100,3100,1.155975,1.119005
nn,1100,3600,1.000000,1.008953
nn,1100,3900,0.919663,0.957470
nn,1300,2100,1.745105,1.394570
nn,1300,2600,1.386800,1.212744
nn,1300,3100,1.151389,1.059505
nn,1300,3600,0.996798,0.935887
nn,1300,3900,0.916494,0.875967
nn,1500,2100,1.742852,1.404564
nn,1500,2600,1.384805,1.211687
nn,1500,3100,1.149121,1.049099
nn,1500,3600,0.994417,0.913989
nn,1500,3900,0.914853,0.849329
