kernel,coreF,memF,real,predict
pathfinder,2000,4500,0.937691,0.992704
pathfinder,2000,5000,0.922798,0.946034
pathfinder,2000,5500,0.900363,0.898894
scalarProd,1700,4000,1.236739,1.192059
scalarProd,1700,4500,1.082906,1.130173
scalarProd,1700,5000,1.000118,1.066553
scalarProd,1700,5500,0.904812,1.001950
scalarProd,1600,4000,1.232184,1.207087
scalarProd,1600,4500,1.085369,1.145679
scalarProd,1600,5000,1.003610,1.082460
scalarProd,1600,5500,0.903934,1.018192
scalarProd,1800,4000,1.234326,1.176447
scalarProd,1800,4500,1.081809,1.114174
scalarProd,1800,5000,1.000000,1.050248
scalarProd,1800,5500,0.904508,0.985369
scalarProd,1900,4000,1.241784,1.160330
scalarProd,1900,4500,1.090009,1.097738
scalarProd,1900,5000,0.992779,1.033547
scalarProd,1900,5500,0.901269,0.968510
scalarProd,2000,4000,1.242003,1.143747
scalarProd,2000,4500,1.091190,1.080948
scalarProd,2000,5000,0.991784,1.016559
scalarProd,2000,5500,0.898687,0.951465
scanScanExclusiveShared,1700,4000,1.253945,1.163115
scanScanExclusiveShared,1700,4500,1.095080,1.108528
scanScanExclusiveShared,1700,5000,0.996871,1.052637
scanScanExclusiveShared,1700,5500,0.898062,0.996476
scanScanExclusiveShared,1600,4000,1.251548,1.179458
scanScanExclusiveShared,1600,4500,1.096145,1.125345
scanScanExclusiveShared,1600,5000,0.996271,1.069984
scanScanExclusiveShared,1600,5500,0.894733,1.013834
scanScanExclusiveShared,1800,4000,1.255410,1.146322
scanScanExclusiveShared,1800,4500,1.096744,1.091513
scanScanExclusiveShared,1800,5000,1.000000,1.035364
scanScanExclusiveShared,1800,5500,0.900792,0.978704
scanScanExclusiveShared,1900,4000,1.250882,1.129141
scanScanExclusiveShared,1900,4500,1.100606,1.073844
scanScanExclusiveShared,1900,5000,0.998469,1.017581
scanScanExclusiveShared,1900,5500,0.899061,0.960586
scanScanExclusiveShared,2000,4000,1.251348,1.111435
scanScanExclusiveShared,2000,4500,1.105400,1.056062
scanScanExclusiveShared,2000,5000,1.003928,0.999510
scanScanExclusiveShared,2000,5500,0.901724,0.942551
scanUniformUpdate,1700,4000,1.257023,1.212920
scanUniformUpdate,1700,4500,1.098152,1.138100
scanUniformUpdate,1700,5000,0.998198,1.061470
scanUniformUpdate,1700,5500,0.900113,0.984066
scanUniformUpdate,1600,4000,1.256289,1.220501
scanUniformUpdate,1600,4500,1.097084,1.146051
scanUniformUpdate,1600,5000,0.997598,1.069923
scanUniformUpdate,1600,5500,0.896577,0.992754
scanUniformUpdate,1800,4000,1.257423,1.204617
scanUniformUpdate,1800,4500,1.100087,1.129391
scanUniformUpdate,1800,5000,1.000000,1.052624
scanUniformUpdate,1800,5500,0.901782,0.974889
scanUniformUpdate,1900,4000,1.256422,1.195748
scanUniformUpdate,1900,4500,1.101421,1.120450
scanUniformUpdate,1900,5000,1.001134,1.043487
scanUniformUpdate,1900,5500,0.901181,0.965487
scanUniformUpdate,2000,4000,1.256155,1.186506
scanUniformUpdate,2000,4500,1.103890,1.110907
scanUniformUpdate,2000,5000,1.003136,1.033775
scanUniformUpdate,2000,5500,0.903717,0.955714
sortingNetworks,1700,4000,1.049311,1.077178
sortingNetworks,1700,4500,1.055588,1.038189
sortingNetworks,1700,5000,1.053818,0.997982
sortingNetworks,1700,5500,1.053764,0.957049
sortingNetworks,1600,4000,1.116811,1.099297
sortingNetworks,1600,4500,1.113538,1.060732
sortingNetworks,1600,5000,1.115630,1.020893
sortingNetworks,1600,5500,1.112894,0.980210
sortingNetworks,1800,4000,0.991844,1.054524
sortingNetworks,1800,4500,1.001234,1.015139
sortingNetworks,1800,5000,1.000000,0.974615
sortingNetworks,1800,5500,0.990234,0.933471
sortingNetworks,1900,4000,0.946129,1.031412
sortingNetworks,1900,4500,0.956538,0.991681
sortingNetworks,1900,5000,0.946826,0.950877
sortingNetworks,1900,5500,0.959811,0.909584
sortingNetworks,2000,4000,0.899125,1.007953
sortingNetworks,2000,4500,0.906101,0.967882
sortingNetworks,2000,5000,0.914310,0.926888
sortingNetworks,2000,5500,0.919998,0.885636
srad,1700,4000,1.139260,1.140709
srad,1700,4500,1.062726,1.085762
srad,1700,5000,1.047819,1.029212
srad,1700,5500,1.033954,0.971833
srad,1600,4000,1.153125,1.157706
srad,1600,4500,1.112687,1.103163
srad,1600,5000,1.102614,1.046952
srad,1600,5500,1.083133,0.989867
srad,1800,4000,1.115697,1.123115
srad,1800,4500,1.023967,1.067819
srad,1800,5000,1.000000,1.011035
srad,1800,5500,0.989724,0.953446
srad,1900,4000,1.106637,1.105021
srad,1900,4500,1.011781,1.049501
srad,1900,5000,0.969896,0.992488
srad,1900,5500,0.954381,0.934777
srad,2000,4000,1.102845,1.086491
srad,2000,4500,0.982430,1.030766
srad,2000,5000,0.937187,0.973599
srad,2000,5500,0.919530,0.915924
transpose,1700,4000,1.228871,1.160876
transpose,1700,4500,1.076076,1.108551
transpose,1700,5000,0.998072,1.054478
transpose,1700,5500,0.897109,0.999660
transpose,1600,4000,1.227029,1.180886
transpose,1600,4500,1.075691,1.128975
transpose,1600,5000,0.997644,1.075290
transpose,1600,5500,0.896252,1.020735
transpose,1800,4000,1.232255,1.140350
transpose,1800,4500,1.078261,1.087622
transpose,1800,5000,1.000000,1.033266
transpose,1800,5500,0.898993,0.978260
transpose,1900,4000,1.233840,1.119423
transpose,1900,4500,1.080060,1.066446
transpose,1900,5000,1.001628,1.011893
transpose,1900,5500,0.899550,0.956764
transpose,2000,4000,1.237396,1.099281
transpose,2000,4500,1.083187,1.044906
transpose,2000,5000,1.004198,0.990255
transpose,2000,5500,0.903577,0.935103
vectorAdd,1700,4000,1.252638,1.191403
vectorAdd,1700,4500,1.095562,1.123041
vectorAdd,1700,5000,0.999594,1.052985
vectorAdd,1700,5500,0.903716,0.982075
vectorAdd,1600,4000,1.254172,1.202438
vectorAdd,1600,4500,1.099711,1.134534
vectorAdd,1600,5000,1.003157,1.064820
vectorAdd,1600,5500,0.899657,0.994199
vectorAdd,1800,4000,1.255795,1.179766
vectorAdd,1800,4500,1.100613,1.111067
vectorAdd,1800,5000,1.000000,1.040749
vectorAdd,1800,5500,0.904528,0.969714
vectorAdd,1900,4000,1.248760,1.167526
vectorAdd,1900,4500,1.097998,1.098661
vectorAdd,1900,5000,1.002390,1.028078
vectorAdd,1900,5500,0.902859,0.956792
vectorAdd,2000,4000,1.248444,1.154731
vectorAdd,2000,4500,1.099576,1.085787
vectorAdd,2000,5000,1.002931,1.015305
vectorAdd,2000,5500,0.905069,0.943759
average,0.054401
