,appName,coreF,memF,avg_power,modelled_power
0,BlackScholes,802,877,142.7021,136.60052233741948
1,BlackScholes,945,877,161.26310000000004,153.80751497627932
2,BlackScholes,1087,877,185.29323,172.28333763322516
3,BlackScholes,1237,877,214.38769,193.1721696112813
4,BlackScholes,1380,877,212.2097,214.19787484749904
5,SobolQRNG,802,877,117.90865999999995,111.72237855252624
6,SobolQRNG,945,877,129.37260999999998,126.91641052768293
7,SobolQRNG,1087,877,142.76798,142.92152222180434
8,SobolQRNG,1237,877,162.12400999999997,160.99544684324016
9,SobolQRNG,1380,877,189.97353,179.33080870354394
10,backpropBackward,802,877,110.01254000000004,101.55606142887045
11,backpropBackward,945,877,121.63942999999998,114.55867906563599
12,backpropBackward,1087,877,114.62122999999998,128.5028240746448
13,backpropBackward,1237,877,146.16194000000004,144.17341764467588
14,backpropBackward,1380,877,168.45702,160.00184268875904
15,backpropForward,802,877,111.05109,106.24189949635439
16,backpropForward,945,877,124.9602,121.8413003613112
17,backpropForward,1087,877,144.20922000000004,138.3217492235835
18,backpropForward,1237,877,174.56536,156.79871080743763
19,backpropForward,1380,877,182.84062000000003,175.43784090226814
20,binomialOptions,802,877,93.50885999999996,85.82543146407869
21,binomialOptions,945,877,107.73451000000001,98.92195204679048
22,binomialOptions,1087,877,128.11773000000002,113.38130004083621
23,binomialOptions,1237,877,162.21860000000004,130.25551180055916
24,binomialOptions,1380,877,167.85745,147.68965070595797
25,cfd,802,877,91.12742,89.22824459955436
26,cfd,945,877,101.50267,100.01193911121028
27,cfd,1087,877,97.79662000000002,111.47830775611247
28,cfd,1237,877,110.11089,124.44685085577781
29,cfd,1380,877,143.075,137.691983155325
30,conjugateGradient,802,877,99.96693,89.00604345319334
31,conjugateGradient,945,877,111.15572,102.36731635143043
32,conjugateGradient,1087,877,121.30023000000004,116.69892306366614
33,conjugateGradient,1237,877,122.56523,132.7368955227536
34,conjugateGradient,1380,877,164.54781,148.9015702444515
35,convolutionSeparable,802,877,110.47484,107.06029781164845
36,convolutionSeparable,945,877,124.95686,122.3264533793666
37,convolutionSeparable,1087,877,143.31826999999996,138.44766181864816
38,convolutionSeparable,1237,877,174.54704999999996,156.5017597268897
39,convolutionSeparable,1380,877,181.33799,174.70909658056132
40,convolutionTexture,802,877,80.27811999999999,59.700129407546434
41,convolutionTexture,945,877,89.40238999999998,70.2650955607737
42,convolutionTexture,1087,877,104.44426,81.47182005435802
43,convolutionTexture,1237,877,108.10734000000002,94.04260446775102
44,convolutionTexture,1380,877,131.94731000000002,106.75684548875044
45,eigenvalues,802,877,28.882999999999992,28.456023572964064
46,eigenvalues,945,877,34.27613999999999,31.12168986731121
47,eigenvalues,1087,877,37.06609,33.993041883009376
48,eigenvalues,1237,877,41.49278999999999,37.26895971380912
49,eigenvalues,1380,877,42.36097000000001,40.6242589382115
50,fastWalshTransform,802,877,88.91042999999998,77.34218738631206
51,fastWalshTransform,945,877,97.29861,86.36224226745858
52,fastWalshTransform,1087,877,103.88096999999999,96.0746852988344
53,fastWalshTransform,1237,877,116.07432,106.959376349805
54,fastWalshTransform,1380,877,116.10607999999998,117.93225996701753
55,gaussian,802,877,44.66165000000001,49.012110843369456
56,gaussian,945,877,56.23438,54.59554903068505
57,gaussian,1087,877,62.77999999999998,60.54188984163277
58,gaussian,1237,877,75.3172,67.34027654609876
59,gaussian,1380,877,79.66121000000003,74.13074457178301
60,histogram,802,877,77.16242,72.26182286574064
61,histogram,945,877,86.53372999999998,81.95004917415416
62,histogram,1087,877,100.21332,92.27107685295569
63,histogram,1237,877,104.33609,103.90021456731998
64,histogram,1380,877,128.37967999999998,115.7064745658535
65,hotspot,802,877,81.96904,78.09814396838185
66,hotspot,945,877,90.77998999999998,89.47263659287572
67,hotspot,1087,877,104.89865000000002,101.53839129228759
68,hotspot,1237,877,128.21505999999997,115.03007573744793
69,hotspot,1380,877,141.39673000000005,128.65123444374157
70,matrixMulGlobal,802,877,109.28140000000002,114.28081465624605
71,matrixMulGlobal,945,877,125.46031999999997,132.16380578345974
72,matrixMulGlobal,1087,877,149.54059999999996,151.00880242425234
73,matrixMulGlobal,1237,877,189.92049,172.07995494443037
74,matrixMulGlobal,1380,877,205.44277,193.333266073726
75,matrixMulShared,802,877,94.1934,109.63401388727917
76,matrixMulShared,945,877,106.47884000000002,126.34425651354881
77,matrixMulShared,1087,877,125.63556,144.0436632446302
78,matrixMulShared,1237,877,154.04317,163.86305401270317
79,matrixMulShared,1380,877,198.44072000000003,183.80918567959327
80,mergeSort,802,877,100.72352,94.65446666916581
81,mergeSort,945,877,98.48750999999996,109.55373204710875
82,mergeSort,1087,877,131.54868000000002,125.24175841149588
83,mergeSort,1237,877,159.40220000000005,142.74959763965566
84,mergeSort,1380,877,165.89433,160.4321890501446
85,nn,802,877,106.63689,102.69474771270635
86,nn,945,877,117.96761000000004,115.2408929070807
87,nn,1087,877,126.28621000000001,128.83399637672403
88,nn,1237,877,126.56937999999998,144.05007232109455
89,nn,1380,877,159.53005,159.36757896675945
90,pathfinder,802,877,81.63984,93.73396405969186
91,pathfinder,945,877,109.46363000000001,108.40255640423025
92,pathfinder,1087,877,127.93402,123.83323286424228
93,pathfinder,1237,877,134.78911000000002,141.113087055467
94,pathfinder,1380,877,167.14447999999996,158.50128064446525
95,quasirandomGenerator,802,877,75.47031000000001,77.6593625558256
96,quasirandomGenerator,945,877,84.99522999999998,88.00994997186687
97,quasirandomGenerator,1087,877,97.77498,98.9872990654767
98,quasirandomGenerator,1237,877,121.16833000000004,111.33104967035021
