,appName,n_dm,n_l2,n_shm,tex_trans,n_flop_sp,n_flop_dp,n_int,act_util,c_to_m,inst_per_warp,real_cycle
0,BlackScholes,0.1226922860977213,0.1227015570223488,0.0,0.0736196319018405,0.622033778492345,0.0,0.147239263803681,0.8855129999999999,0.4864787930543695,163.0,39.358025808014716
1,BlackScholes,0.12269219023882559,0.12270141323400525,0.0,0.0736196319018405,0.622033778492345,0.0,0.147239263803681,0.87825,0.42586593570894593,163.0,33.5858242113497
2,BlackScholes,0.1226926489921122,0.12270114619851007,0.0,0.0736196319018405,0.622033778492345,0.0,0.147239263803681,0.871684,0.3786838023487702,163.0,29.174513724804907
3,BlackScholes,0.12269196428571429,0.12270097502191059,0.0,0.0736196319018405,0.622033778492345,0.0,0.147239263803681,0.8676790000000001,0.34091362457610214,163.0,26.01288121112516
4,BlackScholes,0.12269247781551271,0.12270123521034179,0.0,0.0736196319018405,0.622033778492345,0.0,0.147239263803681,0.885315,0.45801309422146314,163.0,37.03277207359508
5,BlackScholes,0.1226920259092901,0.12270132422217353,0.0,0.0736196319018405,0.622033778492345,0.0,0.147239263803681,0.8780459999999999,0.4009469225018689,163.0,31.497104508441716
6,BlackScholes,0.12269193689745839,0.12270104349255039,0.0,0.0736196319018405,0.622033778492345,0.0,0.147239263803681,0.871974,0.35652559273210727,163.0,27.509249733349698
7,BlackScholes,0.12269145075591588,0.12270127629272566,0.0,0.0736196319018405,0.622033778492345,0.0,0.147239263803681,0.867766,0.3209654897267106,163.0,24.524062695227
8,BlackScholes,0.12269222447414548,0.12270122836327782,0.0,0.0736196319018405,0.622033778492345,0.0,0.147239263803681,0.8864139999999999,0.5149444918872759,163.0,41.697498614377906
9,BlackScholes,0.12269164932077126,0.12270119412795792,0.0,0.0736196319018405,0.622033778492345,0.0,0.147239263803681,0.878292,0.45078494891602294,163.0,35.44358573652515
10,BlackScholes,0.12269196428571429,0.12270124890446976,0.0,0.0736196319018405,0.622033778492345,0.0,0.147239263803681,0.8718040000000001,0.4008420119654332,163.0,30.996175040304294
11,BlackScholes,0.1226917999561788,0.12270111196319018,0.0,0.0736196319018405,0.622033778492345,0.0,0.147239263803681,0.867783,0.3608617594254937,163.0,27.486286513730054
12,BlackScholes,0.12269294341586327,0.12270137215162139,0.0,0.0736196319018405,0.622033778492345,0.0,0.147239263803681,0.8857290000000001,0.5434101907201822,163.0,43.9954679179951
13,BlackScholes,0.1226922860977213,0.12270125575153373,0.0,0.0736196319018405,0.622033778492345,0.0,0.147239263803681,0.8782129999999999,0.4757039621230999,163.0,37.54350769186134
14,BlackScholes,0.12269188896801052,0.12270101610429446,0.0,0.0736196319018405,0.622033778492345,0.0,0.147239263803681,0.872057,0.42300022158209616,163.0,32.80490112488344
15,BlackScholes,0.12269237510955301,0.12270135161042946,0.0,0.0736196319018405,0.622033778492345,0.0,0.147239263803681,0.867916,0.3808098942748853,163.0,28.985755509388955
16,BlackScholes,0.1226920943799299,0.12270111881025418,0.0,0.0736196319018405,0.622033778492345,0.0,0.147239263803681,0.885927,0.5718758895530885,163.0,46.27987859246136
17,BlackScholes,0.12269201906222613,0.12270098871603856,0.0,0.0736196319018405,0.622033778492345,0.0,0.147239263803681,0.878008,0.500622975330177,163.0,39.51176481279999
18,BlackScholes,0.1226923203330412,0.12270119412795792,0.0,0.0736196319018405,0.622033778492345,0.0,0.147239263803681,0.871448,0.44515843119875914,163.0,34.449818228446624
19,BlackScholes,0.12269239565074497,0.12270126259859772,0.0,0.0736196319018405,0.622033778492345,0.0,0.147239263803681,0.867706,0.4007580291242769,163.0,30.475359327352148
