appName,coreF,memF,kernel,achieved_occupancy,eligible_warps_per_cycle,dram_read_transactions,dram_write_transactions,l2_read_transactions,l2_write_transactions,shared_load_transactions,shared_store_transactions,branch_efficiency,cf_executed,flop_count_sp,time/ms,time(pred)/ms,power/W,power(pred)/W
convolutionTexture,600,900,convolutionRowsKernel,0.839146,1.468878,589994,592288,1176956,589830,0,0,1,294912,250085376,1.1646,1.0276233,46.92651429,46.97517841
convolutionTexture,600,1000,convolutionRowsKernel,0.841214,1.476237,589988,592293,1177000,589833,0,0,1,294912,250085376,1.1548,0.94073292,47.02037143,45.87554166
convolutionTexture,700,500,convolutionRowsKernel,0.829903,0.78476,608354,591626,1201920,589830,0,0,1,294912,250085376,1.8444,1.758508526,49.02111111,47.66115189
convolutionTexture,700,600,convolutionRowsKernel,0.830128,1.025709,601662,591618,1187189,589830,0,0,1,294912,250085376,1.417,1.467531236,49.927,49.49579664
convolutionTexture,700,700,convolutionRowsKernel,0.832237,1.17916,589983,592693,1177057,589830,0,0,1,294912,250085376,1.2342,1.259326264,50.2105,50.32938581
convolutionTexture,700,800,convolutionRowsKernel,0.832741,1.315066,589991,592709,1177078,589832,0,0,1,294912,250085376,1.1121,1.112282336,50.25772222,50.65423101
convolutionTexture,700,900,convolutionRowsKernel,0.83329,1.407917,589992,592707,1177042,589830,0,0,1,294912,250085376,1.0392,0.997187186,50.54405714,50.86107309
convolutionTexture,700,1000,convolutionRowsKernel,0.835021,1.457924,589984,592697,1177037,589830,0,0,1,294912,250085376,1.0011,0.910296806,50.66169444,49.5629541
convolutionTexture,800,500,convolutionRowsKernel,0.827757,0.715536,589992,592589,1176990,589830,0,0,1,294912,250085376,1.7832,1.73568144,52.8586,51.29766638
convolutionTexture,800,600,convolutionRowsKernel,0.828589,0.923078,589998,592606,1176978,589830,0,0,1,294912,250085376,1.3871,1.44470415,54.5615,53.30495196
convolutionTexture,800,700,convolutionRowsKernel,0.829244,1.072641,589988,592302,1176978,589838,0,0,1,294912,250085376,1.1944,1.236499179,54.58171429,54.63461951
convolutionTexture,800,800,convolutionRowsKernel,0.83014,1.196665,589993,592163,1177036,589830,0,0,1,294912,250085376,1.0726,1.08945525,55.19263889,55.09702553
convolutionTexture,800,900,convolutionRowsKernel,0.830568,1.311804,589995,592290,1177031,589832,0,0,1,294912,250085376,0.9809,0.9743601,55.25425,55.03127258
convolutionTexture,800,1000,convolutionRowsKernel,0.831076,1.399374,589993,592404,1177045,589830,0,0,1,294912,250085376,0.92045,0.88746972,55.41369444,54.07974808
convolutionTexture,900,500,convolutionRowsKernel,0.826924,0.636544,589988,591995,1176974,589838,0,0,1,294912,250085376,1.7561,1.71792704,56.72672222,55.3256313
convolutionTexture,900,600,convolutionRowsKernel,0.826931,0.820311,589987,592085,1177033,589847,0,0,1,294912,250085376,1.3701,1.42694975,58.84702778,57.93520449
convolutionTexture,900,700,convolutionRowsKernel,0.827212,0.958784,589995,592134,1177033,589838,0,0,1,294912,250085376,1.1729,1.218744779,60.3365,59.6744888
convolutionTexture,900,800,convolutionRowsKernel,0.827716,1.085739,590001,592414,1177053,589830,0,0,1,294912,250085376,1.036,1.07170085,60.73427778,60.55000401
convolutionTexture,900,900,convolutionRowsKernel,0.828565,1.190621,589994,592313,1177121,589830,0,0,1,294912,250085376,0.9465,0.9566057,60.94186111,60.38915146
convolutionTexture,900,1000,convolutionRowsKernel,0.828056,1.295289,589997,592309,1176995,589830,0,0,1,294912,250085376,0.87296,0.86971532,60.6956,59.64301004
convolutionTexture,1000,500,convolutionRowsKernel,0.825666,0.584755,589998,592422,1177027,589830,0,0,1,294912,250085376,1.7362,1.70372352,60.19247059,60.59324024
convolutionTexture,1000,600,convolutionRowsKernel,0.825811,0.752082,589995,592545,1177029,589838,0,0,1,294912,250085376,1.3597,1.41274623,62.34341667,63.3020067
convolutionTexture,1000,700,convolutionRowsKernel,0.825925,0.87917,589989,592166,1177030,589830,0,0,1,294912,250085376,1.161,1.204541259,64.49519444,65.14583037
convolutionTexture,1000,800,convolutionRowsKernel,0.82588,1.002042,589994,592216,1176963,589830,0,0,1,294912,250085376,1.0223,1.05749733,65.04094444,66.698361
convolutionTexture,1000,900,convolutionRowsKernel,0.825949,1.111345,589988,592374,1177063,589830,0,0,1,294912,250085376,0.9203,0.94240218,65.45275,66.73532824
convolutionTexture,1000,1000,convolutionRowsKernel,0.82603,1.207392,589991,592688,1177058,589830,0,0,1,294912,250085376,0.85011,0.8555118,65.69580556,65.99364879
fastWalshTransform,500,500,fwtBatch1Kernel,0.981607,1.308948,1075610,1045123,1075566,1048582,3407872,3407872,1,1638400,92274688,2.6354,2.655032889,40.33,40.46640245
fastWalshTransform,500,600,fwtBatch1Kernel,0.979145,1.605819,1068311,1044583,1067296,1048582,3407872,3407872,1,1638400,92274688,2.1583,2.176510222,41.0366,39.98088421
fastWalshTransform,500,700,fwtBatch1Kernel,0.978115,1.924304,1070439,1045314,1071253,1048582,3407872,3407872,1,1638400,92274688,1.8053,1.834091937,41.10269444,40.16132717
fastWalshTransform,500,800,fwtBatch1Kernel,0.976208,2.246742,1069532,1045803,1058046,1048582,3407872,3407872,1,1638400,92274688,1.5508,1.592702222,41.68694286,40.91188923
fastWalshTransform,500,900,fwtBatch1Kernel,0.973081,2.627435,1048619,1045848,1055034,1048591,3407872,3407872,1,1638400,92274688,1.3598,1.403722667,41.93011111,41.5561823
fastWalshTransform,500,1000,fwtBatch1Kernel,0.970344,2.95248,1057735,1046653,1058287,1048582,3407872,3407872,1,1638400,92274688,1.2164,1.261319111,42.1498,44.7441058
fastWalshTransform,600,500,fwtBatch1Kernel,0.982273,1.079472,1079327,1045436,1079891,1048582,3407872,3407872,1,1638400,92274688,2.6428,2.643086222,41.22869444,41.83189986
fastWalshTransform,600,600,fwtBatch1Kernel,0.979629,1.340752,1069306,1043402,1061265,1048584,3407872,3407872,1,1638400,92274688,2.1588,2.164563556,42.15705556,41.28265461
fastWalshTransform,600,700,fwtBatch1Kernel,0.978696,1.618597,1062726,1045091,1071249,1048582,3407872,3407872,1,1638400,92274688,1.8059,1.82214527,42.40657143,41.00932745
fastWalshTransform,600,800,fwtBatch1Kernel,0.977442,1.899662,1048627,1046422,1048753,1048582,3407872,3407872,1,1638400,92274688,1.5511,1.580755556,42.88134286,41.24069177
fastWalshTransform,600,900,fwtBatch1Kernel,0.975943,2.178966,1048619,1046627,1048786,1048582,3407872,3407872,1,1638400,92274688,1.3586,1.391776,42.91930556,42.22634262
fastWalshTransform,600,1000,fwtBatch1Kernel,0.973996,2.449621,1048618,1047030,1048785,1048582,3407872,3407872,1,1638400,92274688,1.21,1.249372444,43.06,43.62623739
fastWalshTransform,700,500,fwtBatch1Kernel,0.982504,0.914983,1071836,1044805,1080249,1048585,3407872,3407872,1,1638400,92274688,2.6513,2.634552889,42.66954054,44.52114553
fastWalshTransform,700,600,fwtBatch1Kernel,0.980688,1.119902,1071890,1043293,1061205,1048584,3407872,3407872,1,1638400,92274688,2.159,2.156030222,44.137,44.51646132
fastWalshTransform,700,700,fwtBatch1Kernel,0.979278,1.37841,1048617,1046020,1048779,1048582,3407872,3407872,1,1638400,92274688,1.8058,1.813611937,44.53330556,43.66484282
fastWalshTransform,700,800,fwtBatch1Kernel,0.978378,1.61453,1048617,1046995,1048795,1048582,3407872,3407872,1,1638400,92274688,1.5506,1.572222222,44.68056757,44.25481177
fastWalshTransform,700,900,fwtBatch1Kernel,0.977073,1.843743,1048619,1047315,1048793,1048582,3407872,3407872,1,1638400,92274688,1.3592,1.383242667,45.01763333,45.01879393
fastWalshTransform,700,1000,fwtBatch1Kernel,0.975672,2.076934,1048621,1047521,1048761,1048582,3407872,3407872,1,1638400,92274688,1.2097,1.240839111,45.34140541,46.12521292
fastWalshTransform,800,500,fwtBatch1Kernel,0.98273,0.811971,1048619,1046108,1048734,1048582,3407872,3407872,1,1638400,92274688,2.6577,2.628152889,45.344,46.34619749
fastWalshTransform,800,600,fwtBatch1Kernel,0.981435,1.008955,1048620,1044117,1048778,1048582,3407872,3407872,1,1638400,92274688,2.1591,2.149630222,47.13342105,46.51390311
fastWalshTransform,800,700,fwtBatch1Kernel,0.979796,1.213439,1048622,1045741,1048808,1048591,3407872,3407872,1,1638400,92274688,1.8045,1.807211937,47.43685714,47.15500038
fastWalshTransform,800,800,fwtBatch1Kernel,0.978885,1.415918,1048623,1046072,1048778,1048582,3407872,3407872,1,1638400,92274688,1.5508,1.565822222,47.95564103,47.65625376
fastWalshTransform,800,900,fwtBatch1Kernel,0.977749,1.62239,1048624,1046832,1048815,1048591,3407872,3407872,1,1638400,92274688,1.3591,1.376842667,48.22438462,48.04189549
fastWalshTransform,800,1000,fwtBatch1Kernel,0.97662,1.828947,1048619,1047217,1048751,1048595,3407872,3407872,1,1638400,92274688,1.2095,1.234439111,48.29057895,49.039085
fastWalshTransform,900,500,fwtBatch1Kernel,0.983167,0.706867,1048631,1045367,1048779,1048581,3407872,3407872,1,1638400,92274688,2.6614,2.623175111,47.9832,49.62216009
fastWalshTransform,900,600,fwtBatch1Kernel,0.982077,0.878639,1048621,1043380,1048777,1048595,3407872,3407872,1,1638400,92274688,2.1591,2.144652444,50.32028571,50.34004328
fastWalshTransform,900,700,fwtBatch1Kernel,0.98081,1.058296,1048624,1044853,1048773,1048586,3407872,3407872,1,1638400,92274688,1.8046,1.802234159,50.93963889,51.1008141
fastWalshTransform,900,800,fwtBatch1Kernel,0.979292,1.237649,1048623,1045769,1048801,1048582,3407872,3407872,1,1638400,92274688,1.5498,1.560844444,51.435475,51.86708381
fastWalshTransform,900,900,fwtBatch1Kernel,0.978589,1.413289,1048619,1046344,1048801,1048582,3407872,3407872,1,1638400,92274688,1.359,1.371864889,52.33238889,52.30885853
fastWalshTransform,900,1000,fwtBatch1Kernel,0.977249,1.594867,1048619,1046873,1048745,1048586,3407872,3407872,1,1638400,92274688,1.2095,1.229461333,52.31102564,53.2743496
fastWalshTransform,1000,500,fwtBatch1Kernel,0.983344,0.63917,1048624,1044519,1048760,1048582,3407872,3407872,1,1638400,92274688,2.6646,2.619192889,51.14127027,51.05214303
fastWalshTransform,1000,600,fwtBatch1Kernel,0.982438,0.795033,1048628,1042764,1048781,1048588,3407872,3407872,1,1638400,92274688,2.1598,2.140670222,53.4605,52.03030171
fastWalshTransform,1000,700,fwtBatch1Kernel,0.981148,0.956057,1048627,1044311,1048796,1048591,3407872,3407872,1,1638400,92274688,1.8055,1.798251937,54.47202857,53.68276068
fastWalshTransform,1000,800,fwtBatch1Kernel,0.97999,1.120312,1048622,1045530,1048796,1048586,3407872,3407872,1,1638400,92274688,1.5499,1.556862222,54.57838235,55.12704559
fastWalshTransform,1000,900,fwtBatch1Kernel,0.978637,1.282682,1048618,1045659,1048762,1048593,3407872,3407872,1,1638400,92274688,1.3587,1.367882667,55.19972222,55.73148473
fastWalshTransform,1000,1000,fwtBatch1Kernel,0.977417,1.443985,1048618,1046934,1048768,1048582,3407872,3407872,1,1638400,92274688,1.2094,1.225479111,55.14538889,57.32326894
histogram,500,500,histogram256Kernel,0.900796,2.227334,2149323,36318,2119160,7686,17327488,8669504,0.773,10767200,0,4.4547,4.029929118,46.29682353,46.070826
histogram,500,600,histogram256Kernel,0.901607,2.201671,2146190,36472,2134685,7686,17327488,8669504,0.773,10767200,0,4.4738,3.902739039,47.21354545,46.97909008
histogram,500,700,histogram256Kernel,0.907225,2.239605,2147667,36535,2132256,7686,17327488,8669504,0.773,10767200,0,4.47,3.811664352,47.39408824,46.78066477
histogram,500,800,histogram256Kernel,0.910504,2.258294,2147572,37333,2134214,7686,17327488,8669504,0.773,10767200,0,4.4644,3.743489077,47.772,46.68150842
histogram,500,900,histogram256Kernel,0.910471,2.238143,2155314,36872,2149873,7686,17327488,8669504,0.773,10767200,0,4.459,3.690337767,47.998,47.13027421
histogram,500,1000,histogram256Kernel,0.910488,2.255506,2141244,36156,2149311,7687,17327488,8669504,0.773,10767200,0,4.4732,3.647951288,48.00823529,46.85045552
histogram,600,500,histogram256Kernel,0.873373,2.147701,2140915,36572,2136317,7686,17327488,8669504,0.773,10767200,0,3.7305,3.484717333,49.22,49.68756969
histogram,600,600,histogram256Kernel,0.877321,2.169361,2137746,36925,2115728,7686,17327488,8669504,0.773,10767200,0,3.7221,3.357651756,49.74658824,49.45961337
histogram,600,700,histogram256Kernel,0.888804,2.188526,2144108,36290,2140637,7686,17327488,8669504,0.773,10767200,0,3.7241,3.266703437,50.38894118,50.81345357
histogram,600,800,histogram256Kernel,0.887254,2.186586,2097225,38070,2097443,7686,17327488,8669504,0.773,10767200,0,3.7238,3.198601148,50.43914706,50.98022615
histogram,600,900,histogram256Kernel,0.892395,2.20441,2097231,38033,2097512,7686,17327488,8669504,0.773,10767200,0,3.7224,3.145527622,50.85491176,51.29829098
histogram,600,1000,histogram256Kernel,0.885942,2.20964,2097229,38037,2097488,7686,17327488,8669504,0.773,10767200,0,3.7206,3.103180941,50.90917647,51.01081319
histogram,700,500,histogram256Kernel,0.84502,2.03186,2124585,36453,2124617,7688,17327488,8669504,0.773,10767200,0,3.2438,3.095280344,52.40252941,52.10738339
histogram,700,600,histogram256Kernel,0.863516,2.134682,2135568,36833,2106378,7738,17327488,8669504,0.773,10767200,0,3.1567,2.968303697,53.48608824,53.7942917
histogram,700,700,histogram256Kernel,0.897101,2.216038,2097264,38182,2097443,7686,17327488,8669504,0.773,10767200,0,3.1418,2.877445641,54.22805882,54.87372299
histogram,700,800,histogram256Kernel,0.906503,2.250957,2097228,38129,2097493,7686,17327488,8669504,0.773,10767200,0,3.1489,2.809395485,54.30744118,55.42653826
histogram,700,900,histogram256Kernel,0.90668,2.260791,2097224,37965,2097510,7687,17327488,8669504,0.773,10767200,0,3.1457,2.756377518,54.794,55.80399314
histogram,700,1000,histogram256Kernel,0.908841,2.262176,2097233,37946,2097418,7687,17327488,8669504,0.773,10767200,0,3.139,2.714059264,55.036,57.0309352
histogram,800,500,histogram256Kernel,0.850093,1.851696,2097227,37924,2097348,7686,17327488,8669504,0.773,10767200,0,3.008,2.803202602,56.83235294,57.23494033
histogram,800,600,histogram256Kernel,0.837964,2.033658,2097238,38232,2097400,7686,17327488,8669504,0.773,10767200,0,2.8391,2.676292652,58.71464706,57.98541784
histogram,800,700,histogram256Kernel,0.85224,2.146209,2097250,37815,2097472,7686,17327488,8669504,0.773,10767200,0,2.7842,2.585502294,58.99238235,59.45879715
histogram,800,800,histogram256Kernel,0.861577,2.156987,2097247,37685,2097416,7699,17327488,8669504,0.773,10767200,0,2.7813,2.517491238,60.01894118,59.74880065
histogram,800,900,histogram256Kernel,0.864529,2.191329,2097240,38270,2097427,7752,17327488,8669504,0.773,10767200,0,2.7774,2.46451494,60.67452941,60.76335454
histogram,800,1000,histogram256Kernel,0.883369,2.213019,2097232,37714,2097546,7686,17327488,8669504,0.773,10767200,0,2.7762,2.422218007,60.88855882,60.73127844
histogram,900,500,histogram256Kernel,0.855147,1.66579,2097233,37939,2097523,7713,17327488,8669504,0.773,10767200,0,2.8467,2.576031025,60.81208824,60.76370641
histogram,900,600,histogram256Kernel,0.856306,1.87922,2097238,37715,2097491,7686,17327488,8669504,0.773,10767200,0,2.6598,2.449172951,63.70982353,62.78669393
histogram,900,700,histogram256Kernel,0.853195,2.068,2097230,38107,2097354,7699,17327488,8669504,0.773,10767200,0,2.4707,2.358435246,65.81123529,66.32486051
histogram,900,800,histogram256Kernel,0.871986,2.151839,2097238,37953,2097378,7699,17327488,8669504,0.773,10767200,0,2.4415,2.290454601,66.57014706,65.97284863
histogram,900,900,histogram256Kernel,0.87901,2.177302,2097254,38158,2097420,7686,17327488,8669504,0.773,10767200,0,2.437,2.237510712,67.25094118,65.85352341
histogram,900,1000,histogram256Kernel,0.872627,2.214326,2097227,38067,2097472,7699,17327488,8669504,0.773,10767200,0,2.4336,2.195230362,67.64011765,67.33985384
histogram,1000,500,histogram256Kernel,0.860179,1.564887,2097245,37479,2097556,7686,17327488,8669504,0.773,10767200,0,2.7454,2.394293764,64.16491176,62.18911222
histogram,1000,600,histogram256Kernel,0.857628,1.765553,2097235,38096,2097516,7686,17327488,8669504,0.773,10767200,0,2.5355,2.26747719,67.66705882,66.96600677
histogram,1000,700,histogram256Kernel,0.850808,1.976205,2097230,37951,2097523,7686,17327488,8669504,0.773,10767200,0,2.3132,2.176781608,71.02335294,72.46899532
histogram,1000,800,histogram256Kernel,0.866649,2.123131,2097226,37819,2097463,7686,17327488,8669504,0.773,10767200,0,2.2345,2.108825291,71.77473529,73.72237099
histogram,1000,900,histogram256Kernel,0.882112,2.183366,2097232,37694,2097434,7686,17327488,8669504,0.773,10767200,0,2.224,2.055907331,72.72329412,71.0837167
histogram,1000,1000,histogram256Kernel,0.885616,2.213168,2097239,38170,2097391,7694,17327488,8669504,0.773,10767200,0,2.2198,2.013640246,73.03388235,72.19358417
hotspot,500,500,calculate_temp,0.729046,1.513857,66873,41414,131022,56424,75887,32523,1,153106,11562496,0.24182,0.26229491,46.66867647,46.77788553
hotspot,500,600,calculate_temp,0.729002,1.676592,65587,41740,128386,56424,75887,32523,1,153106,11562496,0.22998,0.247424238,47.07961765,47.34112708
hotspot,500,700,calculate_temp,0.728412,1.697927,64735,41360,128150,56424,75887,32523,1,153106,11562496,0.22887,0.236777993,47.40144118,48.26724275
hotspot,500,800,calculate_temp,0.728364,1.706707,63635,41478,128132,56424,75887,32523,1,153106,11562496,0.22791,0.228807474,47.757,48.64954834
hotspot,500,900,calculate_temp,0.727801,1.733978,65631,41187,128912,56424,75887,32523,1,153106,11562496,0.22689,0.222594519,48.01952941,49.78467977
hotspot,500,1000,calculate_temp,0.727268,1.738192,63735,41246,128731,56424,75887,32523,1,153106,11562496,0.2261,0.217638735,48.13788235,49.3762779
hotspot,600,500,calculate_temp,0.728326,1.447184,63116,41536,127838,56424,75887,32523,1,153106,11562496,0.21382,0.23336883,49.21282353,48.43370084
hotspot,600,600,calculate_temp,0.727742,1.630167,63505,41410,128323,56424,75887,32523,1,153106,11562496,0.19379,0.218511647,49.72526471,49.00888677
hotspot,600,700,calculate_temp,0.72754,1.662235,66347,41242,128475,56424,75887,32523,1,153106,11562496,0.19311,0.207879093,50.38938235,50.86300683
hotspot,600,800,calculate_temp,0.727542,1.688816,62573,43307,127496,56424,75887,32523,1,153106,11562496,0.19109,0.199916481,50.48917647,50.54326405
hotspot,600,900,calculate_temp,0.727473,1.704332,62727,43226,127733,56424,75887,32523,1,153106,11562496,0.19059,0.193711954,50.69679412,51.02799127
hotspot,600,1000,calculate_temp,0.726947,1.721243,62701,43059,127574,56424,75887,32523,1,153106,11562496,0.19032,0.188760482,50.902,51.26328375
hotspot,700,500,calculate_temp,0.728774,1.317015,66236,40787,128792,56424,75887,32523,1,153106,11562496,0.19488,0.212707345,52.61782353,52.43375542
hotspot,700,600,calculate_temp,0.726001,1.584836,65250,41009,128205,56424,75887,32523,1,153106,11562496,0.16912,0.197859797,53.42891176,53.38408309
hotspot,700,700,calculate_temp,0.726161,1.632828,62682,42715,127631,56424,75887,32523,1,153106,11562496,0.16471,0.187237022,54.26447059,53.69231786
hotspot,700,800,calculate_temp,0.726033,1.651706,62553,42734,127653,56424,75887,32523,1,153106,11562496,0.16368,0.179280058,54.39285294,54.58547408
hotspot,700,900,calculate_temp,0.725812,1.680135,62425,42598,127560,56424,75887,32523,1,153106,11562496,0.16317,0.17308155,54.794,55.37939781
hotspot,700,1000,calculate_temp,0.725777,1.708494,62416,42617,127574,56431,75887,32523,1,153106,11562496,0.16245,0.168133158,55.05744118,55.88908156
hotspot,800,500,calculate_temp,0.728446,1.285225,62571,42430,127574,56424,75887,32523,1,153106,11562496,0.17633,0.19721123,56.91017647,55.73374927
hotspot,800,600,calculate_temp,0.725926,1.541091,62507,42511,127709,56424,75887,32523,1,153106,11562496,0.15028,0.182370909,58.72823529,56.88997398
hotspot,800,700,calculate_temp,0.72484,1.59011,62684,42488,127681,56424,75887,32523,1,153106,11562496,0.14689,0.171755468,58.91417647,58.74234287
hotspot,800,800,calculate_temp,0.724753,1.637753,62757,42435,127680,56424,75887,32523,1,153106,11562496,0.14664,0.163802741,60.04038235,59.81375517
hotspot,800,900,calculate_temp,0.725356,1.666427,62524,42635,127575,56424,75887,32523,1,153106,11562496,0.14517,0.157608748,60.6675,60.11355241
hotspot,800,1000,calculate_temp,0.724768,1.678304,62672,42497,127708,56424,75887,32523,1,153106,11562496,0.14442,0.152662665,60.84835294,61.04027476
hotspot,900,500,calculate_temp,0.728553,1.169663,62473,42263,127634,56424,75887,32523,1,153106,11562496,0.16539,0.185158697,60.64047059,60.53656127
hotspot,900,600,calculate_temp,0.725084,1.458889,62540,42311,127634,56424,75887,32523,1,153106,11562496,0.13631,0.170323996,63.59027273,62.74405596
hotspot,900,700,calculate_temp,0.724174,1.542521,62522,42553,127785,56424,75887,32523,1,153106,11562496,0.13163,0.15971426,65.66235294,64.19708138
hotspot,900,800,calculate_temp,0.723658,1.617073,62546,42444,127602,56424,75887,32523,1,153106,11562496,0.12999,0.151764827,66.64435294,65.51295942
hotspot,900,900,calculate_temp,0.723191,1.636563,62731,42634,127655,56424,75887,32523,1,153106,11562496,0.12837,0.145574345,67.15397059,66.47539137
hotspot,900,1000,calculate_temp,0.723554,1.624967,62478,42543,127653,56424,75887,32523,1,153106,11562496,0.1265,0.14063006,67.50605882,67.08564338
hotspot,1000,500,calculate_temp,0.728576,1.125609,62527,42029,127573,56424,75887,32523,1,153106,11562496,0.15844,0.17551667,64.03614706,66.49584091
hotspot,1000,600,calculate_temp,0.724496,1.440114,62469,42164,127655,56424,75887,32523,1,153106,11562496,0.12652,0.160686465,67.62444118,68.94202278
hotspot,1000,700,calculate_temp,0.723391,1.50298,62565,42287,127759,56424,75887,32523,1,153106,11562496,0.12219,0.150081293,71.11123529,70.00528337
hotspot,1000,800,calculate_temp,0.72294,1.549385,62591,42695,127629,56424,75887,32523,1,153106,11562496,0.12078,0.142134496,71.74614706,71.25670911
hotspot,1000,900,calculate_temp,0.722199,1.636664,62530,42633,127633,56424,75887,32523,1,153106,11562496,0.11743,0.135946824,72.66788235,72.21367441
hotspot,1000,1000,calculate_temp,0.722415,1.633788,62688,42587,127494,56424,75887,32523,1,153106,11562496,0.11659,0.131003975,73.14111765,73.18554351
matrixMul,500,500,matrixMulCUDA,0.993028,1.800407,4411094,158229,8454195,131078,50331648,2097152,1,1114112,2147483648,8.1431,8.018352071,41.59523529,41.70492178
matrixMul,500,600,matrixMulCUDA,0.992997,1.830266,4404118,158189,8476376,131078,50331648,2097152,1,1114112,2147483648,8.0305,7.503274614,43.39002857,42.64815687
matrixMul,500,700,matrixMulCUDA,0.993019,1.853407,4400284,158094,8454083,131178,50331648,2097152,1,1114112,2147483648,7.9221,7.134706085,44.40964706,43.78854033
matrixMul,500,800,matrixMulCUDA,0.993363,1.865744,4400308,158377,8486142,131078,50331648,2097152,1,1114112,2147483648,7.8609,6.874696608,45.84491176,44.78201537
matrixMul,500,900,matrixMulCUDA,0.993534,1.874183,4404079,159045,8483155,131079,50331648,2097152,1,1114112,2147483648,7.8092,6.671155704,47.52423529,45.46633196
matrixMul,500,1000,matrixMulCUDA,0.993784,1.87974,4413789,157584,8445769,131078,50331648,2097152,1,1114112,2147483648,7.7593,6.517668289,47.50002941,47.49423047
matrixMul,600,500,matrixMulCUDA,0.994381,1.74346,4403123,158590,8461160,131078,50331648,2097152,1,1114112,2147483648,7.0628,7.145985991,42.92158824,42.4928605
matrixMul,600,600,matrixMulCUDA,0.994191,1.778061,4390122,157995,8439188,131078,50331648,2097152,1,1114112,2147483648,6.9132,6.630908534,44.31982353,43.82483291
matrixMul,600,700,matrixMulCUDA,0.993652,1.822911,4408242,158074,8429067,131102,50331648,2097152,1,1114112,2147483648,6.7545,6.262340005,45.60876471,45.41241703
matrixMul,600,800,matrixMulCUDA,0.993378,1.843274,4325402,159172,8388788,131151,50331648,2097152,1,1114112,2147483648,6.6871,6.002330528,47.28482857,46.35677155
matrixMul,600,900,matrixMulCUDA,0.993208,1.857221,4325414,159284,8388793,131078,50331648,2097152,1,1114112,2147483648,6.6196,5.798789624,48.76731429,47.69082038
matrixMul,600,1000,matrixMulCUDA,0.993708,1.866502,4325397,159108,8388803,131078,50331648,2097152,1,1114112,2147483648,6.5712,5.645302209,49.926,49.30494592
matrixMul,700,500,matrixMulCUDA,0.995174,1.647703,4394113,158068,8446206,131128,50331648,2097152,1,1114112,2147483648,6.2664,6.522867363,43.53461765,45.21393205
matrixMul,700,600,matrixMulCUDA,0.99558,1.751653,4381304,158552,8424414,131078,50331648,2097152,1,1114112,2147483648,6.0885,6.007789906,45.76623529,46.10410377
matrixMul,700,700,matrixMulCUDA,0.995068,1.80507,4325449,159959,8388821,131079,50331648,2097152,1,1114112,2147483648,5.9188,5.639221376,47.12297059,47.40630894
matrixMul,700,800,matrixMulCUDA,0.994707,1.829192,4325452,159868,8388810,131078,50331648,2097152,1,1114112,2147483648,5.8266,5.379211899,48.69871429,48.99792497
matrixMul,700,900,matrixMulCUDA,0.993928,1.842779,4325442,160060,8388933,131078,50331648,2097152,1,1114112,2147483648,5.7705,5.175670996,49.74051429,50.67420524
matrixMul,700,1000,matrixMulCUDA,0.993105,1.851706,4325420,160070,8388861,131078,50331648,2097152,1,1114112,2147483648,5.7309,5.02218358,51.17708571,52.07645927
matrixMul,800,500,matrixMulCUDA,0.9955,1.573466,4325430,159295,8388808,131078,50331648,2097152,1,1114112,2147483648,5.8038,6.055528391,46.1125,47.44251356
matrixMul,800,600,matrixMulCUDA,0.995133,1.679334,4325403,159499,8388904,131117,50331648,2097152,1,1114112,2147483648,5.6306,5.540450934,48.43482353,49.29075739
matrixMul,800,700,matrixMulCUDA,0.995053,1.745756,4325425,159606,8388795,131078,50331648,2097152,1,1114112,2147483648,5.3742,5.171882405,50.55505714,50.77987823
matrixMul,800,800,matrixMulCUDA,0.99447,1.789106,4325431,159449,8388829,131091,50331648,2097152,1,1114112,2147483648,5.213,4.911872928,51.95888571,52.27448988
matrixMul,800,900,matrixMulCUDA,0.994272,1.819846,4325451,159161,8388828,131153,50331648,2097152,1,1114112,2147483648,5.114,4.708332024,53.53405714,54.39169091
matrixMul,800,1000,matrixMulCUDA,0.994141,1.839227,4325433,159307,8388902,131117,50331648,2097152,1,1114112,2147483648,5.0556,4.554844609,54.87814286,56.05246359
matrixMul,900,500,matrixMulCUDA,0.995272,1.41202,4325249,159109,8388891,131104,50331648,2097152,1,1114112,2147483648,5.5901,5.692042524,49.06808824,49.95763295
matrixMul,900,600,matrixMulCUDA,0.994753,1.555844,4325226,159356,8388861,131091,50331648,2097152,1,1114112,2147483648,5.5674,5.176965068,51.55191176,51.67296087
matrixMul,900,700,matrixMulCUDA,0.995214,1.70141,4325377,159627,8388936,131104,50331648,2097152,1,1114112,2147483648,4.8625,4.808396538,53.58557143,53.61100104
matrixMul,900,800,matrixMulCUDA,0.994447,1.76367,4325371,159759,8388887,131078,50331648,2097152,1,1114112,2147483648,4.6603,4.548387061,55.49562857,55.45205439
matrixMul,900,900,matrixMulCUDA,0.994372,1.797152,4325381,159392,8388994,131095,50331648,2097152,1,1114112,2147483648,4.5592,4.344846158,56.94002857,57.54514435
matrixMul,900,1000,matrixMulCUDA,0.994145,1.819104,4325414,159753,8388888,131078,50331648,2097152,1,1114112,2147483648,4.5016,4.191358742,58.99905714,59.24136211
matrixMul,1000,500,matrixMulCUDA,0.995334,1.286016,4325143,159242,8388793,131091,50331648,2097152,1,1114112,2147483648,5.49,5.401253831,51.34932353,50.71877437
