,appName,n_dm,n_l2,n_shm,tex_trans,n_flop_sp,n_flop_dp,n_int,act_util,c_to_m,inst_per_warp,real_cycle
0,BlackScholes,0.12260951878834356,0.12304430735100788,0.0,0.0736196319018405,0.6220338973530962,0.0,0.147239263803681,0.8726950000000001,0.5238095238095238,163.0,33.967683383654695
1,BlackScholes,0.12196204330083261,0.12349749739811566,0.0,0.0736196319018405,0.6220338973530962,0.0,0.147239263803681,0.8567530000000001,0.4230769230769231,163.0,26.66180044684487
2,BlackScholes,0.12192609621494303,0.12300408085013145,0.0,0.0736196319018405,0.6220338973530962,0.0,0.147239263803681,0.8448969999999999,0.3548387096774194,163.0,22.13219169066608
3,BlackScholes,0.12153709739263803,0.12296727788124451,0.0,0.0736196319018405,0.6220338973530962,0.0,0.147239263803681,0.841159,0.3055555555555556,163.0,19.86056755118317
4,BlackScholes,0.12190512708150746,0.12294844845530235,0.0,0.0736196319018405,0.6220338973530962,0.0,0.147239263803681,0.836894,0.28205128205128205,163.0,18.953045266783523
5,BlackScholes,0.12340591791739702,0.12311448975679229,0.0,0.0736196319018405,0.6220338973530962,0.0,0.147239263803681,0.876647,0.6190476190476191,163.0,40.28246747024539
6,BlackScholes,0.12244219366235758,0.12295101610429447,0.0,0.0736196319018405,0.6220338973530962,0.0,0.147239263803681,0.864242,0.5,163.0,31.519458673093784
7,BlackScholes,0.12227529647787029,0.12332589285714285,0.0,0.0736196319018405,0.6220338973530962,0.0,0.147239263803681,0.85298,0.41935483870967744,163.0,26.001200204206835
8,BlackScholes,0.12213407578330411,0.12282605718667834,0.0,0.0736196319018405,0.6220338973530962,0.0,0.147239263803681,0.84554,0.3611111111111111,163.0,22.62419751884312
9,BlackScholes,0.12191368591148118,0.12368921518952672,0.0,0.0736196319018405,0.6220338973530962,0.0,0.147239263803681,0.8399120000000001,0.3333333333333333,163.0,20.93338957055215
10,BlackScholes,0.1237516946483348,0.12356682392090271,0.0,0.0736196319018405,0.6220338973530962,0.0,0.147239263803681,0.881143,0.7142857142857143,163.0,46.74536979228746
11,BlackScholes,0.12282391747918492,0.12300921614811566,0.0,0.0736196319018405,0.6220338973530962,0.0,0.147239263803681,0.872351,0.5769230769230769,163.0,36.690922504601225
12,BlackScholes,0.12256287316498686,0.12297112935473269,0.0,0.0736196319018405,0.6220338973530962,0.0,0.147239263803681,0.860791,0.4838709677419355,163.0,30.03621181091148
13,BlackScholes,0.12219056406113057,0.12292790726336546,0.0,0.0736196319018405,0.6220338973530962,0.0,0.147239263803681,0.8498469999999999,0.4166666666666667,163.0,25.926105905127077
14,BlackScholes,0.12191496973597721,0.12282990866016652,0.0,0.0736196319018405,0.6220338973530962,0.0,0.147239263803681,0.8455879999999999,0.38461538461538464,163.0,23.878597327782643
15,BlackScholes,0.12238656126752848,0.12344914000876422,0.0,0.0736196319018405,0.6220338973530962,0.0,0.147239263803681,0.8519700000000001,0.3333333333333333,163.0,21.709031889570554
16,BlackScholes,0.12227957589285715,0.12304131176051708,0.0,0.0736196319018405,0.6220338973530962,0.0,0.147239263803681,0.843532,0.2692307692307692,163.0,18.632483370552148
17,BlackScholes,0.12267884531113057,0.12338152525197195,0.0,0.0736196319018405,0.6220338973530962,0.0,0.147239263803681,0.845181,0.22580645161290322,163.0,18.15842860122699
18,BlackScholes,0.12242464806091147,0.1232865222392638,0.0,0.0736196319018405,0.6220338973530962,0.0,0.147239263803681,0.845182,0.19444444444444445,163.0,18.252820100613494
19,BlackScholes,0.12216403168821208,0.12352574153702893,0.0,0.0736196319018405,0.6220338973530962,0.0,0.147239263803681,0.846817,0.1794871794871795,163.0,18.272804253067488
20,BlackScholes,0.12295016022129712,0.12316627067813322,0.0,0.0736196319018405,0.6220338973530962,0.0,0.147239263803681,0.863547,0.42857142857142855,163.0,27.66389086419807
21,BlackScholes,0.12226588176489919,0.1230498705904908,0.0,0.0736196319018405,0.6220338973530962,0.0,0.147239263803681,0.850866,0.34615384615384615,163.0,22.069681770289222
22,BlackScholes,0.1218512064526731,0.12294844845530235,0.0,0.0736196319018405,0.6220338973530962,0.0,0.147239263803681,0.8426819999999999,0.2903225806451613,163.0,19.213592728133214
23,BlackScholes,0.12213193607581069,0.12331005902169151,0.0,0.0736196319018405,0.6220338973530962,0.0,0.147239263803681,0.8397600000000001,0.25,163.0,18.257052147239264
