,appName,n_dm,n_l2,n_shm,tex_trans,n_flop_sp,n_flop_dp,n_int,branch,act_util,warp_eff,sm_act,coreF,memF,avg_power
357,mergeSort,0.0230078519256,0.0230744848626,0.229375795683,0.0115258493202,0.0,0.0,0.686508400136,0.00319662227241,0.985957,1.0,0.9906,1.11111111111,0.9,0.9863229280780728
358,mergeSort,0.0229723466664,0.0230512354007,0.229311374949,0.0115226122582,0.0,0.0,0.686315592632,0.0031957244935,0.986032,1.0,0.9902,1.11111111111,1.0,1.0065409169941881
359,mergeSort,0.0231445172164,0.0234244874879,0.229624468588,0.0115383448254,0.0,0.0,0.68725266366,0.00320008782266,0.986272,1.0,0.9918,1.11111111111,1.1,1.0650808700271261
360,nn,0.154385280748,0.257645693196,0.0,0.103040392689,0.154560589033,0.0,0.218960834464,0.0020125076697,0.899874,1.0,0.9897,0.888888888889,0.8,0.8904730654612825
361,nn,0.152176037819,0.254017087525,0.0,0.101601815847,0.15240272377,0.0,0.215903858674,0.00198441046576,0.888661,1.0,0.9881,0.888888888889,0.9,0.9250589923053303
362,nn,0.150971971085,0.251962511423,0.0,0.100766726608,0.151150089912,0.0,0.214129294042,0.00196810012907,0.882599,1.0,0.9868,0.888888888889,1.0,0.9671902744488228
363,nn,0.149592190254,0.249603158853,0.0,0.0998365410487,0.149754811573,0.0,0.212152649728,0.00194993244236,0.875763,1.0,0.9853,0.888888888889,1.1,1.0072932103349308
364,nn,0.153370995677,0.255849168433,0.0,0.102334709599,0.153502064398,0.0,0.217461257897,0.00199872479685,0.894174,1.0,0.9892,0.944444444444,0.8,0.8912041094684748
365,nn,0.152129577516,0.253890325854,0.0,0.10155126863,0.152326902945,0.0,0.215796445839,0.00198342321544,0.888338,1.0,0.988,0.944444444444,0.9,0.9327128938517685
366,nn,0.150824211701,0.251712768882,0.0,0.100680729195,0.151021093792,0.0,0.213946549539,0.00196642049208,0.882149,1.0,0.9864,0.944444444444,1.0,0.9837616494638024
367,nn,0.14958310799,0.249529513058,0.0,0.0998077694173,0.149711654126,0.0,0.212091510012,0.00194937049643,0.875899,1.0,0.9849,0.944444444444,1.1,1.0024372376807884
368,nn,0.153285330708,0.25581679481,0.0,0.102321955931,0.153482933896,0.0,0.217434156353,0.00199847570178,0.894266,1.0,0.9889,1.0,0.8,0.9002624771169955
369,nn,0.154285896285,0.257498730467,0.0,0.102995072118,0.154492608177,0.0,0.218864528251,0.0020116225023,0.899958,1.0,0.9891,1.0,0.9,0.9556010648290665
370,nn,0.15090934699,0.251738378116,0.0,0.100677665522,0.151016498283,0.0,0.213940039234,0.00196636065473,0.882068,1.0,0.9866,1.0,1.0,1.0
371,nn,0.149598947162,0.249696039414,0.0,0.0998732153055,0.149809822958,0.0,0.212230582524,0.00195064873643,0.876037,1.0,0.9853,1.0,1.1,1.0291023259029883
372,nn,0.155969946292,0.260294695344,0.0,0.104113211503,0.156169817255,0.0,0.221240574444,0.00203346116217,0.908452,1.0,0.9905,1.05555555556,0.8,0.9139692363964741
373,nn,0.152222769834,0.253985351756,0.0,0.101589451553,0.15238417733,0.0,0.215877584551,0.00198416897565,0.888708,1.0,0.988,1.05555555556,0.9,0.9574001084117666
374,nn,0.150918152649,0.251827752833,0.0,0.100726413396,0.151089620094,0.0,0.214043628466,0.00196731276164,0.882397,1.0,0.9866,1.05555555556,1.0,0.9866390509194706
375,nn,0.149698048369,0.249648160008,0.0,0.0998539312279,0.149780896842,0.0,0.212189603859,0.00195027209429,0.876087,1.0,0.9852,1.05555555556,1.1,1.0359767507166522
376,nn,0.156380156399,0.260807545218,0.0,0.10431860091,0.156477901365,0.0,0.221677026934,0.00203747267402,0.910347,1.0,0.9905,1.11111111111,0.8,0.9309196252532792
377,nn,0.152158801598,0.254018030032,0.0,0.101587041398,0.152380562098,0.0,0.215872462972,0.00198412190231,0.888665,1.0,0.988,1.11111111111,0.9,0.9655160206090769
