,appName,n_dm,n_l2,n_shm,tex_trans,n_flop_sp,n_flop_dp,n_int,branch,act_util,warp_eff,sm_act,coreF,memF,avg_power
339,histogram,0.019440590906064228,0.019248112937690003,0.23479017473728775,0.018940294497557734,0.0,0.0,0.16125918347746496,0.00303885249665534,0.889441,0.6612,0.7766,1.0,1.0833333333333333,1.0147615105841163
340,histogram,0.019044386708993135,0.018949822908708294,0.23001257106050418,0.018554889866669134,0.0,0.0,0.15797781759936078,0.0029770167197644697,0.8677239999999999,0.6612,0.78,1.1818181818181819,0.5833333333333334,1.0435097211296658
341,histogram,0.019120704133643453,0.01887347596379612,0.23045604911239964,0.018590664808765846,0.0,0.0,0.1582824083200707,0.0029827565868041457,0.878149,0.6612,0.7720999999999999,1.1818181818181819,0.7222222222222222,1.0529331679720633
342,histogram,0.019250463791274607,0.018940294395682716,0.2313565918528463,0.018663310713692583,0.0,0.0,0.15890092136974784,0.002994412170595985,0.884309,0.6612,0.7698,1.1818181818181819,0.8611111111111112,1.07771898907589
343,histogram,0.019057854815558925,0.01905282687166117,0.230125734659232,0.01856401866385456,0.0,0.0,0.15805554090933588,0.0029784813785173714,0.8703489999999999,0.6612,0.7781999999999999,1.1818181818181819,1.0,1.1085245230869303
344,histogram,0.01916519434439026,0.018844561395626545,0.23018591085680704,0.018568873019046767,0.0,0.0,0.15809687127802186,0.0029792602296274955,0.8850319999999999,0.6612,0.7653,1.1818181818181819,1.0833333333333333,1.119034868153629
345,histogram,0.019046611754010213,0.018974940145569816,0.23189125466733732,0.01870644144169125,0.0,0.0,0.15926813984044005,0.003001332227751285,0.8879229999999999,0.6612,0.768,1.3636363636363635,0.5833333333333334,1.5280090005438605
346,histogram,0.01912279097207375,0.018840130212836263,0.2314580287454581,0.018671493528928072,0.0,0.0,0.1589705905136776,0.0029957250524263734,0.888023,0.6612,0.7665000000000001,1.3636363636363635,0.7222222222222222,1.5602157578540088
347,histogram,0.019236805595510654,0.019004655862326254,0.2322926275507857,0.01873881980089794,0.0,0.0,0.159543811782536,0.003006527134183471,0.892436,0.6612,0.7656999999999999,1.3636363636363635,0.8611111111111112,1.5879521068970028
348,histogram,0.01912501050670972,0.0189740219374333,0.23204354620303103,0.018718726651405632,0.0,0.0,0.15937273709934996,0.00300330331327043,0.8874540000000001,0.6612,0.769,1.3636363636363635,1.0,1.6221247645703671
