,appName,n_dm,n_l2,n_shm,tex_trans,n_flop_sp,n_flop_dp,n_int,act_util,coreF,memF,inst_per_warp,real_cycle
0,BlackScholes,0.11272930054872743,0.11274920737630814,0.0,0.06764798045123106,0.5715775507212711,0.0,0.13529596090246213,0.889716,0.9444444444444444,0.8,163.0,1.2509759476136506
1,BlackScholes,0.11273256704756959,0.11274874285937576,0.0,0.06764773572152454,0.571575482928481,0.0,0.13529547144304907,0.886568,0.9444444444444444,0.9,163.0,1.096146581035134
2,BlackScholes,0.11272957683210719,0.11274919423643988,0.0,0.06764795746784415,0.5715773565279204,0.0,0.1352959149356883,0.882869,0.9444444444444444,1.0,163.0,1.0006296436217101
3,BlackScholes,0.11273009334189565,0.11274906269554053,0.0,0.06764792384402848,0.5715770724304783,0.0,0.13529584768805697,0.87874,0.9444444444444444,1.1,163.0,0.898564412542501
4,BlackScholes,0.1127310714827812,0.11275169544674521,0.0,0.06764760846277693,0.5715744076821428,0.0,0.13529521692555385,0.88749,0.8888888888888888,0.8,163.0,1.2521093061327289
5,BlackScholes,0.11272992119952328,0.11274998528249532,0.0,0.0676478582989649,0.5715765186210866,0.0,0.1352957165979298,0.8844620000000001,0.8888888888888888,0.9,163.0,1.0967132602946732
6,BlackScholes,0.11273639338025837,0.1127500964850777,0.0,0.0676472832954427,0.5715716602483358,0.0,0.1352945665908854,0.8802040000000001,0.8888888888888888,1.0,163.0,1.000755572346052
7,BlackScholes,0.11273384176997064,0.11274865227280059,0.0,0.06764763229715476,0.5715746090657645,0.0,0.13529526459430952,0.876181,0.8888888888888888,1.1,163.0,0.9000125928724342
8,BlackScholes,0.11272932800261841,0.11274942357382282,0.0,0.06764795917031673,0.5715773709126085,0.0,0.13529591834063345,0.890919,1.0,0.8,163.0,1.2504092683541115
9,BlackScholes,0.11272819298759217,0.11274975453862869,0.0,0.06764802939738486,0.5715779642816247,0.0,0.13529605879476972,0.888335,1.0,0.9,163.0,1.0969651177433573
10,BlackScholes,0.11272468792713015,0.11275153454025749,0.0,0.06764818006685938,0.5715792373320341,0.0,0.13529636013371876,0.8851700000000001,1.0,1.0,163.0,1.0
11,BlackScholes,0.11272685798698051,0.11275131369886351,0.0,0.06764800981891483,0.5715777988574114,0.0,0.13529601963782967,0.881376,1.0,1.1,163.0,0.899068127439869
12,BlackScholes,0.1127298045147637,0.11275107656843808,0.0,0.06764777317569529,0.5715757993897123,0.0,0.13529554635139057,0.892069,1.0555555555555556,0.8,163.0,1.2556353104143054
13,BlackScholes,0.11273365081963418,0.11275222992907193,0.0,0.06764733649669057,0.5715721097612222,0.0,0.13529467299338113,0.888966,1.0555555555555556,0.9,163.0,1.1025689459765773
14,BlackScholes,0.11273029551394724,0.11275079998118573,0.0,0.06764775444860473,0.5715756411590529,0.0,0.13529550889720945,0.8863610000000001,1.0555555555555556,1.0,163.0,1.0025815388490114
15,BlackScholes,0.11272954056839511,0.11274952288162168,0.0,0.0676479319307659,0.5715771407576854,0.0,0.1352958638615318,0.883127,1.0555555555555556,1.1,163.0,0.899194056164211
16,BlackScholes,0.11272947952850305,0.1127493548893812,0.0,0.0676479519348089,0.5715773097776891,0.0,0.1352959038696178,0.893541,1.1111111111111112,0.8,163.0,1.2564538471225286
17,BlackScholes,0.11272928734777206,0.1127491815930244,0.0,0.0676479838561786,0.5715775794906677,0.0,0.1352959677123572,0.891207,1.1111111111111112,0.9,163.0,1.0987910842463167
18,BlackScholes,0.11279233724598141,0.11292000061388895,0.0,0.06762755736030013,0.5714049900592293,0.0,0.13525511472060026,0.8877649999999999,1.1111111111111112,1.0,163.0,1.0018259665029592
19,BlackScholes,0.11275066511170838,0.11279479732522461,0.0,0.06764213253408699,0.571528139960806,0.0,0.13528426506817398,0.8846620000000001,1.1111111111111112,1.1,163.0,0.9021533811862485
20,SobolQRNG,0.16644551207221023,0.16650924678041423,0.04174811350394599,4.064065563781552e-05,0.04161603137312309,0.0,0.5836404556146686,0.966052,0.9444444444444444,0.8,43092.0,1.2175420645748067
21,SobolQRNG,0.16644476822921575,0.16650861483090718,0.04174819961016184,4.0640739459880105e-05,0.04161611720691723,0.0,0.5836416593833382,0.970409,0.9444444444444444,0.9,43092.0,1.0881650750341063
22,SobolQRNG,0.16644529673426314,0.1665086149561623,0.04174816652497284,4.06407072523464e-05,0.041616084226402714,0.0,0.5836411968509467,0.9709549999999999,0.9444444444444444,1.0,43092.0,1.0187016825829922
23,SobolQRNG,0.16644290868349632,0.16650978308958211,0.041748242875488104,4.0640781577501195e-05,0.041616160335361224,0.0,0.5836422642344947,0.9565020000000001,0.9444444444444444,1.1,43092.0,0.9203615279672578
24,SobolQRNG,0.16643460033998597,0.16651123948107974,0.04174867171607148,4.0641199042172283e-05,0.04161658781918442,0.0,0.5836482594446362,0.966139,0.8888888888888888,0.8,43092.0,1.2219758981355162
25,SobolQRNG,0.16643446185353433,0.16651730820125601,0.041748300562729296,4.064083773446512e-05,0.041616217840092284,0.0,0.5836430707046536,0.967297,0.8888888888888888,0.9,43092.0,1.1056161891768985
26,SobolQRNG,0.16644591895422542,0.16651539347245958,0.04174770333783302,4.064025635223463e-05,0.04161562250468826,0.0,0.5836347214744415,0.9596120000000001,0.8888888888888888,1.0,43092.0,1.0254661209640745
27,SobolQRNG,0.16643364565535373,0.16651329211408109,0.04174860299918347,4.0641132148146476e-05,0.04161651931970199,0.0,0.5836472987795316,0.957932,0.8888888888888888,1.1,43092.0,0.9101864483856298
28,SobolQRNG,0.16644465484374418,0.16650893831313776,0.04174818646091377,4.0640726659443925e-05,0.04161610409927058,0.0,0.5836414755562742,0.970532,1.0,0.8,43092.0,1.2131650750341063
29,SobolQRNG,0.1664443465612145,0.16650897550305038,0.041748203427687015,4.064074317613728e-05,0.041616121012364574,0.0,0.5836417127525074,0.9689700000000001,1.0,0.9,43092.0,1.074863574351978
30,SobolQRNG,0.16644467011784955,0.166509024698707,0.04174818009837737,4.064072046568739e-05,0.04161609775686389,0.0,0.5836413866077366,0.95954,1.0,1.0,43092.0,1.0
31,SobolQRNG,0.16644548475820986,0.16650860991943275,0.041748155072419635,4.064069610359663e-05,0.04161607281008295,0.0,0.5836410367437512,0.9553219999999999,1.0,1.1,43092.0,0.9232037289677126
32,SobolQRNG,0.16644581664825253,0.16650825092017904,0.04174815676909379,4.0640697755262874e-05,0.04161607450138918,0.0,0.5836410604633302,0.9705600000000001,1.0555555555555556,0.8,43092.0,1.2143019554342882
33,SobolQRNG,0.1664424344994046,0.16651517080244702,0.04174793535428223,4.064048221395204e-05,0.04161585378708689,0.0,0.5836379650745652,0.969223,1.0555555555555556,0.9,43092.0,1.0692928603910867
34,SobolQRNG,0.16644525281931047,0.16650899773625283,0.04174814531654594,4.0640686606518315e-05,0.041616063085074755,0.0,0.5836409003562095,0.9642209999999999,1.0555555555555556,1.0,43092.0,0.9901091405184174
35,SobolQRNG,0.16644269083720606,0.16652186783131592,0.04174750016649724,4.064005857045241e-05,0.04161541997614327,0.0,0.5836318811302671,0.960043,1.0555555555555556,1.1,43092.0,0.918087767166894
36,SobolQRNG,0.16643857572331108,0.16651022583909225,0.041748486350663104,4.064101859397723e-05,0.04161640304023268,0.0,0.5836456680281069,0.973542,1.1111111111111112,0.8,43092.0,1.2122555707139608
37,SobolQRNG,0.16644393843552588,0.16650930907823067,0.04174820809355208,4.06407477182303e-05,0.041616125663467826,0.0,0.5836417779815053,0.969116,1.1111111111111112,0.9,43092.0,1.070600272851296
38,SobolQRNG,0.16644317275320544,0.16650923437185003,0.04174826069064852,4.0640798920076434e-05,0.04161617809415827,0.0,0.5836425132912176,0.97101,1.1111111111111112,1.0,43092.0,0.977944520236471
39,SobolQRNG,0.16645812014902706,0.16703022801352135,0.04171471794739142,4.060814596971664e-05,0.04158274147298984,0.0,0.5831735842711007,0.9650799999999999,1.1111111111111112,1.1,43092.0,0.9087085038653934
40,backpropBackward,0.1571320300930015,0.305261589697932,0.0,0.25513529844784777,0.0,0.08200778443234494,0.20046329732887386,0.968281,0.9444444444444444,0.8,58.000103,1.0691343517430474
41,backpropBackward,0.1571468985829968,0.30525769017310894,0.0,0.25513009283588717,0.0,0.08200611119972641,0.20045920720828064,0.9681549999999999,0.9444444444444444,0.9,58.000103,1.0603211907559733
42,backpropBackward,0.15713386788318764,0.3052604806944414,0.0,0.2551349525828842,0.0,0.08200767326145034,0.20046302557803639,0.9680559999999999,0.9444444444444444,1.0,58.000103,1.0630630630630629
43,backpropBackward,0.15713352723719942,0.30526055972492006,0.0,0.2551350767394299,0.0,0.08200771316891628,0.2004631231295343,0.9680059999999999,0.9444444444444444,1.1,58.000103,1.068938503721112
44,backpropBackward,0.15714176174041514,0.30525899633766146,0.0,0.25513191078526093,0.0,0.08200669554066731,0.20046063559599517,0.968232,0.8888888888888888,0.8,58.000103,1.1194672933803367
45,backpropBackward,0.15713791102203228,0.3052707886448884,0.0,0.2551281418946479,0.0,0.08200548411139498,0.20045767432703646,0.968095,0.8888888888888888,0.9,58.000103,1.1294555424990207
