,appName,coreF,memF,cold_miss,c_to_m,modelled_cycle,real_cycle,depart_delay,mem_l,MWP,mem_cycles,compute_cycles,exec_rounds,abe
726,scalarProd,900,900,500.1,1.0,143193.01361125958,142654.601844,9.070677777777778,500.1,55.13369697964504,142685.72650188458,507.287109375,1.0436256389597975,0.0037742334302567388
734,scalarProd,1000,1000,500.1,1.0,144286.267533745,141719.48836000002,8.98123,500.1,55.68279623169655,143783.88354937002,502.38398437499995,1.041776270211762,0.01811168812030128
733,scalarProd,1000,900,524.8533333333334,1.1111111111111112,159246.13369334026,157130.20443999997,10.078530864197532,524.8533333333334,52.0763730751469,158738.84775584025,507.2859375,1.0423202883474847,0.013466088591186535
725,scalarProd,900,800,527.9475,1.125,163483.06142927098,160791.44835599998,10.3302984375,527.9475,51.10670356661707,162975.86221052098,507.19921875,1.0408762512633636,0.01673977752418549
717,scalarProd,800,700,531.9257142857143,1.1428571428571428,168666.51659586898,165936.136352,10.658563265306121,531.9257142857143,49.90594895816261,168159.199017744,507.31757812499995,1.0404484749106255,0.01645440410928349
709,scalarProd,700,600,537.23,1.1666666666666667,176980.8961809005,184952.09394199998,11.10423611111111,537.23,48.38063551822691,176475.0633684005,505.8328125,1.0378579442317413,0.04309871594965122
701,scalarProd,600,500,544.656,1.2,191427.31051447813,178718.44695599994,11.743512,544.656,46.379311401904296,190928.71520197814,498.5953125,1.038258798464623,0.0711110899570825
693,scalarProd,500,400,555.7950000000001,1.25,204033.50659533593,192705.446295,12.73596875,555.7950000000001,43.639789866789684,203529.00503283594,504.5015625,1.036582015923973,0.05878432871582961
732,scalarProd,1000,800,555.7950000000001,1.25,181772.23259487347,178756.0489,11.478109375,555.7950000000001,48.422173185642784,181265.07087612347,507.16171875,1.0399648075909111,0.01687318394781029
724,scalarProd,900,700,563.7514285714285,1.2857142857142858,190562.10037542586,185295.059136,11.990883673469387,563.7514285714285,47.015002724008184,190054.90701605086,507.193359375,1.0360718785226444,0.02842515749737309
716,scalarProd,800,600,574.36,1.3333333333333333,201555.57904389588,196854.78964799998,12.690555555555555,574.36,45.25885391586044,201048.4138095209,507.16523437499995,1.03666260986032,0.02387947686871871
708,scalarProd,700,500,589.212,1.4,218741.16712488612,208527.22573900004,13.700764000000001,589.212,43.00577690412009,218235.55228113613,505.61484375,1.036233994070669,0.048981332531945754
731,scalarProd,1000,700,595.5771428571429,1.4285714285714286,211666.18714564014,206275.06771,13.323204081632653,595.5771428571429,44.70224573668466,211159.08167689014,507.10546875,1.036431607432873,0.026135584370378
700,scalarProd,600,400,611.49,1.5,245152.78400848707,229662.81666,15.283162499999998,611.49,40.01069804760632,244647.30627411208,505.47773437499995,1.0315818792327094,0.06744656176284247
723,scalarProd,900,600,611.49,1.5,227086.74745120207,221379.81542099998,14.276875,611.49,42.8308015584643,226579.49081057706,507.256640625,1.0345252098275757,0.025778917645898156
715,scalarProd,800,500,633.768,1.6,249039.82483883665,238324.55976,15.658016000000002,633.768,40.47562603078193,248532.60921383664,507.215625,1.0345219991103112,0.044960809283051816
