,appName,coreF,memF,cold_miss,c_to_m,modelled_cycle,real_cycle,c1,c2,c3,depart_delay,mem_l,N,compute_cycles,mem_cycles,MWP_without_BW,MWP_peak_BW,MWP,CWP_without_OCC,CWP,shm_insts,exec_rounds,abe
15,nn,607,715,300.9611643356643,0.848951048951049,868.6530877666983,1848.1331023333335,3823.80502351278,868.6530877666983,843.6064581247196,1.0015773729667083,263.05860374882,20.158016,28.79985085714286,3169.621301419934,262.64431570536675,4.697475066943214,262.64431570536675,111.05686512552938,20.158016,0.0,1.1905933599814584,0.52998348080558
16,nn,810,715,308.8675174825175,1.132867132867133,873.5475244378987,2080.1169100800003,3823.278241534036,873.5475244378987,856.333126748383,1.0028308806584507,263.07647418624356,20.599296,28.79985085714286,3169.83662423514,262.3338383970682,4.697794181897207,262.3338383970682,111.0643416508862,20.599296,0.0,1.1650883603012454,0.5800488327339725
17,nn,1012,715,316.73492307692305,1.4153846153846155,870.5993951969491,2131.4521737813334,3822.46332896982,870.5993951969491,851.0702987882103,1.0049774050955458,263.1128187837851,20.415295999999998,28.79985085714286,3170.274544184982,261.8096859190285,4.6984431925675905,261.8096859190285,111.07954728344362,20.415295999999998,0.0,1.175589126897793,0.591546361721807
18,nn,1202,715,324.13495804195804,1.681118881118881,869.7152716823932,2145.06516,3822.2224435915364,869.7152716823932,850.4652993651778,1.0064903517410924,263.1321061635777,20.3952,28.79761871428572,3171.0942883418656,261.43529911478504,4.698787610063888,261.43529911478504,111.11654539230258,20.3952,0.0,1.1767474699929394,0.5945506514672062
19,nn,1328,715,329.04234965034965,1.8573426573426572,869.576544991925,2155.900021205334,3821.813014630073,869.576544991925,850.8924324753077,1.0073972210942201,263.14271051662416,20.409664000000003,28.79761871428572,3171.222084998334,261.21047885242564,4.6989769735111455,261.21047885242564,111.12098314313666,20.409664000000003,0.0,1.175913528022803,0.5966526571553366
20,quasirandomGenerator,607,715,300.9611643356643,0.848951048951049,14657.015682782308,88600.52463136,84127.70946098358,14657.015682782308,104704.79332372763,2.0196451482449493,300.8826247276223,23.336448,4473.856119791667,77069.24298500101,148.97796525745434,5.372904012993255,148.97796525745434,18.22658058761842,18.22658058761842,0.0,1.1753533112053483,0.8345719086453978
21,quasirandomGenerator,810,715,308.8675174825175,1.132867132867133,18244.14996335881,89819.66965859999,85541.87823742464,18244.14996335881,105742.68708547026,2.6936052561017534,308.7515167202596,23.566656,4473.860677083333,79083.40444222119,114.62389153750456,5.513419941433207,114.62389153750456,18.67676960691106,18.67676960691106,0.0,1.163872015977635,0.7968802375615063
22,quasirandomGenerator,1012,715,316.73492307692305,1.4153846153846155,21680.753599643696,88550.48813482666,87190.92328313745,21680.753599643696,104441.03879843546,3.3640082591784193,316.58304810212013,23.273984,4473.856119791667,81090.8103490585,94.10887956007521,5.653268716109288,94.10887956007521,19.125484632893077,19.125484632893077,0.0,1.1785077891508144,0.7551594118077288
23,quasirandomGenerator,1202,715,324.13495804195804,1.681118881118881,25331.824275409785,90461.33463768335,88847.69093080638,25331.824275409785,104989.23250613586,3.9937700758748784,323.935908427528,23.39488,4473.854817708333,82974.62231498578,81.11030486815551,5.784569793348714,81.11030486815551,19.546561230944977,19.546561230944977,0.0,1.1724177011624521,0.7199706993394573
24,quasirandomGenerator,1328,715,329.04234965034965,1.8573426573426572,27517.74345257842,90320.44837073066,89979.77482889658,27517.74345257842,104200.83236356953,4.411232636759643,328.8110344028642,23.217536,4473.860677083333,84221.43571947844,74.5394907679135,5.871625614336861,74.5394907679135,19.825225414570877,19.825225414570877,0.0,1.1813730547708177,0.6953320765234836
25,sortingNetworks,607,715,300.9611643356643,0.848951048951049,3488.7103856067047,3758.065788422969,9772.220029240701,3488.7103856067047,1657.9093311780264,2.015061109974482,300.7123150842762,52.22048,25.98974609375,9625.877558583934,149.23235508628534,5.369862769362075,149.23235508628534,371.37212767918345,52.22048,0.0,5.602618523832576,0.07167394558286762
26,sortingNetworks,810,715,308.8675174825175,1.132867132867133,4625.399896443071,4961.782856854687,9995.165336915117,4625.399896443071,1678.7098528235783,2.686098810558481,308.5487355423285,52.71929599999999,25.98974609375,9876.723367162318,114.86872125831307,5.509798848970151,114.86872125831307,381.0238498496708,52.71929599999999,0.0,5.549608032918888,0.06779477661883254
27,sortingNetworks,1012,715,316.73492307692305,1.4153846153846155,5768.39666453585,6148.167790379999,10227.062105439989,5768.39666453585,1695.1210101386775,3.352134739251873,316.3139207050836,53.051840000000006,25.98980712890625,10125.26960958158,94.36193509801409,5.648462869733636,94.36193509801409,390.5861773564339,53.051840000000006,0.0,5.514821513663401,0.06176980505287691
28,sortingNetworks,1202,715,324.13495804195804,1.681118881118881,6866.294302796953,7298.0763273425,10450.276250962166,6866.294302796953,1711.7002248832162,3.9780814643467166,323.6165786957162,53.408896,25.98974609375,10359.04885232181,81.34991241283208,5.778867476709218,81.34991241283208,399.5821490889035,53.408896,0.0,5.477953121731417,0.05916381319935779
29,sortingNetworks,1328,715,329.04234965034965,1.8573426573426572,7603.436294734286,8074.286357907001,10600.834131483996,7603.436294734286,1722.2303128700075,4.394489839693555,328.48802483094505,53.626495999999996,25.98980712890625,10514.965030683185,74.74997936366871,5.865857586266876,74.74997936366871,405.5803409979247,53.626495999999996,0.0,5.455725255131877,0.05831475901416599
30,vectorAdd,607,715,300.9611643356643,0.848951048951049,1339.5428887294795,1368.7957690146252,3732.2494533338386,1339.5428887294795,756.5329525971365,2.021307115158323,300.94437137448017,50.641216,8.99639892578125,3612.4161795107966,148.8860199014874,5.374006631687146,148.8860199014874,402.5402395239041,50.641216,0.0,11.554676276787214,0.021371252707921787
31,vectorAdd,810,715,308.8675174825175,1.132867132867133,1776.8614897498137,1831.4564924053122,3801.634855851279,1776.8614897498137,778.8322679883769,2.69789931047973,308.8675174825175,52.240448,8.996185302734375,3707.5884458645905,114.48444954292822,5.515491383616384,114.48444954292822,413.12895478461024,52.240448,0.0,11.200954041260465,0.02980960939115574
32,vectorAdd,1012,715,316.73492307692305,1.4153846153846155,2230.6760650305723,2317.0602356824993,3880.6324002204897,2230.6760650305723,797.2318699909855,3.370708768154922,316.73492307692305,53.40991999999999,8.99639892578125,3801.9596628887466,93.96686123384644,5.655980769230768,93.96686123384644,423.60905660745624,53.40991999999999,0.0,10.955696191697296,0.03728179756469826
33,vectorAdd,1202,715,324.13495804195804,1.681118881118881,2669.399030567016,2777.1636819163127,3959.72207946533,2669.399030567016,812.6317170478175,4.003549347156341,324.13495804195804,54.299328,8.996368408203125,3890.796622358202,80.96189903895805,5.7881242507492505,80.96189903895805,433.485248026356,54.299328,0.0,10.776244913065169,0.03880385302854621
34,vectorAdd,1328,715,329.04234965034965,1.8573426573426572,2962.4240555042184,3083.1860276507505,4013.7223253492616,2962.4240555042184,821.6697776523029,4.423222573230965,329.04234965034965,54.758848,8.996307373046875,3949.7232264532345,74.38973377502887,5.875756243756244,74.38973377502887,440.03827011143346,54.758848,0.0,10.685813864142233,0.03916791626048829
