,appName,coreF,memF,cold_miss,c_to_m,modelled_cycle,real_cycle,depart_delay,mem_l,g_load,g_store,sync,compute,shared,exec_rounds,abe
66,BlackScholes,600,700,,0.8571428571428571,3996.4210639346056,9450.699253593752,7.979108394665538,467.7526441502935,557.2876858222858,523.6074378009735,451.0981909308774,42.833605957031246,0.0,142.38311514233305,0.5771295904464514
74,BlackScholes,700,800,,0.875,4008.3950261057994,9366.064624765626,8.023270271173189,471.8467311071587,560.121129111057,528.009990281537,453.3525117846408,42.89929733276367,0.0,142.45791092151347,0.5720299627757368
82,BlackScholes,800,900,,0.8888888888888888,4016.606305516512,9392.869125625,8.052019238839426,474.9590702732915,563.5484214373266,531.323942129546,454.9522278898253,42.89933395385742,0.0,142.465521674237,0.5723770605342862
90,BlackScholes,900,1000,,0.9,4022.7723287228378,9413.60160375,8.073961563238317,477.49169242124293,566.3190678910204,534.0097929605404,456.1067439941283,42.89947357177734,0.0,142.49168984011988,0.5726638434411407
49,BlackScholes,400,400,,1.0,4270.2275798430055,12001.764937499998,10.188775,500.1,613.9005914728165,571.4218914051056,584.3890091039999,42.849222564697264,0.0,140.37935326793266,0.6442000320719075
57,BlackScholes,500,500,,1.0,4232.3535128978865,11685.377578125,9.768465303053956,499.5367677236168,609.2647627273642,567.916472009849,559.4439152920213,42.83012237548828,0.0,140.585957879129,0.6378077229767191
65,BlackScholes,600,600,,1.0,4187.972327610572,11337.586164843751,9.506373315698022,499.7231231144886,605.8688250912427,566.2690418260813,539.8038182796744,42.85023651123047,0.0,141.77091813283272,0.6306116428383247
73,BlackScholes,700,700,,1.0,4173.41918038724,10922.658296484375,9.31129068836187,499.6005912979796,602.0420514709525,564.7801233930845,528.5475944406833,42.899427795410155,0.0,141.81804080592534,0.6179117695432697
81,BlackScholes,800,800,,1.0,4157.770177076425,10729.336227499998,9.168555356837718,499.62648519005614,600.5007398667875,563.8080515005465,519.5604676297942,42.899285888671876,0.0,142.05538606325683,0.6124857969852986
89,BlackScholes,900,900,,1.0,4150.4624972084175,10589.242594218751,9.05784396314869,499.65777148504475,599.3120226046317,563.0639922385243,513.4426531843045,42.89936141967773,0.0,142.01298975065623,0.6080491630747621
97,BlackScholes,1000,1000,,1.0,4141.008696503712,10478.4631875,8.970407363712305,499.72289331949986,598.4120202185884,562.5161554981473,507.9575697449838,42.899496459960936,0.0,142.15825100926807,0.6048076304315678
96,BlackScholes,1000,900,,1.1111111111111112,4280.874279652498,11772.518875000002,10.061958161187487,524.3004797467768,635.0069686806239,594.7347242416291,571.5263071739947,42.89924011230469,0.0,141.72837756439782,0.6363671763785983
88,BlackScholes,900,800,,1.125,4306.33542195244,12079.85175421875,10.311134700902125,527.3191066702418,640.7701447606006,599.4975215828449,585.8321498654883,42.89915542602539,0.0,141.69213619713804,0.6435109048048954
80,BlackScholes,800,700,,1.1428571428571428,4344.361533541334,12496.077457500001,10.638073296184858,531.2682284732633,648.3160095860845,605.7362836256636,605.5334295893522,42.899139404296875,0.0,141.4331822134514,0.652341981048309
72,BlackScholes,700,600,,1.1666666666666667,4388.570283349868,13252.073449999996,11.075202034248585,536.3242004968284,660.63301778738,613.8511217190835,630.9781823275358,42.83276596069336,0.0,141.30920773005528,0.668838970753677
64,BlackScholes,600,500,,1.2,4477.465896813679,14100.722506406251,11.743512,544.656,676.3220825894165,626.8620175341796,673.7671842908161,42.83641891479492,0.0,140.33748973508008,0.6824654981488024
56,BlackScholes,500,400,,1.25,4579.987471868432,15086.80695703125,12.73596875,555.7950000000001,699.9650935182572,644.9473642563821,732.025173956,42.80401153564453,0.0,140.089285030256,0.6964243338625132
95,BlackScholes,1000,800,,1.25,4453.1460243893725,13438.661762500002,11.455268615762746,555.0673752962734,681.1005003376182,635.2547799871951,652.0397547067467,42.89932708740234,0.0,141.4352138323639,0.6686317355783384
87,BlackScholes,900,700,,1.2857142857142858,4511.880042614755,14065.984519453124,11.9644983891364,562.9310023998888,694.5711553915919,646.6835865063865,682.0843758142383,42.89920349121093,0.0,141.21940751838886,0.6792346787830693
79,BlackScholes,800,600,,1.3333333333333333,4594.413499255551,14959.242115000001,12.66151420328815,573.4846771091147,712.7936942405031,662.1175949246251,723.9039432846608,42.89917831420898,0.0,140.8199682715009,0.6928712388010205
71,BlackScholes,700,500,,1.4,4712.059368663238,16513.143543203125,13.649722019214064,587.7362440652889,741.9230549464692,683.2849230344746,784.2636698292187,42.81119613647461,0.0,140.13867159487663,0.7146479495963238
94,BlackScholes,1000,700,,1.4285714285714286,4680.846866587788,15659.47481484375,13.295612310675626,594.7407000868849,741.017693434808,687.8105948864454,759.2700858330878,42.89941635131836,0.0,140.9817395604674,0.7010853223410294
63,BlackScholes,600,400,,1.5,4888.458522758401,18236.2592765625,15.283162499999998,611.49,783.5203749627113,718.4729537089348,879.4474560432,42.82312316894531,0.0,139.93001312937076,0.7319374303346785
86,BlackScholes,900,600,,1.5,4789.04091069497,16834.791684375,14.243700448033083,610.5167923554606,767.2339020052759,710.2246515662775,814.7670135323525,42.899192047119136,0.0,140.7513704015263,0.7155271653797856
78,BlackScholes,800,500,,1.6,4957.634501190306,18659.923575,15.642635221598589,633.3359284044449,805.4384514598369,742.8350910186487,899.5311149699263,42.89934310913086,0.0,140.02200970965123,0.7343164626980362
