,appName,coreF,memF,cold_miss,c_to_m,modelled_cycle,real_cycle,c1,c2,c3,depart_delay,mem_l,N,compute_cycles,compute_cycles_per_period,mem_cycles,MWP_without_BW,MWP_peak_BW,MWP,CWP_without_OCC,CWP,shm_insts,exec_rounds,abe
23,BlackScholes,700,600,537.23,1.1666666666666667,10468.756046560304,13252.073449999996,797.089694006783,669.9145195127338,10468.756046560304,11.075202034248585,536.3242004968284,57.972159999999995,171.33106384277343,8.471622953695373,223.98614258130388,48.42568097975255,33.52026253105178,48.42568097975255,2.307329433189365,2.307329433189365,0.0,141.30920773005528,0.21002882408863296
15,BlackScholes,600,500,544.656,1.2,10546.714449597072,14100.722506406251,793.4056224738257,683.4439164033099,10546.714449597072,11.743512,544.656,58.373568000000006,171.34567565917968,8.477449542676538,237.35912412359622,46.379311401904296,34.041,46.379311401904296,2.3852647474787902,2.3852647474787902,0.0,140.33748973508008,0.25204439383829585
7,BlackScholes,500,400,555.7950000000001,1.25,10567.99436055117,15086.80695703125,789.2934160503062,706.0655285435207,10567.99436055117,12.73596875,555.7950000000001,58.476992,171.2160461425781,8.426002467543096,258.7943952746391,43.639789866789684,34.737187500000005,43.639789866789684,2.5115078353061087,2.5115078353061087,0.0,140.089285030256,0.29952080710982204
46,BlackScholes,1000,800,555.7950000000001,1.25,10494.071332727524,13438.661762500002,807.841978582997,681.0034577001616,10494.071332727524,11.455268615762746,555.0673752962734,57.920512,171.59730834960936,8.578903275465779,229.13106696379185,48.455203794390854,34.69171095601709,48.455203794390854,2.335283572729266,2.335283572729266,0.0,141.4352138323639,0.21911336722449762
38,BlackScholes,900,700,563.7514285714285,1.2857142857142858,10517.094702010045,14065.984519453124,805.968738888289,690.1147358335336,10517.094702010045,11.9644983891364,562.9310023998888,58.009024,171.59681396484373,8.578701863003415,239.3217338764736,47.05011310052266,35.18318764999305,47.05011310052266,2.394674693234719,2.394674693234719,0.0,141.21940751838886,0.2523029804657469
30,BlackScholes,800,600,574.36,1.3333333333333333,10555.877744332161,14959.242115000001,804.8408501947351,705.2646276587752,10555.877744332161,12.66151420328815,573.4846771091147,58.173568,171.59671325683593,8.578660835556043,253.26496335347494,45.29353029199168,35.84279231931967,45.29353029199168,2.4759313191179992,2.4759313191179992,0.0,140.8199682715009,0.29435745051899903
22,BlackScholes,700,500,589.212,1.4,10598.087127477593,16513.143543203125,803.1422673504444,730.9664322337909,10598.087127477593,13.649722019214064,587.7362440652889,58.456384,171.24478454589843,8.43736085366766,277.03493388879394,43.058477179092776,36.73351525408056,43.058477179092776,2.617771511251724,2.617771511251724,0.0,140.13867159487663,0.3582029309107649
45,BlackScholes,1000,700,595.5771428571429,1.4285714285714286,10565.734669820673,15659.47481484375,812.7156220293224,720.6323473147473,10565.734669820673,13.295612310675626,594.7407000868849,58.106816,171.59766540527343,8.579048745182028,265.93811276883497,44.73210305698683,37.171293755430305,44.73210305698683,2.5497769864219975,2.5497769864219975,0.0,140.9817395604674,0.3252816716557236
14,BlackScholes,600,400,611.49,1.5,10639.560952174219,18236.2592765625,810.7573766411422,782.8613951010241,10639.560952174219,15.283162499999998,611.49,58.543552000000005,171.29249267578123,8.456276016674776,309.5796536716461,40.01069804760632,38.218125,40.01069804760632,2.807315947334667,2.807315947334667,0.0,139.93001312937076,0.41657108561467243
37,BlackScholes,900,600,611.49,1.5,10597.778166719716,16834.791684375,815.6319644354398,746.0006487407696,10597.778166719716,14.243700448033083,610.5167923554606,58.201919999999994,171.59676818847655,8.578683214121023,284.91236975669864,42.86223194477296,38.157299522216285,42.86223194477296,2.660359765306068,2.660359765306068,0.0,140.7513704015263,0.3704835577766067
29,BlackScholes,800,500,633.768,1.6,10672.655303372025,18659.923575,823.2473993998296,790.886369355216,10672.655303372025,15.642635221598589,633.3359284044449,58.505088,171.59737243652344,8.57892938509616,312.886956112793,40.487802690045825,39.583495525277804,40.487802690045825,2.823378479927102,2.823378479927102,0.0,140.02200970965123,0.4280439970466479
44,BlackScholes,1000,600,648.62,1.6666666666666667,10652.984412530717,18738.777017187498,830.5593402595189,793.4672147899669,10652.984412530717,15.823329198846857,647.4757432158738,58.308223999999996,171.59686889648438,8.57872424175618,316.50787104500665,40.91905913599139,40.46723395099211,40.91905913599139,2.84448511840819,2.84448511840819,0.0,140.4947610820731,0.43150055082251987
21,BlackScholes,700,400,667.185,1.75,10719.34541532321,20942.28396914063,840.3344679480354,869.9977217309727,10719.34541532321,17.807233334437075,666.5733685519205,58.583616000000006,171.59698791503905,8.578772729405221,356.189364105177,37.43273062317023,41.66083553449503,37.43273062317023,3.0757320302238242,3.0757320302238242,0.0,139.83431818206645,0.4881482157763387
36,BlackScholes,900,500,678.3240000000001,1.8,10726.720644399056,21049.524804374996,845.3876777413566,856.8695331634036,10726.720644399056,17.592859800518635,677.7085781349941,58.562048,171.59598083496093,8.578362464476811,351.9161198495788,38.521797241572706,42.35678613343713,38.521797241572706,3.050841273421478,3.050841273421478,0.0,139.88581820089354,0.49040556762737075
28,BlackScholes,800,400,722.88,2.0,10785.206655284377,23993.888187499997,874.5369022604345,968.5862555333249,10785.206655284377,20.351844126659795,722.2155425304726,58.6432,171.59689636230468,8.578735431170971,407.0895198253631,35.48649144695492,45.13847140815454,35.48649144695492,3.372359456699299,3.372359456699299,0.0,139.69224053257668,0.5505019206973255
43,BlackScholes,1000,500,722.88,2.0,10775.719890024251,23432.403249999996,870.9628055928904,928.3962656839938,10775.719890024251,19.547018163485284,722.1922441180038,58.588159999999995,171.59657592773436,8.578604889591709,390.99613860534674,36.9464149507515,45.13701525737524,36.9464149507515,3.2785777425419584,3.2785777425419584,0.0,139.8234728655073,0.5401359487092194
