,appName,coreF,memF,cold_miss,c_to_m,modelled_cycle,real_cycle,g_load,g_store,sync,compute,shared,exec_rounds,abe
58,backpropBackward,2000,5000,,0.4,2019.8569735468545,12307.557727089847,692.8503969724029,630.4845140075347,280.2196737610752,6.719042111315919,0.0,151.10552728967298,0.8358848263534039
53,backpropBackward,1900,4500,,0.4222222222222222,2060.4950475940786,12328.645110386717,704.7876081161353,638.3557668280368,299.95754446654576,6.736885262408449,0.0,151.11052214735727,0.8328693032247202
40,backpropBackward,1700,4000,,0.425,2072.875542805654,12285.462334003907,708.0756852917016,640.0375016148059,307.25811623865604,6.7372010239746105,0.0,151.0777494195531,0.8312741119177652
57,backpropBackward,2000,4500,,0.4444444444444444,2094.3710456566114,12301.357029199218,715.5645793937174,645.6411467239719,315.75937006174814,6.736769867816164,0.0,151.1036543031709,0.8297447151005137
48,backpropBackward,1800,4000,,0.45,2111.458640963285,12162.716960624999,720.3150854504604,648.274920289825,325.345783080384,6.73722305385132,0.0,151.07150860687136,0.8263990975208236
52,backpropBackward,1900,4000,,0.475,2149.9379006392137,12325.023708067383,732.5556288812919,656.5123299181807,343.388106297192,6.737187386431886,0.0,151.08555116053327,0.8255631833606969
56,backpropBackward,2000,4000,,0.5,2188.9311087639026,12609.07965966797,744.7942906061602,664.7499114331388,361.66758236400005,6.737234593310548,0.0,151.00071150237596,0.8264004060688485
67,backpropForward,1600,5500,,0.2909090909090909,6198.3979726709795,5564.8078154375,582.1606624123515,581.33160471168,200.13349344227228,68.07081470489503,644.1063192,152.07569211147444,0.11385661073070992
63,backpropForward,1700,5500,,0.3090909090909091,6220.990620212121,5591.630084783203,587.2949805558316,586.4148835807742,212.63599436872784,68.07086715698243,644.0889096000001,152.07980268833725,0.11255403628033807
66,backpropForward,1600,5000,,0.32,6238.118864766468,5577.605351718751,590.6000266653857,589.6774089430493,222.737686092841,68.07081155776979,644.1505128,152.06525856811254,0.11842241811607877
71,backpropForward,1800,5500,,0.32727272727272727,6243.8572632171035,5616.051296625002,592.4305750357091,591.4979985745779,225.15041804890555,68.07083148956299,644.1069888000001,152.07553401680195,0.11178779064382575
62,backpropForward,1700,5000,,0.34,6263.1770442461275,5608.9000343906255,596.2621258870392,595.2821575697825,236.65253970922754,68.07084617614747,644.1337728000001,152.06921049942855,0.11664978977051521
75,backpropForward,1900,5500,,0.34545454545454546,6266.827571348115,5693.942894554688,597.5653225639647,596.58122071761,237.67032725324586,68.07085142135621,644.1377904,152.06826201717953,0.10061300006034422
65,backpropForward,1600,4500,,0.35555555555555557,6286.954945025377,5570.941872234376,600.9703959055265,599.9302084617512,250.98230446125515,68.07078638076783,644.1464952,152.06620701289546,0.12852639449706277
70,backpropForward,1800,5000,,0.36,6288.616909098238,5635.0312672499995,601.925235166564,600.887053496622,250.58598680848897,68.07080001831055,644.1659136,152.0616229727097,0.1159861606530535
79,backpropForward,2000,5500,,0.36363636363636365,6289.707021157172,5709.693560156249,602.7705853145984,601.664568918558,250.19779722823935,68.06616640090942,644.1846624,152.05719726510875,0.10158399131056874
61,backpropForward,1700,4500,,0.37777777777777777,6315.3153089760235,5605.002640289063,607.280659351419,606.175913672907,266.67489771550345,68.07080631256105,644.1612264,152.06272943986417,0.12672833792819205
74,backpropForward,1900,5000,,0.38,6313.922300527296,5717.32480265625,607.5868986254034,606.49647101065,264.5141382955392,68.070565032959,644.181984,152.05782949327917,0.10434906507215914
64,backpropForward,1600,4000,,0.4,6350.044230723995,5589.337426203126,614.0180068214797,612.8275202132454,287.32209905625604,68.07079267501831,644.2536312,152.04091920019943,0.13609963874333889
69,backpropForward,1800,4500,,0.4,6343.741756471944,5649.039457400392,613.590379411092,612.4215556536661,282.37180059170134,68.07085981369019,644.1839928,152.05735532165846,0.1229770661561717
78,backpropForward,2000,5000,,0.4,6339.314584299932,5763.6935650000005,613.3848129289062,612.0966559644501,278.46653191848964,68.06275491714479,644.2516224,152.04139326931758,0.09987016360401031
73,backpropForward,1900,4500,,0.4222222222222222,6372.240706389109,5714.628873433594,619.9014065616161,618.6671413198536,298.07423967455765,68.07083778381349,644.2161336,152.0497689778974,0.11507516017578118
60,backpropForward,1700,4000,,0.425,6381.845101044319,5587.662671964844,621.1431325915294,619.8792402265733,305.25941099108405,68.07084722518921,644.2114464,152.0508752725482,0.1421314198267822
77,backpropForward,2000,4500,,0.4444444444444444,6401.181781432463,5747.184409941406,626.2119278689688,624.9127605771891,313.8054537716622,68.07084302902223,644.3031815999999,152.02922643105305,0.11379439475785416
68,backpropForward,1800,4000,,0.45,6414.5587184114775,5659.9779245625,628.2693416995072,626.9309602399011,323.2527289429681,68.07083988189697,644.2837632000001,152.03380851816922,0.13331868143413367
72,backpropForward,1900,4000,,0.475,6447.124977755246,5743.200148,635.3958029832241,633.9827661965302,341.24005167080395,68.07081680297853,644.3373312,152.02116894777598,0.12256665475960804
76,backpropForward,2000,4000,,0.5,6480.161133663571,5749.533181054687,642.521355077281,641.0344907331896,359.26304218728,68.07084197998047,644.4484848,151.99494854288204,0.12707604767224917
87,binomialOptions,1600,5500,,0.2909090909090909,4078775.750280694,15375949.544200001,8327.296652158058,7463.54256904752,197.5695991030437,9673.912033081055,3474734.8394016004,4.81302307784403,0.7347301551324835
83,binomialOptions,1700,5500,,0.3090909090909091,4076273.870604139,15426021.690625,8817.00029393479,7898.097082815213,209.73703363914052,9673.92529296875,3471793.5095999995,4.817100707511667,0.7357533943387717
86,binomialOptions,1600,5000,,0.32,4077891.939793348,15355256.931000002,9210.158349180783,8249.253036496719,219.7274247514522,9673.85009765625,3472536.1587912,4.816070504864156,0.734430237271987
91,binomialOptions,1800,5500,,0.32727272727272727,4076787.4116918663,15432420.2319,9305.578944447703,8335.079976272986,222.0511894239249,9673.840664672853,3471434.9893008,4.81759820448115,0.7358296786614951
82,binomialOptions,1700,5000,,0.34,4077924.3084064233,15463565.571453122,9754.241322872613,8731.432116471055,233.4008720011776,9674.022610473634,3471665.4666359997,4.8172783732050934,0.7362882260521745
95,binomialOptions,1900,5500,,0.34545454545454546,4077192.094773189,15698904.773168748,9794.954054084257,8770.706133594525,234.35622469865572,9673.804208374024,3470981.3513712,4.818227837732928,0.7402881185863625
85,binomialOptions,1600,4500,,0.35555555555555557,4079262.581694627,15346131.09015,10313.618716854746,9230.152216568866,247.54574561674434,9673.895349121094,3471899.6023416,4.816953508721621,0.7341829965004714
90,binomialOptions,1800,5000,,0.36,4075845.6574721937,15334236.851062503,10298.738251948615,9217.722805352658,246.93757477558276,9673.87514038086,3469002.1729848003,4.8209767931736165,0.7341996411650717
99,binomialOptions,2000,5500,,0.36363636363636365,4076691.6601858395,15828851.696000002,10392.827111008522,9202.811644597106,246.62176419941557,9666.782510375977,3470026.5166968,4.819553652099615,0.7424518380435624
81,binomialOptions,1700,4500,,0.37777777777777777,4080985.456203582,15457147.833400002,10926.799512355037,9774.117921867117,263.05314115544184,9674.010223388672,3472364.2153824,4.816308985486655,0.7359806931919655
94,binomialOptions,1900,5000,,0.38,4077479.5203103833,15622091.059575003,10843.0699523912,9703.202866678379,260.6951781293645,9673.804644775391,3469510.6864704,4.820270200246075,0.7389927184036456
84,binomialOptions,1600,4000,,0.4,4083853.329525074,15346915.9116,11730.889863114013,10491.647529641723,283.473316995264,9673.866244506837,3473505.6269472,4.81472632192825,0.7338974584177994
89,binomialOptions,1800,4500,,0.4,4083298.362527404,15585551.337037498,11539.906201830729,10319.633783563802,278.60621868680533,9674.025262451172,3473337.3419088,4.814959597974949,0.7380074484228315
98,binomialOptions,2000,5000,,0.4,4079110.3830592367,15793140.015624998,11718.369560028124,10184.037784083594,274.515711008256,9654.219555664064,3470750.8740359996,4.81854779510029,0.7417163161332354
93,binomialOptions,1900,4500,,0.4222222222222222,4079386.545959747,15596515.941781247,12153.319021270652,10868.589315594907,293.7105153939911,9673.829385375977,3468994.856244,4.820986961490107,0.7384424469421695
80,binomialOptions,1700,4000,,0.425,4083075.319084539,15442136.528568748,12432.770650537272,11114.47253011568,301.030102953096,9673.959164428712,3471687.4168583998,4.8172479152983305,0.7355887048705573
97,binomialOptions,2000,4500,,0.4444444444444444,4081843.3644036436,15783055.5701875,12766.623779963109,11410.94953789786,309.267753368083,9674.008981323243,3470085.0506232,4.81947235513005,0.7413781288260931
88,binomialOptions,1800,4000,,0.45,4081216.9876661766,15281350.1812125,13134.698335862995,11738.026691650348,318.481972490088,9674.001763916016,3468947.2974287993,4.821053056592835,0.7329282465705297
92,binomialOptions,1900,4000,,0.475,4087064.964746524,15774217.186087502,13836.285685715957,12365.168759843567,336.555353244132,9673.881317138672,3472803.2198304,4.815700145614733,0.740902200310059
96,binomialOptions,2000,4000,,0.5,4088615.8836034266,15812813.878312498,14538.222960504761,12986.459663344422,354.28662678288,9674.028082275392,3472975.1632391997,4.815461725280618,0.7414365390582999
107,cfd,1600,5500,,0.2909090909090909,7621.062612817644,19776.784525940595,1901.6916651385866,627.6021179054633,72.82174759907227,217.8652935918592,0.0,11.273824605185453,0.614646020801747
103,cfd,1700,5500,,0.3090909090909091,7721.153105909515,20122.99438310231,1989.2944972906748,635.5791815539371,77.37243269935816,217.86536922442247,0.0,11.273918567035093,0.6163019797693168
106,cfd,1600,5000,,0.32,7796.419024711418,20369.032332814084,2059.0698544620464,641.1688353238284,80.97791296770049,217.86495324532453,0.0,11.282224714709896,0.6172415607514378
111,cfd,1800,5500,,0.32727272727272727,7821.313952685467,20519.687454415845,2076.901589617871,643.5523826436462,81.92422812260708,217.86540704070407,0.0,11.273855925627972,0.618838543712696
102,cfd,1700,5000,,0.34,7908.858150869848,20700.31761777778,2156.5020487006764,649.9918875315676,86.05853803315968,217.86563393839384,0.0,11.27977861554504,0.6179354202721223
115,cfd,1900,5500,,0.34545454545454546,7923.393048757193,20990.15937689769,2164.5050749968086,651.5258961461964,86.50998092314235,217.86567175467547,0.0,11.269566645613612,0.6225186809454204
105,cfd,1600,4500,,0.35555555555555557,8021.302127635937,20781.06954631463,2255.6562719178582,657.9515524961088,91.27010187552239,217.8653314081408,0.0,11.279496441585659,0.6140091774507124
110,cfd,1800,5000,,0.36,8020.922686678168,21241.252550970297,2253.945052447525,658.8149397393069,91.13457356803583,217.86552048954897,0.0,11.278148471948603,0.6223893733464521
119,cfd,2000,5500,,0.36363636363636365,8025.098190201008,21589.533401980196,2253.288117659766,659.5026473818291,91.10411401842248,217.7871651540154,0.0,11.264717744094167,0.6282875576428648
101,cfd,1700,4500,,0.37777777777777777,8144.658945378858,21153.967816448843,2365.3829725517667,667.8235245271158,96.93587897535528,217.86544485698573,0.0,11.283793285077923,0.614981973308773
114,cfd,1900,5000,,0.38,8133.1842749306115,21815.47109808581,2351.3966532301483,667.6379919470462,96.21605181546242,217.8648776127613,0.0,11.276080121945409,0.6271827347499154
104,cfd,1600,4000,,0.4,8301.711398571633,21683.154717007706,2507.9733669735974,679.2385620622937,104.33146910630401,217.8649154290429,0.0,11.293559594809444,0.6171354442229762
109,cfd,1800,4500,,0.4,8266.60107210105,21765.085945663363,2475.107536290429,677.6974197638431,102.567576910848,217.86555830583058,0.0,11.291202828857463,0.6201898263696887
118,cfd,2000,5000,,0.4,8240.395423436592,22269.640920572056,2449.7159857046204,676.4610441547854,101.20179716213761,217.81238861386137,0.0,11.284420835356006,0.6299717874739349
