,appName,coreF,memF,cold_miss,c_to_m,modelled_cycle,real_cycle,g_load,g_store,sync,compute,shared,exec_rounds,abe
31,SobolQRNG,1800,5500,,0.32727272727272727,697099.6256560049,2502321.2286105594,577.2761384499835,31023.78908393203,223.57867658593744,9032.015850000002,113052.04122239999,1.1682672738316806,0.7214188099890448
22,SobolQRNG,1700,5000,,0.34,709561.7764404136,2650441.8074175995,580.3265711111,32580.89705495294,238.89992398149118,9032.0164,114902.03793599998,1.1494574193154459,0.7322854723862963
35,SobolQRNG,1900,5500,,0.34545454545454546,702090.8086663039,2639682.62088832,581.6555881676694,32722.53356071484,237.18536726287655,9031.801075000001,113610.7205856,1.1625223334490524,0.7340245364686939
25,SobolQRNG,1600,4500,,0.35555555555555557,708967.2073582503,2697164.5245439997,584.1397967715556,34523.24763935763,252.39055631064178,9031.905987500002,114469.1531424,1.1538042902763357,0.7371435072251986
30,SobolQRNG,1800,5000,,0.36,703515.1485837792,2722443.1202304005,585.1013098938799,34468.03140100448,249.9303900167424,9032.011587500001,113551.19596799999,1.1631317387200415,0.7415868330339109
39,SobolQRNG,2000,5500,,0.36363636363636365,706907.8472339509,2764656.1832959997,719.0784129586776,34415.35424969521,251.00040211295206,9023.1447625,114206.79513599999,1.1564548312797165,0.7443053311637539
21,SobolQRNG,1700,4500,,0.37777777777777777,713287.8805800003,2829578.49465984,589.2950668841481,36648.00771754622,269.0418746939923,9032.0181875,114837.42473279999,1.1501041607934681,0.7479172668557658
34,SobolQRNG,1900,5000,,0.38,708681.9052440785,2859146.98659072,589.8575462121199,36355.13988957452,265.12370739115005,9032.010075,114105.14176319998,1.1574850875177254,0.752135196767509
24,SobolQRNG,1600,4000,,0.4,713130.2090950186,2977456.75429888,594.7680954725,39439.5701474405,288.533893203072,9032.00815,114332.11634879999,1.155187223133968,0.7604901538652428
29,SobolQRNG,1800,4500,,0.4,714432.5697608149,2955013.0815744,594.60132916,38774.38675287467,284.43852952405337,9032.013512500002,114667.13462400001,1.1518121598929054,0.7582303191090536
38,SobolQRNG,2000,5000,,0.4,715317.612922267,2993581.882368,594.5317281224,38242.257112227206,281.07491513318405,9032.013100000002,114908.546592,1.1493923116872415,0.7610495917497896
33,SobolQRNG,1900,4500,,0.4222222222222222,716751.9090590514,3103824.8479347196,599.765922973926,40902.59180921008,300.3203483328284,9031.915200000001,114697.0744416,1.15151149794364,0.7690746275402824
20,SobolQRNG,1700,4000,,0.425,715527.1372371244,3151785.3014681595,600.799450647875,41873.24288667491,306.53920160305205,9032.004987500002,114321.8208384,1.155291256134689,0.7729771958439495
37,SobolQRNG,2000,4500,,0.4444444444444444,718828.9319102906,3270817.6693247994,605.2213644711111,43027.06790299556,316.09121095186964,9032.009250000001,114684.4121472,1.1516386362122064,0.7802295925414028
28,SobolQRNG,1800,4000,,0.45,721106.511000612,3340607.7912883195,606.542072228375,44306.99240414451,326.10083981032807,9032.013100000002,114851.98045439999,1.1499584027846879,0.78413912795117
32,SobolQRNG,1900,4000,,0.475,723584.098061801,3529603.4070528005,612.3343476868438,46740.68322628372,344.22764635842003,9032.0208,114855.293952,1.1499252272620224,0.7949956370123776
36,SobolQRNG,2000,4000,,0.5,728119.2457346224,3720506.7992064,618.406759949375,49174.436004605006,363.47639458152,9032.0118625,115208.1814464,1.1464029580351218,0.8042956820049534
47,backpropBackward,1600,5500,,0.2909090909090909,1852.4750749089926,12203.442182968753,639.1646065945571,594.5497604356599,201.40497185252073,6.737184239306642,0.0,151.13112942624926,0.8482006103577624
43,backpropBackward,1700,5500,,0.3090909090909091,1879.715938771214,12279.723301015621,647.8617248240391,600.4592811867312,214.0078380439569,6.737224102893068,0.0,151.12066896869885,0.8469252203251397
46,backpropBackward,1600,5000,,0.32,1900.003814398664,12207.488855624999,654.0383526034692,604.3914690659522,224.17315004289026,6.7368474969055185,0.0,151.10724423475693,0.8443575221022483
51,backpropBackward,1800,5500,,0.32727272727272727,1906.919207013906,12188.739354257814,656.5603809600941,606.3686506683036,226.60034122107135,6.737156964221192,0.0,151.11817116317013,0.8435507437159385
42,backpropBackward,1700,5000,,0.34,1930.1598575328635,12212.858363124999,663.6646466439622,610.9117176634614,238.17496937981184,6.7372220048095715,0.0,151.11286360057093,0.8419567475407144
55,backpropBackward,1900,5500,,0.34545454545454546,1934.0829857800159,12264.384462688477,665.2574913109564,612.277960272366,239.17644069821986,6.737209416308595,0.0,151.12613320617487,0.8423008515703326
45,backpropBackward,1600,4500,,0.35555555555555557,1958.9591803038568,12212.8209546875,672.4529597381004,616.5132019159613,252.6021918993067,6.736664963641359,0.0,151.10677597313722,0.8395981413653679
50,backpropBackward,1800,5000,,0.36,1960.3616090629534,12164.944675078126,673.2933045004452,617.4358732209305,252.20194287473666,6.737138081469728,0.0,151.10302998465505,0.8388515803874494
59,backpropBackward,2000,5500,,0.36363636363636365,1960.700770892177,12485.504684296875,674.2092449546423,618.1873266024907,251.84689119096595,6.720299912371828,0.0,151.07759339295194,0.842961832903866
41,backpropBackward,1700,4500,,0.37777777777777777,1992.8713812224896,12182.604477148438,683.2317064066569,623.7873831159069,268.4067358714311,6.737130738177491,0.0,151.09741135016014,0.8364166394008257
54,backpropBackward,1900,5000,,0.38,1990.463732704352,12326.356400408205,682.9199439947587,623.9695340191812,266.19918739110915,6.736591530718996,0.0,151.11083433692667,0.8385196997355655
44,backpropBackward,1600,4000,,0.4,2034.2863172659772,12106.530869999999,695.8368437644004,631.7998567732047,289.169235174336,6.737156964221192,0.0,151.08539511781711,0.8319678577529636
49,backpropBackward,1800,4500,,0.4,2026.742211152569,12164.519858203123,694.0085304759725,631.0689938874308,284.20282635434666,6.737219906726075,0.0,151.0935097664838,0.8333890498944898
