,appName,coreF,memF,cold_miss,c_to_m,modelled_cycle,real_cycle,c1,c2,c3,depart_delay,mem_l,N,compute_cycles,compute_cycles_per_period,mem_cycles,MWP_without_BW,MWP_peak_BW,MWP,CWP_without_OCC,CWP,shm_insts,exec_rounds,abe
106,gaussian,1600,5000,571.2896,0.32,701.0116917196344,5878.056080859375,12436.9067605427,949.765819545647,701.0116917196344,1.9442126876363997,326.92224510143467,27.292223999999997,13.706814315249638,0.3652035374496301,12270.041359465025,420.3787054528452,11.67579446790838,420.3787054528452,896.1781994897153,27.292223999999997,0.0,2744.3086248407503,0.8807408976579301
111,gaussian,1800,5500,572.9098181818182,0.32727272727272727,701.9655537714812,5953.569970605468,12452.91193477695,954.9532089220106,701.9655537714812,1.955960400768304,327.36781473779195,27.329279999999997,13.706827952792361,0.36520402144364045,12286.760414507085,418.42336712082897,11.691707669206854,418.42336712082897,897.3970699000436,27.329279999999997,0.0,2740.5875937560636,0.8820933394186525
102,gaussian,1700,5000,575.7452,0.34,706.8979987966509,6265.054800395508,12475.695530702726,983.2184974432,706.8979987966509,2.011916193769721,328.0857161252635,27.635071999999997,13.707664039065556,0.36523369461023364,12313.455300066757,407.6781591863058,11.717347004473696,407.6781591863058,899.2898373475281,27.635071999999997,0.0,2710.2620074333704,0.8871681060551897
115,gaussian,1900,5500,576.9603636363636,0.34545454545454546,706.6871115493642,6292.992893649904,12489.440420055418,983.884975930252,706.6871115493642,2.01695656927385,328.4512101905626,27.594688,13.706837394168094,0.36520435651660416,12327.419565694809,407.1123979491692,11.730400363948664,407.1123979491692,900.3627932684025,27.594688,0.0,2714.2283947651704,0.8877025409861079
105,gaussian,1600,4500,579.2106666666666,0.35555555555555557,709.6282041668862,6426.590758984375,12511.298602323255,1012.0220474239297,709.6282041668862,2.0830107249696077,329.1450653041934,27.760256,13.706038548876956,0.3651760061629216,12353.700344757079,395.03525036938515,11.755180903721193,395.03525036938515,902.3326717784049,27.760256,0.0,2698.0401662825343,0.8895793694075158
110,gaussian,1800,5000,580.2008,0.36,711.3359233876641,6619.711743852539,12527.35603556469,1016.9091442089855,711.3359233876641,2.0799409046086503,329.3116756183107,27.940928000000003,13.672568347384647,0.3639891617523713,12369.973794841386,395.81854812393345,11.761131272082524,395.81854812393345,905.7293442279681,27.940928000000003,0.0,2680.5940630993255,0.892542764562482
119,gaussian,2000,5500,581.0109090909091,0.36363636363636365,712.5564099339539,6652.732804101563,12521.970319141046,1015.9404368484552,712.5564099339539,2.076950244666344,329.4277067563478,27.949824,13.707732226779179,0.36523611468310097,12363.801417108016,396.52816383339666,11.765275241298136,396.52816383339666,902.9581950218079,27.949824,0.0,2679.740871151307,0.892892675699429
101,gaussian,1700,4500,584.1613333333333,0.37777777777777777,715.3327654184734,6851.342562866212,12554.361046097098,1049.4519632152635,715.3327654184734,2.1588901179419855,330.4259181093521,28.079552000000003,13.707727506091311,0.36523594713933716,12401.266857407887,382.63401569545675,11.800925646762575,382.63401569545675,905.6916676668053,28.079552000000003,0.0,2667.3604234955637,0.8955923224018127
114,gaussian,1900,5000,584.6564,0.38,716.3946658338773,6994.914169020997,12553.054305705713,1047.6446132683377,716.3946658338773,2.1463372621327172,330.36463121071864,28.162944,13.707019927432254,0.36521083462402554,12399.179197369385,384.8004657041298,11.798736828954237,384.8004657041298,905.5860634195585,28.162944,0.0,2659.462225053095,0.8975834944470601
104,gaussian,1600,4000,589.112,0.4,721.3931102870322,7326.600750000001,12593.982987996644,1097.7450317782673,721.3931102870322,2.257940907298079,331.617994392981,28.438528,13.705882241656498,0.36517045907825724,12446.563152553557,367.16859298789757,11.843499799749322,367.16859298789757,909.1183489760715,28.438528,0.0,2633.6906648011354,0.9015378161165624
109,gaussian,1800,4500,589.112,0.4,720.2487374593923,7239.654902197265,12595.785322526352,1085.937918714759,720.2487374593923,2.2339108516079893,331.64109001298493,28.349632,13.707678725650029,0.3652342158560219,12446.888371253966,371.1440518925214,11.84432464332089,371.1440518925214,909.0230592188559,28.349632,0.0,2641.9491340940763,0.9005133881118016
