,appName,coreF,memF,cold_miss,c_to_m,modelled_cycle,real_cycle,g_load,g_store,sync,compute,shared,exec_rounds,abe
55,BlackScholes,400,1000,,0.4,3399.088921973379,4379.717466875001,406.3719968515015,391.5805951586304,197.829165220864,42.86461486816406,0.0,146.10988147977346,0.22390223851615626
54,BlackScholes,400,900,,0.4444444444444444,3459.08143904705,4776.8572578125,421.16723251794883,404.55365035438064,222.69650802725923,42.863626098632814,0.0,145.6606221301728,0.27586669386242213
53,BlackScholes,400,800,,0.5,3541.94811927252,5385.673937812501,439.59489543557163,420.8489164204597,255.22496280560003,42.87507705688476,0.0,144.76182721092587,0.3423389235644754
62,BlackScholes,500,1000,,0.5,3526.246150957755,5256.55606875,438.80701890613557,420.1445105640411,248.93124306336,42.85320510864258,0.0,145.16158298706247,0.3291717799946743
61,BlackScholes,500,900,,0.5555555555555556,3605.1547680583894,5831.250609374999,456.5300819364477,436.3617553706228,280.601457369679,42.89930191040039,0.0,144.52302884137697,0.38175273032129303
52,BlackScholes,400,700,,0.5714285714285714,3640.7905522374945,6272.691885,464.3721092266472,441.92807252658145,297.8166291858285,42.836535644531246,0.0,144.01472550568295,0.41958084041338267
69,BlackScholes,600,1000,,0.6,3654.7800319819594,6237.479990624999,470.27715076020814,448.70941267684935,300.51569199168,42.89926071166992,0.0,144.30827856007397,0.41406144188436134
60,BlackScholes,500,800,,0.625,3699.9027852592335,6742.196136328125,480.3427896113992,456.7311455255747,321.162275206,42.8657112121582,0.0,143.81812400493027,0.4512318077898218
51,BlackScholes,400,600,,0.6666666666666666,3775.048353765118,7528.779764999999,497.0430287890964,470.25723490820997,356.74187215999996,42.83356018066406,0.0,143.16264170864613,0.49858430295508605
68,BlackScholes,600,900,,0.6666666666666666,3746.4079766229106,7014.447496875001,492.3739898937084,468.1701064447474,338.88206984011856,42.899208068847656,0.0,143.61786875570823,0.4659012020131352
76,BlackScholes,700,1000,,0.7,3780.763577897357,7289.276295000001,502.4328866564178,477.2743147896575,352.54020682003204,42.89944152832031,0.0,143.52865190713695,0.4813252475433356
59,BlackScholes,500,700,,0.7142857142857143,3821.4606443245784,7863.022661328126,510.70140460111656,483.08009065822677,374.64167729502043,42.85606842041015,0.0,143.11926195185603,0.513995977257033
67,BlackScholes,600,800,,0.75,3855.6829828666646,8017.1384718750005,520.1734999008894,492.6133746306896,387.319526547,42.899420928955074,0.0,143.11590151837026,0.5190699279558633
75,BlackScholes,700,900,,0.7777777777777778,3883.6112454231024,8204.90009828125,528.214330011674,499.9786189943573,397.20822114441484,42.899285888671876,0.0,142.962130671855,0.5266717206908302
50,BlackScholes,400,500,,0.8,3993.4123487418938,9302.629883750002,542.9459218990478,510.3474143835449,447.5692304005121,42.85082931518554,0.0,140.83329299046295,0.5707222152611212
83,BlackScholes,800,1000,,0.8,3903.4143753164,8347.524982500001,534.5949402208252,505.8392169024658,404.56265237299203,42.899313354492186,0.0,142.9501561842136,0.5323866195669215
58,BlackScholes,500,600,,0.8333333333333334,3983.778744023271,9274.91696328125,550.2357839430704,518.4915436352624,448.16747706666666,42.89929733276367,0.0,142.45949642793943,0.570478230716806
66,BlackScholes,600,700,,0.8571428571428571,3998.571789847113,9450.699253593752,557.9755586122162,524.2327796665426,451.9357021878856,42.833605957031246,0.0,142.38311514233305,0.5769020172420994
74,BlackScholes,700,800,,0.875,4010.056412966615,9366.064624765626,560.6523934024453,528.4956037358046,453.9970208998,42.89929733276367,0.0,142.45791092151347,0.5718525791116927
82,BlackScholes,800,900,,0.8888888888888888,4018.186546140163,9392.869125625,564.0549008089042,531.7871776798202,455.5627535916246,42.89933395385742,0.0,142.465521674237,0.5722088222034294
90,BlackScholes,900,1000,,0.9,4024.114213316691,9413.60160375,566.7499909035645,534.4041190152741,456.62337952070396,42.89947357177734,0.0,142.49168984011988,0.5725212960240802
49,BlackScholes,400,400,,1.0,4270.2275798430055,12001.764937499998,613.9005914728165,571.4218914051056,584.3890091039999,42.849222564697264,0.0,140.37935326793266,0.6442000320719075
57,BlackScholes,500,500,,1.0,4234.823536244832,11685.377578125,610.027880692749,568.6042679794311,560.4630247040001,42.83012237548828,0.0,140.585957879129,0.637596345695118
65,BlackScholes,600,600,,1.0,4189.591246744078,11337.586164843751,606.3745920435588,566.7267237536113,540.4592885333333,42.85023651123047,0.0,141.77091813283272,0.6304688506151859
73,BlackScholes,700,700,,1.0,4175.535912649368,10922.658296484375,602.7059617500305,565.3841980751038,529.3963417417142,42.899427795410155,0.0,141.81804080592534,0.6177179767682262
81,BlackScholes,800,800,,1.0,4159.757520221511,10729.336227499998,601.1275388641358,564.379093863678,520.3499694144,42.899285888671876,0.0,142.05538606325683,0.6123005718135873
89,BlackScholes,900,900,,1.0,4152.305473256574,10589.242594218751,599.895448538208,563.5960593162537,514.1701362211556,42.89936141967773,0.0,142.01298975065623,0.6078751207830911
97,BlackScholes,1000,1000,,1.0,4142.570577219943,10478.4631875,598.9081935682678,562.9690211280823,508.57041148159993,42.899496459960936,0.0,142.15825100926807,0.6046585741541077
96,BlackScholes,1000,900,,1.1111111111111112,4283.2196786559225,11772.518875000002,635.7421630931901,595.4035876343339,572.4676483721482,42.89924011230469,0.0,141.72837756439782,0.6361679497705692
88,BlackScholes,900,800,,1.125,4309.026006868073,12079.85175421875,641.6093922663331,600.2600619460344,586.9209469122,42.89915542602539,0.0,141.69213619713804,0.6432881715321386
