,appName,coreF,memF,cold_miss,c_to_m,modelled_cycle,real_cycle,mem_del,mem_lat,shm_del,shm_offset,shm_lat,compute_del,compute_offset,compute_lat,sm_del,sm_lat,tex_del,insts,exec_rounds,abe
0,cusparse,1417,5005,563.0727792207792,0.2831168831168831,55657.91329901182,55307.735456204326,55094.84051979105,43007.06728672553,6174.024976,4.363215382190189,3241.0,5660.212045859375,1.8773696334139092,1394.51171875,11834.237021859375,4635.51171875,20232.324839999997,348.6279296875,1.607826667761797,0.006331444235043533
1,cusparse,1417,5005,563.0727792207792,0.2831168831168831,123910.68020836705,128732.34790440118,123347.60742914627,91907.51335548471,16273.3514032,5.094234119408615,8169.0,10926.764180169532,1.6013789789855364,2567.935546875,27200.11558336953,10736.935546875,38774.69799,641.98388671875,6.1327363545507785,0.037454981397642036
2,cusparse,1417,5005,563.0727792207792,0.2831168831168831,191804.3868690723,198821.12271956482,191241.3140898515,141196.13324449162,16431.7508128,3.2902931618071585,8167.25,12886.214286150001,1.2080745245173539,2998.7135416666665,29317.96509895,11165.963541666666,56366.29180800001,749.6783854166666,13.717354890138251,0.03529170218191332
3,cusparse,1417,5005,563.0727792207792,0.2831168831168831,125868.3376426494,106313.60876836517,125305.26486342863,93217.77449111863,8345.9161792,2.5405004353530964,4172.0,7883.808541942858,1.1252063517947493,1847.8095238095239,16229.724721142858,6019.809523809524,37475.322141714285,461.95238095238096,48.31711348630754,0.18393439091029115
4,cusparse,1417,5005,563.0727792207792,0.2831168831168831,194948.11733362236,161757.83971754758,194385.04455440157,143682.250053135,8402.0965696,1.6431708145296713,4172.0,9845.753098576864,0.9028778295242377,2292.400930851064,18247.849668176867,6464.400930851064,55453.95918025532,573.100232712766,107.52034046924328,0.2051849707811984
5,cusparse,1417,5005,563.0727792207792,0.2831168831168831,278263.9082932358,222274.03346037157,277700.83551401505,204048.16791617006,20409.138150400002,2.8432469346410287,10108.0,15485.674305310398,1.0097546206291443,3589.769,35894.8124557104,13697.769,73209.6253568,897.44225,189.586531291848,0.2518957071197724
6,cusparse,1417,5005,563.0727792207792,0.2831168831168831,358849.5404940829,284185.50091008085,358286.46771486214,261769.2908898106,20468.004832000002,2.2805497939737283,10108.0,17355.827840906924,0.9051396103295419,4011.8182051483013,37823.83267290692,14119.818205148302,90355.69826598726,1002.9545512870753,296.97188185087407,0.26272993993323573
7,cusparse,1417,5005,563.0727792207792,0.2831168831168831,438681.23250628635,340433.3640650689,438118.1597270656,319076.8397925386,20518.554073600004,1.8849943436103929,10108.0,19338.321249708515,0.8315666338820717,4459.151595744681,39856.875323308515,14567.15159574468,108540.27093276595,1114.7878989361702,425.84918313790905,0.28859647382398984
8,cusparse,1417,5005,563.0727792207792,0.2831168831168831,258537.29511258256,202647.4517032825,257974.22233336177,188579.49194870578,10392.845708800001,1.6412187997050778,5138.0,11029.363805439443,0.8162220932107233,2555.265096689302,21422.209514239446,7693.265096689302,63270.22602608219,638.8162741723255,1162.4930292483125,0.2757984022968829
9,cusparse,1417,5005,563.0727792207792,0.2831168831168831,297467.99638696044,228985.38930420668,296904.9236077397,216629.01191998657,10414.1751616,1.4261381300443803,5138.0,12021.731093248312,0.771507596500237,2779.5386346586647,22435.906254848313,7917.538634658665,72379.15734156799,694.8846586646662,1513.997120311602,0.2990697672495372
10,cusparse,1417,5005,563.0727792207792,0.2831168831168831,335139.96650529664,261554.7133930265,334576.8937260759,243818.8807701013,10428.359564800001,1.2650994661783055,5138.0,12974.377524333924,0.7376336339560923,2995.781527531083,23402.737089133923,8133.781527531083,81143.39068305507,748.9453818827708,1915.7191376898325,0.28133789736641795
11,cusparse,1417,5005,563.0727792207792,0.2831168831168831,373299.83974461624,297411.9080449291,372736.7669653955,271333.3369734413,10440.852832000002,1.135406139317495,5138.0,13950.258113685475,0.7109695194210894,3217.316926770708,24391.110945685476,8355.316926770709,90128.88746726401,804.329231692677,2359.20577159272,0.255161039779964
12,cusparse,1417,5005,563.0727792207792,0.2831168831168831,411366.29650141636,327236.8324932476,410803.2237221956,298720.47992535506,10453.2298336,1.0301554666454582,5138.0,14906.121435563604,0.6884572964027749,3433.747335667796,25359.351269163606,8571.747335667797,98938.48942023257,858.436833916949,2853.946338755345,0.25709044842898227
13,cusparse,1417,5005,563.0727792207792,0.2831168831168831,241967.3490062368,193643.4206515392,241404.276227016,175356.71646652688,5627.27395193133,0.9405810497246174,2756.4377682403433,8529.11567526824,0.6695400559777432,1962.1334048640915,14156.389627199569,4718.571173104435,57962.165043502144,490.5333512160229,3160.167373314451,0.2495510985713084
14,cusparse,1417,5005,563.0727792207792,0.2831168831168831,315043.35759487667,253981.98194599157,314480.2848156559,228191.79055983777,15502.420217239069,1.989003334463665,7607.445348837209,13294.978614841672,0.7987113570561883,3054.873208615807,28797.39883208074,10662.318557453016,73664.45747717202,763.7183021539518,3156.675106860482,0.24041617118284236
15,cusparse,1417,5005,563.0727792207792,0.2831168831168831,393617.4230208175,333548.154571306,393054.35024159675,285086.2752739716,17987.635175337422,1.8459706808175103,8825.080145272386,16136.243825333217,0.7752358384880655,3706.1901780123444,34123.87900067064,12531.27032328473,92031.06506838658,926.5475445030861,3152.9752018914974,0.18009174275515252
16,cusparse,1417,5005,563.0727792207792,0.2831168831168831,18758.344380243194,23665.5448863788,18195.271601022414,15300.968323447534,2266.365232,5.241168532679356,1281.0,2857.5371524687503,3.123866605253591,763.5078125,5123.902384468751,2044.5078125,7277.74488,190.876953125,1.744908650878677,0.20735632877652643
