,appName,coreF,memF,cold_miss,c_to_m,modelled_cycle,real_cycle,mem_del,mem_lat,shm_del,shm_lat,compute_del,compute_lat,sm_del,sm_lat,insts,abe
249,scalarProd,1809,4000,600.752255,0.45225,61110.55292577778,53616.261155939996,60509.80067077778,212576.92915401465,1292.551168,987.0,1387.383104,617.0,2679.934272,1604.0,154.25,0.1397764709486371
244,scalarProd,1609,3500,602.4151485714285,0.45971428571428574,62221.78307759354,54595.89812797574,61619.36792902211,213036.94789764239,1294.471024,987.0,1389.483372,617.0,2683.954396,1604.0,154.25,0.13967871600431067
253,scalarProd,1909,4000,606.321755,0.47725,63907.51553061453,56802.266513901995,63301.193775614534,214085.49963873439,1293.620512,987.0,1388.552936,617.0,2682.173448,1604.0,154.25,0.12508742085095445
240,scalarProd,1709,3500,608.7802914285714,0.48828571428571427,65389.13614337579,57782.046800315235,64780.35585194722,214757.75695420092,1294.7913760000001,987.0,1389.833828,617.0,2684.625204,1604.0,154.25,0.13165143438669355
248,scalarProd,1809,3500,615.1454342857143,0.5168571428571429,68421.98765412862,60897.796529235755,67806.8422198429,216484.2448973846,1292.530864,987.0,1387.360892,617.0,2679.891756,1604.0,154.25,0.12355440678844036
252,scalarProd,1909,3500,621.5105771428572,0.5454285714285714,71634.53986444799,64538.072256293985,71013.02928730512,218209.96605153804,1293.679168,987.0,1388.617104,617.0,2682.2962719999996,1604.0,154.25,0.10995784906578038
263,scan,1609,5000,571.690604,0.3218,7938.8191482132725,7037.480176775864,7367.128544213272,18397.570510011345,1666.907776,756.0,960.029536,252.0,2626.937312,1008.0,63.0,0.1280769464064546
259,scan,1709,5000,576.146204,0.3418,8404.636834404897,7478.473914765002,7828.490630404896,18548.531301118048,1667.579968,756.0,960.421648,252.0,2628.001616,1008.0,63.0,0.12384383902327196
262,scan,1609,4500,579.6562266666667,0.35755555555555557,8814.809474104293,7932.66761819976,8235.153247437627,18666.817459437047,1672.77088,756.0,963.44968,252.0,2636.2205599999998,1008.0,63.0,0.11120368309402665
267,scan,1809,5000,580.601804,0.3618,8868.932714348648,7916.778488539037,8288.330910348648,18697.291694263527,1668.086272,756.0,960.716992,252.0,2628.803264,1008.0,63.0,0.12027041393011378
258,scan,1709,4500,584.6068933333333,0.37977777777777777,9336.051123027899,8436.925562568462,8751.444229694565,18832.080642407833,1673.788672,756.0,964.0433919999999,252.0,2637.8320639999997,1008.0,63.0,0.1065702848497949
271,scan,1909,5000,585.057404,0.3818,9334.782078138509,8360.17460575399,8749.72467413851,18849.42558170709,1668.499264,756.0,960.957904,252.0,2629.457168,1008.0,63.0,0.11657740637542838
266,scan,1809,4500,589.55756,0.402,9850.130925297053,8926.04038081976,9260.573365297054,18998.984514396398,1673.2685439999998,756.0,963.7399839999999,252.0,2637.008528,1008.0,63.0,0.10352748867941204
261,scan,1609,4000,589.613255,0.40225,9904.620032584255,9077.941048696153,9315.006777584254,19002.06376542456,1676.802304,756.0,965.801344,252.0,2642.6036480000002,1008.0,63.0,0.09106459046755273
270,scan,1909,4500,594.5082266666667,0.4242222222222222,10371.904926741478,9429.938879711539,9777.39670007481,19165.486764217152,1674.1360000000002,756.0,964.2460000000001,252.0,2638.3820000000005,1008.0,63.0,0.09989100237506028
257,scan,1709,4000,595.182755,0.42725,10492.667436986654,9644.261026892356,9897.484681986654,19189.334823755806,1677.446848,756.0,966.177328,252.0,2643.6241760000003,1008.0,63.0,0.08797007958708035
265,scan,1809,4000,600.752255,0.45225,11076.361153530483,10203.61705201731,10475.608898530483,19376.940081039174,1677.301696,756.0,966.092656,252.0,2643.3943520000003,1008.0,63.0,0.08553281616352187
260,scan,1609,3500,602.4151485714285,0.45971428571428574,11330.44408424892,10541.748899979568,10728.028935677492,19430.58230964456,1683.4672,756.0,969.6892,252.0,2653.1564,1008.0,63.0,0.07481635084960914
269,scan,1909,4000,606.321755,0.47725,11662.04921508023,10771.584123398272,11055.727460080228,19563.97958120074,1677.5263360000001,756.0,966.223696,252.0,2643.750032,1008.0,63.0,0.08266797914595213
256,scan,1709,3500,608.7802914285714,0.48828571428571427,12000.64430695067,11210.97292577601,11391.864015522098,19646.139607697758,1682.9384320000001,756.0,969.3807520000001,252.0,2652.3191840000004,1008.0,63.0,0.07043736403635989
264,scan,1809,3500,615.1454342857143,0.5168571428571429,12677.302239675295,11867.398425867115,12062.15680538958,19861.068598301074,1683.404992,756.0,969.652912,252.0,2653.0579040000002,1008.0,63.0,0.06824611298486866
268,scan,1909,3500,621.5105771428572,0.5454285714285714,13347.888083955388,12518.419728248942,12726.37750681253,20074.79391793949,1683.150976,756.0,969.504736,252.0,2652.6557119999998,1008.0,63.0,0.06625982941238784
279,sortingNetworks,1609,5000,571.690604,0.3218,8164.390575647025,6299.346429560297,7592.6999716470245,21957.891885632547,28.0,0.0,138.97648,40.0,166.97648,40.0,10.0,0.2960694679903341
275,sortingNetworks,1709,5000,576.146204,0.3418,8575.475235273087,6684.116343650486,7999.329031273087,22108.28709485371,28.0,0.0,138.96144,40.0,166.96144,40.0,10.0,0.2829631913004147
278,sortingNetworks,1609,4500,579.6562266666667,0.35755555555555557,8950.449511232502,7094.304038574373,8370.793284565836,22226.41393920133,28.0,0.0,139.49439999999998,40.0,167.49439999999998,40.0,10.0,0.2616388390694245
283,sortingNetworks,1809,5000,580.601804,0.3618,8991.646733573809,7086.960103025251,8411.044929573809,22258.249655346604,28.0,0.0,139.03232,40.0,167.03232,40.0,10.0,0.2687593273927835
274,sortingNetworks,1709,4500,584.6068933333333,0.37977777777777777,9416.615906949535,7546.967370307969,8832.009013616202,22393.036122850965,28.0,0.0,139.58320000000003,40.0,167.58320000000003,40.0,10.0,0.24773507621052185
287,sortingNetworks,1909,5000,585.057404,0.3818,9405.761281856778,7483.038901622047,8820.703877856778,22408.9962681379,28.0,0.0,139.05935999999997,40.0,167.05935999999997,40.0,10.0,0.25694405782361435
282,sortingNetworks,1809,4500,589.55756,0.402,9875.971289351824,7967.738804005969,9286.413729351825,22559.83819040678,28.0,0.0,139.56256,40.0,167.56256,40.0,10.0,0.2394948594934421
277,sortingNetworks,1609,4000,589.613255,0.40225,9927.563928358564,8101.063293193828,9337.950673358564,22561.99605037335,28.0,0.0,139.87279999999998,40.0,167.87279999999998,40.0,10.0,0.225464308703684
286,sortingNetworks,1909,4500,594.5082266666667,0.4242222222222222,10338.332001160112,8429.245648969578,9743.823774493445,22727.03516000398,28.0,0.0,139.58256,40.0,167.58256,40.0,10.0,0.2264836536616901
273,sortingNetworks,1709,4000,595.182755,0.42725,10451.204667784697,8626.045926893828,9856.021912784698,22749.98698925464,28.0,0.0,139.9064,40.0,167.9064,40.0,10.0,0.2115869491490285
281,sortingNetworks,1809,4000,600.752255,0.45225,10972.512391958513,9123.633458348062,10371.760136958514,22937.10063549298,28.0,0.0,139.91248000000002,40.0,167.91248000000002,40.0,10.0,0.20264721747657885
276,sortingNetworks,1609,3500,602.4151485714285,0.45971428571428574,11201.869069632083,9472.867905669766,10599.453921060654,22993.922120092728,28.0,0.0,140.38320000000002,40.0,168.38320000000002,40.0,10.0,0.18252140546871382
285,sortingNetworks,1909,4000,606.321755,0.47725,11498.327489644309,9619.379574168437,10892.005734644308,23125.271798906924,28.0,0.0,139.9664,40.0,167.9664,40.0,10.0,0.1953294285757822
272,sortingNetworks,1709,3500,608.7802914285714,0.48828571428571427,11806.33926018786,10068.988820378905,11197.55896875929,23208.14472994984,28.0,0.0,140.44,40.0,168.44,40.0,10.0,0.1725446785969892
280,sortingNetworks,1809,3500,615.1454342857143,0.5168571428571429,12410.261974156369,10664.725768381126,11795.116539870654,23422.337238635322,28.0,0.0,140.48512,40.0,168.48512,40.0,10.0,0.16367380124770053
284,sortingNetworks,1909,3500,621.5105771428572,0.5454285714285714,13001.608269511276,11243.577476975155,12380.09769236842,23638.40653166535,28.0,0.0,140.37279999999998,40.0,168.37279999999998,40.0,10.0,0.15635866752697308
295,transpose,1609,5000,571.690604,0.3218,2612.9524522622687,2404.623263118262,2041.2618482622686,5491.731115946497,550.297792,252.0,178.099264,48.0,728.397056,300.0,12.0,0.08663693491588784
291,transpose,1709,5000,576.146204,0.3418,2726.37646069503,2554.043393322729,2150.2302566950298,5529.25912101199,550.156672,252.0,178.052224,48.0,728.208896,300.0,12.0,0.06747460431676572
294,transpose,1609,4500,579.6562266666667,0.35755555555555557,2844.274915664657,2716.990590044251,2264.61868899799,5558.905095199727,555.588928,252.0,179.862976,48.0,735.451904,300.0,12.0,0.04684754010073069
299,transpose,1809,5000,580.601804,0.3618,2840.4623403938062,2702.631384154468,2259.8605363938063,5566.804020400172,550.1802879999999,252.0,178.060096,48.0,728.240384,300.0,12.0,0.050998799557883265
290,transpose,1709,4500,584.6068933333333,0.37977777777777777,2974.2837793668505,2889.097484263269,2389.676886033517,5600.615330013264,555.986368,252.0,179.995456,48.0,735.981824,300.0,12.0,0.02948543466171902
303,transpose,1909,5000,585.057404,0.3818,2955.5385672204206,2854.8282347648433,2370.4811632204205,5604.33282049407,550.4216319999999,252.0,178.14054399999998,48.0,728.5621759999999,300.0,12.0,0.03527719504423111
298,transpose,1809,4500,589.55756,0.402,3102.70971626396,3058.3095542546266,2513.15215626396,5642.309721156931,556.014016,252.0,180.004672,48.0,736.018688,300.0,12.0,0.014517877023784414
