appName,coreF,memF,argNo,kernel,time/ms,blocks,achieved_occupancy,sm_efficiency,warp_execution_efficiency,eligible_warps_per_cycle,dram_read_transactions,dram_read_throughput,dram_write_transactions,dram_write_throughput,l2_read_transactions,l2_read_throughput,l2_write_transactions,l2_write_throughput,shared_load_transactions,shared_load_throughput,shared_store_transactions,shared_store_throughput,tex_cache_hit_rate,tex_cache_throughput,tex_cache_transactions,branch_efficiency,cf_executed,cf_issued,flop_count_sp,flop_sp_efficiency,gld_throughput,gld_transactions,gst_throughput,gst_transactions,inst_issued,inst_per_warp,ipc
fastWalshTransform,1800,4000,input00,fwtBatch1Kernel,5.111349,(4096 1 1) (512 1 1),0.968844,1,0.9828,2.549837,1048616,108.06,1048620,108.62,1048678,115.37,1048589,115.33,3407872,1407.4,3407872,1409.5,0.5,108.42,1048576,1,1638400,1638400,92274688,0.0312,108.53,2097152,108.53,1048576,20126692,307,1.778259
fastWalshTransform,1800,4500,input00,fwtBatch1Kernel,4.543195,(4096 1 1) (512 1 1),0.965618,1,0.9819,2.744294,1048609,115.62,1048602,115.57,1048698,115.78,1048589,115.75,3407872,1505,3407872,1505.7,0.5,115.82,1048576,1,1638400,1638400,92274688,0.0336,115.94,2097152,115.94,1048576,20126750,307,1.905544
fastWalshTransform,1800,5000,input00,fwtBatch1Kernel,4.10304,(4096 1 1) (512 1 1),0.963951,1,0.9814,2.923444,1048587,122.34,1048639,122.61,1048689,122.55,1048589,122.53,3407872,1592.7,3407872,1594.4,0.5,122.64,1048576,1,1638400,1638400,92274688,0.0354,122.82,2097152,122.82,1048576,20126769,307,2.022463
fastWalshTransform,1900,3500,input00,fwtBatch1Kernel,5.89794,(4096 1 1) (512 1 1),0.971118,1,0.9839,2.335573,1048598,99.782,1048576,99.543,1048727,99.912,1048589,99.882,3407872,1297,3407872,1295.4,0.5,99.645,1048576,1,1638400,1638400,92274688,0.0287,99.847,2097152,99.847,1048576,20126779,307,1.62774
fastWalshTransform,1900,4000,input00,fwtBatch1Kernel,5.089901,(4096 1 1) (512 1 1),0.969328,1,0.9827,2.548991,1048594,108.43,1048679,108.2,1048691,108.54,1048589,108.52,3407872,1407.7,3407872,1410,0.5,108.46,1048576,1,1638400,1638400,92274688,0.0313,108.34,2097152,108.34,1048576,20126752,307,1.770771
fastWalshTransform,1900,4500,input00,fwtBatch1Kernel,4.536884,(4096 1 1) (512 1 1),0.965723,1,0.982,2.744638,1048593,116.11,1048686,115.47,1048689,116.11,1048589,116.09,3407872,1505.1,3407872,1508.9,0.5,116.07,1048576,1,1638400,1638400,92274688,0.0335,115.79,2097152,115.79,1048576,20126736,307,1.899896
fastWalshTransform,1900,5000,input00,fwtBatch1Kernel,4.070272,(4096 1 1) (512 1 1),0.963936,1,0.9811,2.929026,1048603,123.01,1048567,122.87,1048680,122.76,1048589,122.73,3407872,1595.3,3407872,1595.7,0.5,122.74,1048576,1,1638400,1638400,92274688,0.0355,122.57,2097152,122.57,1048576,20126757,307,2.010305
histogram,1600,3500,input00,histogram256Kernel,0.722561,(240 1 1) (192 1 1),0.801457,0.6612,0.9434,2.099821,2097189,94.015,8474,0.39196,2097308,85.954,7693,0.32139,17327488,2840.7,8669504,1419.7,0.5,85.853,2097152,0.773,10767200,10767200,0,0,95.062,4194304,0.35572,7680,49263512,3.42E+04,1.805861
histogram,1600,4000,input00,histogram256Kernel,0.709355,(240 1 1) (192 1 1),0.801737,0.6612,0.9346,2.19617,2097190,85.733,8294,0.34618,2097304,85.703,7693,0.32043,17327488,2832.9,8669504,1416.4,0.5,85.657,2097152,0.773,10767200,10767200,0,0,95.044,4194304,0.35572,7680,49263496,3.42E+04,1.815429
histogram,1600,4500,input00,histogram256Kernel,0.715515,(240 1 1) (192 1 1),0.80207,0.6612,0.9272,2.208575,2097216,85.801,8379,0.35,2097334,85.73,7693,0.32139,17327488,2834.3,8669504,1422.5,0.5,86.024,2097152,0.773,10767200,10767200,0,0,95.889,4194304,0.35858,7680,49263522,3.42E+04,1.823727
histogram,1600,5000,input00,histogram256Kernel,0.711803,(240 1 1) (192 1 1),0.802371,0.6612,0.9258,2.225218,2097166,87.041,8771,0.41103,2097289,85.832,7693,0.32139,17327488,2836.2,8669504,1419.1,0.5,85.82,2097152,0.773,10767200,10767200,0,0,96.071,4194304,0.35954,7680,49263496,3.42E+04,1.836775
histogram,1700,3500,input00,histogram256Kernel,0.700701,(240 1 1) (192 1 1),0.801409,0.6612,0.9302,2.067819,2097183,97.378,8393,0.35381,2097368,86.489,7693,0.32425,17327488,2861.4,8669504,1431.4,0.5,86.565,2097152,0.773,10767200,10767200,0,0,97.92,4194304,0.36621,7680,49263521,3.42E+04,1.8038
histogram,1700,4000,input00,histogram256Kernel,0.690332,(240 1 1) (192 1 1),0.801953,0.6612,0.9207,2.189508,2097209,86.705,8312,0.35095,2097313,86.672,7693,0.32425,17327488,2866.8,8669504,1433.6,0.5,86.696,2097152,0.773,10767200,10767200,0,0,98.519,4194304,0.36812,7680,49263511,3.42E+04,1.810313
histogram,1700,4500,input00,histogram256Kernel,0.695033,(240 1 1) (192 1 1),0.801859,0.6612,0.9379,2.20236,2097188,86.703,8346,0.35286,2097354,86.68,7693,0.3252,17327488,2865.4,8669504,1433.8,0.5,86.71,2097152,0.773,10767200,10767200,0,0,86.708,4194304,0.32425,7680,49263539,3.42E+04,1.824577
histogram,1700,5000,input00,histogram256Kernel,0.680875,(240 1 1) (192 1 1),0.802617,0.6612,0.917,2.225251,2097201,86.776,8551,0.36144,2097338,86.75,7693,0.3252,17327488,2865.9,8669504,1434,0.5,86.721,2097152,0.773,10767200,10767200,0,0,101.69,4194304,0.38052,7680,49263489,3.42E+04,1.838056
histogram,1800,3500,input00,histogram256Kernel,0.674453,(240 1 1) (192 1 1),0.801481,0.6612,0.9204,2.172999,2097161,86.305,8772,0.42534,2097366,86.281,7693,0.3233,17327488,2852.7,8669504,1426.6,0.5,86.275,2097152,0.773,10767200,10767200,0,0,101.05,4194304,0.37766,7680,49263515,3.42E+04,1.803139
histogram,1800,4000,input00,histogram256Kernel,0.66878,(240 1 1) (192 1 1),0.802227,0.6612,0.9116,2.097462,2097227,102.28,8788,0.43869,2097294,86.393,7693,0.3233,17327488,2858,8669504,1430.5,0.5,86.507,2097152,0.773,10767200,10767200,0,0,86.447,4194304,0.3233,7680,49263535,3.42E+04,1.813801
histogram,1800,4500,input00,histogram256Kernel,0.644677,(240 1 1) (192 1 1),0.802448,0.6612,0.9142,2.203771,2097167,86.426,8379,0.35286,2097327,86.461,7693,0.3233,17327488,2857.4,8669504,1430.1,0.5,86.486,2097152,0.773,10767200,10767200,0,0,106.08,4194304,0.39673,7680,49263504,3.42E+04,1.82434
histogram,1800,5000,input00,histogram256Kernel,0.632583,(240 1 1) (192 1 1),0.802758,0.6612,0.925,2.223195,2097164,86.365,8677,0.46253,2097288,86.392,7693,0.3233,17327488,2855.2,8669504,1804.7,0.5,109.14,2097152,0.773,10767200,10767200,0,0,109.39,4194304,0.40913,7680,49263487,3.42E+04,1.835659
histogram,1900,3500,input00,histogram256Kernel,0.652728,(240 1 1) (192 1 1),0.801872,0.6612,0.9143,2.170782,2097178,86.674,8411,0.35477,2097353,103.92,7693,0.3891,17327488,2867.3,8669504,1718.7,0.5,103.93,2097152,0.773,10767200,10767200,0,0,103.99,4194304,0.3891,7680,49263505,3.42E+04,1.803053
histogram,1900,4000,input00,histogram256Kernel,0.634898,(240 1 1) (192 1 1),0.801527,0.6612,0.9411,2.185547,2097176,86.715,8307,0.35,2097333,107.35,7693,0.40245,17327488,2868.2,8669504,1433.7,0.5,86.701,2097152,0.773,10767200,10767200,0,0,86.654,4194304,0.32425,7680,49263518,3.42E+04,1.80951
histogram,1900,4500,input00,histogram256Kernel,0.600121,(240 1 1) (192 1 1),0.801979,0.6612,0.9354,2.205299,2097199,86.688,8665,0.48065,2097320,86.806,7693,0.3252,17327488,2873.5,8669504,1434.8,0.5,86.768,2097152,0.773,10767200,10767200,0,0,113.93,4194304,0.42629,7680,49263503,3.42E+04,1.822069
histogram,1900,5000,input00,histogram256Kernel,0.596837,(240 1 1) (192 1 1),0.802757,0.6612,0.9265,2.229928,2097211,114.88,8561,0.3624,2097293,114.87,7693,0.43011,17327488,2871.5,8669504,1436.2,0.5,86.853,2097152,0.773,10767200,10767200,0,0,115.01,4194304,0.43011,7680,49263553,3.42E+04,1.838577
matrixMul,1600,3500,input00,matrixMulCUDA,1.487174,(32 32 1) (32 32 1),0.990587,1,0.9643,1.844686,2570653,47.531,131822,2.4391,8388769,155.14,131085,2.4233,50331648,3723.2,2097152,155.08,0.5,155.08,8388608,1,1114112,1114112,2147483648,0.1308,155.11,16777216,2.4224,131072,97951496,2.99E+03,1.592119
matrixMul,1600,4000,input00,matrixMulCUDA,1.478095,(32 32 1) (32 32 1),0.989926,1,0.9644,1.859058,2571067,48.071,131842,2.4587,8388863,156.53,131085,2.4447,50331648,3759.5,2097152,156.6,0.5,156.6,8388608,1,1114112,1114112,2147483648,0.1318,156.83,16777216,2.4494,131072,97951360,2.99E+03,1.607661
matrixMul,1600,4500,input00,matrixMulCUDA,1.465721,(32 32 1) (32 32 1),0.989235,1,0.9684,1.870967,2572779,49.303,131832,2.5202,8388773,160.4,131088,2.5053,50331648,3854.6,2097152,160.22,0.5,160.22,8388608,1,1114112,1114112,2147483648,0.1332,160.12,16777216,2.5006,131072,97951319,2.99E+03,1.617064
matrixMul,1600,5000,input00,matrixMulCUDA,1.462865,(32 32 1) (32 32 1),0.988821,1,0.973,1.877549,2573387,49.733,131831,2.5369,8388809,162.05,131085,2.5313,50331648,3887.7,2097152,162.2,0.5,162.2,8388608,1,1114112,1114112,2147483648,0.1349,161.86,16777216,2.5285,131072,97951310,2.99E+03,1.624251
matrixMul,1700,3500,input00,matrixMulCUDA,1.409201,(32 32 1) (32 32 1),0.9906,1,0.964,1.843809,2570235,47.96,131824,2.4559,8388768,156.53,131085,2.4447,50331648,3753.4,2097152,156.6,0.5,156.6,8388608,1,1114112,1114112,2147483648,0.131,156.47,16777216,2.4438,131072,97951394,2.99E+03,1.592495
matrixMul,1700,4000,input00,matrixMulCUDA,1.404329,(32 32 1) (32 32 1),0.989999,1,0.9642,1.859582,2571087,48.581,131840,2.4866,8388841,158.26,131085,2.4717,50331648,3793.7,2097152,158.09,0.5,158.09,8388608,1,1114112,1114112,2147483648,0.1317,158.23,16777216,2.4717,131072,97951339,2.99E+03,1.606453
matrixMul,1700,4500,input00,matrixMulCUDA,1.386016,(32 32 1) (32 32 1),0.989106,1,0.9677,1.869659,2571860,48.842,131865,2.5136,8388869,159.77,131085,2.4959,50331648,3842.4,2097152,159.9,0.5,159.9,8388608,1,1114112,1114112,2147483648,0.1324,159.59,16777216,2.4922,131072,97951342,2.99E+03,1.618384
matrixMul,1700,5000,input00,matrixMulCUDA,1.388499,(32 32 1) (32 32 1),0.988675,1,0.972,1.877082,2573863,49.767,131841,2.536,8388811,161.35,131085,2.5202,50331648,3865.6,2097152,161.65,0.5,161.65,8388608,1,1114112,1114112,2147483648,0.1341,161.55,16777216,2.523,131072,97951324,2.99E+03,1.624551
matrixMul,1800,3500,input00,matrixMulCUDA,1.334479,(32 32 1) (32 32 1),0.990824,1,0.9651,1.842597,2570825,48.011,131842,2.4578,8388915,156.68,131085,2.4475,50331648,3758.6,2097152,156.61,0.5,156.61,8388608,1,1114112,1114112,2147483648,0.1307,156.54,16777216,2.4447,131072,97951354,2.99E+03,1.591755
matrixMul,1800,4000,input00,matrixMulCUDA,1.325252,(32 32 1) (32 32 1),0.989723,1,0.9675,1.860383,2570405,48.423,131822,2.4857,8388747,158.13,131085,2.4699,50331648,3798.7,2097152,158.24,0.5,158.24,8388608,1,1114112,1114112,2147483648,0.1318,158.02,16777216,2.468,131072,97951333,2.99E+03,1.608323
matrixMul,1800,4500,input00,matrixMulCUDA,1.317943,(32 32 1) (32 32 1),0.989706,1,0.9684,1.872229,2571050,48.929,131851,2.5164,8388839,159.76,131085,2.4959,50331648,3836.7,2097152,159.83,0.5,159.83,8388608,1,1114112,1114112,2147483648,0.1325,159.53,16777216,2.4913,131072,97951312,2.99E+03,1.617457
matrixMul,1800,5000,input00,matrixMulCUDA,1.316856,(32 32 1) (32 32 1),0.988464,1,0.9765,1.877629,2573271,49.595,131829,2.5369,8388829,161.41,131085,2.5211,50331648,3873.5,2097152,161.61,0.5,161.61,8388608,1,1114112,1114112,2147483648,0.1332,161.71,16777216,2.5257,131072,97951350,2.99E+03,1.624798
matrixMul,1900,3500,input00,matrixMulCUDA,1.274363,(32 32 1) (32 32 1),0.990731,1,0.9642,1.840601,2571096,48.133,131829,2.4661,8388740,156.78,131085,2.4484,50331648,3764.8,2097152,156.95,0.5,156.95,8388608,1,1114112,1114112,2147483648,0.1303,156.99,16777216,2.4522,131072,97951408,2.99E+03,1.591201
matrixMul,1900,4000,input00,matrixMulCUDA,1.262469,(32 32 1) (32 32 1),0.990122,1,0.9642,1.859071,2571802,48.839,131843,2.4885,8388822,158.5,131085,2.4755,50331648,3805.4,2097152,158.66,0.5,158.66,8388608,1,1114112,1114112,2147483648,0.1313,158.54,16777216,2.4764,131072,97951316,2.99E+03,1.606632
matrixMul,1900,4500,input00,matrixMulCUDA,1.255336,(32 32 1) (32 32 1),0.989043,1,0.9699,1.870631,2572257,49.174,131828,2.5118,8388848,160.3,131085,2.5043,50331648,3852.6,2097152,160.33,0.5,160.33,8388608,1,1114112,1114112,2147483648,0.1326,160.35,16777216,2.5043,131072,97951317,2.99E+03,1.617557
matrixMul,1900,5000,input00,matrixMulCUDA,1.249266,(32 32 1) (32 32 1),0.988503,1,0.9752,1.877558,2573017,49.512,131823,2.5444,8388798,161.51,131085,2.523,50331648,3884.9,2097152,162.19,0.5,162.19,8388608,1,1114112,1114112,2147483648,0.1334,161.97,16777216,2.5295,131072,97951307,2.99E+03,1.624896
matrixMul(Global),1600,3500,input00,matrixMulCUDA,1.475915,(32 32 1) (32 32 1),0.954251,1,0.983,3.895167,2584435,13.093,131962,0.68378,167772550,920.06,131085,0.73528,0,0,0,0,0.5833,1361,268435456,1,8552448,8552448,2147483648,0.036,849.99,402653184,0.67902,131072,579984733,1.77E+04,2.544102
matrixMul(Global),1600,4000,input00,matrixMulCUDA,1.480911,(32 32 1) (32 32 1),0.947751,1,0.9829,3.912221,2598532,13.179,131969,0.68569,167772509,851.94,131085,0.68092,0,0,0,0,0.5833,1363.2,268435456,1,8552448,8552448,2147483648,0.0363,852.37,402653184,0.68092,131072,579984707,1.77E+04,2.552208
matrixMul(Global),1600,4500,input00,matrixMulCUDA,1.460997,(32 32 1) (32 32 1),0.945554,1,0.9838,3.922525,2619346,13.321,132004,0.68665,167772683,853.87,131085,0.68188,0,0,0,0,0.5833,1366.8,268435456,1,8552448,8552448,2147483648,0.0363,853.8,402653184,0.68188,131072,579984552,1.77E+04,2.557109
matrixMul(Global),1600,5000,input00,matrixMulCUDA,1.442466,(32 32 1) (32 32 1),0.943182,1,0.9835,3.90613,2623103,13.483,131983,0.69332,167772484,863.44,131085,0.68951,0,0,0,0,0.5833,1382.5,268435456,1,8552448,8552448,2147483648,0.0363,863.39,402653184,0.68951,131072,579984857,1.77E+04,2.551542
matrixMul(Global),1700,3500,input00,matrixMulCUDA,1.399922,(32 32 1) (32 32 1),0.95552,1,0.9829,3.879842,2585044,13.178,131951,0.68855,167772507,856.52,131085,0.68474,0,0,0,0,0.5833,1370.9,268435456,1,8552448,8552448,2147483648,0.0357,856.18,402653184,0.68378,131072,579984703,1.77E+04,2.541074
matrixMul(Global),1700,4000,input00,matrixMulCUDA,1.390965,(32 32 1) (32 32 1),0.947842,1,0.983,3.89963,2595875,13.272,131968,0.69141,167772470,945.52,131085,0.75531,0,0,0,0,0.5833,1374.7,268435456,1,8552448,8552448,2147483648,0.036,859.51,402653184,0.68665,131072,579984684,1.77E+04,2.546178
matrixMul(Global),1700,4500,input00,matrixMulCUDA,1.390492,(32 32 1) (32 32 1),0.94492,1,0.9839,3.907113,2609390,13.372,131988,0.69237,167772578,859.45,131085,0.68665,0,0,0,0,0.5833,1375.4,268435456,1,8552448,8552448,2147483648,0.0361,859.63,402653184,0.68665,131072,579984459,1.77E+04,2.549586
matrixMul(Global),1700,5000,input00,matrixMulCUDA,1.374451,(32 32 1) (32 32 1),0.942962,1,0.9832,3.911932,2624465,13.451,132028,0.69237,167772739,928.78,131085,0.74196,0,0,0,0,0.5833,1376.6,268435456,1,8552448,8552448,2147483648,0.0362,859.91,402653184,0.68665,131072,579984630,1.77E+04,2.552123
matrixMul(Global),1800,3500,input00,matrixMulCUDA,1.335084,(32 32 1) (32 32 1),0.955377,1,0.9826,3.900872,2583186,13.223,131947,0.69141,167772613,858.8,131085,0.68569,0,0,0,0,0.5833,1374.2,268435456,1,8552448,8552448,2147483648,0.0358,859.2,402653184,0.68665,131072,579984713,1.77E+04,2.546835
matrixMul(Global),1800,4000,input00,matrixMulCUDA,1.328874,(32 32 1) (32 32 1),0.947197,1,0.9828,3.908928,2602879,13.343,131996,0.69237,167772600,861.46,131088,0.68855,0,0,0,0,0.5833,1377.4,268435456,1,8552448,8552448,2147483648,0.0359,860.81,402653184,0.6876,131072,579984580,1.77E+04,2.554584
matrixMul(Global),1800,4500,input00,matrixMulCUDA,1.318013,(32 32 1) (32 32 1),0.944309,1,0.9822,3.920277,2615097,13.446,131985,0.69332,167772545,970.53,131088,0.77534,0,0,0,0,0.5833,1380.3,268435456,1,8552448,8552448,2147483648,0.0362,862.81,402653184,0.68951,131072,579984789,1.77E+04,2.556684
matrixMul(Global),1800,5000,input00,matrixMulCUDA,1.29962,(32 32 1) (32 32 1),0.94499,1,0.9832,3.92483,2621584,13.474,131983,0.69427,167772548,1072.7,131085,0.85735,0,0,0,0,0.5833,1381,268435456,1,8552448,8552448,2147483648,0.0362,863.1,402653184,0.68951,131072,579984374,1.77E+04,2.557815
matrixMul(Global),1900,3500,input00,matrixMulCUDA,1.2681,(32 32 1) (32 32 1),0.956153,1,0.983,3.898246,2579394,13.245,131946,0.69332,167772583,984.54,131085,0.78678,0,0,0,0,0.5833,1380.1,268435456,1,8552448,8552448,2147483648,0.0358,862.95,402653184,0.68951,131072,579984622,1.77E+04,2.546692
matrixMul(Global),1900,4000,input00,matrixMulCUDA,1.263608,(32 32 1) (32 32 1),0.949135,1,0.9829,3.913199,2607758,13.438,131959,0.69523,167772625,964.92,131085,0.77152,0,0,0,0,0.5833,1384.3,268435456,1,8552448,8552448,2147483648,0.0359,865.65,402653184,0.69141,131072,579984441,1.77E+04,2.556932
matrixMul(Global),1900,4500,input00,matrixMulCUDA,1.253538,(32 32 1) (32 32 1),0.943562,1,0.9834,3.923526,2616412,13.499,131968,0.69618,167772818,914.18,131085,0.73051,0,0,0,0,0.5833,1386.5,268435456,1,8552448,8552448,2147483648,0.0362,866.59,402653184,0.69237,131072,579984772,1.77E+04,2.56141
matrixMul(Global),1900,5000,input00,matrixMulCUDA,1.246792,(32 32 1) (32 32 1),0.943809,1,0.9836,3.926726,2620932,13.522,131967,0.85258,167772509,1024.7,131085,0.81921,0,0,0,0,0.5833,1764.4,268435456,1,8552448,8552448,2147483648,0.0362,1122.7,402653184,0.89741,131072,579984681,1.77E+04,2.561551
mergeSort,1600,3500,input00,mergeElementaryIntervalsKernel,1.372758,(8192 1 1) (128 1 1),0.928467,0.8476,0.9501,2.400596,258068,97.443,231466,87.31,330583,119.79,317406,114.91,878820,1327.9,285718,413.8,0.4705,114.55,316360,1,506745,506745,0,0,119.69,612071,114.97,317393,5780158,176.337762,1.945797
mergeSort,1600,4000,input00,mergeElementaryIntervalsKernel,1.292391,(8192 1 1) (128 1 1),0.924547,0.8476,0.948,2.624489,258092,104.14,231767,93.458,330585,128.33,317406,123.13,878820,1416.3,285718,443.34,0.4705,122.72,316360,1,506745,506745,0,0,128.28,612071,123.22,317393,5780176,176.337762,2.081188
mergeSort,1600,4500,input00,mergeElementaryIntervalsKernel,1.232017,(8192 1 1) (128 1 1),0.922577,0.8476,0.9463,2.789672,258134,108.82,231730,97.708,330586,134.69,317406,129.2,878820,1481.9,285718,465.18,0.4705,128.77,316360,1,506745,506745,0,0,134.58,612071,129.27,317393,5780172,176.337762,2.186139
mergeSort,1600,5000,input00,mergeElementaryIntervalsKernel,1.198117,(8192 1 1) (128 1 1),0.920074,0.8476,0.945,2.902605,258152,113.09,231602,101.34,330587,140.19,317406,134.47,878820,1539.5,285718,484.56,0.4705,134.13,316360,1,506745,506745,0,0,140.23,612071,134.69,317393,5780182,176.337762,2.250998
mergeSort,1700,3500,input00,mergeElementaryIntervalsKernel,1.330632,(8192 1 1) (128 1 1),0.92872,0.8476,0.95,2.386751,258078,97.715,231472,87.629,330589,120.31,317406,115.42,878820,1332.2,285718,415.52,0.4705,115.02,316360,1,506745,506745,0,0,120.16,612071,115.42,317393,5780149,176.337762,1.936972
mergeSort,1700,4000,input00,mergeElementaryIntervalsKernel,1.243205,(8192 1 1) (128 1 1),0.924497,0.8476,0.9481,2.611032,258101,104.45,231672,93.656,330588,128.96,317406,123.71,878820,1423.1,285718,445.29,0.4705,123.26,316360,1,506745,506745,0,0,128.82,612071,123.74,317393,5780177,176.337762,2.077484
mergeSort,1700,4500,input00,mergeElementaryIntervalsKernel,1.188686,(8192 1 1) (128 1 1),0.922412,0.8476,0.9462,2.779284,258150,109.29,231663,98.073,330587,135.23,317406,129.72,878820,1488,285718,502.31,0.4705,139.05,316360,1,506745,506745,0,0,135.28,612071,129.94,317393,5780155,176.337762,2.178902
mergeSort,1700,5000,input00,mergeElementaryIntervalsKernel,1.152153,(8192 1 1) (128 1 1),0.919931,0.8476,0.9444,2.904109,258164,112.62,231637,101.05,330586,139.82,317406,134.11,878820,1533.3,285718,483.11,0.4705,133.73,316360,1,506745,506745,0,0,139.88,612071,134.36,317393,5780175,176.337762,2.250345
mergeSort,1800,3500,input00,mergeElementaryIntervalsKernel,1.302571,(8192 1 1) (128 1 1),0.92883,0.8476,0.9504,2.386982,258087,97.79,231510,87.7,330589,120.27,317406,115.37,878820,1331.5,285718,415.59,0.4705,115.04,316360,1,506745,506745,0,0,120.28,612071,115.53,317393,5780168,176.337762,1.93743
mergeSort,1800,4000,input00,mergeElementaryIntervalsKernel,1.217629,(8192 1 1) (128 1 1),0.924518,0.8476,0.9478,2.612685,258099,104.54,231701,93.739,330586,129.01,317409,123.76,878820,1423.8,285718,445.44,0.4705,123.3,316360,1,506745,506745,0,0,128.98,612071,123.89,317393,5780171,176.337762,2.079325
mergeSort,1800,4500,input00,mergeElementaryIntervalsKernel,1.152273,(8192 1 1) (128 1 1),0.922586,0.8476,0.946,2.78246,258124,109.29,231694,98.055,330590,135.36,317406,129.86,878820,1488.5,285718,467.52,0.4705,129.41,316360,1,506745,506745,0,0,135.32,612071,129.98,317393,5780175,176.337762,2.180517
mergeSort,1800,5000,input00,mergeElementaryIntervalsKernel,1.118237,(8192 1 1) (128 1 1),0.921796,0.8476,0.9437,2.906673,258181,112.62,231601,101,330586,139.78,317406,134.1,878820,1533.8,285718,483.21,0.4705,133.76,316360,1,506745,506745,0,0,139.84,612071,134.32,317393,5780180,176.337762,2.251455
mergeSort,1900,3500,input00,mergeElementaryIntervalsKernel,1.271854,(8192 1 1) (128 1 1),0.928748,0.8476,0.9505,2.381712,258059,97.972,231534,87.87,330586,120.57,317406,115.67,878820,1335.7,285718,416.41,0.4705,115.27,316360,1,506745,506745,0,0,120.5,612071,115.74,317393,5780159,176.337762,1.933438
mergeSort,1900,4000,input00,mergeElementaryIntervalsKernel,1.185246,(8192 1 1) (128 1 1),0.924599,0.8476,0.948,2.605409,258105,104.71,231620,94.031,330586,129.21,317406,123.95,878820,1426.6,285718,466.32,0.4705,129.08,316360,1,506745,506745,0,0,129.18,612071,124.08,317393,5780175,176.337762,2.074436
mergeSort,1900,4500,input00,mergeElementaryIntervalsKernel,1.122487,(8192 1 1) (128 1 1),0.922705,0.8476,0.9462,2.778612,258128,109.63,231695,98.345,330585,135.68,317406,130.15,878820,1493.8,285718,468.83,0.4705,129.78,316360,1,506745,506745,0,0,135.55,612071,130.2,317393,5780183,176.337762,2.179344
mergeSort,1900,5000,input00,mergeElementaryIntervalsKernel,1.075145,(8192 1 1) (128 1 1),0.92006,0.8476,0.9447,2.901732,258170,112.9,231608,101.29,330586,140.15,317406,134.45,878820,1539,285718,484.33,0.4705,134.07,316360,1,506745,506745,0,0,140.21,612071,134.67,317393,5780170,176.337762,2.251779
reduction,1600,3500,input00,reduce2,0.590541,(65536 1 1) (256 1 1),0.913873,0.9541,0.9939,2.221072,2097192,107.27,9461,0.49496,2097275,107.09,65549,3.3462,1638400,335.19,1310720,267.67,0.4923,107.07,2097152,1,16056320,16056320,16711680,0.0028,107.28,4194304,3.3518,65536,47254582,90.125,2.059573
reduction,1600,4000,input00,reduce2,0.586311,(65536 1 1) (256 1 1),0.913283,0.9541,0.9937,2.23545,2097176,107.95,9461,0.49782,2097273,107.83,65549,3.3695,1638400,337.42,1310720,269.56,0.4923,107.82,2097152,1,16056320,16056320,16711680,0.0028,107.84,4194304,3.3686,65536,47254599,90.125,2.070265
reduction,1600,4500,input00,reduce2,0.56579,(65536 1 1) (256 1 1),0.912902,0.9541,0.9938,2.246486,2097224,108.19,9460,0.49877,2097268,108.09,65549,3.377,1638400,338.17,1310720,270.27,0.4923,108.11,2097152,1,16056320,16056320,16711680,0.0029,108.09,4194304,3.377,65536,47254557,90.125,2.078375
reduction,1600,5000,input00,reduce2,0.56763,(65536 1 1) (256 1 1),0.912612,0.9541,0.9938,2.253133,2097189,109.8,9461,0.5064,2097261,109.73,65549,3.4282,1638400,343.09,1310720,274.29,0.4923,109.71,2097152,1,16056320,16056320,16711680,0.0029,108.62,4194304,3.3937,65536,47254585,90.125,2.084366
reduction,1700,3500,input00,reduce2,0.559705,(65536 1 1) (256 1 1),0.913837,0.9541,0.9937,2.220119,2097206,108.31,9460,0.49877,2097330,108.12,65549,3.3779,1638400,338.56,1310720,270.29,0.4923,108.12,2097152,1,16056320,16056320,16711680,0.0028,108.12,4194304,3.3779,65536,47254558,90.125,2.058968
reduction,1700,4000,input00,reduce2,0.556815,(65536 1 1) (256 1 1),0.913289,0.9541,0.9939,2.234708,2097170,108.83,9461,0.50259,2097267,108.72,65549,3.3965,1638400,340.24,1310720,271.74,0.4923,108.7,2097152,1,16056320,16056320,16711680,0.0028,108.73,4194304,3.3965,65536,47254648,90.125,2.069713
reduction,1700,4500,input00,reduce2,0.531124,(65536 1 1) (256 1 1),0.912865,0.9541,0.9937,2.245488,2097189,109.24,9461,0.50354,2097276,109.16,65549,3.4105,1638400,341.38,1310720,272.79,0.4923,109.12,2097152,1,16056320,16056320,16711680,0.0028,109.14,4194304,3.4096,65536,47254568,90.125,2.077587
reduction,1700,5000,input00,reduce2,0.534268,(65536 1 1) (256 1 1),0.912579,0.9541,0.9938,2.253801,2097183,109.55,9461,0.50449,2097281,109.5,65549,3.4217,1638400,342.47,1310720,273.7,0.4923,109.48,2097152,1,16056320,16056320,16711680,0.0029,109.46,4194304,3.4198,65536,47254560,90.125,2.083628
reduction,1800,3500,input00,reduce2,0.542434,(65536 1 1) (256 1 1),0.913886,0.9541,0.9938,2.220246,2097186,108.3,9461,0.49877,2097287,108.14,65549,3.3788,1638400,337.18,1310720,270.29,0.4923,108.12,2097152,1,16056320,16056320,16711680,0.0028,108.16,4194304,3.3788,65536,47254593,90.125,2.059237
