appName,coreF,memF,argNo,kernel,time/ms,blocks,warps,achieved_occupancy,sm_efficiency,warp_execution_efficiency,eligible_warps_per_cycle,dram_read_transactions,dram_read_throughput,dram_write_transactions,dram_write_throughput,l2_read_transactions,l2_read_throughput,l2_write_transactions,l2_write_throughput,shared_load_transactions,shared_load_throughput,shared_store_transactions,shared_store_throughput,tex_cache_hit_rate,tex_cache_throughput,tex_cache_transactions,branch_efficiency,cf_executed,cf_issued,flop_count_sp,flop_sp_efficiency,gld_throughput,gld_transactions,gst_throughput,gst_transactions,inst_issued,inst_per_warp,ipc
sortingNetworks,810,715,input00,bitonicMergeGlobal,2.793555,(2048 1 1) (256 1 1),524288,0.823739,1.0,0.8434999999999999,0.925012,262165,223.86,258646,222.97,262291,226.14,262165,226.03,0,0.0,0,0.0,0.5,226.1,262144,1.0,16384,16384,0,0.0,447.56,524288,223.78,262144,962333,58.000000,0.665425
transpose,1012,715,input00,transposeCoalesced,1.066729,(512 512 1) (16 16 1),67108864,0.856462,1.0,0.9934000000000001,2.233097,8388653,237.29,8397209,237.66,8388747,237.4,8388629,237.39,16777216,1904.5,2097152,237.38,0.5,237.38,8388608,1.0,2097152,2097152,0,0.0,475.08,16777216,237.54,8388608,69211592,33.000000,1.151640
transpose,1202,715,input00,transposeCoalesced,1.023096,(512 512 1) (16 16 1),67108864,0.877118,1.0,0.9954999999999999,1.936027,8388646,249.36,8397329,252.49,8388747,252.03,8388629,252.02,16777216,1997.6,2097152,252.33,0.5,252.33,8388608,1.0,2097152,2097152,0,0.0,498.56,16777216,249.28,8388608,69211713,33.000000,1.022009
transpose,1328,715,input00,transposeCoalesced,1.024959,(512 512 1) (16 16 1),67108864,0.888726,1.0,0.9963,1.742796,8388654,249.14,8397462,252.48,8388734,252.73,8388629,252.73,16777216,1994.1,2097152,252.73,0.5,252.73,8388608,1.0,2097152,2097152,0,0.0,497.86,16777216,248.93,8388608,69211964,33.000000,0.930210
transpose,607,715,input00,transposeCoalesced,1.387616,(512 512 1) (16 16 1),67108864,0.840168,1.0,0.9954000000000001,2.988925,8388679,182.74,8397138,182.61,8388764,182.88,8388629,182.87,16777216,1462.5,2097152,182.67,0.5,182.67,8388608,1.0,2097152,2097152,0,0.0,365.11,16777216,182.56,8388608,69211027,33.000000,1.471195
transpose,810,715,input00,transposeCoalesced,1.164753,(512 512 1) (16 16 1),67108864,0.846827,1.0,0.9948999999999999,2.596704,8388651,217.09,8397239,217.55,8388725,216.96,8388629,216.95,16777216,1742.5,2097152,216.89,0.5,216.89,8388608,1.0,2097152,2097152,0,0.0,433.69,16777216,216.84,8388608,69211903,33.000000,1.314145
vectorAdd,1012,715,input00,vectorAdd,0.03404,(4096 1 1) (256 1 1),1048576,0.834530,1.0,0.8348,0.781262,262073,295.95,131496,148.6,262240,296.36,131094,148.15,0,0.0,0,0.0,0.5,296.05,262144,1.0,65536,65536,1048576,0.005,592.26,524288,148.06,131072,691343,21.000000,0.513791
vectorAdd,1202,715,input00,vectorAdd,0.03407,(4096 1 1) (256 1 1),1048576,0.848427,1.0,0.8427,0.661525,262068,299.55,131462,150.3,262240,299.8,131095,149.87,0,0.0,0,0.0,0.5,300.06,262144,1.0,65536,65536,1048576,0.0044,598.09,524288,149.52,131072,691425,21.000000,0.437697
vectorAdd,1328,715,input00,vectorAdd,0.03368,(4096 1 1) (256 1 1),1048576,0.855607,1.0,0.8342,0.600871,262045,300.32,131529,150.88,262242,300.89,131095,150.42,0,0.0,0,0.0,0.5,301.08,262144,1.0,65536,65536,1048576,0.004,602.13,524288,150.53,131072,691449,21.000000,0.397933
vectorAdd,607,715,input00,vectorAdd,0.03542,(4096 1 1) (256 1 1),1048576,0.791269,1.0,0.8162999999999999,1.294679,262142,285.38,131018,142.94,262240,286.2,131094,143.07,0,0.0,0,0.0,0.5,286.25,262144,1.0,65536,65536,1048576,0.008,570.8,524288,142.7,131072,691065,21.000000,0.834253
vectorAdd,810,715,input00,vectorAdd,0.03425,(4096 1 1) (256 1 1),1048576,0.816257,1.0,0.8223999999999999,0.976607,262125,292.44,131260,146.63,262246,292.68,131095,146.31,0,0.0,0,0.0,0.5,293.04,262144,1.0,65536,65536,1048576,0.0062,585.05,524288,146.26,131072,691507,21.000000,0.637844
