,appName,coreF,memF,cold_miss,c_to_m,modelled_cycle,real_cycle,mem_del,mem_lat,shm_del,shm_lat,compute_del,compute_lat,sm_del,sm_lat,insts,abe
11,conjugateGradient,810,715,308.8675174825175,1.132867132867133,2564.9630878814432,3790.7200199039057,1795.350271480972,6234.290163470213,511.500288,448.0,1744.5952823989257,488.0001220703125,2256.0955703989257,936.0001220703125,61.00001525878906,0.32335728452283197
12,conjugateGradient,1012,715,316.73492307692305,1.4153846153846155,2577.0291503078806,3812.778891820937,2067.624000668053,6312.683837623645,512.372736,448.0,1747.9214912309571,488.0001220703125,2260.2942272309574,936.0001220703125,61.00001525878906,0.32410737065397394
13,conjugateGradient,1202,715,324.13495804195804,1.681118881118881,2623.3243553280836,3874.5921933074997,2299.1893972861253,6386.406390773077,508.18611200000004,448.0,1731.9599832382814,488.0001220703125,2240.1460952382813,936.0001220703125,61.00001525878906,0.3229418156937146
14,conjugateGradient,1328,715,329.04234965034965,1.8573426573426572,2813.854237934978,4014.5831168625004,2484.8118882846284,6435.302845436029,511.756288,448.0,1745.5712826430663,488.0001220703125,2257.3275706430663,936.0001220703125,61.00001525878906,0.2990917970745423
15,convolutionSeparable,607,715,300.9611643356643,0.848951048951049,12065.207988237233,13794.09504921,6838.099963887983,31815.362605385566,13235.815424,15568.0,-1471.568600098431,-499.33333066666637,11764.246823901569,15068.666669333334,-62.416666333333296,0.12533530143188207
16,convolutionSeparable,810,715,308.8675174825175,1.132867132867133,12052.960346703809,13886.7920226,8363.779243195553,32355.869106056205,13213.112832,15568.0,-1469.0200027787084,-499.33333066666637,11744.092829221292,15068.666669333334,-62.416666333333296,0.13205581770877897
17,convolutionSeparable,1012,715,316.73492307692305,1.4153846153846155,12039.962997617456,13915.566579444443,9877.040798081698,32894.38961793695,13189.6096,15568.0,-1466.3815254594658,-499.33333066666637,11723.228074540533,15068.666669333334,-62.416666333333296,0.13478456454640936
18,convolutionSeparable,1202,715,324.13495804195804,1.681118881118881,12025.155731234161,13897.343533556388,11300.723853566324,33406.004859927234,13164.594048,15568.0,-1463.5732748077965,-499.33333066666637,11701.020773192204,15068.666669333334,-62.416666333333296,0.13471551579635785
19,convolutionSeparable,1328,715,329.04234965034965,1.8573426573426572,12516.221797625072,14026.954033493335,12187.179447974722,33776.93396979151,13035.904512,15568.0,-1449.1265628849485,-499.33333066666637,11586.77794911505,15068.666669333334,-62.416666333333296,0.10770208787032173
20,convolutionTexture,607,715,300.9611643356643,0.848951048951049,2942.049132335664,8199.060608255417,342.64247594585584,1209.894211276835,56.0,0.0,2585.087968,728.0,2641.087968,728.0,91.0,0.6411724131696999
21,convolutionTexture,810,715,308.8675174825175,1.132867132867133,2940.273085482517,8374.598467199998,455.51508402572796,1243.5427860531076,56.0,0.0,2575.4055679999997,728.0,2631.4055679999997,728.0,91.0,0.6489057837222396
22,convolutionTexture,1012,715,316.73492307692305,1.4153846153846155,2948.754923076923,8823.739697743056,569.2488730371167,1277.0256043033887,56.0,0.0,2576.02,728.0,2632.02,728.0,91.0,0.6658157398012139
23,convolutionTexture,1202,715,324.13495804195804,1.681118881118881,2956.981966041958,9109.555000201251,676.3414010646322,1308.5193442417722,56.0,0.0,2576.847008,728.0,2632.847008,728.0,91.0,0.6753977591686278
24,convolutionTexture,1328,715,329.04234965034965,1.8573426573426572,2963.2317896503496,9440.40398007778,747.6295787138172,1329.4046665167,56.0,0.0,2578.18944,728.0,2634.18944,728.0,91.0,0.686111760057758
25,fastWalshTransform,607,715,300.9611643356643,0.848951048951049,11495.052268335665,12809.52009704008,3948.853532987129,13887.006724472372,6433.572864000001,5824.0,4760.51824,1240.0,11194.091104000001,7064.0,155.0,0.10261647733455306
26,fastWalshTransform,810,715,308.8675174825175,1.132867132867133,11490.157789482517,13086.512450353122,4935.732479777712,14156.27871946129,6426.237952,5824.0,4755.05232,1240.0,11181.290272,7064.0,155.0,0.12198472793471649
27,fastWalshTransform,1012,715,316.73492307692305,1.4153846153846155,11490.405099076923,13295.831152137187,5918.22893687723,14424.186807931404,6421.871616,5824.0,4751.79856,1240.0,11173.670176,7064.0,155.0,0.13578888242500417
28,fastWalshTransform,1202,715,324.13495804195804,1.681118881118881,11509.665070041958,13582.26005411625,6852.862861952523,14676.172367719715,6428.667391999999,5824.0,4756.86272,1240.0,11185.530112,7064.0,155.0,0.15259573707294538
29,fastWalshTransform,1328,715,329.04234965034965,1.8573426573426572,11528.325805650351,14040.161943289999,7477.770575331083,14843.299766808146,6436.548096,5824.0,4762.73536,1240.0,11199.283456000001,7064.0,155.0,0.1789036442588963
30,histogram,607,715,300.9611643356643,0.848951048951049,209112.35826113564,205035.14891611735,92966.18549613301,826710.6506112914,259924.69016373332,577204.5222222222,-51113.293066933344,-32442.14444444445,208811.39709679998,544762.3777777777,-4055.268055555556,0.019885416556974476
31,histogram,810,715,308.8675174825175,1.132867132867133,211230.30146041585,251951.59721087993,113250.26642135461,839349.7201387245,262551.46548657777,577204.5222222222,-51630.03154364445,-32442.14444444445,210921.43394293333,544762.3777777777,-4055.268055555556,0.16162348721441497
32,histogram,1012,715,316.73492307692305,1.4153846153846155,212102.42554507693,270233.52708352,133035.92254875242,851913.1905603562,263627.374716,577204.5222222222,-51841.684094000004,-32442.14444444445,211785.690622,544762.3777777777,-4055.268055555556,0.21511432043913908
33,histogram,1202,715,324.13495804195804,1.681118881118881,212388.54968377526,277836.4204399716,151412.90201803163,863737.1276143363,263974.35709164443,577204.5222222222,-51909.94236591112,-32442.14444444445,212064.4147257333,544762.3777777777,-4055.268055555556,0.23556260425668993
34,histogram,1328,715,329.04234965034965,1.8573426573426572,212436.37846778362,291706.7582981689,163516.5560553364,871577.8622380343,264027.7897388444,577204.5222222222,-51920.453620711116,-32442.14444444445,212107.33611813327,544762.3777777777,-4055.268055555556,0.2717468059117054
35,hotspot,607,715,300.9611643356643,0.848951048951049,4179.914200364357,5424.934418016305,1170.6556127121453,6703.27987290742,473.96434162162166,554.3243243243244,3404.988694407071,1287.2140209437546,3878.9530360286926,1841.538345268079,160.90175261796932,0.22949958869866025
36,hotspot,810,715,308.8675174825175,1.132867132867133,4173.867695672952,5439.471474002279,1297.7389132342669,6755.204369561881,472.43567351351356,554.3243243243244,3392.564504676922,1287.2140209437546,3865.0001781904352,1841.538345268079,160.90175261796932,0.23267035857770849
