,appName,coreF,memF,n_shm_ld,n_shm_st,n_gld,n_gst,l2_miss,l2_hit,mem_insts,insts,act_util,L_DM,D_DM,tex_trans,fp_insts,dp_insts,int_insts
22,cusparse,1417,5005,79.06927041774756,54.96501243402809,3574.738348689507,15.538541551122641,0.04985614839084579,0.9501438516091543,3683.0874137668843,607.9255747383487,0.986,563.0727792207792,3.253226385303009,1096.12495786743,133.69934698989175,0.0,474.22622774845695
23,cusparse,1417,5005,79.06927041774756,54.96501243402809,2447.0882905447716,16.4807426424546,0.05144341557903609,0.9485565844209639,2556.3795567134807,467.3886304678415,0.981384,563.0727792207792,3.253226385303009,738.4724474461043,95.37413901064495,0.0,372.0144914571965
24,cusparse,1417,5005,155.7646368190357,107.9213368816531,2514.773263510635,21.540626974664253,0.0517147962706733,0.9482852037293267,2719.058861524748,615.217370326211,0.980988,563.0727792207792,3.253226385303009,750.2813011983085,113.86709312266436,0.0,501.3502772035466
25,cusparse,1417,5005,62.26933312460864,46.565043832185346,2040.4757782857698,19.39208540270999,0.054412411574925684,0.9455875884250743,2133.7784577711345,402.7048604372532,0.977058,563.0727792207792,3.253226385303009,607.6852871251176,76.62837355974601,0.0,326.0764868775072
26,cusparse,1417,5005,62.26933312460864,46.565043832185346,1543.8117399776406,22.47414101211461,0.056949886038675526,0.9430501139613244,1640.1964750724103,346.35959824428227,0.9738600000000001,563.0727792207792,3.253226385303009,463.4266229059624,61.261862192381265,0.0,285.097736051901
27,cusparse,1417,5005,122.34737006887914,90.75618311159909,2085.4880976888744,32.16759735005418,0.05168593069639326,0.9483140693036067,2262.6921108857077,536.741548459333,0.973454,563.0727792207792,3.253226385303009,630.7589351323686,91.97299698010396,0.0,444.768551479229
28,cusparse,1417,5005,46.38243581715717,38.165074783483874,1092.3528934103042,29.619741495898417,0.04280137022542416,0.9571986297745758,1177.8963394192306,289.86286575517596,0.968759,563.0727792207792,3.253226385303009,341.86805239847547,43.76698249232293,0.0,246.09588326285302
29,cusparse,1417,5005,46.38243581715717,38.165074783483874,548.2493688222495,29.392070749092905,0.058549331880715386,0.9414506681192846,633.5651440843706,233.63627182584784,0.966485,563.0727792207792,3.253226385303009,196.89396499715505,28.442918107903516,0.0,205.19335371794432
30,groupspgemm,1417,5005,3071.94921875,40.4955,2997.2840859375,15.6252421875,0.054288188860562345,0.9457118111394377,6094.982421875001,16977.744140625,0.995771,563.0727792207792,3.253226385303009,2986.37584375,1564.169921875,0.0,15413.57421875
31,groupspgemm,1417,5005,2768.7529296875,35.8725,2716.4764375,15.625359375,0.05502539353930896,0.9449746064606911,5509.822851562501,15327.494140625,0.995675,563.0727792207792,3.253226385303009,2707.11296875,1407.328125,0.0,13920.166015625
32,groupspgemm,1417,5005,2466.1455078125,32.4935,2433.7035,15.625125,0.05610017546134709,0.943899824538653,4923.5975078125,13678.16796875,0.995653,563.0727792207792,3.253226385303009,2426.1574375,1251.166015625,0.0,12427.001953125
33,groupspgemm,1417,5005,2160.7294921875,29.1565,2144.478015625,15.625375,0.057803143204582,0.942196856795418,4328.1220078125,12008.27734375,0.995575,563.0727792207792,3.253226385303009,2138.66890625,1094.21484375,0.0,10914.0625
34,groupspgemm,1417,5005,1854.1357421875,24.248,1850.4109609375,15.625390625,0.05995351033425616,0.9400464896657439,3726.23409375,10325.203125,0.9954719999999999,563.0727792207792,3.253226385303009,1846.4694375,937.263671875,0.0,9387.939453125
35,groupspgemm,1417,5005,1546.740234375,21.8035,1552.5276484375,15.6252734375,0.06381688879254412,0.9361831112074559,3120.34403125,8634.95703125,0.9954,563.0727792207792,3.253226385303009,1550.150375,780.46484375,0.0,7854.4921875
36,groupspgemm,1417,5005,1240.1904296875,17.4835,1251.9652265625,15.6252109375,0.06911756592120868,0.9308824340787913,2512.1517421875,6942.056640625,0.995242,563.0727792207792,3.253226385303009,1251.19875,624.673828125,0.0,6317.3828125
37,groupspgemm,1417,5005,931.572265625,12.71475,946.2153125,15.625203125,0.0784153275280678,0.9215846724719322,1896.59146875,5233.234375,0.994925,563.0727792207792,3.253226385303009,947.22353125,468.341796875,0.0,4764.892578125
38,groupspgemm,1417,5005,623.6806640625,10.976,637.7446484375,15.625125,0.09817656734412131,0.9018234326558787,1279.7944375,3526.099609375,0.994297,563.0727792207792,3.253226385303009,640.45709375,312.96484375,0.0,3213.134765625
39,groupspgemm,1417,5005,312.533203125,5.75,322.5331484375,15.625125,0.1498161490993758,0.8501838509006242,652.1289765625,1792.562109375,0.992554,563.0727792207792,3.253226385303009,326.96084375,156.533203125,0.0,1636.02890625
40,groupspgemm,1417,5005,250.5771484375,5.46925,259.2844765625,15.6251015625,0.17501490404827996,0.82498509595172,526.8540390625001,1448.045625,0.991924,563.0727792207792,3.253226385303009,264.09140625,125.45703125,0.0,1322.58859375
41,groupspgemm,1417,5005,188.1572265625,5.252,195.4945,15.6251015625,0.21581883254933734,0.7841811674506627,400.58982812499994,1100.3889453125,0.990818,563.0727792207792,3.253226385303009,200.63015625,94.171875,0.0,1006.2170703125
42,groupspgemm,1417,5005,125.392578125,4.967,131.16809375,15.625125,0.2877092947285755,0.7122907052714245,273.427546875,750.6978515625,0.9884360000000001,563.0727792207792,3.253226385303009,136.6590625,62.734375,0.0,687.9634765625
43,groupspgemm,1417,5005,62.375,4.75,66.493421875,15.6251015625,0.4481823195531688,0.5518176804468312,145.6810234375,399.564296875,0.9843709999999999,563.0727792207792,3.253226385303009,72.25140625,31.197265625,0.0,368.36703125
44,groupspgemm,1417,5005,31.1708984375,4.75,34.5946796875,15.6251015625,0.6202710211924708,0.3797289788075292,82.5781796875,225.215234375,0.9786370000000001,563.0727792207792,3.253226385303009,40.58471875,15.5859375,0.0,209.629296875
45,groupspgemm,1417,5005,10947.402597402597,133.70257142857142,10659.09090909091,33.988176623376624,0.6101476436762356,0.38985235632376436,21673.90732597403,60299.91883116883,0.9996450000000001,563.0727792207792,3.253226385303009,10605.194805194806,5567.775974025974,0.0,54732.142857142855
