,appName,coreF,memF,n_shm_ld,n_shm_st,n_gld,n_gst,l2_miss,l2_hit,mem_insts,insts,act_util,L_DM,D_DM,n_shm,tex_trans,fp_insts,dp_insts,int_insts,branch_insts
186,histogram,1500,2600,12032.977777777778,6020.488888888889,1464.1715277777778,5.3375,1.0,0.0,15007.609027777778,19201.390972222223,0.888023,142.86057692307693,4.895669378698225,18053.466666666667,1456.3555555555556,0.0,0.0,12399.527777777777,233.66319444444446
187,histogram,1500,3100,12032.977777777778,6020.488888888889,1471.6784722222221,5.3375,1.0,0.0,15015.115972222222,19193.884027777778,0.892436,135.56370967741935,4.081880853277835,18053.466666666667,1456.3555555555556,0.0,0.0,12399.527777777777,233.66319444444446
188,histogram,1500,3600,12032.977777777778,6020.488888888889,1470.8805555555555,5.3375,1.0,0.0,15014.318055555555,19194.681944444445,0.8874540000000001,130.29375,3.4999247685185186,18053.466666666667,1456.3555555555556,0.0,0.0,12399.527777777777,233.66319444444446
189,histogram,1500,3900,12032.977777777778,6020.488888888889,1482.2006944444445,5.3375,1.0,0.0,15025.638194444446,19183.361805555556,0.889134,127.78038461538462,3.2240838264299803,18053.466666666667,1456.3555555555556,0.0,0.0,12399.527777777777,233.66319444444446
215,hotspot,700,2100,6.929054054054054,2.9695945945945947,11.798301680058437,5.152209642074507,0.5479902177309014,0.4520097822690986,24.621964024835645,165.04357697516434,0.728036,123.759,2.85318253968254,9.89864864864865,7.891891891891892,24.991964937910883,5.235938641344047,87.0808984660336,0.43686655405405406
216,hotspot,700,2600,6.929054054054054,2.9695945945945947,11.742147552958365,5.152209642074507,0.5611613440200619,0.4388386559799381,24.565809897735573,165.09973110226443,0.727797,118.73226923076923,2.2846457100591717,9.89864864864865,7.891891891891892,24.991964937910883,5.235938641344047,87.0808984660336,0.43686655405405406
217,hotspot,700,3100,6.929054054054054,2.9695945945945947,11.766344046749452,5.152209642074507,0.5602994192949506,0.43970058070504936,24.59000639152666,165.07553460847333,0.727353,115.32706451612904,1.9048777315296566,9.89864864864865,7.891891891891892,24.991964937910883,5.235938641344047,87.0808984660336,0.43686655405405406
218,hotspot,700,3600,6.929054054054054,2.9695945945945947,11.703524470416362,5.152209642074507,0.551846113843687,0.448153886156313,24.52718681519357,165.13835418480642,0.72758,112.86775,1.6332982253086419,9.89864864864865,7.891891891891892,24.991964937910883,5.235938641344047,87.0808984660336,0.43686655405405406
219,hotspot,700,3900,6.929054054054054,2.9695945945945947,11.756117604090576,5.152209642074507,0.5764121395399071,0.4235878604600929,24.579779948867785,165.0857610511322,0.727564,111.69484615384616,1.5045724523339907,9.89864864864865,7.891891891891892,24.991964937910883,5.235938641344047,87.0808984660336,0.43686655405405406
220,hotspot,900,2100,6.929054054054054,2.9695945945945947,12.08108108108108,5.152209642074507,0.5357928144156745,0.4642071855843255,24.90474342585829,164.7607975741417,0.725901,131.22728571428573,3.668377551020408,9.89864864864865,7.891891891891892,24.991964937910883,5.235938641344047,87.0808984660336,0.43686655405405406
221,hotspot,900,2600,6.929054054054054,2.9695945945945947,11.739499634769905,5.152209642074507,0.5887685272273214,0.4112314727726786,24.563161979547115,165.10237902045287,0.72538,124.76434615384616,2.937401627218935,9.89864864864865,7.891891891891892,24.991964937910883,5.235938641344047,87.0808984660336,0.43686655405405406
222,hotspot,900,3100,6.929054054054054,2.9695945945945947,11.717037983929876,5.152209642074507,0.5702671689616351,0.4297328310383649,24.540700328707086,165.1248406712929,0.725432,120.38622580645162,2.449128511966701,9.89864864864865,7.891891891891892,24.991964937910883,5.235938641344047,87.0808984660336,0.43686655405405406
