,appName,coreF,memF,n_shm_ld,n_shm_st,n_gld,n_gst,l2_miss,l2_hit,mem_insts,insts,act_util,L_DM,D_DM,tex_trans
0,cusparse,1417,5005,63.5,52.25,713.5771837349398,29.22364457831325,0.027863340833370925,0.9721366591666291,819.3633283132531,103.07417168674692,0.9218299999999999,563.0727792207792,3.253226385303009,342.9375
1,cusparse,1417,5005,167.5,124.25,1575.8576807228915,27.719973644578314,0.02107351379037684,0.9789264862096232,1802.1401543674697,0.0,0.966709,563.0727792207792,3.253226385303009,626.71875
2,cusparse,1417,5005,167.4375,124.25,2453.0375416666666,29.188083333333335,0.016064732901412485,0.9839352670985875,2680.725625,0.0,0.9763440000000001,563.0727792207792,3.253226385303009,902.0625
3,cusparse,1417,5005,85.25,63.75,1620.2435530768864,21.95258353591687,0.014684841025422809,0.9853151589745772,1743.3836366128032,0.0,0.969183,563.0727792207792,3.253226385303009,604.1706349206349
4,cusparse,1417,5005,85.25,63.75,2517.0093404255317,21.984148936170214,0.012665202630890075,0.9873347973691099,2640.180989361702,0.0,0.9757290000000001,563.0727792207792,3.253226385303009,888.0212765957447
5,cusparse,1417,5005,213.25,147.75,3533.0903633633634,22.00007807807808,0.022026281669411996,0.977973718330588,3805.2779414414413,0.0,0.9801639999999999,563.0727792207792,3.253226385303009,1167.05
6,cusparse,1417,5005,213.25,147.75,4410.293175231876,21.97137198828576,0.041355492177936215,0.9586445078220638,4682.452047220162,0.0,0.9829950000000001,563.0727792207792,3.253226385303009,1436.2308917197452
7,cusparse,1417,5005,213.25,147.75,5340.366039893617,21.984268617021275,0.04650441177122062,0.9534955882287793,5612.537808510639,0.0,0.985426,563.0727792207792,3.253226385303009,1721.0239361702127
8,cusparse,1417,5005,108.25,75.25,3110.107029848759,20.493229497090315,0.05503490030810546,0.9449650996918946,3257.6627593458493,0.0,0.980628,563.0727792207792,3.253226385303009,1008.1267123287671
9,cusparse,1417,5005,108.25,75.25,3583.638955738935,19.09761777944486,0.05377482763619452,0.9462251723638054,3729.79907351838,0.0,0.9826459999999999,563.0727792207792,3.253226385303009,1150.897
10,cusparse,1417,5005,108.25,75.25,4040.260509177028,21.080229129662523,0.05267201806332943,0.9473279819366706,4188.403238306691,0.0,0.983988,563.0727792207792,3.253226385303009,1288.496891651865
11,cusparse,1417,5005,108.25,75.25,4505.16206482593,20.09090156062425,0.05180923096497167,0.9481907690350283,4652.315466386554,0.0,0.9851700000000001,563.0727792207792,3.253226385303009,1429.4628
12,cusparse,1417,5005,108.25,75.25,4966.2835103211155,21.313183924561336,0.05102919131012866,0.9489708086898714,5114.659194245677,0.0,0.986341,563.0727792207792,3.253226385303009,1567.3219476744187
13,cusparse,1417,5005,58.07403433476395,40.37017167381974,2918.991416309013,11.577692060085838,0.050383487372811744,0.9496165126271883,2998.7356856223178,0.0,0.987459,563.0727792207792,3.253226385303009,917.1609442060086
14,cusparse,1417,5005,163.86671511627907,107.82776162790698,3809.1049515146315,15.647484553333905,0.048347738618810074,0.95165226138119,4015.576091591221,0.0,0.988806,563.0727792207792,3.253226385303009,1164.0373825409765
15,cusparse,1417,5005,190.09494355487968,125.08649020484837,4764.469093836658,16.256969138563377,0.04800592680145153,0.9519940731985485,5002.092629081314,0.0,0.9892690000000001,563.0727792207792,3.253226385303009,1453.5837994453886
16,cusparse,1417,5005,23.5,22.25,215.1875,29.22364457831325,0.0825194560321402,0.9174805439678598,273.47364457831327,208.52635542168673,0.84941,563.0727792207792,3.253226385303009,133.875
17,cusparse,1417,5005,61.0,50.375,458.1687688253012,27.719973644578314,0.06218111219465324,0.9378188878053467,559.4824924698795,243.4237575301205,0.956526,563.0727792207792,3.253226385303009,210.65625
18,cusparse,1417,5005,61.770833333333336,51.0,692.298375,29.188041666666667,0.04672321735786895,0.953276782642131,796.00725,63.94066699999996,0.9636049999999999,563.0727792207792,3.253226385303009,276.75
19,cusparse,1417,5005,62.203125,51.3125,957.2402402402403,27.71905499249249,0.03615392979594909,0.9638460702040509,1059.9905452327328,0.0,0.9633639999999999,563.0727792207792,3.253226385303009,349.046875
20,cusparse,1417,5005,63.5,52.25,1480.8800425531915,27.968234042553192,0.026515123152478046,0.9734848768475219,1585.4107765957447,0.0,0.9650569999999999,563.0727792207792,3.253226385303009,495.3989361702128
21,cusparse,1417,5005,167.47619047619048,124.25,1962.7610229276895,27.904857238190573,0.022125964474627096,0.9778740355253729,2189.2045706420704,0.0,0.968824,563.0727792207792,3.253226385303009,634.3690476190476
22,cusparse,1417,5005,165.65822784810126,122.95886075949367,2432.3196278511405,27.867210175209323,0.01935341160215861,0.9806465883978414,2656.584781064325,0.0,0.971289,563.0727792207792,3.253226385303009,769.9841772151899
23,cusparse,1417,5005,167.5,124.25,2946.900805851064,27.96821010638298,0.017722554832670757,0.9822774451673293,3173.431515957447,0.0,0.973195,563.0727792207792,3.253226385303009,916.5159574468086
24,cusparse,1417,5005,85.25,63.75,1713.111091856795,21.993225091441683,0.027831338432531598,0.9721686615674684,1836.2918169482366,0.0,0.968184,563.0727792207792,3.253226385303009,535.3961187214612
25,cusparse,1417,5005,85.25,63.75,1965.5731140285072,22.52866466616654,0.04052805411552967,0.9594719458844704,2089.289278694674,0.0,0.970403,563.0727792207792,3.253226385303009,606.62
26,cusparse,1417,5005,85.25,63.75,2206.2295685579197,23.29628073286052,0.05029923306024993,0.94970076693975,2330.71334929078,0.0,0.972709,563.0727792207792,3.253226385303009,674.6099290780141
