,appName,coreF,memF,n_shm_ld,n_shm_st,n_gld,n_gst,l2_miss,l2_hit,mem_insts,insts,act_util,L_DM,D_DM,n_shm,tex_trans,fp_insts,dp_insts
23,BlackScholes,700,900,0.0,0.0,12.024832589285714,8.00048828125,0.9967082690371774,0.0032917309628226477,20.025320870535715,142.97467912946428,0.875966,450.59333333333336,7.054971604938272,0.0,12.0,87.39152526855469,0.0
18,BlackScholes,700,1000,0.0,0.0,12.238630022321429,8.000418526785714,0.9885437381740979,0.011456261825902092,20.239048549107142,142.76095145089286,0.876976,433.26599999999996,6.286861,0.0,12.0,87.39152526855469,0.0
25,BlackScholes,800,500,0.0,0.0,12.024972098214286,8.00048828125,0.9934305170942404,0.006569482905759649,20.025460379464285,142.97453962053572,0.9002399999999999,633.768,15.658016000000002,0.0,12.0,87.39152526855469,0.0
26,BlackScholes,800,600,0.0,0.0,12.016392299107142,8.000418526785714,0.990462118545726,0.009537881454274033,20.016810825892854,142.98318917410714,0.8934489999999999,574.36,12.690555555555555,0.0,12.0,87.39152526855469,0.0
27,BlackScholes,800,700,0.0,0.0,12.019740513392858,8.000418526785714,0.9932232090282883,0.006776790971711688,20.02015904017857,142.97984095982144,0.890249,531.9257142857143,10.658563265306121,0.0,12.0,87.39152526855469,0.0
28,BlackScholes,800,800,0.0,0.0,12.014718191964286,8.000418526785714,0.995169671391281,0.0048303286087190145,20.01513671875,142.98486328125,0.888193,500.1,9.1824875,0.0,12.0,87.39152526855469,0.0
29,BlackScholes,800,900,0.0,0.0,12.020577566964286,8.000627790178571,0.9948784770611517,0.005121522938848266,20.021205357142858,142.97879464285714,0.88655,475.3466666666667,8.062824691358024,0.0,12.0,87.39152526855469,0.0
24,BlackScholes,800,1000,0.0,0.0,12.018275669642858,8.000418526785714,0.9958465162306438,0.004153483769356203,20.01869419642857,142.98130580357144,0.883432,455.544,7.184984,0.0,12.0,87.39152526855469,0.0
31,BlackScholes,900,500,0.0,0.0,12.017996651785714,8.000418526785714,0.9902642656036573,0.009735734396342677,20.018415178571427,142.98158482142858,0.90079,678.3240000000001,17.615268,0.0,12.0,87.39152526855469,0.0
32,BlackScholes,900,600,0.0,0.0,12.014927455357142,8.000418526785714,0.9911131246950584,0.008886875304941588,20.015345982142854,142.98465401785714,0.89671,611.49,14.276875,0.0,12.0,87.39152526855469,0.0
33,BlackScholes,900,700,0.0,0.0,12.02392578125,8.000418526785714,0.9924861270286934,0.007513872971306568,20.024344308035715,142.97565569196428,0.894805,563.7514285714285,11.990883673469387,0.0,12.0,87.39152526855469,0.0
34,BlackScholes,900,800,0.0,0.0,12.0224609375,8.000418526785714,0.9943807307488643,0.00561926925113565,20.022879464285715,142.97712053571428,0.891026,527.9475,10.3302984375,0.0,12.0,87.39152526855469,0.0
35,BlackScholes,900,900,0.0,0.0,12.021414620535714,8.000418526785714,0.9952723206042511,0.004727679395748918,20.021833147321427,142.97816685267858,0.8886149999999999,500.1,9.070677777777778,0.0,12.0,87.39152526855469,0.0
30,BlackScholes,900,1000,0.0,0.0,12.020577566964286,8.000418526785714,0.9959689360708799,0.004031063929120116,20.02099609375,142.97900390625,0.8857299999999999,477.822,8.083107,0.0,12.0,87.39152526855469,0.0
1,BlackScholes,1000,500,0.0,0.0,12.234933035714286,8.000418526785714,0.9919164133005164,0.008083586699483614,20.2353515625,142.7646484375,0.902185,722.88,19.57252,0.0,12.0,87.39152526855469,0.0
2,BlackScholes,1000,600,0.0,0.0,12.029645647321429,8.000418526785714,0.9922236036092509,0.0077763963907491185,20.030064174107142,142.96993582589286,0.897777,648.62,15.863194444444444,0.0,12.0,87.39152526855469,0.0
3,BlackScholes,1000,700,0.0,0.0,12.084821428571429,8.000418526785714,0.9902827652791187,0.009717234720881263,20.085239955357142,142.91476004464286,0.8936930000000001,595.5771428571429,13.323204081632653,0.0,12.0,87.39152526855469,0.0
4,BlackScholes,1000,800,0.0,0.0,12.196986607142858,8.000418526785714,0.993569331721637,0.006430668278363028,20.19740513392857,142.80259486607144,0.8934799999999999,555.7950000000001,11.478109375,0.0,12.0,87.39152526855469,0.0
5,BlackScholes,1000,900,0.0,0.0,12.150948660714286,8.000418526785714,0.9966527051819032,0.003347294818096813,20.1513671875,142.8486328125,0.8916930000000001,524.8533333333334,10.078530864197532,0.0,12.0,87.39152526855469,0.0
0,BlackScholes,1000,1000,0.0,0.0,12.032366071428571,8.000418526785714,1.0,0.0,20.032784598214285,142.96721540178572,0.886978,500.1,8.98123,0.0,12.0,87.39152526855469,0.0
43,SobolQRNG,500,500,518.0,0.5,2.2415,2048.003,0.9985421250977626,0.001457874902237366,2568.3695000000002,8267.6305,0.9688110000000001,500.1,9.78626,518.5,2.0,512.0,0.0
44,SobolQRNG,500,600,518.0,0.5,2.2065,2048.003,0.9983828481918555,0.0016171518081444791,2568.3345,8267.6655,0.970723,462.97,7.931597222222222,518.5,2.0,512.0,0.0
45,SobolQRNG,500,700,518.0,0.5,2.1865,2048.003,0.9982894264164361,0.001710573583563857,2568.3145,8267.6855,0.9692149999999999,436.4485714285714,6.661602040816327,518.5,2.0,512.0,0.0
46,SobolQRNG,500,800,518.0,0.5,2.08,2048.003,0.9984525016792003,0.0015474983207997006,2568.208,8267.792,0.968251,416.5575,5.7390546875,518.5,2.0,512.0,0.0
47,SobolQRNG,500,900,518.0,0.5,2.239,2048.0325,0.998233892438148,0.0017661075618520261,2568.3965,8267.603500000001,0.967405,401.08666666666664,5.039265432098766,518.5,2.0,512.0,0.0
42,SobolQRNG,500,1000,518.0,0.5,2.193,2048.003,0.9983062594990916,0.001693740500908425,2568.3210000000004,8267.679,0.9670030000000001,388.71,4.490615,518.5,2.0,512.0,0.0
49,SobolQRNG,600,500,518.0,0.5,2.0995,2048.003,0.9985537308500428,0.0014462691499571578,2568.2275,8267.7725,0.9678629999999999,544.656,11.743512,518.5,2.0,512.0,0.0
50,SobolQRNG,600,600,518.0,0.5,2.2235,2048.0135,0.9983058056214964,0.0016941943785035996,2568.362,8267.637999999999,0.968409,500.1,9.517916666666666,518.5,2.0,512.0,0.0
51,SobolQRNG,600,700,518.0,0.5,2.2065,2048.003,0.9983313900359939,0.0016686099640060847,2568.3345,8267.6655,0.970318,468.2742857142857,7.993922448979591,518.5,2.0,512.0,0.0
52,SobolQRNG,600,800,518.0,0.5,2.199,2048.003,0.9982933389002644,0.0017066610997356069,2568.327,8267.672999999999,0.9697950000000001,444.405,6.886865625,518.5,2.0,512.0,0.0
53,SobolQRNG,600,900,518.0,0.5,2.103,2048.003,0.9982847228387214,0.0017152771612786166,2568.231,8267.769,0.9673959999999999,425.84000000000003,6.047118518518519,518.5,2.0,512.0,0.0
48,SobolQRNG,600,1000,518.0,0.5,2.1155,2048.0075,0.998347416228197,0.0016525837718029956,2568.248,8267.752,0.966601,410.988,5.388738,518.5,2.0,512.0,0.0
55,SobolQRNG,700,500,518.0,0.5,2.23,2048.003,0.998475539121651,0.00152446087834901,2568.358,8267.642,0.967793,589.212,13.700764000000001,518.5,2.0,512.0,0.0
56,SobolQRNG,700,600,518.0,0.5,2.203,2048.0455,0.9983823912076998,0.001617608792300218,2568.3735,8267.6265,0.9676620000000001,537.23,11.10423611111111,518.5,2.0,512.0,0.0
57,SobolQRNG,700,700,518.0,0.5,2.266,2048.0455,0.9982502658742342,0.001749734125765845,2568.4365000000003,8267.5635,0.969377,500.1,9.326242857142857,518.5,2.0,512.0,0.0
58,SobolQRNG,700,800,518.0,0.5,2.222,2048.0455,0.9982282799683454,0.0017717200316546,2568.3925000000004,8267.6075,0.971418,472.2525,8.0346765625,518.5,2.0,512.0,0.0
59,SobolQRNG,700,900,518.0,0.5,15.919,2048.003,0.9940874703598295,0.005912529640170527,2582.047,8253.953,0.9691700000000001,450.59333333333336,7.054971604938272,518.5,2.0,512.0,0.0
54,SobolQRNG,700,1000,518.0,0.5,2.1365,2048.003,0.9982779220633522,0.0017220779366478034,2568.2645,8267.735499999999,0.9675309999999999,433.26599999999996,6.286861,518.5,2.0,512.0,0.0
61,SobolQRNG,800,500,518.0,0.5,2.215,2048.008,0.9984938223793217,0.001506177620678284,2568.348,8267.652,0.9691280000000001,633.768,15.658016000000002,518.5,2.0,512.0,0.0
62,SobolQRNG,800,600,518.0,0.5,2.1515,2048.003,0.9984576772140832,0.0015423227859168165,2568.2795,8267.7205,0.9678610000000001,574.36,12.690555555555555,518.5,2.0,512.0,0.0
63,SobolQRNG,800,700,518.0,0.5,2.2075,2048.003,0.99847722953326,0.0015227704667399866,2568.3355,8267.664499999999,0.967252,531.9257142857143,10.658563265306121,518.5,2.0,512.0,0.0
64,SobolQRNG,800,800,518.0,0.5,2.118,2048.003,0.9984552131313225,0.001544786868677539,2568.246,8267.754,0.96911,500.1,9.1824875,518.5,2.0,512.0,0.0
65,SobolQRNG,800,900,518.0,0.5,2.1115,2048.003,0.9984286243524446,0.0015713756475553842,2568.2395,8267.7605,0.970923,475.3466666666667,8.062824691358024,518.5,2.0,512.0,0.0
60,SobolQRNG,800,1000,518.0,0.5,2.2195,2048.003,0.9983065252673794,0.0016934747326206034,2568.3475000000003,8267.6525,0.9697319999999999,455.544,7.184984,518.5,2.0,512.0,0.0
67,SobolQRNG,900,500,518.0,0.5,2.2535,2048.003,0.998550425276057,0.0014495747239430257,2568.3815,8267.6185,0.970548,678.3240000000001,17.615268,518.5,2.0,512.0,0.0
68,SobolQRNG,900,600,518.0,0.5,2.1665,2048.003,0.9984086681613399,0.001591331838660115,2568.2945,8267.7055,0.9690350000000001,611.49,14.276875,518.5,2.0,512.0,0.0
69,SobolQRNG,900,700,518.0,0.5,2.1955,2048.003,0.9984323469166522,0.0015676530833478308,2568.3235,8267.6765,0.9670690000000001,563.7514285714285,11.990883673469387,518.5,2.0,512.0,0.0
70,SobolQRNG,900,800,518.0,0.5,2.0905,2048.01,0.9985239748002598,0.0014760251997402163,2568.2255,8267.7745,0.9681569999999999,527.9475,10.3302984375,518.5,2.0,512.0,0.0
71,SobolQRNG,900,900,518.0,0.5,2.1115,2048.003,0.9985317893220109,0.0014682106779890791,2568.2395,8267.7605,0.969352,500.1,9.070677777777778,518.5,2.0,512.0,0.0
66,SobolQRNG,900,1000,518.0,0.5,2.214,2048.003,0.9983667582504682,0.001633241749531833,2568.342,8267.658,0.9707889999999999,477.822,8.083107,518.5,2.0,512.0,0.0
37,SobolQRNG,1000,500,518.0,0.5,16.324,2048.003,0.9985842843696758,0.0014157156303241658,2582.452,8253.547999999999,0.9699040000000001,722.88,19.57252,518.5,2.0,512.0,0.0
38,SobolQRNG,1000,600,518.0,0.5,14.5265,2048.003,0.9969699827323681,0.003030017267631857,2580.6545,8255.3455,0.9697879999999999,648.62,15.863194444444444,518.5,2.0,512.0,0.0
39,SobolQRNG,1000,700,518.0,0.5,14.1505,2048.003,0.9971413379265897,0.002858662073410345,2580.2785000000003,8255.7215,0.9681559999999999,595.5771428571429,13.323204081632653,518.5,2.0,512.0,0.0
40,SobolQRNG,1000,800,518.0,0.5,10.9565,2048.003,0.99834916616864,0.001650833831359999,2577.0845,8258.9155,0.9665879999999999,555.7950000000001,11.478109375,518.5,2.0,512.0,0.0
41,SobolQRNG,1000,900,518.0,0.5,9.7545,2048.003,1.0,0.0,2575.8825,8260.1175,0.9676040000000001,524.8533333333334,10.078530864197532,518.5,2.0,512.0,0.0
36,SobolQRNG,1000,1000,518.0,0.5,6.682,2048.003,1.0,0.0,2572.81,8263.19,0.969319,500.1,8.98123,518.5,2.0,512.0,0.0
79,backpropForward,500,500,6.75,4.875,6.279449462890625,6.00018310546875,0.7299635418349367,0.2700364581650633,20.248382568359375,246.50161743164062,0.9663879999999999,500.1,9.78626,11.625,6.0,25.9375,0.0
80,backpropForward,500,600,6.75,4.875,6.256072998046875,6.00018310546875,0.7255840821885746,0.2744159178114254,20.225006103515625,246.52499389648438,0.963116,462.97,7.931597222222222,11.625,6.0,25.9375,0.0
81,backpropForward,500,700,6.75,4.875,6.25433349609375,6.00018310546875,0.7257692575879827,0.2742307424120173,20.2232666015625,246.5267333984375,0.9629610000000001,436.4485714285714,6.661602040816327,11.625,6.0,25.9375,0.0
82,backpropForward,500,800,6.75,4.875,6.255462646484375,6.000396728515625,0.7260408366533865,0.2739591633466135,20.224609375,246.525390625,0.9629700000000001,416.5575,5.7390546875,11.625,6.0,25.9375,0.0
83,backpropForward,500,900,6.75,4.875,6.255279541015625,6.00018310546875,0.7262959209336955,0.27370407906630445,20.224212646484375,246.52578735351562,0.962888,401.08666666666664,5.039265432098766,11.625,6.0,25.9375,0.0
78,backpropForward,500,1000,6.75,4.875,6.2557373046875,6.000213623046875,0.7265632975849284,0.27343670241507156,20.224700927734375,246.52529907226562,0.9628700000000001,388.71,4.490615,11.625,6.0,25.9375,0.0
85,backpropForward,600,500,6.75,4.875,6.256011962890625,6.000396728515625,0.7270764756559716,0.27292352434402845,20.22515869140625,246.52484130859375,0.967648,544.656,11.743512,11.625,6.0,25.9375,0.0
86,backpropForward,600,600,6.75,4.875,6.255035400390625,6.00018310546875,0.7163845719024152,0.2836154280975848,20.223968505859375,246.52603149414062,0.9616370000000001,500.1,9.517916666666666,11.625,6.0,25.9375,0.0
87,backpropForward,600,700,6.75,4.875,6.256195068359375,6.00018310546875,0.7255320367414726,0.2744679632585274,20.225128173828125,246.52487182617188,0.9612290000000001,468.2742857142857,7.993922448979591,11.625,6.0,25.9375,0.0
88,backpropForward,600,800,6.75,4.875,6.2559814453125,6.00018310546875,0.7259629989293095,0.2740370010706905,20.22491455078125,246.52508544921875,0.961201,444.405,6.886865625,11.625,6.0,25.9375,0.0
89,backpropForward,600,900,6.75,4.875,6.2562255859375,6.00018310546875,0.7261402626376308,0.27385973736236924,20.22515869140625,246.52484130859375,0.961131,425.84000000000003,6.047118518518519,11.625,6.0,25.9375,0.0
84,backpropForward,600,1000,6.75,4.875,6.25604248046875,6.00018310546875,0.7261013117137934,0.27389868828620656,20.2249755859375,246.5250244140625,0.961034,410.988,5.388738,11.625,6.0,25.9375,0.0
91,backpropForward,700,500,6.75,4.875,6.25543212890625,6.00018310546875,0.7222155819837048,0.27778441801629516,20.224365234375,246.525634765625,0.9687600000000001,589.212,13.700764000000001,11.625,6.0,25.9375,0.0
92,backpropForward,700,600,6.75,4.875,6.25482177734375,6.00018310546875,0.7147759305927704,0.28522406940722955,20.2237548828125,246.5262451171875,0.962432,537.23,11.10423611111111,11.625,6.0,25.9375,0.0
93,backpropForward,700,700,6.75,4.875,6.255035400390625,6.00018310546875,0.7257974147054502,0.27420258529454977,20.223968505859375,246.52603149414062,0.960206,500.1,9.326242857142857,11.625,6.0,25.9375,0.0
94,backpropForward,700,800,6.75,4.875,6.2572021484375,6.00018310546875,0.7256491970621187,0.2743508029378813,20.22613525390625,246.52386474609375,0.959125,472.2525,8.0346765625,11.625,6.0,25.9375,0.0
95,backpropForward,700,900,6.75,4.875,6.25811767578125,6.00018310546875,0.725475502887871,0.274524497112129,20.22705078125,246.52294921875,0.959033,450.59333333333336,7.054971604938272,11.625,6.0,25.9375,0.0
90,backpropForward,700,1000,6.75,4.875,6.3004150390625,6.00018310546875,0.7240154217919645,0.27598457820803546,20.26934814453125,246.48065185546875,0.9589780000000001,433.26599999999996,6.286861,11.625,6.0,25.9375,0.0
97,backpropForward,800,500,6.75,4.875,6.255218505859375,6.00018310546875,0.7195711991234732,0.2804288008765268,20.224151611328125,246.52584838867188,0.9705950000000001,633.768,15.658016000000002,11.625,6.0,25.9375,0.0
98,backpropForward,800,600,6.75,4.875,6.25592041015625,6.00018310546875,0.7125505468018566,0.2874494531981434,20.224853515625,246.525146484375,0.9644469999999999,574.36,12.690555555555555,11.625,6.0,25.9375,0.0
99,backpropForward,800,700,6.75,4.875,6.257415771484375,6.00018310546875,0.7182969548644739,0.28170304513552613,20.226348876953125,246.52365112304688,0.959857,531.9257142857143,10.658563265306121,11.625,6.0,25.9375,0.0
100,backpropForward,800,800,6.75,4.875,6.2562255859375,6.00018310546875,0.7256348072048564,0.2743651927951436,20.22515869140625,246.52484130859375,0.9576459999999999,500.1,9.1824875,11.625,6.0,25.9375,0.0
101,backpropForward,800,900,6.75,4.875,6.25482177734375,6.00018310546875,0.7263579134003367,0.27364208659966327,20.2237548828125,246.5262451171875,0.957148,475.3466666666667,8.062824691358024,11.625,6.0,25.9375,0.0
96,backpropForward,800,1000,6.75,4.875,6.2547607421875,6.00018310546875,0.7255721293921359,0.2744278706078641,20.22369384765625,246.52630615234375,0.9570069999999999,455.544,7.184984,11.625,6.0,25.9375,0.0
103,backpropForward,900,500,6.75,4.875,6.255706787109375,6.00018310546875,0.7207900378734117,0.27920996212658833,20.224639892578125,246.52536010742188,0.971966,678.3240000000001,17.615268,11.625,6.0,25.9375,0.0
104,backpropForward,900,600,6.75,4.875,6.255218505859375,6.00018310546875,0.7135625085598317,0.2864374914401683,20.224151611328125,246.52584838867188,0.966951,611.49,14.276875,11.625,6.0,25.9375,0.0
105,backpropForward,900,700,6.75,4.875,6.256378173828125,6.00018310546875,0.7144038065549034,0.28559619344509657,20.225311279296875,246.52468872070312,0.96147,563.7514285714285,11.990883673469387,11.625,6.0,25.9375,0.0
106,backpropForward,900,800,6.75,4.875,6.25592041015625,6.00018310546875,0.7250602577637896,0.2749397422362104,20.224853515625,246.525146484375,0.9575549999999999,527.9475,10.3302984375,11.625,6.0,25.9375,0.0
107,backpropForward,900,900,6.75,4.875,6.256256103515625,6.00018310546875,0.7258570934144052,0.2741429065855948,20.225189208984375,246.52481079101562,0.9554389999999999,500.1,9.070677777777778,11.625,6.0,25.9375,0.0
102,backpropForward,900,1000,6.75,4.875,6.255035400390625,6.00018310546875,0.725964256099049,0.274035743900951,20.223968505859375,246.52603149414062,0.9548190000000001,477.822,8.083107,11.625,6.0,25.9375,0.0
73,backpropForward,1000,500,6.75,4.875,6.292266845703125,6.00018310546875,0.724599614199638,0.27540038580036197,20.261199951171875,246.48880004882812,0.973248,722.88,19.57252,11.625,6.0,25.9375,0.0
74,backpropForward,1000,600,6.75,4.875,6.339935302734375,6.00018310546875,0.7097989173040922,0.29020108269590783,20.308868408203125,246.44113159179688,0.968181,648.62,15.863194444444444,11.625,6.0,25.9375,0.0
75,backpropForward,1000,700,6.75,4.875,6.293701171875,6.00018310546875,0.7114579764972223,0.2885420235027777,20.26263427734375,246.48736572265625,0.963512,595.5771428571429,13.323204081632653,11.625,6.0,25.9375,0.0
76,backpropForward,1000,800,6.75,4.875,6.2684326171875,6.00018310546875,0.7228059440124571,0.2771940559875429,20.23736572265625,246.51263427734375,0.957842,555.7950000000001,11.478109375,11.625,6.0,25.9375,0.0
77,backpropForward,1000,900,6.75,4.875,6.259979248046875,6.00018310546875,0.7269335218461646,0.27306647815383545,20.228912353515625,246.52108764648438,0.955368,524.8533333333334,10.078530864197532,11.625,6.0,25.9375,0.0
72,backpropForward,1000,1000,6.75,4.875,6.267303466796875,6.00018310546875,0.7263079598289471,0.27369204017105286,20.236236572265625,246.51376342773438,0.9537950000000001,500.1,8.98123,11.625,6.0,25.9375,0.0
115,conjugateGradient,500,500,6.0,2.0,12.220130920410156,1.0000457763671875,0.6959801938486665,0.3040198061513335,19.720176696777344,78.27982330322266,0.9231360000000001,500.1,9.78626,8.0,20.0,4.249999046325684,0.0
116,conjugateGradient,500,600,6.0,2.0,12.228782653808594,1.0000457763671875,0.6917059464372532,0.30829405356274675,19.72882843017578,78.27117156982422,0.9228719999999999,462.97,7.931597222222222,8.0,20.0,4.249999046325684,0.0
117,conjugateGradient,500,700,6.0,2.0,12.232841491699219,1.0000457763671875,0.6916609828644172,0.30833901713558276,19.732887268066406,78.2671127319336,0.922859,436.4485714285714,6.661602040816327,8.0,20.0,4.249999046325684,0.0
118,conjugateGradient,500,800,6.0,2.0,12.235801696777344,1.0000457763671875,0.6915345370115785,0.3084654629884215,19.73584747314453,78.26415252685547,0.9211450000000001,416.5575,5.7390546875,8.0,20.0,4.249999046325684,0.0
119,conjugateGradient,500,900,6.0,2.0,12.238845825195312,1.0000457763671875,0.6913063723456244,0.3086936276543756,19.7388916015625,78.2611083984375,0.919324,401.08666666666664,5.039265432098766,8.0,20.0,4.249999046325684,0.0
114,conjugateGradient,500,1000,6.0,2.0,12.240821838378906,1.0000457763671875,0.6912746534586147,0.3087253465413853,19.740867614746094,78.2591323852539,0.918651,388.71,4.490615,8.0,20.0,4.249999046325684,0.0
121,conjugateGradient,600,500,6.0,2.0,12.215782165527344,1.0000457763671875,0.6926311535741604,0.3073688464258396,19.71582794189453,78.28417205810547,0.92255,544.656,11.743512,8.0,20.0,4.249999046325684,0.0
122,conjugateGradient,600,600,6.0,2.0,12.223129272460938,1.0000457763671875,0.6918643563191068,0.3081356436808932,19.723175048828125,78.27682495117188,0.9221280000000001,500.1,9.517916666666666,8.0,20.0,4.249999046325684,0.0
123,conjugateGradient,600,700,6.0,2.0,12.229019165039062,1.0000457763671875,0.6917610556183533,0.3082389443816467,19.72906494140625,78.27093505859375,0.921897,468.2742857142857,7.993922448979591,8.0,20.0,4.249999046325684,0.0
124,conjugateGradient,600,800,6.0,2.0,12.233024597167969,1.0000457763671875,0.6916346927185879,0.3083653072814121,19.733070373535156,78.26692962646484,0.920466,444.405,6.886865625,8.0,20.0,4.249999046325684,0.0
125,conjugateGradient,600,900,6.0,2.0,12.235702514648438,1.0000457763671875,0.6915420247216452,0.30845797527835483,19.735748291015625,78.26425170898438,0.9188209999999999,425.84000000000003,6.047118518518519,8.0,20.0,4.249999046325684,0.0
120,conjugateGradient,600,1000,6.0,2.0,12.237998962402344,1.0000457763671875,0.691413992093996,0.308586007906004,19.73804473876953,78.26195526123047,0.9180709999999999,410.988,5.388738,8.0,20.0,4.249999046325684,0.0
127,conjugateGradient,700,500,6.0,2.0,12.211158752441406,1.000640869140625,0.6930409881174362,0.3069590118825638,19.71179962158203,78.28820037841797,0.921595,589.212,13.700764000000001,8.0,20.0,4.249999046325684,0.0
128,conjugateGradient,700,600,6.0,2.0,12.22003173828125,1.0000457763671875,0.6918781473953446,0.3081218526046554,19.720077514648438,78.27992248535156,0.921375,537.23,11.10423611111111,8.0,20.0,4.249999046325684,0.0
129,conjugateGradient,700,700,6.0,2.0,12.224945068359375,1.0012893676757812,0.6918000748735715,0.30819992512642846,19.726234436035156,78.27376556396484,0.9211,500.1,9.326242857142857,8.0,20.0,4.249999046325684,0.0
130,conjugateGradient,700,800,6.0,2.0,12.229400634765625,1.0000457763671875,0.6917289981026638,0.30827100189733625,19.729446411132812,78.27055358886719,0.9198200000000001,472.2525,8.0346765625,8.0,20.0,4.249999046325684,0.0
131,conjugateGradient,700,900,6.0,2.0,12.233039855957031,1.0000457763671875,0.6916338952093616,0.3083661047906384,19.73308563232422,78.26691436767578,0.9183790000000001,450.59333333333336,7.054971604938272,8.0,20.0,4.249999046325684,0.0
126,conjugateGradient,700,1000,6.0,2.0,12.243743896484375,1.0000457763671875,0.6948591212576833,0.30514087874231666,19.743789672851562,78.25621032714844,0.917275,433.26599999999996,6.286861,8.0,20.0,4.249999046325684,0.0
133,conjugateGradient,800,500,6.0,2.0,12.205711364746094,1.0000457763671875,0.6931951782449066,0.3068048217550934,19.70575714111328,78.29424285888672,0.921134,633.768,15.658016000000002,8.0,20.0,4.249999046325684,0.0
134,conjugateGradient,800,600,6.0,2.0,12.216606140136719,1.0000457763671875,0.683038422751284,0.316961577248716,19.716651916503906,78.2833480834961,0.920796,574.36,12.690555555555555,8.0,20.0,4.249999046325684,0.0
135,conjugateGradient,800,700,6.0,2.0,12.221534729003906,1.0000457763671875,0.6917787232274598,0.3082212767725402,19.721580505371094,78.2784194946289,0.921074,531.9257142857143,10.658563265306121,8.0,20.0,4.249999046325684,0.0
136,conjugateGradient,800,800,6.0,2.0,12.226219177246094,1.0000457763671875,0.6917309887614913,0.3082690112385087,19.72626495361328,78.27373504638672,0.9196409999999999,500.1,9.1824875,8.0,20.0,4.249999046325684,0.0
137,conjugateGradient,800,900,6.0,2.0,12.230422973632812,1.0000457763671875,0.6915850125479776,0.30841498745202245,19.73046875,78.26953125,0.918018,475.3466666666667,8.062824691358024,8.0,20.0,4.249999046325684,0.0
132,conjugateGradient,800,1000,6.0,2.0,12.233009338378906,1.0000457763671875,0.6914423491034504,0.30855765089654963,19.733055114746094,78.2669448852539,0.9164459999999999,455.544,7.184984,8.0,20.0,4.249999046325684,0.0
139,conjugateGradient,900,500,6.0,2.0,12.202041625976562,1.0000457763671875,0.6933081140807108,0.3066918859192892,19.70208740234375,78.29791259765625,0.9208379999999999,678.3240000000001,17.615268,8.0,20.0,4.249999046325684,0.0
140,conjugateGradient,900,600,6.0,2.0,12.213310241699219,1.0000457763671875,0.6788777187610608,0.32112228123893916,19.713356018066406,78.2866439819336,0.9203370000000001,611.49,14.276875,8.0,20.0,4.249999046325684,0.0
141,conjugateGradient,900,700,6.0,2.0,12.2181396484375,1.0000457763671875,0.6918300016045861,0.3081699983954139,19.718185424804688,78.28181457519531,0.920692,563.7514285714285,11.990883673469387,8.0,20.0,4.249999046325684,0.0
142,conjugateGradient,900,800,6.0,2.0,12.223609924316406,1.0000457763671875,0.6918167074474499,0.30818329255255006,19.723655700683594,78.2763442993164,0.9192940000000001,527.9475,10.3302984375,8.0,20.0,4.249999046325684,0.0
143,conjugateGradient,900,900,6.0,2.0,12.226593017578125,1.0000457763671875,0.6917264348694828,0.3082735651305172,19.726638793945312,78.27336120605469,0.9173450000000001,500.1,9.070677777777778,8.0,20.0,4.249999046325684,0.0
138,conjugateGradient,900,1000,6.0,2.0,12.230484008789062,1.0000457763671875,0.6916642831770226,0.30833571682297745,19.73052978515625,78.26947021484375,0.915377,477.822,8.083107,8.0,20.0,4.249999046325684,0.0
109,conjugateGradient,1000,500,6.0,2.0,12.41064453125,1.0000457763671875,0.6851384086391477,0.31486159136085234,19.910690307617188,78.08930969238281,0.920107,722.88,19.57252,8.0,20.0,4.249999046325684,0.0
110,conjugateGradient,1000,600,6.0,2.0,12.219001770019531,1.00006103515625,0.6856322313405658,0.31436776865943417,19.71906280517578,78.28093719482422,0.9196120000000001,648.62,15.863194444444444,8.0,20.0,4.249999046325684,0.0
111,conjugateGradient,1000,700,6.0,2.0,12.238227844238281,1.0000457763671875,0.6915155717000151,0.3084844282999849,19.73827362060547,78.26172637939453,0.920193,595.5771428571429,13.323204081632653,8.0,20.0,4.249999046325684,0.0
112,conjugateGradient,1000,800,6.0,2.0,12.225028991699219,1.0000457763671875,0.692664342574896,0.30733565742510405,19.725074768066406,78.2749252319336,0.9182459999999999,555.7950000000001,11.478109375,8.0,20.0,4.249999046325684,0.0
113,conjugateGradient,1000,900,6.0,2.0,12.255668640136719,1.0000457763671875,0.6923657791030894,0.3076342208969106,19.755714416503906,78.2442855834961,0.9166290000000001,524.8533333333334,10.078530864197532,8.0,20.0,4.249999046325684,0.0
108,conjugateGradient,1000,1000,6.0,2.0,12.233741760253906,1.0000457763671875,0.6951750251790204,0.3048249748209796,19.733787536621094,78.2662124633789,0.914542,500.1,8.98123,8.0,20.0,4.249999046325684,0.0
151,convolutionSeparable,500,500,258.0,20.0,39.951633029513886,32.000162760416664,0.8947644632414568,0.10523553675854325,334.95179578993054,0.0,0.908482,500.1,9.78626,278.0,39.666666666666664,136.0,0.0
152,convolutionSeparable,500,600,258.0,20.0,39.67255316840278,32.000162760416664,0.8923071158525485,0.10769288414745148,334.67271592881946,0.0,0.9116,462.97,7.931597222222222,278.0,39.666666666666664,136.0,0.0
153,convolutionSeparable,500,700,258.0,20.0,39.68120659722222,32.000162760416664,0.8922807593827272,0.10771924061727278,334.6813693576389,0.0,0.911163,436.4485714285714,6.661602040816327,278.0,39.666666666666664,136.0,0.0
