,appName,coreF,memF,n_shm_ld,n_shm_st,n_gld,n_gst,l2_miss,l2_hit,mem_insts,insts,act_util,L_DM,D_DM,tex_trans
0,backprop,400,400,6.75,4.875,6.539337158203125,6.00018310546875,0.7272879932829555,0.27271200671704454,20.508270263671875,246.24172973632812,0.9690479999999999,500.1,10.188775,0
1,backprop,400,500,6.75,4.875,6.315185546875,6.00018310546875,0.7364713170610829,0.26352868293891707,20.28411865234375,246.46588134765625,0.965677,455.544,7.829008000000001,0
2,backprop,400,600,6.75,4.875,6.464080810546875,6.00018310546875,0.730347257418058,0.26965274258194205,20.433013916015625,246.31698608398438,0.964985,425.84000000000003,6.345277777777778,0
3,backprop,400,700,6.75,4.875,6.411102294921875,6.00018310546875,0.7299043750445667,0.27009562495543327,20.380035400390625,246.36996459960938,0.9648030000000001,404.62285714285713,5.3292816326530605,0
4,backprop,400,800,6.75,4.875,6.4625244140625,6.00018310546875,0.7299266855707213,0.27007331442927873,20.43145751953125,246.31854248046875,0.9648030000000001,388.71,4.59124375,0
5,backprop,400,900,6.75,4.875,6.319549560546875,6.00018310546875,0.7334013718345377,0.2665986281654623,20.288482666015625,246.46151733398438,0.9648,376.3333333333333,4.031412345679012,0
6,backprop,400,1000,6.75,4.875,6.369781494140625,6.00042724609375,0.7333247809901147,0.26667521900988533,20.338958740234375,246.41104125976562,0.9647370000000001,366.432,3.592492,0
7,backprop,500,400,6.75,4.875,6.36212158203125,6.00018310546875,0.7319496010743345,0.2680503989256655,20.3310546875,246.4189453125,0.971259,555.7950000000001,12.73596875,0
8,backprop,500,500,6.75,4.875,6.38397216796875,6.00018310546875,0.7296280963223625,0.2703719036776375,20.3529052734375,246.3970947265625,0.966543,500.1,9.78626,0
9,backprop,500,600,6.75,4.875,6.2550048828125,6.00018310546875,0.7327293825856994,0.2672706174143006,20.22393798828125,246.52606201171875,0.963326,462.97,7.931597222222222,0
10,backprop,500,700,6.75,4.875,6.379180908203125,6.00018310546875,0.7360734826092638,0.26392651739073625,20.348114013671875,246.40188598632812,0.9632,436.4485714285714,6.661602040816327,0
11,backprop,500,800,6.75,4.875,6.305084228515625,6.00018310546875,0.7357788199464806,0.26422118005351936,20.274017333984375,246.47598266601562,0.9631860000000001,416.5575,5.7390546875,0
12,backprop,500,900,6.75,4.875,6.255645751953125,6.00018310546875,0.7327632787930248,0.26723672120697517,20.224578857421875,246.52542114257812,0.963094,401.08666666666664,5.039265432098766,0
13,backprop,500,1000,6.75,4.875,6.374664306640625,6.00018310546875,0.7318439749543155,0.2681560250456845,20.343597412109375,246.40640258789062,0.963015,388.71,4.490615,0
14,backprop,600,400,6.75,4.875,6.46795654296875,6.00018310546875,0.7178991374499457,0.2821008625500543,20.4368896484375,246.3131103515625,0.9721360000000001,611.49,15.283162499999998,0
15,backprop,600,500,6.75,4.875,6.25567626953125,6.00018310546875,0.7327988047808764,0.26720119521912356,20.224609375,246.525390625,0.968018,544.656,11.743512,0
16,backprop,600,600,6.75,4.875,6.280609130859375,6.00018310546875,0.7200789231071252,0.2799210768928748,20.249542236328125,246.50045776367188,0.962483,500.1,9.517916666666666,0
17,backprop,600,700,6.75,4.875,6.36669921875,6.00018310546875,0.728038831501488,0.27196116849851204,20.33563232421875,246.41436767578125,0.961319,468.2742857142857,7.993922448979591,0
18,backprop,600,800,6.75,4.875,6.256072998046875,6.00018310546875,0.7327053656131649,0.2672946343868351,20.225006103515625,246.52499389648438,0.961174,444.405,6.886865625,0
19,backprop,600,900,6.75,4.875,6.2562255859375,6.00018310546875,0.7326414652729708,0.2673585347270292,20.22515869140625,246.52484130859375,0.961124,425.84000000000003,6.047118518518519,0
20,backprop,600,1000,6.75,4.875,6.25482177734375,6.00018310546875,0.7327428207145916,0.2672571792854084,20.2237548828125,246.5262451171875,0.96106,410.988,5.388738,0
21,backprop,700,400,6.75,4.875,6.255584716796875,6.00018310546875,0.7193430229807494,0.28065697701925063,20.224517822265625,246.52548217773438,0.9732379999999999,667.185,17.83035625,0
22,backprop,700,500,6.75,4.875,6.374725341796875,6.00018310546875,0.7290487569697732,0.2709512430302268,20.343658447265625,246.40634155273438,0.969209,589.212,13.700764000000001,0
23,backprop,700,600,6.75,4.875,6.3902587890625,6.00018310546875,0.7115341986650575,0.2884658013349425,20.35919189453125,246.39080810546875,0.963701,537.23,11.10423611111111,0
24,backprop,700,700,6.75,4.875,6.25579833984375,6.00018310546875,0.7323308532783538,0.2676691467216462,20.2247314453125,246.5252685546875,0.960031,500.1,9.326242857142857,0
25,backprop,700,800,6.75,4.875,6.256195068359375,6.00018310546875,0.7322648194673034,0.2677351805326966,20.225128173828125,246.52487182617188,0.95921,472.2525,8.0346765625,0
26,backprop,700,900,6.75,4.875,6.25726318359375,6.00018310546875,0.7321537051975342,0.2678462948024658,20.2261962890625,246.5238037109375,0.9590200000000001,450.59333333333336,7.054971604938272,0
27,backprop,700,1000,6.75,4.875,6.255401611328125,6.00018310546875,0.7321927035217423,0.26780729647825774,20.224334716796875,246.52566528320312,0.9588899999999999,433.26599999999996,6.286861,0
28,backprop,800,400,6.75,4.875,6.256591796875,6.00018310546875,0.7215073575181137,0.2784926424818863,20.22552490234375,246.52447509765625,0.974979,722.88,20.37755,0
29,backprop,800,500,6.75,4.875,6.255584716796875,6.00018310546875,0.7255681690849284,0.2744318309150716,20.224517822265625,246.52548217773438,0.969909,633.768,15.658016000000002,0
