,appName,coreF,memF,n_shm_ld,n_shm_st,n_gld,n_gst,l2_miss,l2_hit,mem_insts,insts,act_util,L_DM,D_DM,n_shm,tex_trans,fp_insts,dp_insts,int_insts,branch_insts
64,nn,945,877,0.0,0.0,8.000389099121094,4.00006103515625,0.9996261736906383,0.00037382630936166894,12.000450134277344,19.999549865722656,0.872785,162.03256556442417,3.0025533265551037,0.0,3.0,10.0,0.0,7.0,0.71875
60,nn,1087,877,0.0,0.0,8.000381469726562,4.00006103515625,0.9995781736157292,0.0004218263842707959,12.000442504882812,19.999557495117188,0.884375,166.36057012542759,3.4537306518152353,0.0,3.0,10.0,0.0,7.0,0.71875
61,nn,1237,877,0.0,0.0,8.00045394897461,4.00006103515625,0.9995997918536186,0.00040020814638142,12.00051498413086,19.99948501586914,0.894386,170.93240592930442,3.930326417935093,0.0,3.0,10.0,0.0,7.0,0.71875
62,nn,1380,877,0.0,0.0,8.000495910644531,4.00006103515625,0.9996134619504786,0.0003865380495213788,12.000556945800781,19.99944305419922,0.901632,175.29088939566702,4.38468104830269,0.0,3.0,10.0,0.0,7.0,0.71875
68,quasirandomGenerator,802,877,0.0,0.0,0.16080729166666666,9116.333333333334,0.47427121528451,0.52572878471549,9116.494140625,201873.505859375,0.322089,157.67408209806155,2.5481986961875056,0.0,2.0,2048.0,0.0,202764.0,385.4375
69,quasirandomGenerator,945,877,0.0,0.0,0.18294270833333334,8956.276692708334,0.47923257495281346,0.5207674250471865,8956.459635416668,202033.54036458334,0.32205300000000003,162.03256556442417,3.0025533265551037,0.0,2.0,2048.0,0.0,202764.0,385.4375
65,quasirandomGenerator,1087,877,0.0,0.0,0.21223958333333334,9020.834635416666,0.47811519761945587,0.5218848023805441,9021.046875,201968.953125,0.321904,166.36057012542759,3.4537306518152353,0.0,2.0,2048.0,0.0,202764.0,385.4375
66,quasirandomGenerator,1237,877,0.0,0.0,0.15169270833333334,8707.444010416666,0.4928254613672046,0.5071745386327954,8707.595703125,202282.404296875,0.32206,170.93240592930442,3.930326417935093,0.0,2.0,2048.0,0.0,202764.0,385.4375
67,quasirandomGenerator,1380,877,0.0,0.0,0.16536458333333334,8303.633463541666,0.5202720422811001,0.47972795771889987,8303.798828125,202686.201171875,0.321937,175.29088939566702,4.38468104830269,0.0,2.0,2048.0,0.0,202764.0,385.4375
73,reduction,802,877,3.2029013633728027,2.5936760902404785,4.000077724456787,0.37378358840942383,0.918868174656577,0.081131825343423,8.225181698799133,108.39981830120087,0.894186,157.67408209806155,2.5481986961875056,5.796577453613281,5.125,0.99609375,0.0,35.0,1.99609375
74,reduction,945,877,3.2026114463806152,2.597909927368164,4.000077724456787,0.22603893280029297,0.9510125965706809,0.048987403429319065,8.078205585479736,108.54679441452026,0.894068,162.03256556442417,3.0025533265551037,5.800521373748779,5.125,0.99609375,0.0,35.0,1.99609375
70,reduction,1087,877,3.202507972717285,2.602424144744873,4.000072002410889,0.12500762939453125,0.9742845817883626,0.025715418211637364,7.978193640708923,108.64680635929108,0.894344,166.36057012542759,3.4537306518152353,5.804932117462158,5.125,0.99609375,0.0,35.0,1.99609375
71,reduction,1237,877,3.2020115852355957,2.6068015098571777,4.000046730041504,0.12500762939453125,0.9742907819864508,0.025709218013549195,7.978766322135925,108.64623367786407,0.895034,170.93240592930442,3.930326417935093,5.808813095092773,5.125,0.99609375,0.0,35.0,1.99609375
72,reduction,1380,877,3.2017602920532227,2.6053833961486816,4.000058174133301,0.12500762939453125,0.9742940899722456,0.025705910027754353,7.978171944618225,108.64682805538177,0.8955690000000001,175.29088939566702,4.38468104830269,5.807143688201904,5.125,0.99609375,0.0,35.0,1.99609375
78,scalarProd,802,877,4672.2998046875,4562.9765625,65536.2099609375,2018.267578125,0.9703914744155053,0.02960852558449467,73367.521484375,105392.478515625,0.201819,157.67408209806155,2.5481986961875056,9235.2763671875,21057.0,10238.0,0.0,73722.0,5098.46875
79,scalarProd,945,877,4672.302734375,4556.521484375,65536.2099609375,2040.6044921875,0.9700688993130474,0.029931100686952594,73388.24755859375,105371.75244140625,0.201759,162.03256556442417,3.0025533265551037,9228.82421875,21057.0,10238.0,0.0,73722.0,5098.46875
75,scalarProd,1087,877,4672.3212890625,4534.35546875,65536.1162109375,2201.29296875,0.9677760686239156,0.03222393137608437,73543.3193359375,105216.6806640625,0.20160799999999998,166.36057012542759,3.4537306518152353,9206.6767578125,21057.0,10238.0,0.0,73722.0,5098.46875
