,appName,coreF,memF,argNo,kernel,time/ms,blocks,warps,achieved_occupancy,warp_execution_efficiency,sm_activity,eligible_warps_per_cycle,branch_efficiency,cf_executed,gld_throughput,gld_transactions,gld_transactions_per_request,gst_throughput,gst_transactions,gst_transactions_per_request,global_hit_rate,dram_read_transactions,dram_read_throughput,dram_write_transactions,dram_write_throughput,l2_read_transactions,l2_read_throughput,l2_write_transactions,l2_write_throughput,shared_load_transactions,shared_load_throughput,shared_load_transactions_per_request,shared_store_transactions,shared_store_throughput,shared_store_transactions_per_request,l2_tex_read_throughput,l2_tex_read_transactions,l2_tex_write_throughput,l2_tex_write_throughput.1,tex_cache_hit_rate,tex_cache_throughput,tex_cache_transactions,flop_count_dp,flop_count_dp_fma,flop_count_sp,flop_count_sp_fma,flop_count_sp_special,inst_integer,inst_fp_32,inst_fp_64,inst_executed,inst_per_warp,executed_ipc,power/W
49,dxtc,810,715,input00,compress,14.675999999999998,(16384 1 1) (64 1 1),32768.0,0.9852139999999999,0.9716,0.9851,0.32915,0.9922,24018993,8.3847,4128759,7.875,0.033379,16383,1.0,0.6175,138606459,281.33,63794312,130.11,183673235,374.46,64225098,130.94,3555321,28.89,1.391026,1378415,11.194,0.751179,374.7,183666736,131.02,130.97,0.5025999999999999,378.19,185450330,0,0,3660571608.0,1413149985,20971478,1472891776.0,2301947467,0,244565135,7463.6,0.36835999999999997,83.59253246753245
45,dxtc,1012,715,input00,compress,14.182,(16384 1 1) (64 1 1),32768.0,0.9889530000000001,0.9716,0.9827,0.273545,0.9922,24018993,8.6762,4128759,7.875,0.034332,16383,1.0,0.6445000000000001,138683028,291.45,63767373,134.68,183457380,387.61,64225129,135.69,3555321,29.883000000000003,1.391026,1378415,11.588,0.751179,387.57,183451257,135.69,135.72,0.5031,391.91,185450330,0,0,3660571608.0,1413149985,20971478,1472891776.0,2301947467,0,244565135,7463.6,0.30692600000000003,87.32579605263157
46,dxtc,1202,715,input00,compress,14.081,(16384 1 1) (64 1 1),32768.0,0.991922,0.9716,0.9812,0.232602,0.9922,24018993,8.7367,4128759,7.875,0.035286000000000005,16383,1.0,0.6753,138562910,293.17,63762340,135.95,183240728,390.67,64225111,136.93,3555321,30.096,1.391026,1378415,11.669,0.751179,390.75,183234015,136.96,136.94,0.5035000000000001,395.41,185450330,0,0,3660571608.0,1413149985,20971478,1472891776.0,2301947467,0,244565135,7463.6,0.26048499999999997,95.72677631578945
47,dxtc,1328,715,input00,compress,13.987,(16384 1 1) (64 1 1),32768.0,0.993266,0.9716,0.9797,0.214292,0.9922,24018993,8.7935,4128759,7.875,0.035286000000000005,16383,1.0,0.6945,138870195,295.82,63768611,136.81,183108654,392.9,64225134,137.81,3555321,30.299,1.391026,1378415,11.745999999999999,0.751179,392.87,183103567,137.8,137.8,0.5038,397.9,185450330,0,0,3660571608.0,1413149985,20971478,1472891776.0,2301947467,0,244565135,7463.6,0.239781,110.0281176470588
53,eigenvalues,607,715,input00,bisectKernel,6.6484,(1 1 1) (512 1 1),16.0,0.249996,0.6690999999999999,0.0178,1.5663120000000001,0.9989,574977,0.033379,7424,8.0,0.0,128,4.0,0.9828,22,0.0,13,0.0,529,0.00097656,141,0.0,276028,4.9388,1.0093020000000001,7329,0.13351,1.210005,0.0,128,0.0,0.0,0.9667,0.016212,3712,0,0,51317746.0,19940706,2847803,20853625.0,40018704,11146,4800365,300020.0,1.171604,29.518053333333324
54,eigenvalues,810,715,input00,bisectKernel,5.006,(1 1 1) (512 1 1),16.0,0.249996,0.6690999999999999,0.0178,1.566233,0.9989,574977,0.043869,7424,8.0,0.0,128,4.0,0.9828,18,0.0,9,0.0,478,0.0019073,141,0.0,276028,6.5733,1.0093020000000001,7329,0.17834,1.210005,0.0,128,0.0,0.0,0.9667,0.021935,3712,0,0,51317746.0,19940706,2847803,20853625.0,40018704,11146,4800365,300020.0,1.171746,30.27300662251656
50,eigenvalues,1012,715,input00,bisectKernel,4.0096,(1 1 1) (512 1 1),16.0,0.249996,0.6690999999999999,0.0178,1.566087,0.9989,574977,0.055313,7424,8.0,0.00097656,128,4.0,0.9828,12,0.0,9,0.0,310,0.0019073,141,0.00097656,276028,8.2012,1.0093020000000001,7329,0.22125,1.210005,0.00097656,128,0.00097656,0.00097656,0.9667,0.027657,3712,0,0,51317746.0,19940706,2847803,20853625.0,40018704,11146,4800365,300020.0,1.1718819999999999,31.510761589403966
51,eigenvalues,1202,715,input00,bisectKernel,3.4016,(1 1 1) (512 1 1),16.0,0.249996,0.6690999999999999,0.0177,1.566343,0.9989,574977,0.065804,7424,8.0,0.00097656,128,4.0,0.9828,11,0.0,5,0.0,286,0.0019073,141,0.00097656,276028,9.655,1.0093020000000001,7329,0.26226,1.210005,0.00097656,128,0.00097656,0.00097656,0.9667,0.032424999999999995,3712,0,0,51317746.0,19940706,2847803,20853625.0,40018704,11146,4800365,300020.0,1.171736,34.83540789473684
52,eigenvalues,1328,715,input00,bisectKernel,3.0835,(1 1 1) (512 1 1),16.0,0.249996,0.6690999999999999,0.0178,1.566294,0.9989,574977,0.072479,7424,8.0,0.00097656,128,4.0,0.9828,4,0.0,5,0.0,226,0.0019073,141,0.00097656,276028,10.662,1.0093020000000001,7329,0.28896,1.210005,0.00097656,128,0.00097656,0.00097656,0.9667,0.036239999999999994,3712,0,0,51317746.0,19940706,2847803,20853625.0,40018704,11146,4800365,300020.0,1.1717520000000001,39.67312666666668
58,fastWalshTransform,607,715,input00,fwtBatch2Kernel,3.9760000000000004,(262144 1 1) (256 1 1),2097152.0,0.80901,1.0,0.9982,1.471435,1.0,2097152,485.92,67108864,8.0,240.23,33554432,4.0,0.5,33554631,240.76,36168650,260.13,33554719,241.01,36241145,260.31,0,0.0,0.0,0,0.0,0.0,240.95,33554432,240.95,240.66,0.5,240.66,33554432,0,0,536870912.0,0,0,2483027968.0,536870912,0,136314880,65.0,0.99611,28.774004895960825
59,fastWalshTransform,810,715,input00,fwtBatch2Kernel,3.9748,(262144 1 1) (256 1 1),2097152.0,0.822154,1.0,0.9983,1.050935,1.0,2097152,486.62,67108864,8.0,240.37,33554432,4.0,0.5,33554606,240.93,36143981,260.11,33554700,241.08,36243255,260.39,0,0.0,0.0,0,0.0,0.0,241.06,33554432,241.06,242.09,0.5,242.09,33554432,0,0,536870912.0,0,0,2483027968.0,536870912,0,136314880,65.0,0.750192,29.403729166666665
55,fastWalshTransform,1012,715,input00,fwtBatch2Kernel,3.9756,(262144 1 1) (256 1 1),2097152.0,0.8309200000000001,1.0,0.9986,0.815992,1.0,2097152,486.85,67108864,8.0,239.93,33554432,4.0,0.5,33554635,240.14,36441538,261.32,33554745,240.37,36521529,261.62,0,0.0,0.0,0,0.0,0.0,240.75,33554432,240.75,242.37,0.5,242.37,33554432,0,0,536870912.0,0,0,2483027968.0,536870912,0,136314880,65.0,0.600064,30.34336117936118
56,fastWalshTransform,1202,715,input00,fwtBatch2Kernel,4.0011,(262144 1 1) (256 1 1),2097152.0,0.836925,1.0,0.9986,0.666518,1.0,2097152,484.05,67108864,8.0,240.87,33554432,4.0,0.5,33554643,236.07,37113219,261.75,33554723,236.47,37208162,262.22,0,0.0,0.0,0,0.0,0.0,238.65,33554432,238.65,241.22,0.5,241.22,33554432,0,0,536870912.0,0,0,2483027968.0,536870912,0,136314880,65.0,0.502799,33.34405024509804
57,fastWalshTransform,1328,715,input00,fwtBatch2Kernel,4.0133,(262144 1 1) (256 1 1),2097152.0,0.83973,1.0,0.9986,0.599186,1.0,2097152,486.69,67108864,8.0,241.09,33554432,4.0,0.5,33554628,234.12,37583768,262.43,33554776,235.81,37518820,263.67,0,0.0,0.0,0,0.0,0.0,241.07,33554432,241.07,245.73,0.5,245.73,33554432,0,0,536870912.0,0,0,2483027968.0,536870912,0,136314880,65.0,0.457109,38.166419828641374
63,gaussian,607,715,input00,Fan2,13.620999999999999,(2048 2048 1) (4 4 1),2097152.0,0.11498,0.4998,0.8205,0.7010770000000001,1.0,12582092,175.31,80175936,6.371619,81.372,37304056,8.893833,0.5433,9083553,19.884,9140457,19.971,36663023,80.377,37304069,81.785,0,0.0,0.0,0,0.0,0.0,80.124,36661604,81.528,81.538,0.3716,54.995,25160297,0,0,134144026.0,67072013,0,2347686248.0,67072013,0,209690838,49.994192,0.544469,47.879019230769224
64,gaussian,810,715,input00,Fan2,10.294,(2048 2048 1) (4 4 1),2097152.0,0.117827,0.4998,0.8527,0.6593600000000001,1.0,12582092,232.46,80175936,6.371619,108.02,37304056,8.893833,0.5433,9220185,26.741,9647157,27.874000000000002,36663502,106.07,37304069,107.93,0,0.0,0.0,0,0.0,0.0,106.16,36662454,108.02,107.98,0.3716,72.828,25160297,0,0,134144026.0,67072013,0,2347686248.0,67072013,0,209690838,49.994192,0.52117,54.16032692307694
60,gaussian,1012,715,input00,Fan2,9.1245,(2048 2048 1) (4 4 1),2097152.0,0.12696500000000002,0.4998,0.7753,0.599057,1.0,12582092,260.61,80175936,6.371619,121.37,37304056,8.893833,0.5435,9238353,30.03,9324937,30.305999999999997,36658858,119.01,37304069,121.11,0,0.0,0.0,0,0.0,0.0,119.2,36657747,121.31,121.55,0.3717,81.984,25160297,0,0,134144026.0,67072013,0,2347686248.0,67072013,0,209690838,49.994192,0.5194449999999999,57.671832258064526
61,gaussian,1202,715,input00,Fan2,7.8094,(2048 2048 1) (4 4 1),2097152.0,0.11678,0.4998,0.8459,0.534937,1.0,12582092,307.03,80175936,6.371619,142.88,37304056,8.893833,0.5433,9307744,35.647,9282351,35.548,36664394,140.42,37304069,142.87,0,0.0,0.0,0,0.0,0.0,140.44,36662764,142.89,142.87,0.3716,96.35700000000001,25160297,0,0,134144026.0,67072013,0,2347686248.0,67072013,0,209690838,49.994192,0.46648999999999996,68.28694230769233
62,gaussian,1328,715,input00,Fan2,7.1832,(2048 2048 1) (4 4 1),2097152.0,0.111953,0.4998,0.8785,0.503197,1.0,12582092,333.89,80175936,6.371619,155.35,37304056,8.893833,0.5433,9356634,38.964,9029935,37.607,36663167,152.7,37304069,155.36,0,0.0,0.0,0,0.0,0.0,152.7,36662946,155.37,155.36,0.3716,104.79,25160297,0,0,134144026.0,67072013,0,2347686248.0,67072013,0,209690838,49.994192,0.447956,81.7191974522293
68,histogram,607,715,input00,histogram256Kernel,5.2113,(240 1 1) (192 1 1),1440.0,0.402363,0.6609,0.8876000000000001,1.634528,0.7729,43010228,96.177,16777216,8.0,0.043869,7680,4.0,0.5,8388905,47.92100000000001,375167,2.1607,8388946,47.815,7693,0.043869,69264202,1590.2,2.130389,34637861,792.46,2.129989,48.101000000000006,8388608,0.043869,0.043869,0.5,47.997,8388608,0,0,0.0,0,0,2281105684.0,0,0,196694394,136590.0,1.23424,55.59426630434783
69,histogram,810,715,input00,histogram256Kernel,3.9286,(240 1 1) (192 1 1),1440.0,0.402598,0.6609,0.8957999999999999,1.600126,0.7729,43010228,127.41,16777216,8.0,0.058174,7680,4.0,0.5,8388862,63.468999999999994,1073325,8.1128,8388952,63.496,160757,1.2154,69264202,2100.9,2.130389,34637861,1050.5,2.129989,63.527,8388608,0.058174,0.058174,0.5,63.516999999999996,8388608,0,0,0.0,0,0,2281105684.0,0,0,196694394,136590.0,1.215852,64.3913027027027
65,histogram,1012,715,input00,histogram256Kernel,3.1597,(240 1 1) (192 1 1),1440.0,0.402281,0.6609,0.9136,1.5621610000000001,0.7729,43010228,158.05,16777216,8.0,0.072479,7680,4.0,0.5,8388744,79.137,691417,6.5286,8388949,79.053,117277,1.1045,69264202,2613.3,2.130389,34637861,1308.6,2.129989,79.007,8388608,0.072479,0.07343300000000001,0.5,79.118,8388608,0,0,0.0,0,0,2281105684.0,0,0,196694394,136590.0,1.188732,72.0223924731183
66,histogram,1202,715,input00,histogram256Kernel,2.7874,(240 1 1) (192 1 1),1440.0,0.401914,0.6609,0.9313,1.448086,0.7729,43010228,179.18,16777216,8.0,0.08297,7680,4.0,0.5,8388766,89.579,267461,2.8545,8389039,89.598,7693,0.083923,69264202,2958.8,2.130389,34637861,1479.8,2.129989,89.54799999999999,8388608,0.08297,0.08297,0.5,89.61200000000001,8388608,0,0,0.0,0,0,2281105684.0,0,0,196694394,136590.0,1.114529,86.20467021276595
67,histogram,1328,715,input00,histogram256Kernel,2.573,(240 1 1) (192 1 1),1440.0,0.402514,0.6609,0.9023,1.468359,0.7729,43010228,194.1,16777216,8.0,0.090599,7680,4.0,0.5,8388778,96.682,681913,7.8417,8388917,97.023,7693,0.090599,69264202,3203.7,2.130389,34637861,1602.7,2.129989,97.009,8388608,0.090599,0.090599,0.5,97.036,8388608,0,0,0.0,0,0,2281105684.0,0,0,196694394,136590.0,1.1360430000000001,105.59979032258065
73,hotspot,607,715,input00,calculate_temp,0.25895,(64 64 1) (16 16 1),32768.0,0.715735,0.8468000000000001,0.9685,2.35775,1.0,1555968,60.536,516128,7.9375,3.8445,32768,2.0,0.2709,38421,4.5002,29979,3.5446,375885,44.067,32781,3.8389,684544,319.53,0.9759120000000001,244224,114.44,0.9352940000000001,44.011,375752,3.8369999999999997,3.8249,0.2962,30.365,260096,20449840,6134952,39637216.0,13631488,4194304,149611648.0,31248608,14314888,12446464,379.835938,1.456715,49.98808783783783
74,hotspot,810,715,input00,calculate_temp,0.19459,(64 64 1) (16 16 1),32768.0,0.7148260000000001,0.8468000000000001,0.9651,2.35562,1.0,1555968,79.77199999999999,516128,7.9375,5.0589,32768,2.0,0.27190000000000003,38430,5.9707,30076,4.6287,376349,58.687,32781,5.1092,684544,423.48,0.9759120000000001,244224,151.2,0.9352940000000001,58.691,376313,5.1102,5.1064,0.2975,40.54,260096,20449840,6134952,39637216.0,13631488,4194304,149611648.0,31248608,14314888,12446464,379.835938,1.4558389999999999,56.970583892617455
70,hotspot,1012,715,input00,calculate_temp,0.15574000000000002,(64 64 1) (16 16 1),32768.0,0.714406,0.8468000000000001,0.9629,2.351877,1.0,1555968,99.891,516128,7.9375,6.3442,32768,2.0,0.2725,38248,7.4245,30047,5.7863,376440,72.891,32781,6.3488,684544,529.15,0.9759120000000001,244224,189.27,0.9352940000000001,72.635,375861,6.3311,6.3255,0.29710000000000003,50.218999999999994,260096,20449840,6134952,39637216.0,13631488,4194304,149611648.0,31248608,14314888,12446464,379.835938,1.455804,63.54622000000001
71,hotspot,1202,715,input00,calculate_temp,0.13147,(64 64 1) (16 16 1),32768.0,0.714275,0.8468000000000001,0.9634,2.35016,1.0,1555968,117.79,516128,7.9375,7.4776,32768,2.0,0.2729,38162,8.7246,30148,6.8918,375139,85.70100000000001,32781,7.4906,684544,624.66,0.9759120000000001,244224,222.94,0.9352940000000001,85.825,375197,7.4944,7.4925,0.2975,59.478,260096,20449840,6134952,39637216.0,13631488,4194304,149611648.0,31248608,14314888,12446464,379.835938,1.4555690000000001,78.77965100671139
72,hotspot,1328,715,input00,calculate_temp,0.12004,(64 64 1) (16 16 1),32768.0,0.7141,0.8468000000000001,0.9605,2.348985,1.0,1555968,129.21,516128,7.9375,8.1956,32768,2.0,0.2702,38078,9.5507,30025,7.526,376301,94.435,32781,8.2171,684544,684.99,0.9759120000000001,244224,244.5,0.9352940000000001,94.387,376493,8.2143,8.2189,0.2964,65.248,260096,20449840,6134952,39637216.0,13631488,4194304,149611648.0,31248608,14314888,12446464,379.835938,1.4554989999999999,101.92187162162163
78,matrixMulGlobal,607,715,input00,matrixMulCUDA,66.635,(64 64 1) (32 32 1),131072.0,0.9179729999999999,1.0,0.9878,5.0248349999999995,1.0,67764224,1442.0,3221225472,6.0,0.23936999999999997,524288,4.0,0.8354,59342922,26.604,584152,0.26703000000000005,529692604,237.0,524456,0.23936999999999997,0,0.0,0.0,0,0.0,0.0,237.1,529953493,0.23936999999999997,0.23936999999999997,0.8355,961.53,2147483648,0,0,17180000000.0,8589934592,0,113880000000.0,8589934592,0,4635099136,35363.0,2.0454689999999998,72.50903973509932
79,matrixMulGlobal,810,715,input00,matrixMulCUDA,53.136,(64 64 1) (32 32 1),131072.0,0.923291,1.0,0.989,4.383655,1.0,67764224,1807.4,3221225472,6.0,0.30041,524288,4.0,0.8412000000000001,56405835,31.678,583679,0.33474000000000004,510629806,286.87,524301,0.30041,0,0.0,0.0,0,0.0,0.0,286.7,511135918,0.30041,0.29945,0.8412000000000001,1203.5,2147483648,0,0,17180000000.0,8589934592,0,113880000000.0,8589934592,0,4635099136,35363.0,1.9259009999999999,84.7468609271523
75,matrixMulGlobal,1012,715,input00,matrixMulCUDA,44.358999999999995,(64 64 1) (32 32 1),131072.0,0.9249280000000001,1.0,0.9891,4.041563,1.0,67764224,2163.5,3221225472,6.0,0.35954,524288,4.0,0.843,55949170,37.515,583691,0.40054,505107579,338.98,524301,0.35954,0,0.0,0.0,0,0.0,0.0,338.6,504904103,0.35954,0.35954,0.843,1440.2,2147483648,0,0,17180000000.0,8589934592,0,113880000000.0,8589934592,0,4635099136,35363.0,1.8440779999999999,96.5248278145695
76,matrixMulGlobal,1202,715,input00,matrixMulCUDA,38.835,(64 64 1) (32 32 1),131072.0,0.926515,1.0,0.9888,3.8072660000000003,1.0,67764224,2471.4,3221225472,6.0,0.41103,524288,4.0,0.8442000000000001,55605604,42.663000000000004,583865,0.45776000000000006,501873000,385.36,524301,0.41103,0,0.0,0.0,0,0.0,0.0,385.08,501775752,0.41103,0.41103,0.8441,1648.2,2147483648,0,0,17180000000.0,8589934592,0,113880000000.0,8589934592,0,4635099136,35363.0,1.783839,117.8793907284768
77,matrixMulGlobal,1328,715,input00,matrixMulCUDA,36.48,(64 64 1) (32 32 1),131072.0,0.928143,1.0,0.9892,3.6199,1.0,67764224,2632.5,3221225472,6.0,0.43773999999999996,524288,4.0,0.845,54051461,44.157,583724,0.48733000000000004,499341344,408.23,524301,0.43773999999999996,0,0.0,0.0,0,0.0,0.0,408.16,499651869,0.43773999999999996,0.43773999999999996,0.8448,1755.1,2147483648,0,0,17180000000.0,8589934592,0,113880000000.0,8589934592,0,4635099136,35363.0,1.7254080000000003,145.9678145695364
83,matrixMulShared,607,715,input00,matrixMulCUDA,18.096,(64 64 1) (32 32 1),131072.0,0.996375,1.0,0.987,1.239481,1.0,42205184,220.93,134217728,8.0,0.8831,524288,4.0,0.5014,31466433,51.938,579693,0.97561,66938360,110.44,524301,0.8850100000000001,402653184,2657.5,1.2,16777216,110.62,1.0,110.0,66926767,0.8812000000000001,0.88215,0.5013000000000001,110.33,67108864,0,0,17180000000.0,8589934592,0,3615490048.0,8589934592,0,811204608,6189.0,1.317358,62.15526174496645
84,matrixMulShared,810,715,input00,matrixMulCUDA,13.722999999999999,(64 64 1) (32 32 1),131072.0,0.9966010000000001,1.0,0.9866,1.231586,1.0,42205184,291.75,134217728,8.0,1.1371,524288,4.0,0.5015,31538652,68.517,580118,1.2564,66910420,145.35,524384,1.1381,402653184,3502.4,1.2,16777216,145.98,1.0,145.14,66916613,1.1362,1.1381,0.5015999999999999,145.82,67108864,0,0,17180000000.0,8589934592,0,3615490048.0,8589934592,0,811204608,6189.0,1.307424,72.68428
80,matrixMulShared,1012,715,input00,matrixMulCUDA,11.049000000000001,(64 64 1) (32 32 1),131072.0,0.9957370000000001,1.0,0.9867,1.2275,1.0,42205184,361.59,134217728,8.0,1.4156,524288,4.0,0.5018,31631081,85.257,581300,1.5665,66873751,180.17,524320,1.4119,402653184,4349.4,1.2,16777216,181.31,1.0,180.46,66860092,1.4137,1.4147,0.5018,181.23,67108864,0,0,17180000000.0,8589934592,0,3615490048.0,8589934592,0,811204608,6189.0,1.300188,84.5054765100671
81,matrixMulShared,1202,715,input00,matrixMulCUDA,9.3311,(64 64 1) (32 32 1),131072.0,0.9963879999999999,1.0,0.9863,1.2279719999999998,1.0,42205184,429.38,134217728,8.0,1.6764,524288,4.0,0.5021,32278480,103.24,580707,1.8571,66831352,213.69,524340,1.6754,402653184,5151.1,1.2,16777216,214.6,1.0,213.6,66808048,1.6754,1.6754,0.5021,214.62,67108864,0,0,17180000000.0,8589934592,0,3615490048.0,8589934592,0,811204608,6189.0,1.300401,106.55834666666664
82,matrixMulShared,1328,715,input00,matrixMulCUDA,8.6014,(64 64 1) (32 32 1),131072.0,0.9962479999999999,1.0,0.9866,1.2151319999999999,1.0,42205184,465.79,134217728,8.0,1.8179,524288,4.0,0.5018,32043785,111.21,580055,2.0117,66857877,232.15,524343,1.8189,402653184,5588.2,1.2,16777216,232.82,1.0,232.06,66867309,1.8189,1.8179,0.5018,232.8,67108864,0,0,17180000000.0,8589934592,0,3615490048.0,8589934592,0,811204608,6189.0,1.286442,132.6540728476821
88,mergeSort,607,715,input00,mergeSortSharedKernel,2.2823,(4096 1 1) (512 1 1),65536.0,0.98069,1.0,0.9858,2.274696,1.0,12058624,27.548000000000002,2097152,8.0,13.754000000000001,1048576,4.0,0.5,1048704,13.715,1048197,13.758,1048954,13.77,1048589,13.764000000000001,15151490,794.12,1.501256,5715042,300.7,1.9819229999999999,13.72,1048576,13.72,13.812000000000001,0.5,13.812000000000001,1048576,0,0,0.0,0,0,1998585856.0,0,0,102236160,1560.0,1.323613,59.24745033112581
89,mergeSort,810,715,input00,mergeSortSharedKernel,1.7164,(4096 1 1) (512 1 1),65536.0,0.980727,1.0,0.9851,2.274536,1.0,12058624,36.428000000000004,2097152,8.0,18.267,1048576,4.0,0.5,1048672,18.189,1048084,18.268,1048831,18.27,1048589,18.262999999999998,15151490,1056.7,1.501256,5715042,398.33,1.9819229999999999,18.312,1048576,18.312,18.319000000000003,0.5,18.319000000000003,1048576,0,0,0.0,0,0,1998585856.0,0,0,102236160,1560.0,1.322756,68.07429333333333
85,mergeSort,1012,715,input00,mergeSortSharedKernel,1.3754,(4096 1 1) (512 1 1),65536.0,0.980815,1.0,0.9847,2.2730479999999997,1.0,12058624,45.582,2097152,8.0,22.794,1048576,4.0,0.5,1048689,22.802,1048021,22.839000000000002,1048845,22.761999999999997,1048606,22.759,15151490,1317.7,1.501256,5715042,496.84,1.9819229999999999,22.843000000000004,1048576,22.843000000000004,22.801,0.5,22.801,1048576,0,0,0.0,0,0,1998585856.0,0,0,102236160,1560.0,1.322177,77.79376821192052
86,mergeSort,1202,715,input00,mergeSortSharedKernel,1.1618,(4096 1 1) (512 1 1),65536.0,0.980822,1.0,0.9851,2.272352,1.0,12058624,54.062,2097152,8.0,27.01,1048576,4.0,0.5,1048675,27.026999999999997,1047878,27.005,1048937,27.038,1048589,27.03,15151490,1561.1,1.501256,5715042,589.16,1.9819229999999999,27.011999999999997,1048576,27.011999999999997,27.031,0.5,27.031,1048576,0,0,0.0,0,0,1998585856.0,0,0,102236160,1560.0,1.321669,94.82522666666668
87,mergeSort,1328,715,input00,mergeSortSharedKernel,1.0599,(4096 1 1) (512 1 1),65536.0,0.98009,1.0,0.985,2.270957,1.0,12058624,59.16,2097152,8.0,29.616,1048576,4.0,0.5,1048669,29.62,1047843,29.592,1048862,29.631999999999998,1048589,29.621,15151490,1710.2,1.501256,5715042,645.81,1.9819229999999999,29.596,1048576,29.596,29.621,0.5,29.621,1048576,0,0,0.0,0,0,1998585856.0,0,0,102236160,1560.0,1.321237,119.23095364238407
93,nn,607,715,input00,euclid,0.23345,(32768 1 1) (256 1 1),262144.0,0.8178890000000001,1.0,0.9725,2.6948830000000004,1.0,1310720,629.54,4194304,8.0,157.19,1048576,4.0,0.5,2097176,314.94,1061666,159.24,2097302,315.28,1048589,157.63,0,0.0,0.0,0,0.0,0.0,315.58,2097152,157.79,157.69,0.5,315.39,2097152,0,0,100663296.0,25165824,8388608,142606336.0,83886080,0,10747904,41.0,1.606738,94.50386046511628
94,nn,810,715,input00,euclid,0.18922,(32768 1 1) (256 1 1),262144.0,0.8362700000000001,1.0,0.9697,2.078678,1.0,1310720,674.8,4194304,8.0,168.69,1048576,4.0,0.5,2097192,337.52,1049403,168.8,2097321,337.68,1048589,168.83,0,0.0,0.0,0,0.0,0.0,337.8,2097152,168.9,168.81,0.5,337.62,2097152,0,0,100663296.0,25165824,8388608,142606336.0,83886080,0,10747904,41.0,1.289413,99.71333333333332
90,nn,1012,715,input00,euclid,0.18498,(32768 1 1) (256 1 1),262144.0,0.85687,1.0,0.975,1.620783,1.0,1310720,673.9,4194304,8.0,168.44,1048576,4.0,0.5,2097181,337.01,1049359,168.68,2097320,337.21,1048589,168.59,0,0.0,0.0,0,0.0,0.0,337.11,2097152,168.56,168.44,0.5,336.88,2097152,0,0,100663296.0,25165824,8388608,142606336.0,83886080,0,10747904,41.0,1.030111,101.6657556818182
91,nn,1202,715,input00,euclid,0.18504,(32768 1 1) (256 1 1),262144.0,0.8718950000000001,1.0,0.976,1.3480969999999999,1.0,1310720,673.0,4194304,8.0,168.16,1048576,4.0,0.5,2097188,336.92,1049349,168.31,2097348,336.34,1048589,168.16,0,0.0,0.0,0,0.0,0.0,336.51,2097152,168.25,168.16,0.5,336.32,2097152,0,0,100663296.0,25165824,8388608,142606336.0,83886080,0,10747904,41.0,0.8657459999999999,111.82156647398844
92,nn,1328,715,input00,euclid,0.18542,(32768 1 1) (256 1 1),262144.0,0.879561,1.0,0.9793,1.220242,1.0,1310720,671.0,4194304,8.0,167.83,1048576,4.0,0.5,2097185,335.88,1049120,167.82,2097341,335.57,1048589,167.77,0,0.0,0.0,0,0.0,0.0,335.4,2097152,167.7,167.74,0.5,335.48,2097152,0,0,100663296.0,25165824,8388608,142606336.0,83886080,0,10747904,41.0,0.787018,135.7739314285715
98,pathfinder,607,715,input00,dynproc_kernel,7.6692,(9143 1 1) (256 1 1),73144.0,0.984339,0.9466,0.9916,1.232074,1.0,64110268,142.9,36696572,6.849761999999999,0.29086999999999996,73143,3.999945,0.4872,7095624,27.590999999999998,4264125,16.588,18818931,73.402,1948185,7.5968,21136856,328.62,0.914533,10623278,165.5,0.843211,73.46600000000001,18819520,0.29181999999999997,0.29181999999999997,0.4869,75.082,19235163,0,0,0.0,0,0,3739891640.0,0,0,288709678,3947.1,1.104057,48.56193296089385
99,pathfinder,810,715,input00,dynproc_kernel,5.7775,(9143 1 1) (256 1 1),73144.0,0.98395,0.9466,0.9906,1.2300719999999998,1.0,64110268,189.55,36696572,6.849761999999999,0.38624,73143,3.999945,0.4875,6882838,35.514,3612620,18.669,18808981,97.28299999999999,1702242,8.8019,21136856,437.55,0.914533,10623278,219.85,0.843211,97.59,18811129,0.38719000000000003,0.38624,0.4872,99.54899999999999,19235163,0,0,0.0,0,0,3739891640.0,0,0,288709678,3947.1,1.102832,55.43836312849162
95,pathfinder,1012,715,input00,dynproc_kernel,4.6325,(9143 1 1) (256 1 1),73144.0,0.9836010000000001,0.9466,0.9909,1.2300959999999999,1.0,64110268,235.59,36696572,6.849761999999999,0.48351000000000005,73143,3.999945,0.4876,6744678,43.613,2676347,17.304000000000002,18807097,121.68,2548402,16.483,21136856,545.18,0.914533,10623278,273.92,0.843211,120.94,18808018,0.48065,0.48256000000000004,0.4872,124.2,19235163,0,0,0.0,0,0,3739891640.0,0,0,288709678,3947.1,1.101933,62.680172222222225
96,pathfinder,1202,715,input00,dynproc_kernel,3.9049,(9143 1 1) (256 1 1),73144.0,0.983693,0.9466,0.9905,1.229316,1.0,64110268,280.5,36696572,6.849761999999999,0.57125,73143,3.999945,0.4878,6861080,52.425,2789768,21.313000000000002,18795233,143.73,1619204,12.378,21136856,646.21,0.914533,10623278,324.55,0.843211,143.65,18799224,0.57125,0.57125,0.4875,146.89,19235163,0,0,0.0,0,0,3739891640.0,0,0,288709678,3947.1,1.101487,76.38458659217875
