appName,coreF,memF,argNo,kernel,power/W
backpropBackward,700,700,input00,bpnn_adjust_weights_cuda,43.46788000000001
backpropBackward,700,800,input00,bpnn_adjust_weights_cuda,44.751810000000006
backpropBackward,700,900,input00,bpnn_adjust_weights_cuda,45.486399999999996
backpropBackward,800,1000,input00,bpnn_adjust_weights_cuda,50.23715
backpropBackward,800,500,input00,bpnn_adjust_weights_cuda,42.190999999999995
backpropBackward,800,600,input00,bpnn_adjust_weights_cuda,44.29988000000001
backpropBackward,800,700,input00,bpnn_adjust_weights_cuda,46.07921
backpropBackward,800,800,input00,bpnn_adjust_weights_cuda,47.44555
backpropBackward,800,900,input00,bpnn_adjust_weights_cuda,49.00934000000002
backpropBackward,900,1000,input00,bpnn_adjust_weights_cuda,53.9858
backpropBackward,900,500,input00,bpnn_adjust_weights_cuda,44.717229999999994
backpropBackward,900,600,input00,bpnn_adjust_weights_cuda,47.00926
backpropBackward,900,700,input00,bpnn_adjust_weights_cuda,48.44811000000001
backpropBackward,900,800,input00,bpnn_adjust_weights_cuda,50.401259999999986
backpropBackward,900,900,input00,bpnn_adjust_weights_cuda,52.11102999999999
backpropForward,1000,1000,input00,bpnn_layerforward_CUDA,63.33698
backpropForward,1000,500,input00,bpnn_layerforward_CUDA,51.02446000000002
backpropForward,1000,600,input00,bpnn_layerforward_CUDA,55.49244999999999
backpropForward,1000,700,input00,bpnn_layerforward_CUDA,58.03464000000002
backpropForward,1000,800,input00,bpnn_layerforward_CUDA,60.435820000000014
backpropForward,1000,900,input00,bpnn_layerforward_CUDA,61.926600000000015
backpropForward,500,1000,input00,bpnn_layerforward_CUDA,45.80618
backpropForward,500,500,input00,bpnn_layerforward_CUDA,42.00538
backpropForward,500,600,input00,bpnn_layerforward_CUDA,44.798739999999995
backpropForward,500,700,input00,bpnn_layerforward_CUDA,45.04114000000001
backpropForward,500,800,input00,bpnn_layerforward_CUDA,45.47601999999998
backpropForward,500,900,input00,bpnn_layerforward_CUDA,45.49740999999998
backpropForward,600,1000,input00,bpnn_layerforward_CUDA,48.80451000000001
backpropForward,600,500,input00,bpnn_layerforward_CUDA,43.09386000000001
backpropForward,600,600,input00,bpnn_layerforward_CUDA,46.84431999999999
backpropForward,600,700,input00,bpnn_layerforward_CUDA,46.85092
backpropForward,600,800,input00,bpnn_layerforward_CUDA,47.17458999999999
backpropForward,600,900,input00,bpnn_layerforward_CUDA,47.59624000000001
backpropForward,700,1000,input00,bpnn_layerforward_CUDA,50.93238
backpropForward,700,500,input00,bpnn_layerforward_CUDA,44.237340000000025
backpropForward,700,600,input00,bpnn_layerforward_CUDA,47.38102000000001
