appName,coreF,memF,argNo,kernel,time/ms,blocks,warps
BlackScholes,1880,5800,input00,BlackScholesGPU,1.831945
BlackScholes,1880,6300,input00,BlackScholesGPU,1.597454
BlackScholes,1880,6800,input00,BlackScholesGPU,1.544794
BlackScholes,1880,7300,input00,BlackScholesGPU,1.442207
BlackScholes,1780,5800,input00,BlackScholesGPU,1.827054
BlackScholes,1780,6300,input00,BlackScholesGPU,1.690815
BlackScholes,1780,6800,input00,BlackScholesGPU,1.558915
BlackScholes,1780,7300,input00,BlackScholesGPU,1.455906
BlackScholes,1680,5800,input00,BlackScholesGPU,1.820231
BlackScholes,1680,6300,input00,BlackScholesGPU,1.686324
BlackScholes,1680,6800,input00,BlackScholesGPU,1.525605
BlackScholes,1680,7300,input00,BlackScholesGPU,1.424838
BlackScholes,1980,5800,input00,BlackScholesGPU,1.805661
BlackScholes,1980,6300,input00,BlackScholesGPU,1.694904
BlackScholes,1980,6800,input00,BlackScholesGPU,1.58151
BlackScholes,1980,7300,input00,BlackScholesGPU,1.473634
BlackScholes,2080,5800,input00,BlackScholesGPU,1.837754
BlackScholes,2080,6300,input00,BlackScholesGPU,1.653044
BlackScholes,2080,6800,input00,BlackScholesGPU,1.538487
BlackScholes,2080,7300,input00,BlackScholesGPU,1.383035
SobolQRNG,1880,5800,input00,sobolGPU_kernel,1.839317
SobolQRNG,1880,6300,input00,sobolGPU_kernel,1.726708
SobolQRNG,1880,6800,input00,sobolGPU_kernel,1.762604
SobolQRNG,1880,7300,input00,sobolGPU_kernel,1.636372
SobolQRNG,1780,5800,input00,sobolGPU_kernel,1.796222
SobolQRNG,1780,6300,input00,sobolGPU_kernel,1.818583
SobolQRNG,1780,6800,input00,sobolGPU_kernel,1.757293
SobolQRNG,1780,7300,input00,sobolGPU_kernel,1.607036
SobolQRNG,1680,5800,input00,sobolGPU_kernel,1.838134
SobolQRNG,1680,6300,input00,sobolGPU_kernel,1.819426
SobolQRNG,1680,6800,input00,sobolGPU_kernel,1.758025
SobolQRNG,1680,7300,input00,sobolGPU_kernel,1.601155
SobolQRNG,1980,5800,input00,sobolGPU_kernel,1.845871
SobolQRNG,1980,6300,input00,sobolGPU_kernel,1.797423
SobolQRNG,1980,6800,input00,sobolGPU_kernel,1.771108
SobolQRNG,1980,7300,input00,sobolGPU_kernel,1.649444
SobolQRNG,2080,5800,input00,sobolGPU_kernel,1.844405
SobolQRNG,2080,6300,input00,sobolGPU_kernel,1.833677
SobolQRNG,2080,6800,input00,sobolGPU_kernel,1.729078
SobolQRNG,2080,7300,input00,sobolGPU_kernel,1.602448
backpropForward,1880,5800,input00,bpnn_layerforward_CUDA,0.367198
backpropForward,1880,6300,input00,bpnn_layerforward_CUDA,0.361932
backpropForward,1880,6800,input00,bpnn_layerforward_CUDA,0.3585
backpropForward,1880,7300,input00,bpnn_layerforward_CUDA,0.351987
backpropForward,1780,5800,input00,bpnn_layerforward_CUDA,0.380295
backpropForward,1780,6300,input00,bpnn_layerforward_CUDA,0.375823
backpropForward,1780,6800,input00,bpnn_layerforward_CUDA,0.371282
backpropForward,1780,7300,input00,bpnn_layerforward_CUDA,0.367337
backpropForward,1680,5800,input00,bpnn_layerforward_CUDA,0.39436
backpropForward,1680,6300,input00,bpnn_layerforward_CUDA,0.388439
backpropForward,1680,6800,input00,bpnn_layerforward_CUDA,0.385639
backpropForward,1680,7300,input00,bpnn_layerforward_CUDA,0.379779
backpropForward,1980,5800,input00,bpnn_layerforward_CUDA,0.35605
backpropForward,1980,6300,input00,bpnn_layerforward_CUDA,0.349841
backpropForward,1980,6800,input00,bpnn_layerforward_CUDA,0.345371
backpropForward,1980,7300,input00,bpnn_layerforward_CUDA,0.339845
backpropForward,2080,5800,input00,bpnn_layerforward_CUDA,0.345989
backpropForward,2080,6300,input00,bpnn_layerforward_CUDA,0.340003
backpropForward,2080,6800,input00,bpnn_layerforward_CUDA,0.335462
backpropForward,2080,7300,input00,bpnn_layerforward_CUDA,0.327556
conjugateGradient,1880,5800,input00,gpuConjugateGradient,67.73164
conjugateGradient,1880,6300,input00,gpuConjugateGradient,67.583446
conjugateGradient,1880,6800,input00,gpuConjugateGradient,67.610568
conjugateGradient,1880,7300,input00,gpuConjugateGradient,67.479319
conjugateGradient,1780,5800,input00,gpuConjugateGradient,67.925269
conjugateGradient,1780,6300,input00,gpuConjugateGradient,67.69829
conjugateGradient,1780,6800,input00,gpuConjugateGradient,67.59605
conjugateGradient,1780,7300,input00,gpuConjugateGradient,67.711892
conjugateGradient,1680,5800,input00,gpuConjugateGradient,67.725184
conjugateGradient,1680,6300,input00,gpuConjugateGradient,67.771636
conjugateGradient,1680,6800,input00,gpuConjugateGradient,67.732229
conjugateGradient,1680,7300,input00,gpuConjugateGradient,67.672118
conjugateGradient,1980,5800,input00,gpuConjugateGradient,67.457374
conjugateGradient,1980,6300,input00,gpuConjugateGradient,67.38978
conjugateGradient,1980,6800,input00,gpuConjugateGradient,67.43646
conjugateGradient,1980,7300,input00,gpuConjugateGradient,67.355524
conjugateGradient,2080,5800,input00,gpuConjugateGradient,67.383012
conjugateGradient,2080,6300,input00,gpuConjugateGradient,67.213047
conjugateGradient,2080,6800,input00,gpuConjugateGradient,66.88528
conjugateGradient,2080,7300,input00,gpuConjugateGradient,66.903973
convolutionSeparable,1880,5800,input00,convolutionRowsKernel,6.563022
convolutionSeparable,1880,6300,input00,convolutionRowsKernel,6.441403
convolutionSeparable,1880,6800,input00,convolutionRowsKernel,6.356404
convolutionSeparable,1880,7300,input00,convolutionRowsKernel,6.281376
convolutionSeparable,1780,5800,input00,convolutionRowsKernel,6.809714
convolutionSeparable,1780,6300,input00,convolutionRowsKernel,6.726443
convolutionSeparable,1780,6800,input00,convolutionRowsKernel,6.648469
convolutionSeparable,1780,7300,input00,convolutionRowsKernel,6.524494
convolutionSeparable,1680,5800,input00,convolutionRowsKernel,7.065955
convolutionSeparable,1680,6300,input00,convolutionRowsKernel,7.017729
convolutionSeparable,1680,6800,input00,convolutionRowsKernel,6.908115
convolutionSeparable,1680,7300,input00,convolutionRowsKernel,6.864378
convolutionSeparable,1980,5800,input00,convolutionRowsKernel,6.336006
convolutionSeparable,1980,6300,input00,convolutionRowsKernel,6.199321
convolutionSeparable,1980,6800,input00,convolutionRowsKernel,6.091081
convolutionSeparable,1980,7300,input00,convolutionRowsKernel,5.991598
convolutionSeparable,2080,5800,input00,convolutionRowsKernel,6.214686
convolutionSeparable,2080,6300,input00,convolutionRowsKernel,5.97133
convolutionSeparable,2080,6800,input00,convolutionRowsKernel,5.854223
convolutionSeparable,2080,7300,input00,convolutionRowsKernel,5.779899
convolutionTexture,1880,5800,input00,convolutionRowsKernel,7.617593
convolutionTexture,1880,6300,input00,convolutionRowsKernel,7.463578
convolutionTexture,1880,6800,input00,convolutionRowsKernel,7.339509
convolutionTexture,1880,7300,input00,convolutionRowsKernel,7.123355
