,appName,coreF,memF,argNo,kernel,time/ms,blocks,warps,achieved_occupancy,sm_efficiency,warp_execution_efficiency,eligible_warps_per_cycle,branch_efficiency,cf_executed,gld_throughput,gld_transactions,gld_transactions_per_request,gst_throughput,gst_transactions,gst_transactions_per_request,global_hit_rate,dram_read_transactions,dram_read_throughput,dram_write_transactions,dram_write_throughput,l2_read_transactions,l2_read_throughput,l2_write_transactions,l2_write_throughput,shared_load_transactions,shared_load_throughput,shared_load_transactions_per_request,shared_store_transactions,shared_store_throughput,shared_store_transactions_per_request,l2_tex_read_throughput,l2_tex_read_transactions,l2_tex_write_throughput,l2_tex_write_throughput.1,tex_cache_hit_rate,tex_cache_throughput,tex_cache_transactions,flop_count_dp,flop_count_dp_fma,flop_count_sp,flop_count_sp_fma,flop_count_sp_special,inst_integer,inst_fp_32,inst_fp_64,inst_executed,inst_per_warp,ipc,power/W
48,eigenvalues,802,877,input00,bisectKernel,4.2539,(1 1 1) (512 1 1),16.0,0.24999699999999997,0.0125,0.6690999999999999,1.870857,0.9981,3874694,0.026602999999999998,3712,4.0,0.00093955,128,4.0,0.9333,6,0.00020821,6,0.00025642,242,0.0016498,144,0.0010322,276030,7.7292,1.009313,7329,0.21016999999999997,1.210005,0.0009394000000000001,128,0.00093948,0.00093949,0.9333,7.6832,274428,0,0,51312173.0,19940706,2847803,23895716.0,42884265,11146,4672565,292040.0,1.372853,28.882999999999992
49,eigenvalues,945,877,input00,bisectKernel,3.576,(1 1 1) (512 1 1),16.0,0.249996,0.0125,0.6690999999999999,1.87044,0.9981,3874694,0.031659,3712,4.0,0.0010918000000000002,128,4.0,0.9333,22,0.00018893,4,2.4746e-05,190,0.0017329,144,0.001228,276030,9.1946,1.009309,7329,0.25001,1.210005,0.0010915,128,0.0010917,0.0010915,0.9333,9.1416,274428,0,0,51312173.0,19940706,2847803,23895716.0,42884265,11146,4672565,292040.0,1.372714,34.27613999999999
45,eigenvalues,1087,877,input00,bisectKernel,3.1304,(1 1 1) (512 1 1),16.0,0.24999699999999997,0.0125,0.6690999999999999,1.8705509999999999,0.9981,3874694,0.036153,3712,4.0,0.0012467000000000001,128,4.0,0.9333,13,1.3628e-05,4,2.1274e-05,191,0.0019272000000000002,144,0.0014024,276031,10.503,1.009308,7329,0.28554,1.210005,0.0012468,128,0.0012468,0.0012468,0.9333,10.442,274428,0,0,51312173.0,19940706,2847803,23895716.0,42884265,11146,4672565,292040.0,1.3727530000000001,37.06609
46,eigenvalues,1237,877,input00,bisectKernel,2.7511,(1 1 1) (512 1 1),16.0,0.24999699999999997,0.0125,0.6690999999999999,1.870497,0.9981,3874694,0.041135000000000005,3712,4.0,0.0014186,128,4.0,0.9333,3,0.00016378999999999998,4,1.8157e-05,235,0.0020245999999999997,144,0.0015959,276030,11.95,1.009311,7329,0.32492000000000004,1.210005,0.0014185,128,0.0014186,0.0014185,0.9333,11.879000000000001,274428,0,0,51312173.0,19940706,2847803,23895716.0,42884265,11146,4672565,292040.0,1.3727790000000002,41.49278999999999
47,eigenvalues,1380,877,input00,bisectKernel,2.4537,(1 1 1) (512 1 1),16.0,0.24999699999999997,0.0125,0.6690999999999999,1.870883,0.9981,3874694,0.046124000000000005,3712,4.0,0.0015905,128,4.0,0.9333,2,0.00045165,4,2.2055e-05,211,0.0026573000000000005,144,0.0017893,276030,13.399000000000001,1.00931,7329,0.36429,1.210005,0.0015905,128,0.0015906,0.0015902999999999998,0.9333,13.319,274428,0,0,51312173.0,19940706,2847803,23895716.0,42884265,11146,4672565,292040.0,1.372908,42.36097000000001
53,fastWalshTransform,802,877,input00,fwtBatch2Kernel,2.9851,(262144 1 1) (256 1 1),2097152.0,0.914892,0.9971,1.0,1.018096,1.0,16777216,335.72,33554432,4.0,326.17,33554432,4.0,0.3482,33554508,336.9,33554026,344.84,33554595,326.72,35419883,336.89,0,0.0,0.0,0,0.0,0.0,336.91,33554432,326.77,326.87,0.0,419.64,10485760,0,0,536870912.0,0,0,1409286144.0,536870912,0,94371840,45.0,0.49412799999999996,88.91042999999998
54,fastWalshTransform,945,877,input00,fwtBatch2Kernel,2.5907,(262144 1 1) (256 1 1),2097152.0,0.9142299999999999,0.9972,1.0,0.9707,1.0,16777216,385.64,33554432,4.0,374.37,33554432,4.0,0.3471,33554512,385.85,33553997,395.53,33554606,374.36,35454016,385.85,0,0.0,0.0,0,0.0,0.0,385.84,33554432,374.33,374.31,0.0,482.05,10485760,0,0,536870912.0,0,0,1409286144.0,536870912,0,94371840,45.0,0.47914399999999996,97.29861
50,fastWalshTransform,1087,877,input00,fwtBatch2Kernel,2.5999,(262144 1 1) (256 1 1),2097152.0,0.9198120000000001,0.9974,1.0,0.8378200000000001,1.0,16777216,384.3,33554432,4.0,371.03,33554432,4.0,0.3457,33554515,384.74,33553981,395.58,33554611,371.33,35750153,384.75,0,0.0,0.0,0,0.0,0.0,384.74,33554432,371.33,371.05,0.0,480.39,10485760,0,0,536870912.0,0,0,1409286144.0,536870912,0,94371840,45.0,0.41803599999999996,103.88097
51,fastWalshTransform,1237,877,input00,fwtBatch2Kernel,2.6062,(262144 1 1) (256 1 1),2097152.0,0.924434,0.9976,1.0,0.727971,1.0,16777216,383.39,33554432,4.0,368.12,33554432,4.0,0.3444,33554503,384.03,33553973,396.25,33554584,368.26,36108849,384.04,0,0.0,0.0,0,0.0,0.0,384.04,33554432,368.26,368.11,0.0,479.22,10485760,0,0,536870912.0,0,0,1409286144.0,536870912,0,94371840,45.0,0.366519,116.07432
52,fastWalshTransform,1380,877,input00,fwtBatch2Kernel,2.6092,(262144 1 1) (256 1 1),2097152.0,0.92769,0.9977,1.0,0.645296,1.0,16777216,382.96,33554432,4.0,365.37,33554432,4.0,0.34340000000000004,33554500,383.81,33553979,397.38,33554630,365.58,36509539,383.83,0,0.0,0.0,0,0.0,0.0,383.82,33554432,366.22,365.47,0.0,478.72,10485760,0,0,536870912.0,0,0,1409286144.0,536870912,0,94371840,45.0,0.32675,116.10607999999998
58,gaussian,802,877,input00,Fan2,11.08,(2048 2048 1) (4 4 1),2097152.0,0.063566,0.8518000000000001,0.4999,0.236094,0.9996,92267930,110.22,41388812,3.2888839999999995,52.458,19700945,4.69712,0.3963,8405070,22.316999999999997,8432506,31.436,36318444,96.66799999999999,21166724,52.463,0,0.0,0.0,0,0.0,0.0,96.771,36298021,52.458,52.458,0.0827,294.9,27685365,0,0,134144026.0,67072013,0,1073297540.0,67072013,0,138397087,32.996437,0.22973600000000002,44.66165000000001
59,gaussian,945,877,input00,Fan2,9.4119,(2048 2048 1) (4 4 1),2097152.0,0.0637,0.8456999999999999,0.4999,0.235114,0.9996,92267930,131.02,41388299,3.2886279999999997,62.371,19700945,4.69712,0.3962,8405404,26.531,8432638,33.316,36294456,114.9,21029582,62.367,0,0.0,0.0,0,0.0,0.0,115.11,36290931,62.379,62.378,0.083,350.74,27695504,0,0,134144026.0,67072013,0,1073297540.0,67072013,0,138397087,32.996437,0.23007399999999997,56.23438
55,gaussian,1087,877,input00,Fan2,8.288,(2048 2048 1) (4 4 1),2097152.0,0.065389,0.8375,0.4999,0.23782399999999998,0.9996,92267930,148.79,41390738,3.2881489999999998,70.809,19700945,4.69712,0.3896,8406553,30.127,8424470,34.42,36283120,130.36,19884173,70.816,0,0.0,0.0,0,0.0,0.0,130.69,36276214,70.81,70.806,0.08349999999999999,398.0,27682360,0,0,134144026.0,67072013,0,1073297540.0,67072013,0,138397087,32.996437,0.23483400000000001,62.77999999999998
56,gaussian,1237,877,input00,Fan2,7.3129,(2048 2048 1) (4 4 1),2097152.0,0.069493,0.8081,0.4999,0.24331799999999998,0.9996,92267930,168.59,41389206,3.28799,80.208,19700945,4.69712,0.3787,8407823,34.14,8417218,34.479,36282894,147.71,19700961,80.243,0,0.0,0.0,0,0.0,0.0,148.03,36280181,80.208,80.208,0.0833,451.04,27685680,0,0,134144026.0,67072013,0,1073297540.0,67072013,0,138397087,32.996437,0.235289,75.3172
57,gaussian,1380,877,input00,Fan2,6.5431,(2048 2048 1) (4 4 1),2097152.0,0.070995,0.8053,0.4999,0.250227,0.9996,92267930,188.43,41387678,3.287825,89.663,19700945,4.69712,0.376,8408258,38.171,8412039,38.356,36262829,165.08,19700964,89.689,0,0.0,0.0,0,0.0,0.0,165.42,36270267,89.646,89.645,0.0836,504.34,27697531,0,0,134144026.0,67072013,0,1073297540.0,67072013,0,138397087,32.996437,0.240785,79.66121000000003
63,histogram,802,877,input00,histogram256Kernel,2.5319,(240 1 1) (192 1 1),1440.0,0.280727,0.9861,0.6648999999999999,1.412075,0.7001000000000001,151033964,98.583,8388608,4.0,0.091446,7680,4.0,0.0,8388619,98.522,14859,10.023,8388822,98.052,1225803,0.09255,69264419,3256.7,2.1303959999999997,34637861,1628.8,2.129989,98.53399999999999,8388608,0.091962,0.092228,0.0,1626.4,34611060,0,0,0.0,0,0,2348859668.0,0,0,198798552,138050.0,1.238477,77.16242
64,histogram,945,877,input00,histogram256Kernel,2.1464,(240 1 1) (192 1 1),1440.0,0.28073899999999996,0.9871,0.6648999999999999,1.3989610000000001,0.7001000000000001,151033964,116.34,8388608,4.0,0.10783,7680,4.0,0.0,8388643,116.21,14966,8.7523,8388799,116.03,295770,0.10914000000000001,69264421,3837.0,2.1303959999999997,34637861,1916.3,2.129989,116.11,8388608,0.1088,0.10891,0.0,1916.3,34611060,0,0,0.0,0,0,2348859668.0,0,0,198798552,138050.0,1.228733,86.53372999999998
60,histogram,1087,877,input00,histogram256Kernel,1.9069999999999998,(240 1 1) (192 1 1),1440.0,0.280733,0.9869,0.6648999999999999,1.376188,0.7001000000000001,151033964,130.87,8388608,4.0,0.12145999999999998,7680,4.0,0.0,8388639,130.89,14869,1.5245,8388828,130.7,7696,0.12304,69264430,4325.8,2.1303959999999997,34637861,2162.0,2.129989,130.88,8388608,0.12261,0.12253,0.0,2159.5,34611060,0,0,0.0,0,0,2348859668.0,0,0,198798552,138050.0,1.2109530000000002,100.21332
61,histogram,1237,877,input00,histogram256Kernel,1.7009,(240 1 1) (192 1 1),1440.0,0.280736,0.9873,0.6648999999999999,1.353065,0.7001000000000001,151033964,146.74,8388608,4.0,0.13618000000000002,7680,4.0,0.0,8388664,146.78,14860,1.6952,8388758,146.56,7696,0.13775,69264423,4848.0,2.1303959999999997,34637861,2424.2,2.129989,146.71,8388608,0.13733,0.13733,0.0,2422.4,34611060,0,0,0.0,0,0,2348859668.0,0,0,198798552,138050.0,1.192991,104.33609
62,histogram,1380,877,input00,histogram256Kernel,1.5429,(240 1 1) (192 1 1),1440.0,0.280713,0.9863,0.6648999999999999,1.328601,0.7001000000000001,151033964,160.5,8388608,4.0,0.15005000000000002,7680,4.0,0.0,8388701,161.32,14895,1.8448,8388728,161.37,7696,0.15134999999999998,69264418,5344.4,2.1303959999999997,34637861,2656.8,2.129989,161.92,8388608,0.15113,0.15148,0.0,2646.4,34611060,0,0,0.0,0,0,2348859668.0,0,0,198798552,138050.0,1.174695,128.37967999999998
68,hotspot,802,877,input00,calculate_temp,0.063682,(64 64 1) (16 16 1),32768.0,0.685393,0.9052,0.8344,13.221953,0.8281000000000001,5834736,177.48,385774,5.932658,15.045,32768,2.0,0.0151,6418,0.00092168,4684,8.8967,379891,174.32,32784,15.107000000000001,701171,1290.5,1.0243280000000001,251642,463.66,1.030548,174.63,379625,15.050999999999998,15.05,0.0148,1535.5,834122,20449840,6134952,39637216.0,13631488,4194304,150689656.0,31248608,14314888,12237552,373.46044900000004,3.147873,81.96904
69,hotspot,945,877,input00,calculate_temp,0.053661,(64 64 1) (16 16 1),32768.0,0.685271,0.9029,0.8344,13.210996,0.8281000000000001,5834736,210.61,385749,5.932397,17.817999999999998,32768,2.0,0.0148,6473,0.0010663,4752,13.515999999999998,379682,206.46,32784,17.814,701029,1529.2,1.024411,251653,545.1,1.030206,207.18,379547,17.785999999999998,17.812,0.0159,1806.6,834107,20449840,6134952,39637216.0,13631488,4194304,150689656.0,31248608,14314888,12237552,373.46044900000004,3.14892,90.77998999999998
65,hotspot,1087,877,input00,calculate_temp,0.047037,(64 64 1) (16 16 1),32768.0,0.685114,0.8981,0.8344,13.206833999999999,0.8281000000000001,5834736,240.19,385781,5.9326,20.305,32768,2.0,0.0143,5792,0.0012148,4856,16.737000000000002,380075,235.29,32784,20.387,701211,1743.9,1.02416,251643,625.75,1.030398,236.21,379872,20.295,20.305,0.015,2073.7,834184,20449840,6134952,39637216.0,13631488,4194304,150689656.0,31248608,14314888,12237552,373.46044900000004,3.14776,104.89865000000002
66,hotspot,1237,877,input00,calculate_temp,0.041339999999999995,(64 64 1) (16 16 1),32768.0,0.685135,0.8972,0.8344,13.204609,0.8281000000000001,5834736,272.45,385753,5.932526999999999,23.063000000000002,32768,2.0,0.0152,7728,0.0013812000000000002,4899,14.942,379858,266.84,32784,22.648000000000003,701272,1951.0,1.024346,251591,699.72,1.029882,264.51,380546,22.686999999999998,22.695,0.0146,2317.6,834111,20449840,6134952,39637216.0,13631488,4194304,150689656.0,31248608,14314888,12237552,373.46044900000004,3.145274,128.21505999999997
67,hotspot,1380,877,input00,calculate_temp,0.037022,(64 64 1) (16 16 1),32768.0,0.685154,0.8966,0.8344,13.204241,0.8281000000000001,5834736,299.45,385775,5.932962,25.337,32768,2.0,0.0143,5844,0.0015161,4851,22.862,380228,293.48,32784,25.453000000000003,701232,2176.3,1.0241770000000001,251618,780.82,1.03053,294.94,379987,25.337,25.334,0.0144,2585.9,834129,20449840,6134952,39637216.0,13631488,4194304,150689656.0,31248608,14314888,12237552,373.46044900000004,3.147242,141.39673000000005
73,matrixMulGlobal,802,877,input00,matrixMulCUDA,16.296,(64 64 1) (32 32 1),131072.0,0.9868399999999999,0.9851,1.0,20.414845,1.0,407240704,2454.2,1342177280,2.5,0.98169,524288,4.0,0.9522,14359190,26.397,530489,1.1147,63775394,116.56,524359,0.9816299999999999,0,0.0,0.0,0,0.0,0.0,116.4,63711501,0.9817799999999999,0.98175,0.9522,3929.0,537133056,0,0,17180000000.0,8589934592,0,45143000000.0,8589934592,0,2352742400,17950.0,2.284027,109.28140000000002
74,matrixMulGlobal,945,877,input00,matrixMulCUDA,13.749,(64 64 1) (32 32 1),131072.0,0.98731,0.9853,1.0,20.259026000000002,1.0,407240704,2908.8,1342177280,2.5,1.1363,524288,4.0,0.9521,14351219,31.092,530456,1.32,63796093,138.38,524312,1.1371,0,0.0,0.0,0,0.0,0.0,138.49,63920858,1.1362,1.1364,0.9521,4656.6,537133056,0,0,17180000000.0,8589934592,0,45143000000.0,8589934592,0,2352742400,17950.0,2.279574,125.46031999999997
70,matrixMulGlobal,1087,877,input00,matrixMulCUDA,12.065999999999999,(64 64 1) (32 32 1),131072.0,0.987617,0.9855,1.0,20.066626,1.0,407240704,3313.7,1342177280,2.5,1.2946,524288,4.0,0.9521,14317101,35.357,530473,1.5041,63754131,157.24,524304,1.2944,0,0.0,0.0,0,0.0,0.0,157.65,63770666,1.2946,1.2946,0.9522,5304.3,537133056,0,0,17180000000.0,8589934592,0,45143000000.0,8589934592,0,2352742400,17950.0,2.27414,149.54059999999996
71,matrixMulGlobal,1237,877,input00,matrixMulCUDA,10.636,(64 64 1) (32 32 1),131072.0,0.9873569999999999,0.9859,1.0,19.845036999999998,1.0,407240704,3760.0,1342177280,2.5,1.4688,524288,4.0,0.9522,14301635,40.022,530451,1.7029,63662560,178.36,524304,1.4688,0,0.0,0.0,0,0.0,0.0,178.7,63636223,1.4688,1.469,0.9522,6019.2,537133056,0,0,17180000000.0,8589934592,0,45143000000.0,8589934592,0,2352742400,17950.0,2.266808,189.92049
72,matrixMulGlobal,1380,877,input00,matrixMulCUDA,9.544,(64 64 1) (32 32 1),131072.0,0.988266,0.9857,1.0,19.591458,1.0,407240704,4201.9,1342177280,2.5,1.6414,524288,4.0,0.9523,14280355,44.696999999999996,530462,1.9029,63530995,198.52,524304,1.6411,0,0.0,0.0,0,0.0,0.0,199.15,63601554,1.6413,1.6413,0.9523,6726.0,537133056,0,0,17180000000.0,8589934592,0,45143000000.0,8589934592,0,2352742400,17950.0,2.259093,205.44277
78,matrixMulShared,802,877,input00,matrixMulCUDA,7.6954,(64 64 1) (32 32 1),131072.0,0.993316,0.9837,1.0,12.097779,1.0,52559872,259.89,67108864,4.0,2.0307,524288,4.0,0.0013,27661650,108.01,530453,2.3532,67009143,259.6,524304,2.0332,402788963,6242.8,1.200402,18947694,293.74,1.128795,259.77,67041202,2.0317,2.0314,0.001,6509.7,419954688,0,0,17180000000.0,8589934592,0,1950351360.0,8589934592,0,751042560,5730.0,1.546291,94.1934
79,matrixMulShared,945,877,input00,matrixMulCUDA,6.4833,(64 64 1) (32 32 1),131072.0,0.993283,0.9837,1.0,12.076543,1.0,52559872,308.45,67108864,4.0,2.4094,524288,4.0,0.0017,27158464,126.65,530453,2.7969999999999997,66999370,307.9,524304,2.4096,402787493,7374.5,1.200402,18974354,348.82,1.130994,307.96,66998110,2.4094,2.4096,0.0017,7720.5,419954688,0,0,17180000000.0,8589934592,0,1950351360.0,8589934592,0,751042560,5730.0,1.545423,106.47884000000002
75,matrixMulShared,1087,877,input00,matrixMulCUDA,5.6972,(64 64 1) (32 32 1),131072.0,0.9932709999999999,0.9833,1.0,11.986303,1.0,52559872,350.91,67108864,4.0,2.7418,524288,4.0,0.0023,27659761,145.16,530453,3.178,66948136,350.35,524304,2.7424,402789230,8422.6,1.200404,18949894,396.06,1.129892,350.2,66980284,2.7413,2.7411,0.0018,8782.9,419954688,0,0,17180000000.0,8589934592,0,1950351360.0,8589934592,0,751042560,5730.0,1.5403930000000001,125.63556000000001
76,matrixMulShared,1237,877,input00,matrixMulCUDA,5.051,(64 64 1) (32 32 1),131072.0,0.993186,0.9825,1.0,11.796588,1.0,52559872,395.89,67108864,4.0,3.094,524288,4.0,0.0038,27889256,161.95,530452,3.5885,66929236,395.09,524304,3.0943,402791597,9512.7,1.200408,18952148,447.52,1.129752,395.32,66895680,3.0936,3.0953,0.0024,9917.1,419954688,0,0,17180000000.0,8589934592,0,1950351360.0,8589934592,0,751042560,5730.0,1.527823,154.04317
77,matrixMulShared,1380,877,input00,matrixMulCUDA,4.5398,(64 64 1) (32 32 1),131072.0,0.993123,0.9834,1.0,11.623614,1.0,52559872,439.9,67108864,4.0,3.4344,524288,4.0,0.0032,27764988,185.31,530453,3.9977,66879923,439.78,524304,3.4484,402789384,10000.0,1.200416,18878816,496.56,1.124924,439.76,66863902,3.4474,3.4476,0.0032,10000.0,419954688,0,0,17180000000.0,8589934592,0,1950351360.0,8589934592,0,751042560,5730.0,1.517202,198.44072000000003
83,mergeSort,802,877,input00,mergeSortSharedKernel,0.5671499999999999,(4096 1 1) (512 1 1),65536.0,0.9696290000000001,0.973,1.0,19.779735000000002,1.0,58654720,55.047,1048576,4.0,55.021,1048576,4.0,0.0,1048592,54.946000000000005,1038716,54.945,1048673,55.042,1048592,55.045,15420045,3236.7,1.528088,5746218,1206.4,1.99289,55.019,1048576,55.047,55.04600000000001,0.0,2189.0,10420224,0,0,0.0,0,0,2082471936.0,0,0,106561536,1626.0,2.994711,100.72352
84,mergeSort,945,877,input00,mergeSortSharedKernel,0.47772,(4096 1 1) (512 1 1),65536.0,0.9698379999999999,0.9737,1.0,19.737813,1.0,58654720,65.291,1048576,4.0,65.32600000000001,1048576,4.0,0.0,1048583,65.265,1038731,65.273,1048724,65.313,1048592,65.308,15420498,3843.0,1.527894,5747446,1430.8,1.993022,65.277,1048576,65.352,65.344,0.0,2577.0,10420224,0,0,0.0,0,0,2082471936.0,0,0,106561536,1626.0,2.993405,98.48750999999996
80,mergeSort,1087,877,input00,mergeSortSharedKernel,0.41891999999999996,(4096 1 1) (512 1 1),65536.0,0.968744,0.9713,1.0,19.690313,1.0,58654720,74.332,1048576,4.0,74.40100000000001,1048576,4.0,0.0,1048595,74.414,1038735,74.392,1048719,74.45,1048592,74.454,15420442,4380.9,1.5278969999999998,5748097,1631.5,1.993266,74.366,1048576,74.491,74.385,0.0,2956.7,10420224,0,0,0.0,0,0,2082471936.0,0,0,106561536,1626.0,2.989631,131.54868000000002
81,mergeSort,1237,877,input00,mergeSortSharedKernel,0.36843000000000004,(4096 1 1) (512 1 1),65536.0,0.969462,0.9732,1.0,19.631555,1.0,58654720,84.613,1048576,4.0,84.64299999999999,1048576,4.0,0.0,1048590,84.613,1038730,84.57700000000001,1048732,84.652,1048592,84.685,15419496,4982.6,1.527808,5747875,1853.9,1.993381,84.555,1048576,84.68,84.605,0.0,3364.2,10420224,0,0,0.0,0,0,2082471936.0,0,0,106561536,1626.0,2.985258,159.40220000000005
82,mergeSort,1380,877,input00,mergeSortSharedKernel,0.32938,(4096 1 1) (512 1 1),65536.0,0.9702219999999999,0.963,1.0,19.64366,1.0,58654720,94.589,1048576,4.0,94.493,1048576,4.0,0.0,1048583,94.611,1038864,94.449,1048674,94.603,1048592,94.354,15418759,5513.0,1.527736,5748439,2071.5,1.99364,93.396,1048576,94.434,94.55799999999999,0.0,3721.3,10420224,0,0,0.0,0,0,2082471936.0,0,0,106561536,1626.0,2.9832919999999996,165.89433
88,nn,802,877,input00,euclid,0.14246,(32768 1 1) (256 1 1),262144.0,0.868869,0.9547,1.0,1.627406,1.0,6029312,870.1,4194304,8.0,215.94,1048576,4.0,0.4,2097165,436.31,1047481,218.59,2097251,438.35,1048592,220.08,0,0.0,0.0,0,0.0,0.0,436.25,2097154,219.03,219.73,0.4,652.32,786432,0,0,100663296.0,25165824,8388608,58720256.0,83886080,0,8388608,32.0,0.9457030000000001,106.63689
89,nn,945,877,input00,euclid,0.12301,(32768 1 1) (256 1 1),262144.0,0.872785,0.9502,1.0,1.562961,1.0,6029312,999.92,4194304,8.0,247.63,1048576,4.0,0.4,2097161,501.06,1047509,250.36,2097254,501.95,1048592,250.66,0,0.0,0.0,0,0.0,0.0,501.4,2097153,250.95,250.92,0.4,749.75,786432,0,0,100663296.0,25165824,8388608,58720256.0,83886080,0,8388608,32.0,0.91269,117.96761000000004
85,nn,1087,877,input00,euclid,0.12300000000000001,(32768 1 1) (256 1 1),262144.0,0.884375,0.9566,1.0,1.366426,1.0,6029312,1001.1,4194304,8.0,247.49,1048576,4.0,0.4,2097161,502.96,1047356,250.91,2097252,503.25,1048592,251.35,0,0.0,0.0,0,0.0,0.0,502.49,2097153,251.58,251.74,0.4,750.54,786432,0,0,100663296.0,25165824,8388608,58720256.0,83886080,0,8388608,32.0,0.800884,126.28621
86,nn,1237,877,input00,euclid,0.12297000000000001,(32768 1 1) (256 1 1),262144.0,0.894386,0.9604,1.0,1.189158,1.0,6029312,1002.3,4194304,8.0,248.63,1048576,4.0,0.4,2097163,504.29,1047441,251.86,2097271,504.33,1048592,252.03,0,0.0,0.0,0,0.0,0.0,504.18,2097154,252.3,252.23,0.4,752.7,786432,0,0,100663296.0,25165824,8388608,58720256.0,83886080,0,8388608,32.0,0.7027140000000001,126.56937999999998
87,nn,1380,877,input00,euclid,0.12291,(32768 1 1) (256 1 1),262144.0,0.901632,0.9628,1.0,1.058517,1.0,6029312,1004.2,4194304,8.0,251.28,1048576,4.0,0.4,2097164,504.63,1047494,252.06,2097282,504.92,1048592,252.19,0,0.0,0.0,0,0.0,0.0,504.57,2097153,252.35,252.48,0.4,751.63,786432,0,0,100663296.0,25165824,8388608,58720256.0,83886080,0,8388608,32.0,0.6270020000000001,159.53005
93,pathfinder,802,877,input00,dynproc_kernel,1.4895,(9143 1 1) (256 1 1),73144.0,0.9712940000000001,0.99,1.0,13.688569000000001,0.9988,96385502,438.09,21888369,4.085237,1.4425,73143,3.999945,0.2046,6467089,129.36,71505,20.324,18787038,370.49,996997,1.4629,21157313,1690.2,1.000969,11325971,906.82,1.066143,375.56,18786860,1.4422,1.4413,0.1916,2152.2,26889268,0,0,0.0,0,0,3637835128.0,0,0,273649962,3741.2,2.889958,81.63984
94,pathfinder,945,877,input00,dynproc_kernel,1.2622,(9143 1 1) (256 1 1),73144.0,0.971191,0.9898,1.0,13.246554999999999,0.9988,96385502,513.57,21887562,4.084929,1.6982,73143,3.999945,0.2043,6466831,152.61,71498,24.156999999999996,18794651,433.67,1003851,1.7277,21157034,1998.1,1.000951,11319247,1066.0,1.065401,443.84,18796608,1.6984,1.6987,0.1913,2537.5,26886119,0,0,0.0,0,0,3637835128.0,0,0,273649962,3741.2,2.870607,109.46363
90,pathfinder,1087,877,input00,dynproc_kernel,1.1201,(9143 1 1) (256 1 1),73144.0,0.971197,0.9911,1.0,12.394627,0.9988,96385502,581.7,21885205,4.084665,1.8969999999999998,73143,3.999945,0.204,6466937,171.86,71503,27.338,18801402,487.73,1012906,1.9446,21156369,2248.3,1.0009270000000001,11307352,1202.2,1.0644200000000001,499.34,18802080,1.8973,1.8999,0.1911,2856.5,26881828,0,0,0.0,0,0,3637835128.0,0,0,273649962,3741.2,2.828188,127.93401999999999
91,pathfinder,1237,877,input00,dynproc_kernel,1.0035,(9143 1 1) (256 1 1),73144.0,0.971096,0.991,1.0,11.604766,0.9988,96385502,649.74,21883518,4.0847050000000005,2.1015,73143,3.999945,0.2047,6467482,191.9,71497,30.944000000000003,18787231,540.5,1035772,2.1735,21155791,2512.3,1.000894,11292044,1340.6,1.063022,557.74,18792733,2.1089,2.1219,0.1915,3192.0,26878133,0,0,0.0,0,0,3637835128.0,0,0,273649962,3741.2,2.7747290000000002,134.78911000000002
92,pathfinder,1380,877,input00,dynproc_kernel,0.9153399999999999,(9143 1 1) (256 1 1),73144.0,0.971242,0.9914,1.0,10.850175,0.9988,96385502,711.62,21882800,4.08448,2.2787,73143,3.999945,0.20440000000000005,6467934,210.33,71500,34.471,18795795,585.77,1065340,2.3796,21154860,2752.0,1.000856,11274543,1467.1,1.061379,611.56,18791083,2.2801,2.3105,0.1914,3494.7,26875638,0,0,0.0,0,0,3637835128.0,0,0,273649962,3741.2,2.7132810000000003,167.14447999999996
98,quasirandomGenerator,802,877,input00,quasirandomGeneratorKernel,3.0222,(128 1 1) (128 3 1),1536.0,0.322089,0.8011,1.0,9.870271,1.0,18945024,0.0,0,0.0,123.94,12582912,4.0,0.5161,134,0.00090256,6641055,86.699,247,0.0020280000000000003,14002688,124.14,0,0.0,0.0,0,0.0,0.0,0.0,0,124.13,124.14,0.0,0.12416,3072,0,0,100663296.0,0,0,9966256128.0,100663296,0,324086784,210990.0,2.0835779999999997,75.47031000000001
99,quasirandomGenerator,945,877,input00,quasirandomGeneratorKernel,2.5434,(128 1 1) (128 3 1),1536.0,0.32205300000000003,0.8017,1.0,9.865095,1.0,18945024,0.0,0,0.0,146.26,12582912,4.0,0.5167,116,0.00055948,6592745,95.84899999999999,281,0.0031728000000000004,13756841,146.21,0,0.0,0.0,0,0.0,0.0,0.0,0,146.26,146.27,0.0,0.14623,3072,0,0,100663296.0,0,0,9966256128.0,100663296,0,324086784,210990.0,2.083746,84.99522999999998
95,quasirandomGenerator,1087,877,input00,quasirandomGeneratorKernel,2.2264,(128 1 1) (128 3 1),1536.0,0.321904,0.8017,1.0,9.867986,1.0,18945024,0.0,0,0.0,168.21,12582912,4.0,0.5166,89,0.00078635,6624832,94.234,326,0.0044602,13856002,168.26,0,0.0,0.0,0,0.0,0.0,0.0,0,168.26,168.28,0.0,0.16826,3072,0,0,100663296.0,0,0,9966256128.0,100663296,0,324086784,210990.0,2.082985,97.77498
