,appName,coreF,memF,argNo,kernel,time/ms,blocks,warps,achieved_occupancy,sm_efficiency,warp_execution_efficiency,eligible_warps_per_cycle,branch_efficiency,cf_executed,gld_throughput,gld_transactions,gld_transactions_per_request,gst_throughput,gst_transactions,gst_transactions_per_request,global_hit_rate,dram_read_transactions,dram_read_throughput,dram_write_transactions,dram_write_throughput,l2_read_transactions,l2_read_throughput,l2_write_transactions,l2_write_throughput,shared_load_transactions,shared_load_throughput,shared_load_transactions_per_request,shared_store_transactions,shared_store_throughput,shared_store_transactions_per_request,l2_tex_read_throughput,l2_tex_read_transactions,l2_tex_write_throughput,l2_tex_write_throughput.1,tex_cache_hit_rate,tex_cache_throughput,tex_cache_transactions,flop_count_dp,flop_count_dp_fma,flop_count_sp,flop_count_sp_fma,flop_count_sp_special,inst_integer,inst_fp_32,inst_fp_64,inst_executed,inst_per_warp,ipc,power/W
2,BlackScholes,1000,600,input00,BlackScholesGPU,0.28915,(3584 1 1) (128 1 1),14336.0,0.897777,0.9718,1.0,0.7248399999999999,1.0,243712,17.831,344064,8.0,11.865,114688,4.0,0.5,173664,17.996,111254,11.306,172457,18.334,114694,12.075999999999999,0,0.0,0.0,0,0.0,0.0,18.238,172032,12.177,12.16,0.5,17.665,172032,0,0,46513565,15597568,4128768,11010048,40091037,0,2336768,163.0,0.524351,47.28011309523809
3,BlackScholes,1000,700,input00,BlackScholesGPU,0.24258,(3584 1 1) (128 1 1),14336.0,0.8936930000000001,0.9653,1.0,0.8732409999999999,1.0,243712,21.198,344064,8.0,14.122,114688,4.0,0.5,172896,21.333000000000002,112248,13.527999999999999,173248,21.879,114694,14.477,0,0.0,0.0,0,0.0,0.0,21.621,172032,14.468,14.474,0.5,21.129,172032,0,0,46513565,15597568,4128768,11010048,40091037,0,2336768,163.0,0.6144649999999999,48.73614371257485
4,BlackScholes,1000,800,input00,BlackScholesGPU,0.20893,(3584 1 1) (128 1 1),14336.0,0.8934799999999999,0.9644,1.0,1.0307520000000001,1.0,243712,24.588,344064,8.0,16.343,114688,4.0,0.5,175307,25.194000000000003,112381,15.79,174856,25.508000000000003,114694,16.779,0,0.0,0.0,0,0.0,0.0,25.081999999999997,172032,16.742,16.782,0.5,24.041,172032,0,0,46513565,15597568,4128768,11010048,40091037,0,2336768,163.0,0.725697,50.120067415730325
5,BlackScholes,1000,900,input00,BlackScholesGPU,0.18364,(3584 1 1) (128 1 1),14336.0,0.8916930000000001,0.9605,1.0,1.171219,1.0,243712,27.905,344064,8.0,18.577,114688,4.0,0.5,174517,27.839000000000002,113406,18.028,174196,28.555,114694,18.887,0,0.0,0.0,0,0.0,0.0,28.432,172032,19.009,18.975,0.5,27.709,172032,0,0,46513565,15597568,4128768,11010048,40091037,0,2336768,163.0,0.818497,51.307251533742345
0,BlackScholes,1000,1000,input00,BlackScholesGPU,0.16391999999999998,(3584 1 1) (128 1 1),14336.0,0.886978,0.9561,1.0,1.30435,1.0,243712,31.131999999999998,344064,8.0,20.773000000000003,114688,4.0,0.5,174135,31.359,113267,20.357,172496,32.271,114694,20.936,0,0.0,0.0,0,0.0,0.0,31.689,172032,21.223000000000003,21.229,0.5,30.993000000000002,172032,0,0,46513565,15597568,4128768,11010048,40091037,0,2336768,163.0,0.925026,52.41771264367817
43,SobolQRNG,500,500,input00,sobolGPU_kernel,4.5253,(1 1000 1) (64 1 1),2000.0,0.9688110000000001,0.9814,1.0,0.648779,1.0,1047000,0.026702999999999998,8000,8.0,26.955,4096000,4.0,0.5,2069,0.013351000000000002,4092442,27.149,4483,0.029564,4096006,27.163,1036000,27.279,1.0,1000,0.026702999999999998,1.0,0.026702999999999998,4000,27.199,27.163,0.5,0.026702999999999998,4000,0,0,32768000,0,0,461952000,32768000,0,21671000,10836.0,0.599251,38.27314851485149
44,SobolQRNG,500,600,input00,sobolGPU_kernel,3.9567,(1 1000 1) (64 1 1),2000.0,0.970723,0.9803,1.0,0.756406,1.0,1047000,0.030518,8000,8.0,30.833000000000002,4096000,4.0,0.5,2059,0.015259,4091729,31.041,4413,0.032424999999999995,4096006,31.076999999999998,1036000,31.215999999999998,1.0,1000,0.030518,1.0,0.030518,4000,31.083000000000002,31.092,0.5,0.030518,4000,0,0,32768000,0,0,461952000,32768000,0,21671000,10836.0,0.6897939999999999,39.25900000000001
45,SobolQRNG,500,700,input00,sobolGPU_kernel,3.3426,(1 1000 1) (64 1 1),2000.0,0.9692149999999999,0.9809,1.0,0.913356,1.0,1047000,0.036239999999999994,8000,8.0,36.484,4096000,4.0,0.5,2055,0.018119999999999997,4091310,36.749,4373,0.038147,4096006,36.819,1036000,36.928000000000004,1.0,1000,0.036239999999999994,1.0,0.036239999999999994,4000,36.808,36.801,0.5,0.035286000000000005,4000,0,0,32768000,0,0,461952000,32768000,0,21671000,10836.0,0.8144680000000001,40.46194117647058
46,SobolQRNG,500,800,input00,sobolGPU_kernel,3.1256,(1 1000 1) (64 1 1),2000.0,0.968251,0.9819,1.0,0.992976,1.0,1047000,0.038147,8000,8.0,39.101,4096000,4.0,0.5,2053,0.019073,4091768,39.687,4160,0.041007999999999996,4096006,39.64,1036000,39.525,1.0,1000,0.038147,1.0,0.039101,4000,39.722,39.699,0.5,0.038147,4000,0,0,32768000,0,0,461952000,32768000,0,21671000,10836.0,0.8699540000000001,41.59604950495051
47,SobolQRNG,500,900,input00,sobolGPU_kernel,3.0932,(1 1000 1) (64 1 1),2000.0,0.967405,0.9819,1.0,1.0055180000000001,1.0,1047000,0.039101,8000,8.0,39.568000000000005,4096000,4.0,0.5,2087,0.019073,4091214,40.153,4478,0.041962000000000006,4096065,40.043,1036000,40.006,1.0,1000,0.038147,1.0,0.040054000000000006,4000,40.187,40.208,0.5,0.039101,4000,0,0,32768000,0,0,461952000,32768000,0,21671000,10836.0,0.8785139999999999,41.96404950495049
42,SobolQRNG,500,1000,input00,sobolGPU_kernel,3.0775,(1 1000 1) (64 1 1),2000.0,0.9670030000000001,0.9831,1.0,1.039867,1.0,1047000,0.039101,8000,8.0,39.775,4096000,4.0,0.5,2054,0.019073,4091393,40.385999999999996,4386,0.041962000000000006,4096006,40.389,1036000,40.243,1.0,1000,0.039101,1.0,0.040054000000000006,4000,40.438,40.423,0.5,0.039101,4000,0,0,32768000,0,0,461952000,32768000,0,21671000,10836.0,0.89999,42.006841584158416
49,SobolQRNG,600,500,input00,sobolGPU_kernel,4.5207,(1 1000 1) (64 1 1),2000.0,0.9678629999999999,0.9816,1.0,0.537092,1.0,1047000,0.026702999999999998,8000,8.0,26.965999999999998,4096000,4.0,0.5,2057,0.013351000000000002,4092218,27.185,4199,0.028610000000000003,4096006,27.212,1036000,27.29,1.0,1000,0.026702999999999998,1.0,0.026702999999999998,4000,27.232,27.241,0.5,0.026702999999999998,4000,0,0,32768000,0,0,461952000,32768000,0,21671000,10836.0,0.504367,38.76566666666667
50,SobolQRNG,600,600,input00,sobolGPU_kernel,3.9497,(1 1000 1) (64 1 1),2000.0,0.968409,0.982,1.0,0.638059,1.0,1047000,0.030518,8000,8.0,30.884,4096000,4.0,0.5,2062,0.015259,4091465,31.075,4447,0.031471,4096027,31.165,1036000,31.234,1.0,1000,0.030518,1.0,0.030518,4000,31.134,31.151,0.5,0.030518,4000,0,0,32768000,0,0,461952000,32768000,0,21671000,10836.0,0.589641,39.503277227722776
51,SobolQRNG,600,700,input00,sobolGPU_kernel,3.3257,(1 1000 1) (64 1 1),2000.0,0.970318,0.9799,1.0,0.768882,1.0,1047000,0.036239999999999994,8000,8.0,36.657,4096000,4.0,0.5,2059,0.018119999999999997,4091518,36.928000000000004,4413,0.039101,4096006,36.927,1036000,37.124,1.0,1000,0.036239999999999994,1.0,0.036239999999999994,4000,36.986,36.988,0.5,0.036239999999999994,4000,0,0,32768000,0,0,461952000,32768000,0,21671000,10836.0,0.6998340000000001,40.72601960784315
52,SobolQRNG,600,800,input00,sobolGPU_kernel,2.8739999999999997,(1 1000 1) (64 1 1),2000.0,0.9697950000000001,0.9795,1.0,0.891532,1.0,1047000,0.041962000000000006,8000,8.0,42.41,4096000,4.0,0.5,2061,0.020981000000000003,4091345,42.681999999999995,4398,0.044823,4096006,42.7,1036000,42.955,1.0,1000,0.041962000000000006,1.0,0.041962000000000006,4000,42.802,42.762,0.5,0.041962000000000006,4000,0,0,32768000,0,0,461952000,32768000,0,21671000,10836.0,0.7964829999999999,42.99925742574257
53,SobolQRNG,600,900,input00,sobolGPU_kernel,2.6069,(1 1000 1) (64 1 1),2000.0,0.9673959999999999,0.9828,1.0,1.0176889999999998,1.0,1047000,0.045776,8000,8.0,46.858000000000004,4096000,4.0,0.5,2048,0.022888,4091131,47.312,4206,0.048637,4096006,47.375,1036000,47.386,1.0,1000,0.045776,1.0,0.04673,4000,47.48,47.424,0.5,0.045776,4000,0,0,32768000,0,0,461952000,32768000,0,21671000,10836.0,0.891935,43.526108910891104
48,SobolQRNG,600,1000,input00,sobolGPU_kernel,2.5569,(1 1000 1) (64 1 1),2000.0,0.966601,0.9834,1.0,1.045347,1.0,1047000,0.04673,8000,8.0,47.778,4096000,4.0,0.5,2050,0.023842,4091420,48.435,4231,0.052452,4096015,48.435,1036000,48.323,1.0,1000,0.04673,1.0,0.047684,4000,48.558,48.577,0.5,0.04673,4000,0,0,32768000,0,0,461952000,32768000,0,21671000,10836.0,0.910241,44.068941176470574
