kernel,coreF,memF,real,predict
histogram,700,600,1356873.009806,1316517.645207
histogram,600,500,1390130.336640,1331198.535498
histogram,500,400,1382543.007573,1321837.028364
histogram,1000,800,1377086.002133,1321414.337466
histogram,900,700,1349112.887360,1300918.659962
histogram,800,600,1353422.843676,1277715.896682
histogram,700,500,1364446.658276,1288177.859259
histogram,1000,700,1399530.002204,1297310.777678
histogram,600,400,1472087.902635,1310629.766209
histogram,900,600,1457665.727232,1305706.342684
histogram,800,500,1454694.254364,1296261.248547
histogram,1000,600,1546322.342400,1307757.995873
histogram,700,400,1560302.834347,1432869.269740
histogram,900,500,1557982.057536,1410123.869113
histogram,800,400,1702017.135616,1637980.032054
histogram,1000,500,1679314.081138,1575993.193972
histogram,900,400,1853803.298048,1848592.419815
histogram,1000,400,2053678.125511,2089138.346017
hotspot,400,1000,7487.948723,3164.288111
hotspot,400,900,7479.485870,3168.765694
hotspot,400,800,7531.648711,3187.442323
hotspot,500,1000,7687.259947,3186.658533
hotspot,500,900,7719.772980,3200.831367
hotspot,400,700,7513.371201,3208.889425
hotspot,600,1000,7761.487271,3209.190201
hotspot,500,800,7760.476341,3322.319147
hotspot,400,600,7587.515967,3614.454546
hotspot,600,900,7778.122186,3482.031543
hotspot,700,1000,7716.626471,3568.791743
hotspot,500,700,7793.678513,3778.914338
hotspot,600,800,7799.267246,3876.325658
hotspot,700,900,7751.201363,3928.108805
hotspot,400,500,7686.157754,4320.947952
hotspot,800,1000,7829.298643,3990.339003
hotspot,500,600,7837.820539,4419.528659
hotspot,600,700,7881.691128,4453.506156
hotspot,700,800,7777.795834,4395.639334
hotspot,800,900,7876.342502,4403.474547
hotspot,900,1000,7702.123982,4401.406322
hotspot,400,400,8157.278277,5484.774419
hotspot,500,500,8241.830415,5352.100775
hotspot,600,600,7911.641040,5086.221543
hotspot,700,700,7828.119545,5005.018332
hotspot,800,800,7949.484780,4925.217246
hotspot,900,900,7812.060265,4871.769897
hotspot,1000,1000,7875.072827,4823.580114
hotspot,1000,900,7929.439048,5330.858374
hotspot,900,800,7915.754970,5448.669802
hotspot,800,700,7963.993392,5614.448373
hotspot,700,600,8035.941202,5875.570081
hotspot,600,500,8736.387945,6114.161274
hotspot,500,400,8910.535938,6621.082987
