kernel,coreF,memF,real,predict,error
convolutionTexture,1600,5000,4165.816474,2382.499196,0.428083
convolutionTexture,1800,5500,4212.299725,2402.944592,0.429541
convolutionTexture,1700,5000,4276.186466,2485.031892,0.418867
convolutionTexture,1900,5500,4328.996477,2494.398787,0.423793
convolutionTexture,1600,4500,4252.053307,2587.818915,0.391395
convolutionTexture,1800,5000,4383.552582,2586.892787,0.409864
convolutionTexture,2000,5500,4416.440898,2586.223361,0.414410
convolutionTexture,1700,4500,4381.119960,2702.704239,0.383102
convolutionTexture,1900,5000,4492.696544,2688.265913,0.401636
convolutionTexture,1600,4000,4520.356299,2851.660814,0.369151
convolutionTexture,1800,4500,4487.408985,2817.052023,0.372232
convolutionTexture,2000,5000,4656.312177,2793.589855,0.400042
convolutionTexture,1900,4500,4644.131124,2931.802528,0.368708
convolutionTexture,1700,4000,4667.073380,2982.713079,0.360903
convolutionTexture,2000,4500,4759.128777,3046.583833,0.359844
convolutionTexture,1800,4000,4796.080415,3114.349536,0.350647
convolutionTexture,1900,4000,4976.588521,3245.199400,0.347907
convolutionTexture,2000,4000,5121.616186,3374.887178,0.341050
fastWalshTransform,1600,5500,6166.847422,6224.287803,0.009314
fastWalshTransform,1700,5500,6556.828047,6580.839319,0.003662
fastWalshTransform,1600,5000,6879.186772,6877.094094,0.000304
fastWalshTransform,1800,5500,6955.213926,6940.301548,0.002144
fastWalshTransform,1700,5000,7312.106301,7280.805845,0.004281
fastWalshTransform,1900,5500,7341.311548,7297.648898,0.005948
fastWalshTransform,1600,4500,7570.630604,7702.926491,0.017475
fastWalshTransform,1800,5000,7775.996283,7678.390122,0.012552
fastWalshTransform,2000,5500,7731.715704,7653.692482,0.010091
fastWalshTransform,1700,4500,8059.142988,8155.099572,0.011907
fastWalshTransform,1900,5000,8189.880962,8072.879559,0.014286
fastWalshTransform,1600,4000,8684.683924,8756.615054,0.008283
fastWalshTransform,1800,4500,8556.258182,8600.014485,0.005114
fastWalshTransform,2000,5000,8653.654638,8482.737243,0.019751
fastWalshTransform,1900,4500,9075.343424,9053.493082,0.002408
fastWalshTransform,1700,4000,9229.633978,9270.545097,0.004433
fastWalshTransform,2000,4500,9557.772646,9504.313655,0.005593
fastWalshTransform,1800,4000,9792.603992,9781.393009,0.001145
fastWalshTransform,1900,4000,10330.193156,10295.250529,0.003383
fastWalshTransform,2000,4000,10945.990480,10811.886232,0.012251
histogram,1600,5500,4115968.500224,4425607.550090,0.075229
histogram,1700,5500,4128558.862711,4425977.487211,0.072039
histogram,1600,5000,4128007.315115,4425314.447587,0.072022
histogram,1800,5500,4052251.640640,4425627.036596,0.092140
histogram,1700,5000,4197079.206780,4424189.802464,0.054112
histogram,1900,5500,4070818.469076,4426032.819861,0.087259
histogram,1600,4500,4127242.888533,4422943.177746,0.071646
histogram,1800,5000,4162737.134080,4426162.143474,0.063282
histogram,2000,5500,4074920.542933,4426143.769879,0.086191
histogram,1700,4500,4205856.026711,4423240.199320,0.051686
histogram,1900,5000,4110384.522981,4424043.600701,0.076309
histogram,1600,4000,4139464.758812,4420130.075283,0.067802
histogram,1800,4500,4221900.451104,4424775.477878,0.048053
histogram,2000,5000,4085970.559502,4425985.853500,0.083215
histogram,1900,4500,4216608.930588,4425292.504104,0.049491
histogram,1700,4000,4234534.265323,4423548.298009,0.044636
histogram,2000,4500,4145759.363200,4426613.428307,0.067745
histogram,1800,4000,4294793.932800,4423119.098289,0.029879
histogram,1900,4000,4346896.682041,4422144.712422,0.017311
histogram,2000,4000,4345806.218880,4420297.833938,0.017141
hotspot,1600,5500,18908.054559,6042.628004,0.680420
hotspot,1700,5500,19027.047017,6046.200598,0.682231
hotspot,1600,5000,18917.571696,6049.280375,0.680230
hotspot,1800,5500,18977.375901,6051.449919,0.681123
hotspot,1700,5000,18779.532268,6054.217658,0.677616
hotspot,1900,5500,19347.168456,6053.299741,0.687122
hotspot,1600,4500,18794.904646,6057.239194,0.677719
hotspot,1800,5000,18865.207905,6058.750070,0.678840
hotspot,2000,5500,19286.499984,6060.630810,0.685758
hotspot,1700,4500,18923.144776,6061.242369,0.679692
hotspot,1900,5000,19342.454786,6063.093149,0.686540
hotspot,1600,4000,18804.898245,6067.820195,0.677328
hotspot,1800,4500,19017.787297,6067.465495,0.680958
hotspot,2000,5000,19379.979330,6068.327300,0.686876
hotspot,1900,4500,19329.070838,6073.352323,0.685792
hotspot,1700,4000,19067.981340,6074.893291,0.681409
hotspot,2000,4500,19378.002290,6078.137915,0.686338
hotspot,1800,4000,19011.226574,6079.198338,0.680231
hotspot,1900,4000,19231.230586,6085.011108,0.683587
hotspot,2000,4000,19189.660055,6091.366789,0.682570
matrixMulGlobal,1600,5500,793695.663950,733448.523446,0.075907
matrixMulGlobal,1700,5500,797649.862603,739598.611105,0.072778
matrixMulGlobal,1600,5000,801022.047000,748738.757704,0.065271
matrixMulGlobal,1800,5500,812420.466638,754834.541023,0.070882
matrixMulGlobal,1700,5000,823497.257510,767876.164369,0.067543
matrixMulGlobal,1900,5500,836711.132275,764946.874689,0.085769
matrixMulGlobal,1600,4500,812825.057406,767442.385770,0.055833
matrixMulGlobal,1800,5000,848865.520986,786850.496255,0.073056
matrixMulGlobal,2000,5500,869617.993781,788363.073696,0.093437
matrixMulGlobal,1700,4500,842775.716357,786806.927090,0.066410
matrixMulGlobal,1900,5000,887699.063754,811339.004534,0.086020
matrixMulGlobal,1600,4000,870636.695906,818567.017470,0.059806
matrixMulGlobal,1800,4500,870239.089125,812079.880881,0.066831
matrixMulGlobal,2000,5000,895744.435469,813833.863097,0.091444
matrixMulGlobal,1900,4500,910230.860299,828762.776377,0.089503
matrixMulGlobal,1700,4000,888494.429320,833010.757033,0.062447
matrixMulGlobal,2000,4500,898619.085000,830333.033480,0.075990
matrixMulGlobal,1800,4000,890557.665170,839794.965012,0.057001
matrixMulGlobal,1900,4000,892529.330479,841982.266193,0.056634
matrixMulGlobal,2000,4000,904639.627336,849954.783591,0.060449
matrixMulShared,1600,5500,238479.013850,224964.562552,0.056669
matrixMulShared,1700,5500,241149.270178,224948.348498,0.067182
matrixMulShared,1600,5000,242567.056266,225100.613831,0.072007
matrixMulShared,1800,5500,238592.817336,224936.951989,0.057235
matrixMulShared,1700,5000,242895.487799,225070.038282,0.073387
matrixMulShared,1900,5500,242697.937098,224988.039919,0.072971
matrixMulShared,1600,4500,239716.120350,225116.107117,0.060905
matrixMulShared,1800,5000,242126.602274,225059.269408,0.070489
matrixMulShared,2000,5500,245167.159292,224936.094267,0.082519
matrixMulShared,1700,4500,241741.956209,225105.234303,0.068820
matrixMulShared,1900,5000,244040.150994,225089.188689,0.077655
matrixMulShared,1600,4000,241968.853219,225171.231180,0.069421
matrixMulShared,1800,4500,240942.801940,225101.629325,0.065747
matrixMulShared,2000,5000,246386.777886,224950.633202,0.087002
matrixMulShared,1900,4500,243436.042860,225127.050502,0.075211
matrixMulShared,1700,4000,243925.066897,224990.776632,0.077623
matrixMulShared,2000,4500,247019.863464,225065.131090,0.088878
matrixMulShared,1800,4000,243002.504701,225019.805100,0.074002
matrixMulShared,1900,4000,244084.886329,225179.676190,0.077453
matrixMulShared,2000,4000,247572.322156,225177.912736,0.090456
mergeSort,1600,5500,36895.395530,40090.459605,0.086598
mergeSort,1700,5500,37213.092110,40085.451521,0.077187
mergeSort,1600,5000,37229.130015,40087.971994,0.076790
mergeSort,1800,5500,36899.845676,40105.286859,0.086869
mergeSort,1700,5000,36712.501887,40090.827791,0.092021
mergeSort,1900,5500,37145.068812,40105.288983,0.079693
mergeSort,1600,4500,36698.632554,40108.381153,0.092912
mergeSort,1800,5000,36894.667289,40093.297444,0.086696
mergeSort,2000,5500,37131.676802,40096.495253,0.079846
mergeSort,1700,4500,36909.561381,40105.081497,0.086577
mergeSort,1900,5000,37157.458704,40110.896509,0.079484
mergeSort,1600,4000,36722.066836,40113.510998,0.092354
mergeSort,1800,4500,36906.300664,40100.350615,0.086545
mergeSort,2000,5000,36989.989041,40103.213207,0.084164
mergeSort,1900,4500,37169.484614,40115.674923,0.079264
mergeSort,1700,4000,36723.773503,40103.145078,0.092021
mergeSort,2000,4500,36989.871469,40109.707376,0.084343
mergeSort,1800,4000,36759.166220,40125.448443,0.091577
mergeSort,1900,4000,36987.113512,40119.060411,0.084677
mergeSort,2000,4000,37172.933930,40122.221581,0.079340
nn,1600,5500,2409.128226,3323.986380,0.379747
nn,1700,5500,2557.551518,3467.591623,0.355825
nn,1600,5000,2695.815902,3604.573106,0.337099
nn,1800,5500,2705.080774,3610.020162,0.334533
nn,1700,5000,2860.486154,3762.599376,0.315371
nn,1900,5500,2850.177944,3754.579220,0.317314
nn,1600,4500,2987.747709,3950.437751,0.322213
nn,1800,5000,3029.014621,3923.623638,0.295347
nn,2000,5500,3063.544694,3961.803834,0.293209
nn,1700,4500,3171.779598,4131.013169,0.302428
nn,1900,5000,3191.838484,4083.888957,0.279479
nn,1600,4000,3431.149259,4417.399203,0.287440
nn,1800,4500,3402.837873,4361.024856,0.281585
nn,2000,5000,3362.294060,4254.107271,0.265240
nn,1900,4500,3547.791766,4496.069354,0.267287
nn,1700,4000,3626.037115,4602.629689,0.269328
nn,2000,4500,3735.065938,4676.536613,0.252063
nn,1800,4000,3840.058548,4810.798048,0.252793
nn,1900,4000,4119.111220,5089.739894,0.235640
nn,2000,4000,4349.058331,5313.815806,0.221831
quasirandomGenerator,1600,5500,2142461.016080,1632132.259909,0.238197
quasirandomGenerator,1700,5500,2149486.748547,1631093.913633,0.241171
quasirandomGenerator,1600,5000,2140281.937920,1631504.988572,0.237715
quasirandomGenerator,1800,5500,2138594.213700,1632155.492301,0.236809
quasirandomGenerator,1700,5000,2148649.822340,1632440.321484,0.240248
quasirandomGenerator,1900,5500,2168554.522260,1631797.881591,0.247518
quasirandomGenerator,1600,4500,2119008.790080,1631714.052905,0.229964
quasirandomGenerator,1800,5000,2159056.773720,1631542.890682,0.244326
quasirandomGenerator,2000,5500,2198436.861600,1631120.300092,0.258055
quasirandomGenerator,1700,4500,2144884.235130,1631661.687779,0.239278
quasirandomGenerator,1900,5000,2181545.929897,1632289.597747,0.251774
