DRAMA,FP16A,FP32A,FP64A,SMACT,SMOCC,TENSO,argNo,average_power,benchmark,core_frequency,kernel,memory_frequency,time
0.09527927927927934,0.0,0.112207207207207,0.0,0.9897117117117127,0.870189189189189,0.0,input000,65.76579999999998,convolutionTexture,705,convolutionRowsKernel,877,9.714289
0.12014414414414389,0.0,0.12154954954954972,0.0,0.9966666666666661,0.873882882882883,0.0,input000,74.8128,convolutionTexture,802,convolutionRowsKernel,877,7.801338
0.14114285714285696,0.0,0.12232142857142839,0.0,0.9969642857142855,0.8734999999999998,0.0,input000,85.0241,convolutionTexture,945,convolutionRowsKernel,877,6.575583
0.0,0.0,0.005190909090909094,0.0,0.012000000000000009,0.0030000000000000022,0.0,input000,37.5681,eigenvalues,1087,bisectKernel,877,1.519207
0.0,0.0,0.005238938053097349,0.0,0.012000000000000009,0.0030000000000000022,0.0,input000,38.3553,eigenvalues,1102,bisectKernel,877,1.498629
1.8518518518518518e-05,0.0,0.005194444444444448,0.0,0.012000000000000009,0.0030000000000000022,0.0,input000,42.3602,eigenvalues,1237,bisectKernel,877,1.335898
1.834862385321101e-05,0.0,0.005752293577981655,0.0,0.012000000000000009,0.0030000000000000022,0.0,input000,49.355999999999995,eigenvalues,1380,bisectKernel,877,1.192214
0.0,0.0,0.00529357798165138,0.0,0.012999999999999979,0.0030000000000000022,0.0,input000,26.637,eigenvalues,405,bisectKernel,877,7.293903
1.801801801801802e-05,0.0,0.005162162162162166,0.0,0.011981981981981991,0.002990990990990993,0.0,input000,29.077800000000003,eigenvalues,502,bisectKernel,877,3.293572
0.0,0.0,0.005458715596330279,0.0,0.012000000000000009,0.0030000000000000022,0.0,input000,29.999299999999995,eigenvalues,600,bisectKernel,877,2.751021
1.785714285714286e-05,0.0,0.005366071428571433,0.0,0.011982142857142867,0.0029910714285714306,0.0,input000,31.204,eigenvalues,705,bisectKernel,877,2.34395
0.0,0.0,0.005155963302752297,0.0,0.012000000000000009,0.0030000000000000022,0.0,input000,32.4293,eigenvalues,802,bisectKernel,877,2.057007
0.0,0.0,0.005638888888888893,0.0,0.012000000000000009,0.0030000000000000022,0.0,input000,34.453,eigenvalues,945,bisectKernel,877,1.748737
0.8906696428571429,0.0,0.07143749999999996,0.0,0.9981517857142863,0.9194285714285727,0.0,input000,109.2951,fastWalshTransform,1087,fwtBatch2Kernel,877,24.016105
0.8875945945945952,0.0,0.06903603603603592,0.0,0.998063063063064,0.9209819819819832,0.0,input000,110.0143,fastWalshTransform,1102,fwtBatch2Kernel,877,24.012955
0.8984403669724775,0.0,0.06379816513761466,0.0,0.9981467889908266,0.9245871559633025,0.0,input000,121.97140000000002,fastWalshTransform,1237,fwtBatch2Kernel,877,23.988227
0.8957142857142861,0.0,0.05567857142857134,0.0,0.9980982142857151,0.927776785714286,0.0,input000,139.9554,fastWalshTransform,1380,fwtBatch2Kernel,877,24.034064
0.39225892857142874,0.0,0.1536339285714286,0.0,0.990392857142858,0.875901785714286,0.0,input000,65.1702,fastWalshTransform,405,fwtBatch2Kernel,877,54.190641
0.46690350877193004,0.0,0.0820087719298246,0.0,0.9959561403508769,0.920192982456141,0.0,input000,73.3561,fastWalshTransform,502,fwtBatch2Kernel,877,46.118157
0.4850964912280698,0.0,0.06985964912280702,0.0,0.9966052631578951,0.9219122807017539,0.0,input000,75.6759,fastWalshTransform,600,fwtBatch2Kernel,877,44.191033
0.6489369369369373,0.0,0.07996396396396398,0.0,0.9972162162162165,0.9132072072072076,0.0,input000,86.81700000000002,fastWalshTransform,705,fwtBatch2Kernel,877,32.975184
